acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_Instruction1,correct_new_keyboard_response,correct_response,count_Instruction1,count_correctFeedback,count_expSequence,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instructions2,count_isi,count_logger,count_memorySet,count_new_keyboard_response,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_Instruction1,response_instructions2,response_new_keyboard_response,response_thankYou,response_time,response_time_Instruction1,response_time_instructions2,response_time_new_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_Instruction1,time_correctFeedback,time_expSequence,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instructions2,time_isi,time_logger,time_memorySet,time_new_keyboard_response,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
72.72727273,72.72727273,995.1818182,995.1818182,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,10,10,0,0,10,10,0,10,10,10,10,0,10,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,10,10,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,3 1 9 4,Kafkaesque Koffka,3.2.6,0,n,0,right,right,NA,right,NA,1148,705,NA,1148,NA,2,legacy,4,1024,2,48000,-16,experiment,0,even,6,144372,207619,208726,144360,NA,208737,163473,NA,210961,214122,209748,212973,145078,212973,NA,Sternberg task,8,10947,11,yes,1024
75,75,977.8333333,977.8333333,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,11,11,0,0,11,11,0,11,11,11,11,0,11,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,11,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,9 6 7 4 5,Kafkaesque Koffka,3.2.6,0,n,0,right,right,NA,right,NA,787,705,NA,787,NA,2,legacy,5,1024,2,48000,-16,experiment,0,even,3,144372,214136,215242,144360,NA,215253,163473,NA,217476,220275,216264,219487,145078,219487,NA,Sternberg task,9,11734,12,yes,1024
76.92307692,76.92307692,966.6153846,966.6153846,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,12,12,0,0,12,12,0,12,12,12,12,0,12,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,0,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,1 4 9 2 5,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,832,705,4742,832,NA,2,legacy,5,1024,2,48000,-16,experiment,0,even,7,144372,220289,226195,144360,226076,226206,163473,221332,228431,231276,227218,230442,145078,230442,NA,Sternberg task,10,12566,13,yes,1024
78.57142857,78.57142857,959.7142857,959.7142857,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,13,13,0,0,13,13,0,13,13,13,13,0,13,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,1,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,3 9 7 6 4,Kafkaesque Koffka,3.2.6,3,y,0,left,right,right,left,NA,870,705,4742,870,NA,2,legacy,5,1024,2,48000,-16,experiment,0,even,7,144372,231291,232408,144360,226076,232419,163473,221332,234643,237526,233430,236654,145078,236653,NA,Sternberg task,11,13436,14,yes,1024
80,80,942.2666667,942.2666667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,14,14,0,0,14,14,0,14,14,14,14,0,14,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,2,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,8 1 6,Kafkaesque Koffka,3.2.6,3,y,0,left,right,right,left,NA,698,705,4742,698,NA,2,legacy,3,1024,2,48000,-16,experiment,0,even,6,144372,237540,238646,144360,226076,238657,163473,221332,240880,243592,239668,242892,145078,242892,NA,Sternberg task,12,14134,15,yes,1024
81.25,81.25,926.375,926.375,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,15,15,0,0,15,15,0,15,15,15,15,0,15,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,3,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,7 8 6 1,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,688,705,4742,688,NA,2,legacy,4,1024,2,48000,-16,experiment,0,even,3,144372,243604,244711,144360,226076,244722,163473,221332,246945,249645,245733,248956,145078,248955,NA,Sternberg task,13,14822,16,yes,1024
82.35294118,82.35294118,925.0588235,925.0588235,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,16,16,0,0,16,16,0,16,16,16,16,0,16,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,4,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,2 6 4 3 9,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,904,705,4742,904,NA,2,legacy,5,1024,2,48000,-16,experiment,0,even,1,144372,249658,250764,144360,226076,250775,163473,221332,252997,255913,251786,255007,145078,255007,NA,Sternberg task,14,15726,17,yes,1024
83.33333333,83.33333333,913.9444444,913.9444444,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,17,17,0,0,17,17,0,17,17,17,17,0,17,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,5,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,7 1 3,Kafkaesque Koffka,3.2.6,2,y,0,left,right,right,left,NA,725,705,4742,725,NA,2,legacy,3,1024,2,48000,-16,experiment,0,even,1,144372,255926,257032,144360,226076,257042,163473,221332,259268,262004,258055,261278,145078,261278,NA,Sternberg task,15,16451,18,yes,1024
84.21052632,84.21052632,927,927,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,18,18,0,0,18,18,0,18,18,18,18,0,18,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,6,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,4 9 7 8 5 3,Kafkaesque Koffka,3.2.6,4,y,0,left,right,right,left,NA,1162,705,4742,1162,NA,2,legacy,6,1024,2,48000,-16,experiment,0,even,8,144372,262017,263123,144360,226076,263135,163473,221332,265357,268531,264146,267368,145078,267368,NA,Sternberg task,16,17613,19,yes,1024
85,85,910.85,910.85,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,19,19,0,0,19,19,0,19,19,19,19,0,19,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,7,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,3 4 2,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,604,705,4742,604,NA,2,legacy,3,1024,2,48000,-16,experiment,0,even,5,144372,268543,269651,144360,226076,269661,163473,221332,271885,274501,270672,273895,145078,273895,NA,Sternberg task,17,18217,20,yes,1024
85.71428571,85.71428571,908.8095238,908.8095238,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,20,20,0,0,20,20,0,20,20,20,20,0,20,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,8,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,5 7 3 6 2,Kafkaesque Koffka,3.2.6,5,y,0,left,right,right,left,NA,868,705,4742,868,NA,2,legacy,5,1024,2,48000,-16,experiment,0,even,2,144372,274513,275619,144360,226076,275630,163473,221332,277854,280735,276641,279865,145078,279865,NA,Sternberg task,18,19085,21,yes,1024
86.36363636,86.36363636,908.5454545,908.5454545,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,21,21,0,0,21,21,0,21,21,21,21,0,21,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,9,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,8 9,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,903,705,4742,903,NA,2,legacy,2,1024,2,48000,-16,experiment,0,even,5,144372,280747,281854,144360,226076,281865,163473,221332,284088,287005,282876,286100,145078,286100,NA,Sternberg task,19,19988,22,yes,1024
86.95652174,86.95652174,909.4782609,909.4782609,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,22,22,0,0,22,22,0,22,22,22,22,0,22,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,10,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,3 2 1 4 7,Kafkaesque Koffka,3.2.6,2,y,0,left,right,right,left,NA,930,705,4742,930,NA,2,legacy,5,1024,2,48000,-16,experiment,0,even,2,144372,287018,288124,144360,226076,288136,163473,221332,290360,293303,289147,292371,145078,292371,NA,Sternberg task,20,20918,23,yes,1024
87.5,87.5,891.9166667,891.9166667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,23,23,0,0,23,23,0,23,23,23,23,0,23,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,11,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,6 8 4,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,488,705,4742,488,NA,2,legacy,3,1024,2,48000,-16,experiment,0,even,1,144372,293320,294433,144360,226076,294445,163473,221332,296670,299171,295457,298681,145078,298681,NA,Sternberg task,21,21406,24,yes,1024
88,88,888.6,888.6,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,24,24,0,0,24,24,0,24,24,24,24,0,24,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,12,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,3 9 6 2,Kafkaesque Koffka,3.2.6,4,y,0,left,right,right,left,NA,809,705,4742,809,NA,2,legacy,4,1024,2,48000,-16,experiment,0,even,2,144372,299184,300291,144360,226076,300301,163473,221332,302525,305347,301313,304536,145078,304536,NA,Sternberg task,22,22215,25,yes,1024
88.46153846,88.46153846,880.3076923,880.3076923,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,25,25,0,0,25,25,0,25,25,25,25,0,25,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,13,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,7 2 3,Kafkaesque Koffka,3.2.6,3,y,0,left,right,right,left,NA,673,705,4742,673,NA,2,legacy,3,1024,2,48000,-16,experiment,0,even,3,144372,305359,306469,144360,226076,306480,163473,221332,308703,311389,307491,310714,145078,310714,NA,Sternberg task,23,22888,26,yes,1024
88.88888889,88.88888889,869.3703704,869.3703704,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,26,26,0,0,26,26,0,26,26,26,26,0,26,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,14,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,3 5 7 1,Kafkaesque Koffka,3.2.6,3,y,0,left,right,right,left,NA,585,705,4742,585,NA,2,legacy,4,1024,2,48000,-16,experiment,0,even,7,144372,311402,312508,144360,226076,312519,163473,221332,314743,317342,313530,316754,145078,316754,NA,Sternberg task,24,23473,27,yes,1024
89.28571429,89.28571429,864,864,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,27,27,0,0,27,27,0,27,27,27,27,0,27,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,15,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,1 7 5 2,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,719,705,4742,719,NA,2,legacy,4,1024,2,48000,-16,experiment,0,even,3,144372,317355,318462,144360,226076,318472,163473,221332,320695,323427,319483,322706,145078,322706,NA,Sternberg task,25,24192,28,yes,1024
89.65517241,89.65517241,858.3448276,858.3448276,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,28,28,0,0,28,28,0,28,28,28,28,0,28,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,16,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,7 1,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,700,705,4742,700,NA,2,legacy,2,1024,2,48000,-16,experiment,0,even,8,144372,323444,324551,144360,226076,324561,163473,221332,326786,329499,325573,328797,145078,328797,NA,Sternberg task,26,24892,29,yes,1024
90,90,848.6333333,848.6333333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,29,29,0,0,29,29,0,29,29,29,29,0,29,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,17,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,1,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,567,705,4742,567,NA,2,legacy,1,1024,2,48000,-16,experiment,0,even,7,144372,329512,330618,144360,226076,330628,163473,221332,332851,335432,331639,334863,145078,334863,NA,Sternberg task,27,25459,30,yes,1024
90.32258065,90.32258065,847.8387097,847.8387097,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,30,30,0,0,30,30,0,30,30,30,30,0,30,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,18,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,7 1 8 4 9 3,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,824,705,4742,824,NA,2,legacy,6,1024,2,48000,-16,experiment,0,even,6,144372,335445,336553,144360,226076,336564,163473,221332,338789,341627,337576,340801,145078,340800,NA,Sternberg task,28,26283,31,yes,1024
