acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_Keyboard_response,correct_instruction1,correct_response,count_ISI,count_Keyboard_response,count_PracticeLoop,count_correctFeedback,count_exp_sequence,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instruction1,count_instructions2,count_logger,count_memorySet,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_PracticeLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_Keyboard_response,response_instruction1,response_instructions2,response_thankYou,response_time,response_time_Keyboard_response,response_time_instruction1,response_time_instructions2,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_Keyboard_response,time_PracticeLoop,time_correctFeedback,time_exp_sequence,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instruction1,time_instructions2,time_logger,time_memorySet,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
72.72727273,72.72727273,934.4545455,934.4545455,black,practice,legacy,legacy,legacy,0,uniform,1,1,undefined,right,10,10,0,10,10,0,0,10,10,0,0,10,10,10,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,10,10,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,5 7 8 4 1 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,NA,NA,732,732,60597,NA,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,6,136624,138631,65729,133259,134407,5122,NA,134411,108230,5130,NA,139364,135418,138630,NA,Sternberg Task,8,10279,11,yes,1024
75,75,928.8333333,928.8333333,black,practice,legacy,legacy,legacy,0,uniform,1,1,undefined,left,11,11,0,11,11,0,0,11,11,0,0,11,11,11,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,11,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,1 7 9 8 5,Kafkaesque Koffka,3.2.8,4,y,0,left,left,right,NA,NA,867,867,60597,NA,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,8,142843,144849,65729,139401,140633,5122,NA,140636,108230,5130,NA,145717,141639,144848,NA,Sternberg Task,9,11146,12,yes,1024
76.92307692,76.92307692,907.4615385,907.4615385,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,12,12,0,12,12,0,0,12,12,0,0,12,12,12,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,0,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,5 9 2 3,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,651,651,60597,16220,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,8,165388,167395,65729,145766,163173,5122,163029,163176,108230,5130,146808,168047,164182,167394,NA,Sternberg Task,10,11797,13,yes,1024
78.57142857,78.57142857,894,894,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,13,13,0,13,13,0,0,13,13,0,0,13,13,13,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,1,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,1 7 8 3 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,719,719,60597,16220,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,2,171508,173513,65729,168105,169296,5122,163029,169298,108230,5130,146808,174233,170304,173513,NA,Sternberg Task,11,12516,14,yes,1024
80,80,872.1333333,872.1333333,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,14,14,0,14,14,0,0,14,14,0,0,14,14,14,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,2,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,9 6 2 4 1,Kafkaesque Koffka,3.2.8,4,y,0,left,left,right,right,NA,566,566,60597,16220,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,4,177675,179683,65729,174307,175464,5122,163029,175467,108230,5130,146808,180250,176470,179682,NA,Sternberg Task,12,13082,15,yes,1024
81.25,81.25,875.4375,875.4375,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,15,15,0,15,15,0,0,15,15,0,0,15,15,15,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,3,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,7 3 2 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,925,925,60597,16220,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,4,183636,185642,65729,180283,181422,5122,163029,181425,108230,5130,146808,186568,182430,185641,NA,Sternberg Task,13,14007,16,yes,1024
82.35294118,82.35294118,860.4705882,860.4705882,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,16,16,0,16,16,0,0,16,16,0,0,16,16,16,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,4,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,2 3 7 4,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,right,NA,621,621,60597,16220,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,2,189982,191988,65729,186637,187765,5122,163029,187768,108230,5130,146808,192609,188775,191988,NA,Sternberg Task,14,14628,17,yes,1024
77.77777778,77.77777778,867.1111111,867.1111111,black,experiment,legacy,legacy,legacy,0,uniform,0,0,undefined,left,17,17,0,17,17,0,0,17,17,0,0,17,17,17,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,5,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,6 9 7 4 5 1,Kafkaesque Koffka,3.2.8,2,y,0,right,right,right,right,NA,980,980,60597,16220,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,9,196013,198020,65729,192637,193798,5122,163029,193801,108230,5130,146808,199001,194807,198019,NA,Sternberg Task,14,15608,18,yes,1024
78.94736842,78.94736842,867.3157895,867.3157895,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,18,18,0,18,18,0,0,18,18,0,0,18,18,18,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,6,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,7 4 2 8 1 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,871,871,60597,16220,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,5,202495,204502,65729,192637,200279,5122,163029,200281,199096,5130,146808,205374,201287,204502,NA,Sternberg Task,15,16479,19,yes,1024
80,80,858.5,858.5,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,19,19,0,19,19,0,0,19,19,0,0,19,19,19,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,7,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,7,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,right,NA,691,691,60597,16220,NA,2,legacy,1,1024,2,48000,-16,experiment,2,even,7,208832,210840,65729,205477,206622,5122,163029,206624,199096,5130,146808,211532,207629,210839,NA,Sternberg Task,16,17170,20,yes,1024
80.95238095,80.95238095,852.3333333,852.3333333,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,20,20,0,20,20,0,0,20,20,0,0,20,20,20,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,8,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,6 9 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,729,729,60597,16220,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,8,215004,217012,65729,211614,212791,5122,163029,212794,199096,5130,146808,217742,213798,217012,NA,Sternberg Task,17,17899,21,yes,1024
81.81818182,81.81818182,844.3636364,844.3636364,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,21,21,0,21,21,0,0,21,21,0,0,21,21,21,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,9,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,7 4 2 6 3 5,Kafkaesque Koffka,3.2.8,6,y,0,left,left,right,right,NA,677,677,60597,16220,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,5,221116,223123,65729,217765,218902,5122,163029,218904,199096,5130,146808,223801,219909,223123,NA,Sternberg Task,18,18576,22,yes,1024
82.60869565,82.60869565,839.4782609,839.4782609,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,22,22,0,22,22,0,0,22,22,0,0,22,22,22,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,10,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,6 9 4 5 3 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,732,732,60597,16220,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,8,227241,229247,65729,223864,225028,5122,163029,225030,199096,5130,146808,229980,226036,229247,NA,Sternberg Task,19,19308,23,yes,1024
83.33333333,83.33333333,832.9583333,832.9583333,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,23,23,0,23,23,0,0,23,23,0,0,23,23,23,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,11,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,6 8 9 3 4 9,Kafkaesque Koffka,3.2.8,5,y,0,left,left,right,right,NA,683,683,60597,16220,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,4,233367,235369,65729,230010,231153,5122,163029,231156,199096,5130,146808,236052,232162,235369,NA,Sternberg Task,20,19991,24,yes,1024
84,84,834.68,834.68,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,24,24,0,24,24,0,0,24,24,0,0,24,24,24,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,12,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,1 7 5 2 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,876,876,60597,16220,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,3,239440,241446,65729,236077,237225,5122,163029,237228,199096,5130,146808,242323,238234,241446,NA,Sternberg Task,21,20867,25,yes,1024
84.61538462,84.61538462,829.0769231,829.0769231,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,25,25,0,25,25,0,0,25,25,0,0,25,25,25,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,13,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,7 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,689,689,60597,16220,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,8,245736,247742,65729,242386,243523,5122,163029,243526,199096,5130,146808,248432,244531,247741,NA,Sternberg Task,22,21556,26,yes,1024
85.18518519,85.18518519,819.037037,819.037037,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,26,26,0,26,26,0,0,26,26,0,0,26,26,26,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,14,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,9 4 2,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,right,NA,558,558,60597,16220,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,9,251913,253921,65729,248508,249700,5122,163029,249702,199096,5130,146808,254480,250707,253921,NA,Sternberg Task,23,22114,27,yes,1024
85.71428571,85.71428571,810.8928571,810.8928571,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,27,27,0,27,27,0,0,27,27,0,0,27,27,27,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,15,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,5 2 6,Kafkaesque Koffka,3.2.8,2,y,0,left,left,right,right,NA,591,591,60597,16220,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,2,257901,259908,65729,254511,255688,5122,163029,255691,199096,5130,146808,260500,256694,259907,NA,Sternberg Task,24,22705,28,yes,1024
86.20689655,86.20689655,801.3793103,801.3793103,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,28,28,0,28,28,0,0,28,28,0,0,28,28,28,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,16,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,4 1 8 7 5,Kafkaesque Koffka,3.2.8,3,y,0,left,left,right,right,NA,535,535,60597,16220,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,8,263899,265906,65729,260556,261685,5122,163029,261688,199096,5130,146808,266442,262694,265905,NA,Sternberg Task,25,23240,29,yes,1024
86.66666667,86.66666667,798.1333333,798.1333333,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,29,29,0,29,29,0,0,29,29,0,0,29,29,29,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,17,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,1 4 9 2 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,704,704,60597,16220,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,7,269902,271909,65729,266497,267688,5122,163029,267691,199096,5130,146808,272614,268696,271908,NA,Sternberg Task,26,23944,30,yes,1024
87.09677419,87.09677419,796.9032258,796.9032258,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,30,30,0,30,30,0,0,30,30,0,0,30,30,30,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,18,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,6 7 8 5,Kafkaesque Koffka,3.2.8,3,y,0,left,left,right,right,NA,760,760,60597,16220,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,8,276029,278036,65729,272674,273816,5122,163029,273818,199096,5130,146808,278797,274824,278035,NA,Sternberg Task,27,24704,31,yes,1024
87.5,87.5,788.46875,788.46875,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,31,31,0,31,31,0,0,31,31,0,0,31,31,31,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,19,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,4 6 5 8,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,right,NA,527,527,60597,16220,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,4,282229,284235,65729,278851,280014,5122,163029,280017,199096,5130,146808,284763,281023,284235,NA,Sternberg Task,28,25231,32,yes,1024
87.87878788,87.87878788,799.3030303,799.3030303,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,32,32,0,32,32,0,0,32,32,0,0,32,32,32,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,20,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,4 3 2 5 8,Kafkaesque Koffka,3.2.8,2,y,0,left,left,right,right,NA,1146,1146,60597,16220,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,3,288195,290202,65729,284818,285984,5122,163029,285987,199096,5130,146808,291349,286990,290202,NA,Sternberg Task,29,26377,33,yes,1024
88.23529412,88.23529412,792.6470588,792.6470588,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,33,33,0,33,33,0,0,33,33,0,0,33,33,33,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,21,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,6 5,Kafkaesque Koffka,3.2.8,2,y,0,left,left,right,right,NA,573,573,60597,16220,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,5,294762,296769,65729,291415,292548,5122,163029,292550,199096,5130,146808,297343,293556,296769,NA,Sternberg Task,30,26950,34,yes,1024
88.57142857,88.57142857,787.1142857,787.1142857,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,34,34,0,34,34,0,0,34,34,0,0,34,34,34,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,22,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,8 2 1 4 5 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,599,599,60597,16220,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,7,300729,302736,65729,297372,298516,5122,163029,298518,199096,5130,146808,303336,299524,302735,NA,Sternberg Task,31,27549,35,yes,1024
88.88888889,88.88888889,783.6111111,783.6111111,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,35,35,0,35,35,0,0,35,35,0,0,35,35,35,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,23,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,4 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,661,661,60597,16220,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,6,306777,308783,65729,303411,304564,5122,163029,304566,199096,5130,146808,309445,305572,308783,NA,Sternberg Task,32,28210,36,yes,1024
89.18918919,89.18918919,781.4594595,781.4594595,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,36,36,0,36,36,0,0,36,36,0,0,36,36,36,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,24,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,6 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,704,704,60597,16220,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,9,312858,314862,65729,309507,310645,5122,163029,310647,199096,5130,146808,315567,311653,314862,NA,Sternberg Task,33,28914,37,yes,1024
