acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_new_keyboard_response,correct_response,count_ISI,count_correctFeedback,count_expSequence,count_experiment,count_experimentLoop,count_fixation,count_getting_started,count_incorrectFeeback,count_instruction1,count_instructions2,count_logger,count_memorySet,count_new_keyboard_response,count_practiceLoop,count_probe,count_thankYou,count_welcome,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instructions2,response_new_keyboard_response,response_thankYou,response_time,response_time_instruction1,response_time_instructions2,response_time_new_keyboard_response,response_time_thankYou,response_time_welcome,response_welcome,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctFeedback,time_expSequence,time_experiment,time_experimentLoop,time_fixation,time_getting_started,time_incorrectFeeback,time_instruction1,time_instructions2,time_logger,time_memorySet,time_new_keyboard_response,time_practiceLoop,time_probe,time_thankYou,time_welcome,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
90.90909091,90.90909091,1091.545455,1091.545455,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,10,10,10,0,0,10,NA,10,0,0,10,10,10,0,10,0,NA,Fri Oct 25 19:23:32 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,10,10,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-3.csv,legacy,2 9 4,Kafkaesque Koffka,3.2.8,3,y,0,left,right,NA,left,NA,824,133417,NA,824,NA,NA,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,4,203887,200554,201642,2776,NA,201656,NA,141963,2792,NA,206725,202671,205900,136330,205900,NA,NA,Sternberg Task,10,12007,11,yes,1024
91.66666667,91.66666667,1065.75,1065.75,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,11,11,11,0,0,11,NA,11,0,0,11,11,11,0,11,0,NA,Fri Oct 25 19:23:32 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,11,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-3.csv,legacy,3 1 9 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,782,133417,NA,782,NA,NA,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,6,210071,206741,207828,2776,NA,207841,NA,141963,2792,NA,212868,208855,212085,136330,212085,NA,NA,Sternberg Task,11,12789,12,yes,1024
92.30769231,92.30769231,1027.076923,1027.076923,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,12,12,12,0,0,12,NA,12,0,0,12,12,12,0,12,0,NA,Fri Oct 25 19:23:32 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,0,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-3.csv,legacy,1 6 4 3 9 7,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,563,133417,8914,563,NA,NA,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,8,225176,212884,222932,2776,222837,222945,NA,141963,2792,213922,227753,223959,227189,136330,227189,NA,NA,Sternberg Task,12,13352,13,yes,1024
92.85714286,92.85714286,1030.428571,1030.428571,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,13,13,13,0,0,13,NA,13,0,0,13,13,13,0,13,0,NA,Fri Oct 25 19:23:32 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,1,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-3.csv,legacy,7 4 2 8 1 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1074,133417,8914,1074,NA,NA,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,5,231101,227769,228857,2776,222837,228870,NA,141963,2792,213922,234191,229885,233116,136330,233116,NA,NA,Sternberg Task,13,14426,14,yes,1024
93.33333333,93.33333333,1004.666667,1004.666667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,14,14,14,0,0,14,NA,14,0,0,14,14,14,0,14,0,NA,Fri Oct 25 19:23:32 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,2,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-3.csv,legacy,1 5 3 2 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,644,133417,8914,644,NA,NA,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,4,237539,234207,235295,2776,222837,235307,NA,141963,2792,213922,240198,236322,239553,136330,239553,NA,NA,Sternberg Task,14,15070,15,yes,1024
93.75,93.75,976.0625,976.0625,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,15,15,15,0,0,15,NA,15,0,0,15,15,15,0,15,0,NA,Fri Oct 25 19:23:32 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,3,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-3.csv,legacy,8 5 7 3 6,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,547,133417,8914,547,NA,NA,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,9,243545,240214,241301,2776,222837,241313,NA,141963,2792,213922,246108,242328,245559,136330,245559,NA,NA,Sternberg Task,15,15617,16,yes,1024
94.11764706,94.11764706,957.8235294,957.8235294,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,16,16,16,0,0,16,NA,16,0,0,16,16,16,0,16,0,NA,Fri Oct 25 19:23:32 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,4,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-3.csv,legacy,3 4 9 6 7 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,666,133417,8914,666,NA,NA,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,2,249456,246123,247210,2776,222837,247222,NA,141963,2792,213922,252136,248237,251469,136330,251469,NA,NA,Sternberg Task,16,16283,17,yes,1024
94.44444444,94.44444444,938.9444444,938.9444444,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,17,17,17,0,0,17,NA,17,0,0,17,17,17,0,17,0,NA,Fri Oct 25 19:23:32 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,5,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-3.csv,legacy,9 5 3 8 4,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,618,133417,8914,618,NA,NA,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,9,255482,252152,253239,2776,222837,253251,NA,141963,2792,213922,258114,254265,257495,136330,257495,NA,NA,Sternberg Task,17,16901,18,yes,1024
94.73684211,94.73684211,927.4736842,927.4736842,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,18,18,18,0,0,18,NA,18,0,0,18,18,18,0,18,0,NA,Fri Oct 25 19:23:32 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,6,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-3.csv,legacy,1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,721,133417,8914,721,NA,NA,NA,2,legacy,1,1024,2,48000,-16,experiment,3,odd,7,261461,258131,259217,2776,222837,259229,NA,141963,2792,213922,264196,260244,263474,136330,263474,NA,NA,Sternberg Task,18,17622,19,yes,1024
95,95,912.05,912.05,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,19,19,19,0,0,19,NA,19,0,0,19,19,19,0,19,0,NA,Fri Oct 25 19:23:32 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,7,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-3.csv,legacy,2 8 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,619,133417,8914,619,NA,NA,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,6,267545,264215,265301,2776,222837,265314,NA,141963,2792,213922,270180,266328,269559,136330,269558,NA,NA,Sternberg Task,19,18241,20,yes,1024
95.23809524,95.23809524,898.1428571,898.1428571,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,20,20,20,0,0,20,NA,20,0,0,20,20,20,0,20,0,NA,Fri Oct 25 19:23:32 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,8,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-3.csv,legacy,5 2 9 6 1 7,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,NA,620,133417,8914,620,NA,NA,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,9,273527,270196,271283,2776,222837,271296,NA,141963,2792,213922,276162,272310,275540,136330,275540,NA,NA,Sternberg Task,20,18861,21,yes,1024
90.90909091,90.90909091,891.2727273,891.2727273,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,21,21,21,0,0,21,NA,21,0,0,21,21,21,0,21,0,NA,Fri Oct 25 19:23:32 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,9,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-3.csv,legacy,6 8 9 3 4 9,Kafkaesque Koffka,3.2.8,5,y,0,right,right,right,right,NA,747,133417,8914,747,NA,NA,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,4,279507,276177,277264,2776,222837,277276,NA,141963,2792,213922,282269,278291,281521,136330,281520,NA,NA,Sternberg Task,20,19608,22,yes,1024
91.30434783,91.30434783,878.9130435,878.9130435,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,22,22,22,0,0,22,NA,22,0,0,22,22,22,0,22,0,NA,Fri Oct 25 19:23:32 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,10,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-3.csv,legacy,9 6 2 4 1,Kafkaesque Koffka,3.2.8,4,y,0,left,right,right,left,NA,607,133417,8914,607,NA,NA,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,4,285615,276177,283371,2776,222837,283384,NA,282285,2792,213922,288236,284399,287628,136330,287628,NA,NA,Sternberg Task,21,20215,23,yes,1024
91.66666667,91.66666667,860.5416667,860.5416667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,23,23,23,0,0,23,NA,23,0,0,23,23,23,0,23,0,NA,Fri Oct 25 19:23:32 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,11,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-3.csv,legacy,3 4,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,438,133417,8914,438,NA,NA,NA,2,legacy,2,1024,2,48000,-16,experiment,3,odd,3,291579,288250,289335,2776,222837,289348,NA,282285,2792,213922,294031,290362,293592,136330,293592,NA,NA,Sternberg Task,22,20653,24,yes,1024
92,92,862.44,862.44,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,24,24,24,0,0,24,NA,24,0,0,24,24,24,0,24,0,NA,Fri Oct 25 19:23:32 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,12,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-3.csv,legacy,9 4 2,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,908,133417,8914,908,NA,NA,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,9,297376,294046,295132,2776,222837,295144,NA,282285,2792,213922,300307,296159,299397,136330,299397,NA,NA,Sternberg Task,23,21561,25,yes,1024
88.46153846,88.46153846,859.5,859.5,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,25,25,25,0,0,25,NA,25,0,0,25,25,25,0,25,0,NA,Fri Oct 25 19:23:32 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,13,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-3.csv,legacy,4 6 2 5 1,Kafkaesque Koffka,3.2.8,5,y,0,right,right,right,right,NA,786,133417,8914,786,NA,NA,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,1,303652,300322,301408,2776,222837,301421,NA,282285,2792,213922,306454,302435,305667,136330,305667,NA,NA,Sternberg Task,23,22347,26,yes,1024
88.88888889,88.88888889,849.5185185,849.5185185,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,26,26,26,0,0,26,NA,26,0,0,26,26,26,0,26,0,NA,Fri Oct 25 19:23:32 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,14,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-3.csv,legacy,6 9 3 1,Kafkaesque Koffka,3.2.8,4,y,0,left,right,right,left,NA,590,133417,8914,590,NA,NA,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,1,309803,300322,307558,2776,222837,307571,NA,306471,2792,213922,312408,308585,311817,136330,311816,NA,NA,Sternberg Task,24,22937,27,yes,1024
89.28571429,89.28571429,835.1785714,835.1785714,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,27,27,27,0,0,27,NA,27,0,0,27,27,27,0,27,0,NA,Fri Oct 25 19:23:32 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,15,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-3.csv,legacy,7 8 4 6 9 5,Kafkaesque Koffka,3.2.8,4,y,0,left,right,right,left,NA,448,133417,8914,448,NA,NA,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,6,315757,312424,313512,2776,222837,313524,NA,306471,2792,213922,318219,314539,317770,136330,317770,NA,NA,Sternberg Task,25,23385,28,yes,1024
89.65517241,89.65517241,825.137931,825.137931,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,28,28,28,0,0,28,NA,28,0,0,28,28,28,0,28,0,NA,Fri Oct 25 19:23:32 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,16,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-3.csv,legacy,2 4 6 9,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,NA,544,133417,8914,544,NA,NA,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,6,321566,318235,319322,2776,222837,319335,NA,306471,2792,213922,324125,320349,323579,136330,323579,NA,NA,Sternberg Task,26,23929,29,yes,1024
