acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_ISI,count_correctFeedback,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instruction1,count_instructions2,count_keyboard_response,count_logger,count_memorySet,count_memorySet_1,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instructions2,response_keyboard_response,response_thankYou,response_time,response_time_instruction1,response_time_instructions2,response_time_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctFeedback,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instruction1,time_instructions2,time_keyboard_response,time_logger,time_memorySet,time_memorySet_1,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
72.72727273,72.72727273,959.5454545,959.5454545,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,10,10,0,0,10,10,0,0,10,10,10,10,0,10,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,10,10,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,6,Kafkaesque Koffka,3.2.8,1,y,0,left,right,NA,left,NA,746,6330,NA,746,NA,2,legacy,1,1024,2,48000,-16,experiment,3,odd,6,81329,71053,5512,NA,79076,77774,5548,NA,83357,84106,79049,80102,11895,83357,NA,Sternberg task,8,10555,11,yes,1024
75,75,940.5,940.5,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,11,11,0,0,11,11,0,0,11,11,11,11,0,11,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,11,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,4 8,Kafkaesque Koffka,3.2.8,1,y,0,left,right,NA,left,NA,731,6330,NA,731,NA,2,legacy,2,1024,2,48000,-16,experiment,3,odd,4,87698,84137,5512,NA,85444,77774,5548,NA,89726,90461,85417,86471,11895,89725,NA,Sternberg task,9,11286,12,yes,1024
76.92307692,76.92307692,922.5384615,922.5384615,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,12,12,0,0,12,12,0,0,12,12,12,12,0,12,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,0,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,9 5 3 8 4,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,707,6330,8999,707,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,9,103213,90492,5512,100580,100960,77774,5548,91578,105240,105951,100934,101986,11895,105240,NA,Sternberg task,10,11993,13,yes,1024
78.57142857,78.57142857,928.7857143,928.7857143,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,13,13,0,0,13,13,0,0,13,13,13,13,0,13,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,1,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,6 5,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,left,NA,1010,6330,8999,1010,NA,2,legacy,2,1024,2,48000,-16,experiment,3,odd,5,109544,105983,5512,100580,107291,77774,5548,91578,111572,112585,107264,108318,11895,111571,NA,Sternberg task,11,13003,14,yes,1024
80,80,930.2,930.2,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,14,14,0,0,14,14,0,0,14,14,14,14,0,14,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,2,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,5 3 8 7 2 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,950,6330,8999,950,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,9,116180,112617,5512,100580,113927,77774,5548,91578,118207,119160,113900,114953,11895,118207,NA,Sternberg task,12,13953,15,yes,1024
81.25,81.25,916.125,916.125,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,15,15,0,0,15,15,0,0,15,15,15,15,0,15,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,3,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,8 9 5 7 1 6,Kafkaesque Koffka,3.2.8,4,y,0,left,right,right,left,NA,705,6330,8999,705,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,7,122757,119192,5512,100580,120503,77774,5548,91578,124784,125492,120476,121530,11895,124784,NA,Sternberg task,13,14658,16,yes,1024
82.35294118,82.35294118,898.5294118,898.5294118,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,16,16,0,0,16,16,0,0,16,16,16,16,0,16,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,4,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,2 3 7 4,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,617,6330,8999,617,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,2,129087,125524,5512,100580,126833,77774,5548,91578,131115,131735,126806,127861,11895,131115,NA,Sternberg task,14,15275,17,yes,1024
83.33333333,83.33333333,886.6666667,886.6666667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,17,17,0,0,17,17,0,0,17,17,17,17,0,17,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,5,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,2 3 8 5 6 7,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,685,6330,8999,685,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,1,135332,131767,5512,100580,133078,77774,5548,91578,137359,138047,133052,134105,11895,137358,NA,Sternberg task,15,15960,18,yes,1024
84.21052632,84.21052632,876.5263158,876.5263158,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,18,18,0,0,18,18,0,0,18,18,18,18,0,18,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,6,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,7 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,694,6330,8999,694,NA,2,legacy,2,1024,2,48000,-16,experiment,3,odd,1,141638,138078,5512,100580,139385,77774,5548,91578,143666,144363,139358,140411,11895,143665,NA,Sternberg task,16,16654,19,yes,1024
85,85,858.5,858.5,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,19,19,0,0,19,19,0,0,19,19,19,19,0,19,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,7,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,3 4,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,516,6330,8999,516,NA,2,legacy,2,1024,2,48000,-16,experiment,3,odd,3,147954,144395,5512,100580,145701,77774,5548,91578,149981,150501,145674,146727,11895,149980,NA,Sternberg task,17,17170,20,yes,1024
85.71428571,85.71428571,854.6190476,854.6190476,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,20,20,0,0,20,20,0,0,20,20,20,20,0,20,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,8,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,7 4 2 6 3 5,Kafkaesque Koffka,3.2.8,6,y,0,left,right,right,left,NA,777,6330,8999,777,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,5,154095,150532,5512,100580,151842,77774,5548,91578,156123,156903,151815,152868,11895,156123,NA,Sternberg task,18,17947,21,yes,1024
86.36363636,86.36363636,847.4090909,847.4090909,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,21,21,0,0,21,21,0,0,21,21,21,21,0,21,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,9,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,4 3 2 5 8,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,left,NA,696,6330,8999,696,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,3,160494,156935,5512,100580,158241,77774,5548,91578,162521,163220,158214,159267,11895,162520,NA,Sternberg task,19,18643,22,yes,1024
86.95652174,86.95652174,840.0869565,840.0869565,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,22,22,0,0,22,22,0,0,22,22,22,22,0,22,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,10,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,2 8 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,679,6330,8999,679,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,6,166813,163253,5512,100580,164560,77774,5548,91578,168841,169523,164533,165586,11895,168840,NA,Sternberg task,20,19322,23,yes,1024
87.5,87.5,833.8333333,833.8333333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,23,23,0,0,23,23,0,0,23,23,23,23,0,23,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,11,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,4 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,690,6330,8999,690,NA,2,legacy,2,1024,2,48000,-16,experiment,3,odd,6,173113,169554,5512,100580,170859,77774,5548,91578,175140,175834,170833,171887,11895,175140,NA,Sternberg task,21,20012,24,yes,1024
88,88,833.48,833.48,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,24,24,0,0,24,24,0,0,24,24,24,24,0,24,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,12,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,8 5 1 3 9,Kafkaesque Koffka,3.2.8,4,y,0,left,right,right,left,NA,825,6330,8999,825,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,3,179429,175865,5512,100580,177175,77774,5548,91578,181456,182285,177149,178203,11895,181456,NA,Sternberg task,22,20837,25,yes,1024
88.46153846,88.46153846,837.4615385,837.4615385,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,25,25,0,0,25,25,0,0,25,25,25,25,0,25,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,13,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,1 6 4 3 9 7,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,937,6330,8999,937,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,8,185880,182316,5512,100580,183626,77774,5548,91578,187907,188847,183599,184653,11895,187906,NA,Sternberg task,23,21774,26,yes,1024
88.88888889,88.88888889,829.3333333,829.3333333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,26,26,0,0,26,26,0,0,26,26,26,26,0,26,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,14,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,9 5 8 1,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,left,NA,618,6330,8999,618,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,5,192439,188879,5512,100580,190186,77774,5548,91578,194468,195089,190159,191212,11895,194468,NA,Sternberg task,24,22392,27,yes,1024
89.28571429,89.28571429,824.5,824.5,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,27,27,0,0,27,27,0,0,27,27,27,27,0,27,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,15,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,8 6 3 4 7,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,694,6330,8999,694,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,1,198683,195122,5512,100580,196429,77774,5548,91578,200709,201407,196402,197456,11895,200709,NA,Sternberg task,25,23086,28,yes,1024
89.65517241,89.65517241,815.862069,815.862069,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,28,28,0,0,28,28,0,0,28,28,28,28,0,28,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,16,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,7 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,574,6330,8999,574,NA,2,legacy,2,1024,2,48000,-16,experiment,3,odd,8,205000,201438,5512,100580,202747,77774,5548,91578,207026,207603,202720,203773,11895,207026,NA,Sternberg task,26,23660,29,yes,1024
90,90,811,811,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,29,29,0,0,29,29,0,0,29,29,29,29,0,29,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,17,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,4 1 8 7 5,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,NA,670,6330,8999,670,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,8,211195,207634,5512,100580,208942,77774,5548,91578,213222,213896,208915,209969,11895,213222,NA,Sternberg task,27,24330,30,yes,1024
90.32258065,90.32258065,804.9354839,804.9354839,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,30,30,0,0,30,30,0,0,30,30,30,30,0,30,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,18,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,1 4 9 3 2 5,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,NA,623,6330,8999,623,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,9,217488,213927,5512,100580,215235,77774,5548,91578,219517,220144,215207,216261,11895,219516,NA,Sternberg task,28,24953,31,yes,1024
90.625,90.625,799,799,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,31,31,0,0,31,31,0,0,31,31,31,31,0,31,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,19,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,4 9 7 8 5 3,Kafkaesque Koffka,3.2.8,4,y,0,left,right,right,left,NA,615,6330,8999,615,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,8,223736,220174,5512,100580,221483,77774,5548,91578,225763,226381,221455,222510,11895,225763,NA,Sternberg task,29,25568,32,yes,1024
87.87878788,87.87878788,799.7878788,799.7878788,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,32,32,0,0,32,32,0,0,32,32,32,32,0,32,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,20,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,1 4 9 3,Kafkaesque Koffka,3.2.8,0,n,0,left,right,right,left,NA,825,6330,8999,825,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,5,229975,226413,5512,100580,227722,77774,5548,91578,232003,232832,227695,228748,11895,232003,NA,Sternberg task,29,26393,33,yes,1024
88.23529412,88.23529412,808.9411765,808.9411765,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,33,33,0,0,33,33,0,0,33,33,33,33,0,33,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,21,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,5 7 8 2 3 8,Kafkaesque Koffka,3.2.8,5,y,0,left,right,right,left,NA,1111,6330,8999,1111,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,3,236420,226413,5512,100580,234168,232863,5548,91578,238448,239563,234142,235194,11895,238447,NA,Sternberg task,30,27504,34,yes,1024
88.57142857,88.57142857,816.0285714,816.0285714,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,34,34,0,0,34,34,0,0,34,34,34,34,0,34,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,22,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,1 5 3 2 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1057,6330,8999,1057,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,4,243157,239594,5512,100580,240904,232863,5548,91578,245185,246246,240878,241931,11895,245184,NA,Sternberg task,31,28561,35,yes,1024
88.88888889,88.88888889,822.0277778,822.0277778,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,35,35,0,0,35,35,0,0,35,35,35,35,0,35,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,23,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,3 2 1 4 7,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,left,NA,1032,6330,8999,1032,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,2,249842,246277,5512,100580,247588,232863,5548,91578,251869,252905,247561,248615,11895,251869,NA,Sternberg task,32,29593,36,yes,1024
