acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_Instruction1,correct_new_keyboard_response,correct_response,count_Instruction1,count_correctFeedback,count_expSequence,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instructions2,count_isi,count_logger,count_memorySet,count_new_keyboard_response,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_Instruction1,response_instructions2,response_new_keyboard_response,response_thankYou,response_time,response_time_Instruction1,response_time_instructions2,response_time_new_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_Instruction1,time_correctFeedback,time_expSequence,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instructions2,time_isi,time_logger,time_memorySet,time_new_keyboard_response,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
36.36363636,36.36363636,1631.454545,1631.454545,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,10,10,0,0,10,10,0,10,10,10,10,0,10,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,10,10,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,5 7 8 4 1 2,Kafkaesque Koffka,3.2.6,0,n,0,right,left,NA,right,NA,1121,78588,NA,1121,NA,2,legacy,6,1024,2,48000,-16,experiment,4,even,6,3306,151847,152957,3292,NA,152967,145399,NA,155189,158323,153977,157200,81896,157200,NA,Sternberg task,4,17946,11,yes,1024
41.66666667,41.66666667,1584.416667,1584.416667,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,11,11,0,0,11,11,0,11,11,11,11,0,11,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,11,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,9 6 7 4 5,Kafkaesque Koffka,3.2.6,0,n,0,right,left,NA,right,NA,1067,78588,NA,1067,NA,2,legacy,5,1024,2,48000,-16,experiment,4,even,3,3306,158340,159449,3292,NA,159460,145399,NA,161682,164762,160470,163693,81896,163693,NA,Sternberg task,5,19013,12,yes,1024
46.15384615,46.15384615,1546.923077,1546.923077,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,12,12,0,0,12,12,0,12,12,12,12,0,12,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,0,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,7 6,Kafkaesque Koffka,3.2.6,2,y,0,left,left,right,left,NA,1097,78588,6952,1097,NA,2,legacy,2,1024,2,48000,-16,experiment,4,even,6,3306,164776,172894,3292,172774,172904,145399,165820,175126,178237,173915,177138,81896,177138,NA,Sternberg task,6,20110,13,yes,1024
50,50,1510.785714,1510.785714,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,13,13,0,0,13,13,0,13,13,13,13,0,13,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,1,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,8 7 3,Kafkaesque Koffka,3.2.6,1,y,0,left,left,right,left,NA,1041,78588,6952,1041,NA,2,legacy,3,1024,2,48000,-16,experiment,4,even,8,3306,178250,179358,3292,172774,179369,145399,165820,181592,184647,180380,183604,81896,183603,NA,Sternberg task,7,21151,14,yes,1024
53.33333333,53.33333333,1509.8,1509.8,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,14,14,0,0,14,14,0,14,14,14,14,0,14,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,2,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,8 5 1 3 9,Kafkaesque Koffka,3.2.6,4,y,0,left,left,right,left,NA,1496,78588,6952,1496,NA,2,legacy,5,1024,2,48000,-16,experiment,4,even,3,3306,184660,185770,3292,172774,185781,145399,165820,188004,191513,186794,190015,81896,190015,NA,Sternberg task,8,22647,15,yes,1024
56.25,56.25,1474.8125,1474.8125,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,15,15,0,0,15,15,0,15,15,15,15,0,15,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,3,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,9 8 2 7 4,Kafkaesque Koffka,3.2.6,0,n,0,right,left,right,right,NA,950,78588,6952,950,NA,2,legacy,5,1024,2,48000,-16,experiment,4,even,5,3306,191526,192635,3292,172774,192645,145399,165820,194868,197832,193656,196880,81896,196879,NA,Sternberg task,9,23597,16,yes,1024
58.82352941,58.82352941,1431,1431,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,16,16,0,0,16,16,0,16,16,16,16,0,16,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,4,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,9 1 6 7 8,Kafkaesque Koffka,3.2.6,1,y,0,left,left,right,left,NA,730,78588,6952,730,NA,2,legacy,5,1024,2,48000,-16,experiment,4,even,9,3306,197845,198956,3292,172774,198966,145399,165820,201189,203933,199977,203201,81896,203200,NA,Sternberg task,10,24327,17,yes,1024
61.11111111,61.11111111,1458.333333,1458.333333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,17,17,0,0,17,17,0,17,17,17,17,0,17,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,5,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,7 4 2 6 3 5,Kafkaesque Koffka,3.2.6,6,y,0,left,left,right,left,NA,1923,78588,6952,1923,NA,2,legacy,6,1024,2,48000,-16,experiment,4,even,5,3306,203946,205054,3292,172774,205065,145399,165820,207289,211223,206077,209299,81896,209299,NA,Sternberg task,11,26250,18,yes,1024
63.15789474,63.15789474,1439.368421,1439.368421,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,18,18,0,0,18,18,0,18,18,18,18,0,18,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,6,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,1,Kafkaesque Koffka,3.2.6,0,n,0,right,left,right,right,NA,1098,78588,6952,1098,NA,2,legacy,1,1024,2,48000,-16,experiment,4,even,7,3306,211237,212351,3292,172774,212362,145399,165820,214584,217696,213372,216596,81896,216596,NA,Sternberg task,12,27348,19,yes,1024
65,65,1415,1415,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,19,19,0,0,19,19,0,19,19,19,19,0,19,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,7,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,7 1 8 4 9 3,Kafkaesque Koffka,3.2.6,0,n,0,right,left,right,right,NA,952,78588,6952,952,NA,2,legacy,6,1024,2,48000,-16,experiment,4,even,6,3306,217709,218830,3292,172774,218841,145399,165820,221064,224029,219852,223076,81896,223075,NA,Sternberg task,13,28300,20,yes,1024
66.66666667,66.66666667,1403.285714,1403.285714,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,20,20,0,0,20,20,0,20,20,20,20,0,20,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,8,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,9 3 8 2 1 4,Kafkaesque Koffka,3.2.6,3,y,0,left,left,right,left,NA,1169,78588,6952,1169,NA,2,legacy,6,1024,2,48000,-16,experiment,4,even,8,3306,224042,225155,3292,172774,225166,145399,165820,227389,230571,226177,229400,81896,229400,NA,Sternberg task,14,29469,21,yes,1024
68.18181818,68.18181818,1386.590909,1386.590909,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,21,21,0,0,21,21,0,21,21,21,21,0,21,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,9,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,6 7 9 3 1 2,Kafkaesque Koffka,3.2.6,1,y,0,left,left,right,left,NA,1036,78588,6952,1036,NA,2,legacy,6,1024,2,48000,-16,experiment,4,even,6,3306,230584,231693,3292,172774,231704,145399,165820,233927,236977,232715,235939,81896,235938,NA,Sternberg task,15,30505,22,yes,1024
69.56521739,69.56521739,1403.434783,1403.434783,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,22,22,0,0,22,22,0,22,22,22,22,0,22,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,10,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,5 7 3 6 2,Kafkaesque Koffka,3.2.6,5,y,0,left,left,right,left,NA,1774,78588,6952,1774,NA,2,legacy,5,1024,2,48000,-16,experiment,4,even,2,3306,236990,238104,3292,172774,238114,145399,165820,240338,244125,239126,242349,81896,242349,NA,Sternberg task,16,32279,23,yes,1024
70.83333333,70.83333333,1381.416667,1381.416667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,23,23,0,0,23,23,0,23,23,23,23,0,23,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,11,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,6 8,Kafkaesque Koffka,3.2.6,0,n,0,right,left,right,right,NA,875,78588,6952,875,NA,2,legacy,2,1024,2,48000,-16,experiment,4,even,9,3306,244138,245245,3292,172774,245256,145399,165820,247479,250367,246266,249490,81896,249490,NA,Sternberg task,17,33154,24,yes,1024
72,72,1357.2,1357.2,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,24,24,0,0,24,24,0,24,24,24,24,0,24,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,12,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,5 2,Kafkaesque Koffka,3.2.6,0,n,0,right,left,right,right,NA,776,78588,6952,776,NA,2,legacy,2,1024,2,48000,-16,experiment,4,even,7,3306,250380,251490,3292,172774,251500,145399,165820,253723,256512,252511,255734,81896,255734,NA,Sternberg task,18,33930,25,yes,1024
73.07692308,73.07692308,1339.115385,1339.115385,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,25,25,0,0,25,25,0,25,25,25,25,0,25,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,13,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,7,Kafkaesque Koffka,3.2.6,1,y,0,left,left,right,left,NA,887,78588,6952,887,NA,2,legacy,1,1024,2,48000,-16,experiment,4,even,7,3306,256524,257631,3292,172774,257642,145399,165820,259866,262766,258653,261877,81896,261877,NA,Sternberg task,19,34817,26,yes,1024
74.07407407,74.07407407,1333.222222,1333.222222,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,26,26,0,0,26,26,0,26,26,26,26,0,26,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,14,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,7 1 8 5 6 2,Kafkaesque Koffka,3.2.6,2,y,0,left,left,right,left,NA,1180,78588,6952,1180,NA,2,legacy,6,1024,2,48000,-16,experiment,4,even,1,3306,262779,263890,3292,172774,263901,145399,165820,266124,269317,264912,268135,81896,268135,NA,Sternberg task,20,35997,27,yes,1024
75,75,1324.857143,1324.857143,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,27,27,0,0,27,27,0,27,27,27,27,0,27,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,15,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,9 5 8 1,Kafkaesque Koffka,3.2.6,2,y,0,left,left,right,left,NA,1099,78588,6952,1099,NA,2,legacy,4,1024,2,48000,-16,experiment,4,even,5,3306,269330,270437,3292,172774,270448,145399,165820,272672,275784,271459,274684,81896,274684,NA,Sternberg task,21,37096,28,yes,1024
75.86206897,75.86206897,1312.103448,1312.103448,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,28,28,0,0,28,28,0,28,28,28,28,0,28,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,16,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,9 5 3 8 4,Kafkaesque Koffka,3.2.6,1,y,0,left,left,right,left,NA,955,78588,6952,955,NA,2,legacy,5,1024,2,48000,-16,experiment,4,even,9,3306,275799,276908,3292,172774,276919,145399,165820,279144,282112,277932,281155,81896,281155,NA,Sternberg task,22,38051,29,yes,1024
76.66666667,76.66666667,1295.666667,1295.666667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,29,29,0,0,29,29,0,29,29,29,29,0,29,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,17,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,1 8 7,Kafkaesque Koffka,3.2.6,0,n,0,right,left,right,right,NA,819,78588,6952,819,NA,2,legacy,3,1024,2,48000,-16,experiment,4,even,4,3306,282125,283233,3292,172774,283244,145399,165820,285467,288299,284255,287478,81896,287478,NA,Sternberg task,23,38870,30,yes,1024
77.41935484,77.41935484,1289.096774,1289.096774,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,30,30,0,0,30,30,0,30,30,30,30,0,30,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,18,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,8 4 3 5,Kafkaesque Koffka,3.2.6,0,n,0,right,left,right,right,NA,1092,78588,6952,1092,NA,2,legacy,4,1024,2,48000,-16,experiment,4,even,6,3306,288312,289420,3292,172774,289432,145399,165820,291655,294760,290443,293666,81896,293666,NA,Sternberg task,24,39962,31,yes,1024
