acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_new_keyboard_response,correct_response,count_ISI,count_correctFeedback,count_expSequence,count_experiment,count_experimentLoop,count_fixation,count_getting_started,count_incorrectFeeback,count_instruction1,count_instructions2,count_logger,count_memorySet,count_new_keyboard_response,count_practiceLoop,count_probe,count_thankYou,count_welcome,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instructions2,response_new_keyboard_response,response_thankYou,response_time,response_time_instruction1,response_time_instructions2,response_time_new_keyboard_response,response_time_thankYou,response_time_welcome,response_welcome,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctFeedback,time_expSequence,time_experiment,time_experimentLoop,time_fixation,time_getting_started,time_incorrectFeeback,time_instruction1,time_instructions2,time_logger,time_memorySet,time_new_keyboard_response,time_practiceLoop,time_probe,time_thankYou,time_welcome,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,866.2727273,866.2727273,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,10,10,10,0,0,10,NA,10,0,0,10,10,10,0,10,0,NA,Fri Oct 25 19:51:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,10,10,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-4.csv,legacy,3 1 9 4,Kafkaesque Koffka,3.2.8,0,n,0,right,left,NA,right,NA,705,19715,NA,705,NA,NA,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,6,87446,84115,85201,2728,NA,85214,NA,NA,2743,NA,90166,86229,89460,22468,89460,NA,NA,Sternberg Task,11,9529,11,yes,1024
100,100,869.5833333,869.5833333,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,11,11,11,0,0,11,NA,11,0,0,11,11,11,0,11,0,NA,Fri Oct 25 19:51:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,11,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-4.csv,legacy,2 9 4,Kafkaesque Koffka,3.2.8,3,y,0,left,left,NA,left,NA,906,19715,NA,906,NA,NA,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,4,93513,90182,91269,2728,NA,91282,NA,NA,2743,NA,96435,92296,95527,22468,95527,NA,NA,Sternberg Task,12,10435,12,yes,1024
92.30769231,92.30769231,858.0769231,858.0769231,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,12,12,12,0,0,12,NA,12,0,0,12,12,12,0,12,0,NA,Fri Oct 25 19:51:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,0,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-4.csv,legacy,2 6 1 7 4,Kafkaesque Koffka,3.2.8,2,y,0,right,left,left,right,NA,720,19715,16103,720,NA,NA,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,6,115932,96450,113687,2728,113592,113700,NA,NA,2743,97488,118668,114715,117946,22468,117945,NA,NA,Sternberg Task,12,11155,13,yes,1024
92.85714286,92.85714286,862.5,862.5,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,13,13,13,0,0,13,NA,13,0,0,13,13,13,0,13,0,NA,Fri Oct 25 19:51:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,1,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-4.csv,legacy,1 8 7,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,920,19715,16103,920,NA,NA,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,4,122014,96450,119771,2728,113592,119784,NA,118684,2743,97488,124949,120798,124028,22468,124028,NA,NA,Sternberg Task,13,12075,14,yes,1024
93.33333333,93.33333333,848.5333333,848.5333333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,14,14,14,0,0,14,NA,14,0,0,14,14,14,0,14,0,NA,Fri Oct 25 19:51:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,2,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-4.csv,legacy,7 1 3,Kafkaesque Koffka,3.2.8,2,y,0,left,left,left,left,NA,653,19715,16103,653,NA,NA,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,1,128295,124963,126050,2728,113592,126063,NA,118684,2743,97488,130964,127078,130309,22468,130309,NA,NA,Sternberg Task,14,12728,15,yes,1024
93.75,93.75,843.875,843.875,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,15,15,15,0,0,15,NA,15,0,0,15,15,15,0,15,0,NA,Fri Oct 25 19:51:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,3,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-4.csv,legacy,1 4 9 3 2 5,Kafkaesque Koffka,3.2.8,3,y,0,left,left,left,left,NA,774,19715,16103,774,NA,NA,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,9,134311,130980,132068,2728,113592,132080,NA,118684,2743,97488,137100,133094,136324,22468,136324,NA,NA,Sternberg Task,15,13502,16,yes,1024
94.11764706,94.11764706,849.6470588,849.6470588,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,16,16,16,0,0,16,NA,16,0,0,16,16,16,0,16,0,NA,Fri Oct 25 19:51:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,4,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-4.csv,legacy,4 3 2 5 8,Kafkaesque Koffka,3.2.8,2,y,0,left,left,left,left,NA,942,19715,16103,942,NA,NA,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,3,140446,137114,138201,2728,113592,138214,NA,118684,2743,97488,143404,139229,142460,22468,142460,NA,NA,Sternberg Task,16,14444,17,yes,1024
94.44444444,94.44444444,841.4444444,841.4444444,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,17,17,17,0,0,17,NA,17,0,0,17,17,17,0,17,0,NA,Fri Oct 25 19:51:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,5,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-4.csv,legacy,8 9,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,702,19715,16103,702,NA,NA,NA,2,legacy,2,1024,2,48000,-16,experiment,3,odd,5,146751,143420,144507,2728,113592,144520,NA,118684,2743,97488,149468,145534,148765,22468,148764,NA,NA,Sternberg Task,17,15146,18,yes,1024
94.73684211,94.73684211,842.5263158,842.5263158,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,18,18,18,0,0,18,NA,18,0,0,18,18,18,0,18,0,NA,Fri Oct 25 19:51:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,6,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-4.csv,legacy,5 9 2 3,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,862,19715,16103,862,NA,NA,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,8,152816,149484,150572,2728,113592,150584,NA,118684,2743,97488,155694,151599,154830,22468,154830,NA,NA,Sternberg Task,18,16008,19,yes,1024
95,95,834.75,834.75,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,19,19,19,0,0,19,NA,19,0,0,19,19,19,0,19,0,NA,Fri Oct 25 19:51:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,7,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-4.csv,legacy,6 3 1 7 9 8,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,687,19715,16103,687,NA,NA,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,4,159041,155710,156798,2728,113592,156810,NA,118684,2743,97488,161743,157825,161055,22468,161054,NA,NA,Sternberg Task,19,16695,20,yes,1024
95.23809524,95.23809524,842.5714286,842.5714286,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,20,20,20,0,0,20,NA,20,0,0,20,20,20,0,20,0,NA,Fri Oct 25 19:51:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,8,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-4.csv,legacy,4 9 7 8 5 3,Kafkaesque Koffka,3.2.8,4,y,0,left,left,left,left,NA,999,19715,16103,999,NA,NA,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,8,165090,161759,162846,2728,113592,162859,NA,118684,2743,97488,168104,163874,167104,22468,167104,NA,NA,Sternberg Task,20,17694,21,yes,1024
95.45454545,95.45454545,836.2727273,836.2727273,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,21,21,21,0,0,21,NA,21,0,0,21,21,21,0,21,0,NA,Fri Oct 25 19:51:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,9,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-4.csv,legacy,9 1 6 7 8,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,left,NA,704,19715,16103,704,NA,NA,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,9,171449,168118,169205,2728,113592,169218,NA,118684,2743,97488,174168,170232,173462,22468,173462,NA,NA,Sternberg Task,21,18398,22,yes,1024
95.65217391,95.65217391,836.4347826,836.4347826,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,22,22,22,0,0,22,NA,22,0,0,22,22,22,0,22,0,NA,Fri Oct 25 19:51:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,10,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-4.csv,legacy,9 5 8 1,Kafkaesque Koffka,3.2.8,2,y,0,left,left,left,left,NA,840,19715,16103,840,NA,NA,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,5,177515,174184,175271,2728,113592,175283,NA,118684,2743,97488,180371,176298,179529,22468,179529,NA,NA,Sternberg Task,22,19238,23,yes,1024
95.83333333,95.83333333,841.25,841.25,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,23,23,23,0,0,23,NA,23,0,0,23,23,23,0,23,0,NA,Fri Oct 25 19:51:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,11,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-4.csv,legacy,3 4 9 6 7 8,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,952,19715,16103,952,NA,NA,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,2,183718,180386,181474,2728,113592,181487,NA,118684,2743,97488,186686,182502,185732,22468,185732,NA,NA,Sternberg Task,23,20190,24,yes,1024
96,96,827.24,827.24,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,24,24,24,0,0,24,NA,24,0,0,24,24,24,0,24,0,NA,Fri Oct 25 19:51:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,12,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-4.csv,legacy,4,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,left,NA,491,19715,16103,491,NA,NA,NA,2,legacy,1,1024,2,48000,-16,experiment,3,odd,4,190027,186702,187783,2728,113592,187796,NA,118684,2743,97488,192534,188811,192041,22468,192040,NA,NA,Sternberg Task,24,20681,25,yes,1024
96.15384615,96.15384615,845.2307692,845.2307692,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,25,25,25,0,0,25,NA,25,0,0,25,25,25,0,25,0,NA,Fri Oct 25 19:51:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,13,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-4.csv,legacy,1 6 4 3 9 7,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,1295,19715,16103,1295,NA,NA,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,8,195876,192550,193633,2728,113592,193645,NA,118684,2743,97488,199186,194660,197890,22468,197890,NA,NA,Sternberg Task,25,21976,26,yes,1024
96.2962963,96.2962963,875.1111111,875.1111111,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,26,26,26,0,0,26,NA,26,0,0,26,26,26,0,26,0,NA,Fri Oct 25 19:51:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,14,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-4.csv,legacy,1 3 2 6 9,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,1652,19715,16103,1652,NA,NA,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,5,202530,199202,200284,2728,113592,200297,NA,118684,2743,97488,206197,201312,204544,22468,204543,NA,NA,Sternberg Task,26,23628,27,yes,1024
96.42857143,96.42857143,899.1428571,899.1428571,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,27,27,27,0,0,27,NA,27,0,0,27,27,27,0,27,0,NA,Fri Oct 25 19:51:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,15,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-4.csv,legacy,6 9 7 4 5 1,Kafkaesque Koffka,3.2.8,2,y,0,left,left,left,left,NA,1548,19715,16103,1548,NA,NA,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,9,209541,206214,207296,2728,113592,207309,NA,118684,2743,97488,213103,208323,211554,22468,211554,NA,NA,Sternberg Task,27,25176,28,yes,1024
96.55172414,96.55172414,895.4827586,895.4827586,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,28,28,28,0,0,28,NA,28,0,0,28,28,28,0,28,0,NA,Fri Oct 25 19:51:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,16,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-4.csv,legacy,8 9 5 7 1 6,Kafkaesque Koffka,3.2.8,4,y,0,left,left,left,left,NA,793,19715,16103,793,NA,NA,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,7,216446,213119,214201,2728,113592,214213,NA,118684,2743,97488,219253,215229,218459,22468,218459,NA,NA,Sternberg Task,28,25969,29,yes,1024
96.66666667,96.66666667,896.4666667,896.4666667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,29,29,29,0,0,29,NA,29,0,0,29,29,29,0,29,0,NA,Fri Oct 25 19:51:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design,no,mono,no,18,no,white,no,yes,768,legacy,17,11,/Users/juancastaneda/Documents/Grad School /Advanced Quantitative Methods & Experimental Design/Sterberg Task/JC-subject-4.csv,legacy,3 9 1,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,925,19715,16103,925,NA,NA,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,7,222596,219270,220351,2728,113592,220364,NA,118684,2743,97488,225536,221379,224610,22468,224609,NA,NA,Sternberg Task,29,26894,30,yes,1024
