acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_ISI,count_correctFeedback,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instruction1,count_instructions2,count_keyboard_response,count_logger,count_memorySet,count_memorySet_1,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_incorrectFeedback,response_instruction1,response_instructions2,response_keyboard_response,response_thankYou,response_time,response_time_incorrectFeedback,response_time_instruction1,response_time_instructions2,response_time_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctFeedback,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instruction1,time_instructions2,time_keyboard_response,time_logger,time_memorySet,time_memorySet_1,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,751,751,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,0,0,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,1 5 2 9,Kafkaesque Koffka,3.2.8,2,y,0,left,NA,right,NA,left,NA,751,NA,520589,NA,751,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,5,528621,NA,5284,NA,526364,NA,5350,NA,530647,531401,526335,527392,525956,530647,NA,Sternberg task,1,751,1,yes,1024
100,100,624.5,624.5,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,1,1,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,4 1 5,Kafkaesque Koffka,3.2.8,0,n,0,right,NA,right,NA,right,NA,498,NA,520589,NA,498,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,2,535370,531716,5284,NA,533114,NA,5350,NA,537400,537901,533084,534142,525956,537399,NA,Sternberg task,2,1249,2,yes,1024
100,100,565,565,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,2,2,0,0,2,2,0,0,2,2,2,2,0,2,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,2,2,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,4 8,Kafkaesque Koffka,3.2.8,1,y,0,left,NA,right,NA,left,NA,446,NA,520589,NA,446,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,4,541545,537940,5284,NA,539291,NA,5350,NA,543573,544022,539265,540318,525956,543573,NA,Sternberg task,3,1695,3,yes,1024
75,75,568,568,black,practice,legacy,legacy,legacy,0,uniform,0,undefined,0,left,3,3,0,0,3,3,0,0,3,3,3,3,0,3,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,3,3,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,1 7 9 8 5,Kafkaesque Koffka,3.2.8,4,y,0,right,NA,right,NA,right,NA,577,NA,520589,NA,577,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,8,547671,544057,5284,NA,545419,NA,5350,NA,549698,550278,545391,546445,525956,549698,NA,Sternberg task,3,2272,4,yes,1024
80,80,699.4,699.4,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,4,4,0,0,4,4,0,0,4,4,4,4,0,4,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,4,4,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,5,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,NA,right,NA,1225,132,520589,NA,1225,NA,2,legacy,1,1024,2,48000,-16,experiment,1,odd,3,553079,544057,5284,NA,550824,550315,5350,NA,555106,556334,550796,551852,525956,555105,NA,Sternberg task,4,3497,5,yes,1024
83.33333333,83.33333333,675.8333333,675.8333333,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,5,5,0,0,5,5,0,0,5,5,5,5,0,5,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,5,5,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,2 9 4,Kafkaesque Koffka,3.2.8,3,y,0,left,left,right,NA,left,NA,558,132,520589,NA,558,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,4,559986,556370,5284,NA,557733,550315,5350,NA,562013,562575,557700,558759,525956,562013,NA,Sternberg task,5,4055,6,yes,1024
85.71428571,85.71428571,666.4285714,666.4285714,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,6,6,0,0,6,6,0,0,6,6,6,6,0,6,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,6,6,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,6,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,NA,left,NA,610,132,520589,NA,610,NA,2,legacy,1,1024,2,48000,-16,experiment,1,odd,6,566221,562610,5284,NA,563968,550315,5350,NA,568248,568862,563939,564994,525956,568248,NA,Sternberg task,6,4665,7,yes,1024
87.5,87.5,657.625,657.625,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,7,7,0,0,7,7,0,0,7,7,7,7,0,7,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,7,7,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,9 6 7 4 5,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,NA,right,NA,596,132,520589,NA,596,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,3,572511,568900,5284,NA,570258,550315,5350,NA,574541,575141,570226,571285,525956,574540,NA,Sternberg task,7,5261,8,yes,1024
88.88888889,88.88888889,667.1111111,667.1111111,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,8,8,0,0,8,8,0,0,8,8,8,8,0,8,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,8,8,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,5 7 8 4 1 2,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,NA,right,NA,743,132,520589,NA,743,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,6,578787,575178,5284,NA,576535,550315,5350,NA,580813,581559,576505,577561,525956,580813,NA,Sternberg task,8,6004,9,yes,1024
90,90,660,660,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,9,9,0,0,9,9,0,0,9,9,9,9,0,9,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,9,9,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,2 1,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,NA,right,NA,596,132,520589,NA,596,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,5,585218,581607,5284,NA,582965,550315,5350,NA,587245,587845,582938,583992,525956,587245,NA,Sternberg task,9,6600,10,yes,1024
90.90909091,90.90909091,664.6363636,664.6363636,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,10,10,0,0,10,10,0,0,10,10,10,10,0,10,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,10,10,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,3 1 9 4,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,NA,right,NA,711,132,520589,NA,711,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,6,591497,587880,5284,NA,589245,550315,5350,NA,593525,594239,589212,590271,525956,593525,NA,Sternberg task,10,7311,11,yes,1024
91.66666667,91.66666667,677.8333333,677.8333333,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,11,11,0,0,11,11,0,0,11,11,11,11,0,11,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,11,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,4 3 1 7 9 8,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,NA,left,NA,823,132,520589,NA,823,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,4,597881,594276,5284,NA,595629,550315,5350,NA,599908,600734,595601,596655,525956,599908,NA,Sternberg task,11,8134,12,yes,1024
92.30769231,92.30769231,693.5384615,693.5384615,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,12,12,0,0,12,12,0,0,12,12,12,12,0,12,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,0,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,5 7 3 6 2,Kafkaesque Koffka,3.2.8,5,y,0,left,left,right,left,left,NA,882,132,520589,6716,882,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,2,611372,600768,5284,608595,609116,550315,5350,601875,613398,614284,609088,610145,525956,613398,NA,Sternberg task,12,9016,13,yes,1024
92.85714286,92.85714286,696.1428571,696.1428571,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,13,13,0,0,13,13,0,0,13,13,13,13,0,13,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,1,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,8 5 4 7 3 1,Kafkaesque Koffka,3.2.8,2,y,0,left,left,right,left,left,NA,730,132,520589,6716,730,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,5,617934,614320,5284,608595,615680,550315,5350,601875,619960,620694,615649,616707,525956,619960,NA,Sternberg task,13,9746,14,yes,1024
93.33333333,93.33333333,691.2,691.2,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,14,14,0,0,14,14,0,0,14,14,14,14,0,14,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,2,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,1 7 5 2,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,left,right,NA,622,132,520589,6716,622,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,3,624333,620729,5284,608595,622080,550315,5350,601875,626360,626986,622053,623107,525956,626359,NA,Sternberg task,14,10368,15,yes,1024
93.75,93.75,685,685,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,15,15,0,0,15,15,0,0,15,15,15,15,0,15,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,3,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,8 9 6 1,Kafkaesque Koffka,3.2.8,2,y,0,left,left,right,left,left,NA,592,132,520589,6716,592,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,9,630624,627020,5284,608595,628371,550315,5350,601875,632652,633248,628343,629397,525956,632651,NA,Sternberg task,15,10960,16,yes,1024
94.11764706,94.11764706,677.8823529,677.8823529,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,16,16,0,0,16,16,0,0,16,16,16,16,0,16,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,4,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,3 5 4 7,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,left,left,NA,564,132,520589,6716,564,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,3,636895,633284,5284,608595,634643,550315,5350,601875,638923,639491,634615,635669,525956,638922,NA,Sternberg task,16,11524,17,yes,1024
94.44444444,94.44444444,667.6111111,667.6111111,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,17,17,0,0,17,17,0,0,17,17,17,17,0,17,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,5,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,8 3,Kafkaesque Koffka,3.2.8,2,y,0,left,left,right,left,left,NA,493,132,520589,6716,493,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,3,643161,639528,5284,608595,640908,550315,5350,601875,645190,645688,640878,641934,525956,645189,NA,Sternberg task,17,12017,18,yes,1024
94.73684211,94.73684211,687.4736842,687.4736842,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,18,18,0,0,18,18,0,0,18,18,18,18,0,18,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,6,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,2 8 9,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,left,right,NA,1045,132,520589,6716,1045,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,6,649396,645724,5284,608595,647144,550315,5350,601875,651424,652473,647103,648170,525956,651423,NA,Sternberg task,18,13062,19,yes,1024
95,95,693.35,693.35,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,19,19,0,0,19,19,0,0,19,19,19,19,0,19,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,7,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,2 3,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,left,left,NA,805,132,520589,6716,805,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,2,656164,652508,5284,608595,653910,550315,5350,601875,658191,659001,653868,654937,525956,658191,NA,Sternberg task,19,13867,20,yes,1024
95.23809524,95.23809524,702.9047619,702.9047619,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,20,20,0,0,20,20,0,0,20,20,20,20,0,20,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,8,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,8 1 6,Kafkaesque Koffka,3.2.8,3,y,0,left,left,right,left,left,NA,894,132,520589,6716,894,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,6,662715,659047,5284,608595,660461,550315,5350,601875,664742,665640,660426,661488,525956,664741,NA,Sternberg task,20,14761,21,yes,1024
95.45454545,95.45454545,707.3181818,707.3181818,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,21,21,0,0,21,21,0,0,21,21,21,21,0,21,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,9,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,7 1,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,left,right,NA,800,132,520589,6716,800,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,8,669318,665688,5284,608595,667065,550315,5350,601875,671346,672150,667028,668092,525956,671345,NA,Sternberg task,21,15561,22,yes,1024
95.65217391,95.65217391,704.5217391,704.5217391,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,22,22,0,0,22,22,0,0,22,22,22,22,0,22,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,10,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,5 3 8 7 2 4,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,left,right,NA,643,132,520589,6716,643,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,9,675834,672195,5284,608595,673581,550315,5350,601875,677862,678510,673543,674608,525956,677862,NA,Sternberg task,22,16204,23,yes,1024
95.83333333,95.83333333,705.4166667,705.4166667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,23,23,0,0,23,23,0,0,23,23,23,23,0,23,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,11,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,7 1 8 4 9 3,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,left,right,NA,726,132,520589,6716,726,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,6,682195,678546,5284,608595,679941,550315,5350,601875,684222,684952,679904,680967,525956,684222,NA,Sternberg task,23,16930,24,yes,1024
96,96,704.48,704.48,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,24,24,0,0,24,24,0,0,24,24,24,24,0,24,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,12,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,3 9 6 2,Kafkaesque Koffka,3.2.8,4,y,0,left,left,right,left,left,NA,682,132,520589,6716,682,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,2,688633,685000,5284,608595,686379,550315,5350,601875,690660,691347,686345,687405,525956,690659,NA,Sternberg task,24,17612,25,yes,1024
96.15384615,96.15384615,698.8846154,698.8846154,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,25,25,0,0,25,25,0,0,25,25,25,25,0,25,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,13,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,1 4 9 3,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,left,right,NA,559,132,520589,6716,559,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,5,695022,691381,5284,608595,692770,550315,5350,601875,697049,697612,692732,693797,525956,697049,NA,Sternberg task,25,18171,26,yes,1024
96.2962963,96.2962963,694,694,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,26,26,0,0,26,26,0,0,26,26,26,26,0,26,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,14,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,1 6 4,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,left,right,NA,567,132,520589,6716,567,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,7,701287,697657,5284,608595,699034,550315,5350,601875,703314,703886,699000,700060,525956,703313,NA,Sternberg task,26,18738,27,yes,1024
96.42857143,96.42857143,689.2857143,689.2857143,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,27,27,0,0,27,27,0,0,27,27,27,27,0,27,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,15,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,1 8 7,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,left,right,NA,562,132,520589,6716,562,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,4,707556,703921,5284,608595,705303,550315,5350,601875,709584,710151,705271,706330,525956,709584,NA,Sternberg task,27,19300,28,yes,1024
96.55172414,96.55172414,694.9655172,694.9655172,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,28,28,0,0,28,28,0,0,28,28,28,28,0,28,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,16,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,9 5 8 1,Kafkaesque Koffka,3.2.8,2,y,0,left,left,right,left,left,NA,854,132,520589,6716,854,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,5,713811,710190,5284,608595,711557,550315,5350,601875,715837,716698,711524,712583,525956,715837,NA,Sternberg task,28,20154,29,yes,1024
96.66666667,96.66666667,690.2,690.2,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,29,29,0,0,29,29,0,0,29,29,29,29,0,29,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,17,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,3 4 2,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,left,right,NA,552,132,520589,6716,552,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,5,720377,716749,5284,608595,718124,550315,5350,601875,722405,722962,718095,719151,525956,722404,NA,Sternberg task,29,20706,30,yes,1024
96.77419355,96.77419355,689.8387097,689.8387097,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,30,30,0,0,30,30,0,0,30,30,30,30,0,30,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,18,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,9 5 3 8 4,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,left,left,NA,679,132,520589,6716,679,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,9,726608,722998,5284,608595,724356,550315,5350,601875,728635,729319,724329,725382,525956,728634,NA,Sternberg task,30,21385,31,yes,1024
96.875,96.875,688.53125,688.53125,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,31,31,0,0,31,31,0,0,31,31,31,31,0,31,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,19,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,6 3 1 7 9 8,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,left,right,NA,648,132,520589,6716,648,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,4,732967,729356,5284,608595,730714,550315,5350,601875,734994,735647,730687,731741,525956,734993,NA,Sternberg task,31,22033,32,yes,1024
96.96969697,96.96969697,688,688,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,32,32,0,0,32,32,0,0,32,32,32,32,0,32,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,20,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,4 1 5,Kafkaesque Koffka,3.2.8,2,y,0,left,left,right,left,left,NA,671,132,520589,6716,671,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,1,739306,735684,5284,608595,737053,550315,5350,601875,741332,742008,737006,738080,525956,741332,NA,Sternberg task,32,22704,33,yes,1024
97.05882353,97.05882353,686.9117647,686.9117647,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,33,33,0,0,33,33,0,0,33,33,33,33,0,33,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,21,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,4 6 5 8,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,left,left,NA,651,132,520589,6716,651,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,4,745668,742052,5284,608595,743415,550315,5350,601875,747696,748352,743387,744441,525956,747695,NA,Sternberg task,33,23355,34,yes,1024
97.14285714,97.14285714,688,688,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,34,34,0,0,34,34,0,0,34,34,34,34,0,34,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,22,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,7 8 4 6 9 5,Kafkaesque Koffka,3.2.8,4,y,0,left,left,right,left,left,NA,725,132,520589,6716,725,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,6,752003,748386,5284,608595,749751,550315,5350,601875,754030,754759,749722,750777,525956,754029,NA,Sternberg task,34,24080,35,yes,1024
97.22222222,97.22222222,682.4166667,682.4166667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,35,35,0,0,35,35,0,0,35,35,35,35,0,35,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,23,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,9 1 7 2,Kafkaesque Koffka,3.2.8,2,y,0,left,left,right,left,left,NA,487,132,520589,6716,487,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,1,758414,754796,5284,608595,756161,550315,5350,601875,760442,760934,756129,757188,525956,760441,NA,Sternberg task,35,24567,36,yes,1024
94.59459459,94.59459459,696.4864865,696.4864865,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,36,36,0,0,36,36,0,0,36,36,36,36,0,36,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,24,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,5 7 8 2 3 8,Kafkaesque Koffka,3.2.8,5,y,0,right,left,right,left,right,NA,1203,132,520589,6716,1203,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,3,764579,760972,5284,608595,762329,550315,5350,601875,766605,767813,762300,763353,525956,766604,NA,Sternberg task,35,25770,37,yes,1024
94.73684211,94.73684211,695.3684211,695.3684211,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,37,37,0,0,37,37,0,0,37,37,37,37,0,37,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,25,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,7 2 3,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,left,NA,654,13086,520589,6716,654,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,3,783592,760972,5284,608595,781338,767850,5350,601875,785618,786277,781311,782366,525956,785618,NA,Sternberg task,36,26424,38,yes,1024
