acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_Instruction1,correct_keyboard_response,correct_response,count_CorrectFeedback,count_ExperimentLoop,count_Fixation,count_ISI,count_IncorrectFeedback,count_Instruction1,count_Instruction2,count_MemorySet,count_Practiceloop,count_Probe,count_ThankYou,count_expSequence,count_experiment,count_keyboard_response,count_logger,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Practiceloop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_Instruction1,response_Instruction2,response_ThankYou,response_keyboard_response,response_time,response_time_Instruction1,response_time_Instruction2,response_time_ThankYou,response_time_keyboard_response,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_CorrectFeedback,time_ExperimentLoop,time_Fixation,time_ISI,time_IncorrectFeedback,time_Instruction1,time_Instruction2,time_MemorySet,time_Practiceloop,time_Probe,time_ThankYou,time_expSequence,time_experiment,time_keyboard_response,time_logger,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
72.72727273,72.72727273,1361.454545,1361.454545,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,10,0,10,10,10,0,0,10,0,10,0,10,0,10,10,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,10,10,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,4 3 1 7 9 8,Kafkaesque Koffka,3.2.8,1,y,0,left,left,NA,NA,left,936,5659,NA,NA,936,2,legacy,6,1024,2,48000,-16,experiment,1,odd,4,73615,NA,89201,91408,88023,6288,NA,90204,11948,93411,NA,89197,6279,93411,94347,Sternberg Task,8,14976,11,yes,1024
75,75,1335.833333,1335.833333,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,11,0,11,11,11,0,0,11,0,11,0,11,0,11,11,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,11,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,4 1 5,Kafkaesque Koffka,3.2.8,0,n,0,right,left,NA,NA,right,1054,5659,NA,NA,1054,2,legacy,3,1024,2,48000,-16,experiment,1,odd,2,94373,NA,95555,97762,88023,6288,NA,96558,11948,99765,NA,95551,6279,99765,100819,Sternberg Task,9,16030,12,yes,1024
76.92307692,76.92307692,1292.230769,1292.230769,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,12,0,12,12,12,0,0,12,0,12,0,12,0,12,12,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,0,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,1 7 5 2,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,769,5659,3975,NA,769,2,legacy,4,1024,2,48000,-16,experiment,1,odd,3,100856,105868,106089,108295,88023,6288,101892,107092,11948,110298,NA,106085,6279,110298,111068,Sternberg Task,10,16799,13,yes,1024
71.42857143,71.42857143,1285.857143,1285.857143,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,13,0,13,13,13,0,0,13,0,13,0,13,0,13,13,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,1,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,2 8 6 3 1,Kafkaesque Koffka,3.2.8,0,n,0,left,left,left,NA,left,1203,5659,3975,NA,1203,2,legacy,5,1024,2,48000,-16,experiment,1,odd,7,111106,105868,112286,114493,88023,6288,101892,113289,11948,116496,NA,112282,6279,116496,117700,Sternberg Task,10,18002,14,yes,1024
66.66666667,66.66666667,1265.266667,1265.266667,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,14,0,14,14,14,0,0,14,0,14,0,14,0,14,14,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,2,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,4 7 6 8 2 3,Kafkaesque Koffka,3.2.8,6,y,0,right,left,left,NA,right,977,5659,3975,NA,977,2,legacy,6,1024,2,48000,-16,experiment,1,odd,3,111106,105868,118936,121143,117757,6288,101892,119939,11948,123146,NA,118932,6279,123146,124123,Sternberg Task,10,18979,15,yes,1024
68.75,68.75,1254.6875,1254.6875,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,15,0,15,15,15,0,0,15,0,15,0,15,0,15,15,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,3,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,1 4 9 3 2 5,Kafkaesque Koffka,3.2.8,3,y,0,left,left,left,NA,left,1096,5659,3975,NA,1096,2,legacy,6,1024,2,48000,-16,experiment,1,odd,9,111106,105868,125344,127551,124165,6288,101892,126347,11948,129555,NA,125340,6279,129555,130651,Sternberg Task,11,20075,16,yes,1024
70.58823529,70.58823529,1220.117647,1220.117647,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,16,0,16,16,16,0,0,16,0,16,0,16,0,16,16,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,4,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,6 2,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,NA,left,667,5659,3975,NA,667,2,legacy,2,1024,2,48000,-16,experiment,1,odd,6,130681,105868,131859,134067,124165,6288,101892,132863,11948,136071,NA,131855,6279,136072,136739,Sternberg Task,12,20742,17,yes,1024
72.22222222,72.22222222,1206.5,1206.5,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,17,0,17,17,17,0,0,17,0,17,0,17,0,17,17,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,5,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,8 9 5 7 1 6,Kafkaesque Koffka,3.2.8,4,y,0,left,left,left,NA,left,975,5659,3975,NA,975,2,legacy,6,1024,2,48000,-16,experiment,1,odd,7,136773,105868,137954,140161,124165,6288,101892,138957,11948,142164,NA,137950,6279,142164,143140,Sternberg Task,13,21717,18,yes,1024
73.68421053,73.68421053,1196,1196,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,18,0,18,18,18,0,0,18,0,18,0,18,0,18,18,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,6,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,1 4 9 3,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,1007,5659,3975,NA,1007,2,legacy,4,1024,2,48000,-16,experiment,1,odd,5,143181,105868,144361,146568,124165,6288,101892,145364,11948,148571,NA,144357,6279,148572,149580,Sternberg Task,14,22724,19,yes,1024
75,75,1176.9,1176.9,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,19,0,19,19,19,0,0,19,0,19,0,19,0,19,19,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,7,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,3 5 7 1,Kafkaesque Koffka,3.2.8,3,y,0,left,left,left,NA,left,814,5659,3975,NA,814,2,legacy,4,1024,2,48000,-16,experiment,1,odd,7,149623,105868,150803,153009,124165,6288,101892,151806,11948,155013,NA,150799,6279,155013,155827,Sternberg Task,15,23538,20,yes,1024
76.19047619,76.19047619,1153.238095,1153.238095,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,20,0,20,20,20,0,0,20,0,20,0,20,0,20,20,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,8,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,8 9,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,680,5659,3975,NA,680,2,legacy,2,1024,2,48000,-16,experiment,1,odd,5,155881,105868,157058,159264,124165,6288,101892,158061,11948,161267,NA,157054,6279,161267,161948,Sternberg Task,16,24218,21,yes,1024
77.27272727,77.27272727,1137.181818,1137.181818,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,21,0,21,21,21,0,0,21,0,21,0,21,0,21,21,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,9,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,3 4 9 6 7 8,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,800,5659,3975,NA,800,2,legacy,6,1024,2,48000,-16,experiment,1,odd,2,161989,105868,163169,165376,124165,6288,101892,164172,11948,167379,NA,163165,6279,167379,168180,Sternberg Task,17,25018,22,yes,1024
78.26086957,78.26086957,1122.086957,1122.086957,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,22,0,22,22,22,0,0,22,0,22,0,22,0,22,22,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,10,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,3 5 4 7,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,NA,left,790,5659,3975,NA,790,2,legacy,4,1024,2,48000,-16,experiment,1,odd,3,168222,105868,169401,171608,124165,6288,101892,170405,11948,173611,NA,169397,6279,173612,174403,Sternberg Task,18,25808,23,yes,1024
79.16666667,79.16666667,1138.333333,1138.333333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,23,0,23,23,23,0,0,23,0,23,0,23,0,23,23,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,11,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,2 3 8 5 6 7,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,1512,5659,3975,NA,1512,2,legacy,6,1024,2,48000,-16,experiment,1,odd,1,174447,105868,175625,177831,124165,6288,101892,176628,11948,179834,NA,175621,6279,179834,181348,Sternberg Task,19,27320,24,yes,1024
80,80,1127.48,1127.48,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,24,0,24,24,24,0,0,24,0,24,0,24,0,24,24,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,12,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,4 1,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,867,5659,3975,NA,867,2,legacy,2,1024,2,48000,-16,experiment,1,odd,6,181389,105868,182566,184772,124165,6288,101892,183569,11948,186775,NA,182562,6279,186775,187643,Sternberg Task,20,28187,25,yes,1024
80.76923077,80.76923077,1130.730769,1130.730769,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,25,0,25,25,25,0,0,25,0,25,0,25,0,25,25,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,13,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,5 3 8 7 2 4,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,1212,5659,3975,NA,1212,2,legacy,6,1024,2,48000,-16,experiment,1,odd,9,187689,105868,188868,191075,124165,6288,101892,189871,11948,193078,NA,188864,6279,193078,194291,Sternberg Task,21,29399,26,yes,1024
77.77777778,77.77777778,1162.925926,1162.925926,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,26,0,26,26,26,0,0,26,0,26,0,26,0,26,26,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,14,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,1 6 4 3 9 7,Kafkaesque Koffka,3.2.8,0,n,0,None,left,left,NA,None,2000,5659,3975,NA,2000,2,legacy,6,1024,2,48000,-16,experiment,1,odd,8,194330,105868,195506,197712,124165,6288,101892,196509,11948,199715,NA,195502,6279,199715,201715,Sternberg Task,21,31399,27,yes,1024
75,75,1148,1148,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,27,0,27,27,27,0,0,27,0,27,0,27,0,27,27,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,15,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,8 5 4 7 3 1,Kafkaesque Koffka,3.2.8,2,y,0,right,left,left,NA,right,745,5659,3975,NA,745,2,legacy,6,1024,2,48000,-16,experiment,1,odd,5,194330,105868,202935,205141,201755,6288,101892,203938,11948,207144,NA,202931,6279,207145,207891,Sternberg Task,21,32144,28,yes,1024
75.86206897,75.86206897,1152.034483,1152.034483,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,28,0,28,28,28,0,0,28,0,28,0,28,0,28,28,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,16,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,1,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,1265,5659,3975,NA,1265,2,legacy,1,1024,2,48000,-16,experiment,1,odd,7,194330,105868,209110,211317,207930,6288,101892,210113,11948,213320,NA,209106,6279,213321,214588,Sternberg Task,22,33409,29,yes,1024
76.66666667,76.66666667,1148.266667,1148.266667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,29,0,29,29,29,0,0,29,0,29,0,29,0,29,29,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,17,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,5 3 2 6 9 8,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,1039,5659,3975,NA,1039,2,legacy,6,1024,2,48000,-16,experiment,1,odd,4,214630,105868,215808,218014,207930,6288,101892,216811,11948,220018,NA,215804,6279,220019,221059,Sternberg Task,23,34448,30,yes,1024
77.41935484,77.41935484,1142.580645,1142.580645,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,30,0,30,30,30,0,0,30,0,30,0,30,0,30,30,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,18,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,4 1 5,Kafkaesque Koffka,3.2.8,2,y,0,left,left,left,NA,left,972,5659,3975,NA,972,2,legacy,3,1024,2,48000,-16,experiment,1,odd,1,221097,105868,222275,224482,207930,6288,101892,223278,11948,226485,NA,222271,6279,226486,227460,Sternberg Task,24,35420,31,yes,1024
78.125,78.125,1141.53125,1141.53125,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,31,0,31,31,31,0,0,31,0,31,0,31,0,31,31,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,19,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,7 4 2 6 3 5,Kafkaesque Koffka,3.2.8,6,y,0,left,left,left,NA,left,1109,5659,3975,NA,1109,2,legacy,6,1024,2,48000,-16,experiment,1,odd,5,227496,105868,228674,230881,207930,6288,101892,229678,11948,232885,NA,228670,6279,232885,233995,Sternberg Task,25,36529,32,yes,1024
78.78787879,78.78787879,1137.878788,1137.878788,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,32,0,32,32,32,0,0,32,0,32,0,32,0,32,32,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,20,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,1 8 7,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,1021,5659,3975,NA,1021,2,legacy,3,1024,2,48000,-16,experiment,1,odd,4,234039,105868,235219,237426,207930,6288,101892,236222,11948,239429,NA,235215,6279,239429,240452,Sternberg Task,26,37550,33,yes,1024
79.41176471,79.41176471,1154.617647,1154.617647,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,33,0,33,33,33,0,0,33,0,33,0,33,0,33,33,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,21,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,9 7 4 5 8,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,1707,5659,3975,NA,1707,2,legacy,5,1024,2,48000,-16,experiment,1,odd,6,240497,105868,241677,243884,207930,6288,101892,242680,11948,245887,NA,241673,6279,245887,247596,Sternberg Task,27,39257,34,yes,1024
80,80,1148.914286,1148.914286,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,34,0,34,34,34,0,0,34,0,34,0,34,0,34,34,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,22,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,6 3 1 7 9 8,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,955,5659,3975,NA,955,2,legacy,6,1024,2,48000,-16,experiment,1,odd,4,247638,105868,248820,251027,207930,6288,101892,249823,11948,253030,NA,248816,6279,253031,253988,Sternberg Task,28,40212,35,yes,1024
80.55555556,80.55555556,1148.777778,1148.777778,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,35,0,35,35,35,0,0,35,0,35,0,35,0,35,35,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,23,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,3 4,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,NA,left,1144,5659,3975,NA,1144,2,legacy,2,1024,2,48000,-16,experiment,1,odd,3,254022,105868,255200,257407,207930,6288,101892,256203,11948,259410,NA,255196,6279,259410,260556,Sternberg Task,29,41356,36,yes,1024
