"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboardResponse","correct_response","count_ISI","count_Practiceloop","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrect","count_instruction1","count_instructions2","count_keyboardResponse","count_logger","count_memorySet","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Practiceloop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboardResponse","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboardResponse","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_Practiceloop","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrect","time_instruction1","time_instructions2","time_keyboardResponse","time_logger","time_memorySet","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"75","75","1287.91666667","1287.91666667","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","11","0","11","11","0","0","11","11","0","0","11","11","11","11","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","1 7 9 8 5","Kafkaesque Koffka","3.2.5","4","y","0","left","space","NA","left","NA","681","243778","NA","681","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","331954","248379","328619","329747","4586","NA","329749","309542","4590","NA","333958","334639","330752","333957","NA","Sternberg task","9","15455","12","yes","1024"
"76.9230769231","76.9230769231","1263.46153846","1263.46153846","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","12","0","12","12","0","0","12","12","0","0","12","12","12","12","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","0","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","8 3","Kafkaesque Koffka","3.2.5","2","y","0","left","space","left","left","NA","970","243778","22718","970","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","3","360757","248379","334651","358550","4586","358421","358552","309542","4590","335702","362760","363731","359554","362760","NA","Sternberg task","10","16425","13","yes","1024"
"71.4285714286","71.4285714286","1215.42857143","1215.42857143","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","13","0","13","13","0","0","13","13","0","0","13","13","13","13","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","1","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","6 9 3 1","Kafkaesque Koffka","3.2.5","4","y","0","right","space","left","right","NA","591","243778","22718","591","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","1","367037","248379","363738","364830","4586","358421","364832","309542","4590","335702","369039","369631","365835","369039","NA","Sternberg task","10","17016","14","yes","1024"
"73.3333333333","73.3333333333","1175.6","1175.6","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","14","0","14","14","0","0","14","14","0","0","14","14","14","14","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","2","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","6 7 9 3 1 2","Kafkaesque Koffka","3.2.5","1","y","0","left","space","left","left","NA","618","243778","22718","618","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","372979","248379","363738","370772","4586","358421","370774","369638","4590","335702","374982","375600","371777","374982","NA","Sternberg task","11","17634","15","yes","1024"
"75","75","1159","1159","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","15","0","15","15","0","0","15","15","0","0","15","15","15","15","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","3","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","6 9 7 3 8 2","Kafkaesque Koffka","3.2.5","0","n","0","right","space","left","right","NA","910","243778","22718","910","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","5","378956","248379","375618","376748","4586","358421","376749","369638","4590","335702","380960","381871","377753","380959","NA","Sternberg task","12","18544","16","yes","1024"
"76.4705882353","76.4705882353","1149.23529412","1149.23529412","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","16","0","16","16","0","0","16","16","0","0","16","16","16","16","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","4","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","3 9 1","Kafkaesque Koffka","3.2.5","0","n","0","right","space","left","right","NA","993","243778","22718","993","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","7","385214","248379","381892","383006","4586","358421","383008","369638","4590","335702","387217","388211","384011","387217","NA","Sternberg task","13","19537","17","yes","1024"
"77.7777777778","77.7777777778","1135.77777778","1135.77777778","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","17","0","17","17","0","0","17","17","0","0","17","17","17","17","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","5","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","7 1","Kafkaesque Koffka","3.2.5","0","n","0","right","space","left","right","NA","907","243778","22718","907","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","8","391569","248379","388233","389361","4586","358421","389363","369638","4590","335702","393573","394481","390366","393571","NA","Sternberg task","14","20444","18","yes","1024"
"73.6842105263","73.6842105263","1100.52631579","1100.52631579","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","18","0","18","18","0","0","18","18","0","0","18","18","18","18","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","6","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","1 6 4 3 9 7","Kafkaesque Koffka","3.2.5","0","n","0","left","space","left","left","NA","466","243778","22718","466","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","397832","248379","394497","395624","4586","358421","395626","369638","4590","335702","399834","400301","396629","399834","NA","Sternberg task","14","20910","19","yes","1024"
"75","75","1110.35","1110.35","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","19","0","19","19","0","0","19","19","0","0","19","19","19","19","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","7","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","7 6","Kafkaesque Koffka","3.2.5","2","y","0","left","space","left","left","NA","1297","243778","22718","1297","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","6","403660","248379","394497","401452","4586","358421","401454","400323","4590","335702","405664","406962","402456","405664","NA","Sternberg task","15","22207","20","yes","1024"
"76.1904761905","76.1904761905","1108.28571429","1108.28571429","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","20","0","20","20","0","0","20","20","0","0","20","20","20","20","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","8","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","2 5 4 8 7","Kafkaesque Koffka","3.2.5","3","y","0","left","space","left","left","NA","1067","243778","22718","1067","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","4","410342","248379","407012","408135","4586","358421","408137","400323","4590","335702","412344","413411","409140","412344","NA","Sternberg task","16","23274","21","yes","1024"
"77.2727272727","77.2727272727","1081.81818182","1081.81818182","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","21","0","21","21","0","0","21","21","0","0","21","21","21","21","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","9","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","3 5 4 7","Kafkaesque Koffka","3.2.5","1","y","0","left","space","left","left","NA","526","243778","22718","526","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","416742","248379","413427","414535","4586","358421","414537","400323","4590","335702","418745","419271","415540","418744","NA","Sternberg task","17","23800","22","yes","1024"
"78.2608695652","78.2608695652","1062.08695652","1062.08695652","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","22","0","22","22","0","0","22","22","0","0","22","22","22","22","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","10","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","1 4 3 6 5","Kafkaesque Koffka","3.2.5","0","n","0","right","space","left","right","NA","628","243778","22718","628","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","422610","248379","419279","420403","4586","358421","420405","400323","4590","335702","424613","425241","421407","424613","NA","Sternberg task","18","24428","23","yes","1024"
"75","75","1061.58333333","1061.58333333","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","23","0","23","23","0","0","23","23","0","0","23","23","23","23","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","2 3","Kafkaesque Koffka","3.2.5","1","y","0","right","space","left","right","NA","1050","243778","22718","1050","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","2","428598","248379","425272","426389","4586","358421","426391","400323","4590","335702","430601","431652","427395","430601","NA","Sternberg task","18","25478","24","yes","1024"
"72","72","1042.12","1042.12","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","24","0","24","24","0","0","24","24","0","0","24","24","24","24","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","12","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","7 9 1 6","Kafkaesque Koffka","3.2.5","0","n","0","left","space","left","left","NA","575","243778","22718","575","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","4","435013","248379","425272","432806","4586","358421","432808","431660","4590","335702","437016","437592","433810","437016","NA","Sternberg task","18","26053","25","yes","1024"
"69.2307692308","69.2307692308","1078.96153846","1078.96153846","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","25","0","25","25","0","0","25","25","0","0","25","25","25","25","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","13","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","7 1 8 4 9 3","Kafkaesque Koffka","3.2.5","0","n","0","None","space","left","None","NA","2000","243778","22718","2000","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","440945","248379","425272","438739","4586","358421","438741","437600","4590","335702","442947","444947","439743","442947","NA","Sternberg task","18","28053","26","yes","1024"
"70.3703703704","70.3703703704","1071.07407407","1071.07407407","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","26","0","26","26","0","0","26","26","0","0","26","26","26","26","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","14","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","7 2 3","Kafkaesque Koffka","3.2.5","3","y","0","left","space","left","left","NA","866","243778","22718","866","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","3","448273","248379","425272","446068","4586","358421","446069","444955","4590","335702","450275","451142","447071","450275","NA","Sternberg task","19","28919","27","yes","1024"
"71.4285714286","71.4285714286","1054","1054","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","27","0","27","27","0","0","27","27","0","0","27","27","27","27","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","15","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","5 7 3","Kafkaesque Koffka","3.2.5","0","n","0","right","space","left","right","NA","593","243778","22718","593","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","9","454477","248379","451160","452271","4586","358421","452273","444955","4590","335702","456479","457072","453275","456479","NA","Sternberg task","20","29512","28","yes","1024"
"72.4137931034","72.4137931034","1049.13793103","1049.13793103","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","28","0","28","28","0","0","28","28","0","0","28","28","28","28","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","16","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","2 8 9 4 1","Kafkaesque Koffka","3.2.5","0","n","0","right","space","left","right","NA","913","243778","22718","913","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","5","460414","248379","457119","458207","4586","358421","458208","444955","4590","335702","462418","463332","459211","462417","NA","Sternberg task","21","30425","29","yes","1024"
