"acc","accuracy","average_response_time","avg_rt","background","bidi","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Instruction1","correct_keyboard_response","correct_response","count_Fixation","count_ISI","count_Instruction1","count_Instructions2","count_ThankYou","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_incorrectFeedback","count_keyboard_response","count_memorySet","count_new_logger","count_practiceLoop","count_probe","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_Instruction1","response_Instructions2","response_ThankYou","response_keyboard_response","response_time","response_time_Instruction1","response_time_Instructions2","response_time_ThankYou","response_time_keyboard_response","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_Fixation","time_ISI","time_Instruction1","time_Instructions2","time_ThankYou","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_incorrectFeedback","time_keyboard_response","time_memorySet","time_new_logger","time_practiceLoop","time_probe","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"91.6666666667","91.6666666667","4965.83333333","4965.83333333","black","no","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","11","11","0","0","0","11","11","0","0","11","11","11","11","0","11","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","1 7 9 8 5","Jazzy James","3.1.9","4","y","0","left","right","NA","NA","left","847","43734","NA","NA","847","2","legacy","5","1024","2","48000","-16","experiment","3","odd","8","169234","171438","1753","NA","NA","168152","169232","1749","NA","109519","173440","170236","174288","45488","173440","Sternberg Task","11","59590","12","yes","1024"
"92.3076923077","92.3076923077","4646.61538462","4646.61538462","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","12","12","0","0","0","12","12","0","0","12","12","12","12","0","12","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","1 8 7","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","816","43734","37193","NA","816","2","legacy","3","1024","2","48000","-16","experiment","3","odd","4","212671","214875","1753","175367","NA","174341","212669","1749","212561","109519","216877","213673","217694","45488","216877","Sternberg Task","12","60406","13","yes","1024"
"92.8571428571","92.8571428571","4369.85714286","4369.85714286","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","13","13","0","0","0","13","13","0","0","13","13","13","13","0","13","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","9 3 1 2 5","Jazzy James","3.1.9","4","y","0","left","right","right","NA","left","772","43734","37193","NA","772","2","legacy","5","1024","2","48000","-16","experiment","3","odd","2","218830","221034","1753","175367","NA","217751","218828","1749","212561","109519","223036","219832","223809","45488","223036","Sternberg Task","13","61178","14","yes","1024"
"93.3333333333","93.3333333333","4113.06666667","4113.06666667","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","14","14","0","0","0","14","14","0","0","14","14","14","14","0","14","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","8 5 1 3 9","Jazzy James","3.1.9","4","y","0","left","right","right","NA","left","518","43734","37193","NA","518","2","legacy","5","1024","2","48000","-16","experiment","3","odd","3","224945","227149","1753","175367","NA","223863","224943","1749","212561","109519","229151","225947","229670","45488","229151","Sternberg Task","14","61696","15","yes","1024"
"93.75","93.75","3896.8125","3896.8125","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","15","15","0","0","0","15","15","0","0","15","15","15","15","0","15","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","1 5 3 2 8","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","653","43734","37193","NA","653","2","legacy","5","1024","2","48000","-16","experiment","3","odd","4","230804","233008","1753","175367","NA","229730","230802","1749","212561","109519","235010","231807","235664","45488","235010","Sternberg Task","15","62349","16","yes","1024"
"94.1176470588","94.1176470588","3699.88235294","3699.88235294","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","16","16","0","0","0","16","16","0","0","16","16","16","16","0","16","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","4","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","3 5 4 7","Jazzy James","3.1.9","1","y","0","left","right","right","NA","left","549","43734","37193","NA","549","2","legacy","4","1024","2","48000","-16","experiment","3","odd","3","236798","239002","1753","175367","NA","235718","236796","1749","212561","109519","241004","237800","241554","45488","241004","Sternberg Task","16","62898","17","yes","1024"
"94.4444444444","94.4444444444","3529.5","3529.5","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","17","17","0","0","0","17","17","0","0","17","17","17","17","0","17","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","5","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","8 5 7 3 6","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","633","43734","37193","NA","633","2","legacy","5","1024","2","48000","-16","experiment","3","odd","9","242686","244890","1753","175367","NA","241607","242683","1749","212561","109519","246892","243688","247526","45488","246892","Sternberg Task","17","63531","18","yes","1024"
"94.7368421053","94.7368421053","3398.42105263","3398.42105263","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","18","18","0","0","0","18","18","0","0","18","18","18","18","0","18","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","6","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","7","Jazzy James","3.1.9","1","y","0","left","right","right","NA","left","1039","43734","37193","NA","1039","2","legacy","1","1024","2","48000","-16","experiment","3","odd","7","248681","250886","1753","175367","NA","247607","248680","1749","212561","109519","252888","249684","253927","45488","252888","Sternberg Task","18","64570","19","yes","1024"
"95","95","3258.65","3258.65","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","19","19","0","0","0","19","19","0","0","19","19","19","19","0","19","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","7","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","5 3 2 6 9 8","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","603","43734","37193","NA","603","2","legacy","6","1024","2","48000","-16","experiment","3","odd","4","255091","257296","1753","175367","NA","254007","255089","1749","212561","109519","259298","256094","259901","45488","259298","Sternberg Task","19","65173","20","yes","1024"
"95.2380952381","95.2380952381","3138.61904762","3138.61904762","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","20","20","0","0","0","20","20","0","0","20","20","20","20","0","20","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","8","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","5 2 9 6 1 7","Jazzy James","3.1.9","3","y","0","left","right","right","NA","left","738","43734","37193","NA","738","2","legacy","6","1024","2","48000","-16","experiment","3","odd","9","261034","263238","1753","175367","NA","259952","261032","1749","212561","109519","265240","262036","265979","45488","265240","Sternberg Task","20","65911","21","yes","1024"
"95.4545454545","95.4545454545","3024.90909091","3024.90909091","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","21","21","0","0","0","21","21","0","0","21","21","21","21","0","21","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","9","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","6 9 4 5 3 2","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","637","43734","37193","NA","637","2","legacy","6","1024","2","48000","-16","experiment","3","odd","8","267104","269309","1753","175367","NA","266030","267103","1749","212561","109519","271311","268107","271949","45488","271311","Sternberg Task","21","66548","22","yes","1024"
"95.652173913","95.652173913","2919.65217391","2919.65217391","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","22","22","0","0","0","22","22","0","0","22","22","22","22","0","22","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","2 6 1 7 4","Jazzy James","3.1.9","2","y","0","left","right","right","NA","left","604","43734","37193","NA","604","2","legacy","5","1024","2","48000","-16","experiment","3","odd","6","273092","275296","1753","175367","NA","272008","273090","1749","212561","109519","277298","274094","277903","45488","277298","Sternberg Task","22","67152","23","yes","1024"
"95.8333333333","95.8333333333","2824.875","2824.875","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","23","23","0","0","0","23","23","0","0","23","23","23","23","0","23","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","3 9 7 6 4","Jazzy James","3.1.9","3","y","0","left","right","right","NA","left","645","43734","37193","NA","645","2","legacy","5","1024","2","48000","-16","experiment","3","odd","7","279031","281235","1753","175367","NA","277952","279029","1749","212561","109519","283237","280033","283883","45488","283237","Sternberg Task","23","67797","24","yes","1024"
"96","96","2737.36","2737.36","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","24","24","0","0","0","24","24","0","0","24","24","24","24","0","24","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","12","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","5","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","637","43734","37193","NA","637","2","legacy","1","1024","2","48000","-16","experiment","3","odd","8","285002","287206","1753","175367","NA","283918","285000","1749","212561","109519","289208","286004","289846","45488","289208","Sternberg Task","24","68434","25","yes","1024"
"96.1538461538","96.1538461538","2663.30769231","2663.30769231","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","25","25","0","0","0","25","25","0","0","25","25","25","25","0","25","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","13","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","4 3 2 5 8","Jazzy James","3.1.9","2","y","0","left","right","right","NA","left","812","43734","37193","NA","812","2","legacy","5","1024","2","48000","-16","experiment","3","odd","3","290983","293187","1753","175367","NA","289908","290981","1749","212561","109519","295189","291985","296002","45488","295189","Sternberg Task","25","69246","26","yes","1024"
"96.2962962963","96.2962962963","2587.74074074","2587.74074074","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","26","26","0","0","0","26","26","0","0","26","26","26","26","0","26","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","14","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","7 9","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","623","43734","37193","NA","623","2","legacy","2","1024","2","48000","-16","experiment","3","odd","1","297123","299327","1753","175367","NA","296041","297121","1749","212561","109519","301329","298125","301953","45488","301329","Sternberg Task","26","69869","27","yes","1024"
"96.4285714286","96.4285714286","2516.89285714","2516.89285714","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","27","27","0","0","0","27","27","0","0","27","27","27","27","0","27","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","15","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","5 7 8 2 3 8","Jazzy James","3.1.9","5","y","0","left","right","right","NA","left","604","43734","37193","NA","604","2","legacy","6","1024","2","48000","-16","experiment","3","odd","3","303068","305272","1753","175367","NA","301985","303066","1749","212561","109519","307274","304070","307879","45488","307274","Sternberg Task","27","70473","28","yes","1024"
"96.5517241379","96.5517241379","2452.96551724","2452.96551724","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","28","28","0","0","0","28","28","0","0","28","28","28","28","0","28","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","16","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","8 6 3 4 7","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","663","43734","37193","NA","663","2","legacy","5","1024","2","48000","-16","experiment","3","odd","1","309017","311221","1753","175367","NA","307942","309015","1749","212561","109519","313223","310019","313887","45488","313223","Sternberg Task","28","71136","29","yes","1024"
"96.6666666667","96.6666666667","2389.73333333","2389.73333333","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","29","29","0","0","0","29","29","0","0","29","29","29","29","0","29","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","17","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","9 4 2","Jazzy James","3.1.9","1","y","0","left","right","right","NA","left","556","43734","37193","NA","556","2","legacy","3","1024","2","48000","-16","experiment","3","odd","9","315004","317209","1753","175367","NA","313918","315003","1749","212561","109519","319211","316007","319768","45488","319211","Sternberg Task","29","71692","30","yes","1024"
"96.7741935484","96.7741935484","2339.41935484","2339.41935484","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","30","30","0","0","0","30","30","0","0","30","30","30","30","0","30","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","18","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","9","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","830","43734","37193","NA","830","2","legacy","1","1024","2","48000","-16","experiment","3","odd","6","320894","323098","1753","175367","NA","319819","320892","1749","212561","109519","325100","321896","325931","45488","325100","Sternberg Task","30","72522","31","yes","1024"
"96.875","96.875","2288.5625","2288.5625","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","31","31","0","0","0","31","31","0","0","31","31","31","31","0","31","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","19","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","4 2 6 9","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","712","43734","37193","NA","712","2","legacy","4","1024","2","48000","-16","experiment","3","odd","7","327075","329279","1753","175367","NA","325985","327073","1749","212561","109519","331281","328077","331994","45488","331281","Sternberg Task","31","73234","32","yes","1024"
"96.9696969697","96.9696969697","2236.63636364","2236.63636364","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","32","32","0","0","0","32","32","0","0","32","32","32","32","0","32","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","3 4","Jazzy James","3.1.9","1","y","0","left","right","right","NA","left","575","43734","37193","NA","575","2","legacy","2","1024","2","48000","-16","experiment","3","odd","3","333104","335308","1753","175367","NA","332029","333102","1749","212561","109519","337310","334106","337886","45488","337310","Sternberg Task","32","73809","33","yes","1024"
"97.0588235294","97.0588235294","2190.26470588","2190.26470588","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","33","33","0","0","0","33","33","0","0","33","33","33","33","0","33","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","6 3 1 7 9 8","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","660","43734","37193","NA","660","2","legacy","6","1024","2","48000","-16","experiment","3","odd","4","339015","341219","1753","175367","NA","337941","339013","1749","212561","109519","343221","340017","343882","45488","343221","Sternberg Task","33","74469","34","yes","1024"
"97.1428571429","97.1428571429","2149.14285714","2149.14285714","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","34","34","0","0","0","34","34","0","0","34","34","34","34","0","34","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","22","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","4 7 6 8 2 3","Jazzy James","3.1.9","6","y","0","left","right","right","NA","left","751","43734","37193","NA","751","2","legacy","6","1024","2","48000","-16","experiment","3","odd","3","345016","347220","1753","175367","NA","343940","345014","1749","212561","109519","349222","346018","349974","45488","349222","Sternberg Task","34","75220","35","yes","1024"
"97.2222222222","97.2222222222","2114.88888889","2114.88888889","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","35","35","0","0","0","35","35","0","0","35","35","35","35","0","35","10/02/18 21:35:16","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","23","11","C:/Users/Anabel/Desktop/subject-3.csv","legacy","3 9 8 1 6 4","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","916","43734","37193","NA","916","2","legacy","6","1024","2","48000","-16","experiment","3","odd","7","351104","353308","1753","175367","NA","350030","351102","1749","212561","109519","355310","352106","356227","45488","355310","Sternberg Task","35","76136","36","yes","1024"
