"acc","accuracy","average_response_time","avg_rt","background","bidi","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Instruction1","correct_keyboard_response","correct_response","count_CorrectResponse","count_ExperimentLoop","count_Fixation","count_ISI","count_IncorrectFeedback","count_Instruction1","count_Instructions2","count_Memory","count_PracticeLoop","count_Probe","count_Sternburgtask","count_Thankyou","count_XSequence","count_keyboard_response","count_logger","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_PracticeLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_Instruction1","response_Instructions2","response_Thankyou","response_keyboard_response","response_time","response_time_Instruction1","response_time_Instructions2","response_time_Thankyou","response_time_keyboard_response","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_CorrectResponse","time_ExperimentLoop","time_Fixation","time_ISI","time_IncorrectFeedback","time_Instruction1","time_Instructions2","time_Memory","time_PracticeLoop","time_Probe","time_Sternburgtask","time_Thankyou","time_XSequence","time_keyboard_response","time_logger","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"90.9090909091","90.9090909091","1277.36363636","1277.36363636","black","no","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","10","0","10","10","10","0","0","10","0","10","0","0","10","10","10","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","10","10","/Users/danieldalton/subject-2.csv","legacy","5","Jazzy James","3.1.9","0","n","0","right","right","NA","NA","right","959","37932","NA","NA","959","2","legacy","1","1024","2","48000","-16","Sternburgtask","2","even","3","106442","NA","107498","109735","47453","2155","NA","108517","40099","111749","2128","NA","107486","111749","112710","New experiment","10","14051","11","yes","1024"
"91.6666666667","91.6666666667","1312.5","1312.5","black","no","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","11","0","11","11","11","0","0","11","0","11","0","0","11","11","11","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","11","11","/Users/danieldalton/subject-2.csv","legacy","2 9 4","Jazzy James","3.1.9","3","y","0","left","right","NA","NA","left","1699","37932","NA","NA","1699","2","legacy","3","1024","2","48000","-16","Sternburgtask","2","even","4","112741","NA","113798","116030","47453","2155","NA","114814","40099","118044","2128","NA","113787","118044","119745","New experiment","11","15750","12","yes","1024"
"92.3076923077","92.3076923077","1295.07692308","1295.07692308","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","12","0","12","12","12","0","0","12","0","12","0","0","12","12","12","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","0","11","/Users/danieldalton/subject-2.csv","legacy","2 4 6 9","Jazzy James","3.1.9","3","y","0","left","right","right","NA","left","1086","37932","8294","NA","1086","2","legacy","4","1024","2","48000","-16","Sternburgtask","2","even","6","119761","129087","129177","131411","47453","2155","120791","130195","40099","133425","2128","NA","129166","133425","134513","New experiment","12","16836","13","yes","1024"
"92.8571428571","92.8571428571","1262.21428571","1262.21428571","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","13","0","13","13","13","0","0","13","0","13","0","0","13","13","13","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","1","11","/Users/danieldalton/subject-2.csv","legacy","3 4 2","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","835","37932","8294","NA","835","2","legacy","3","1024","2","48000","-16","Sternburgtask","2","even","5","134527","129087","135583","137815","47453","2155","120791","136598","40099","139828","2128","NA","135572","139828","140665","New experiment","13","17671","14","yes","1024"
"93.3333333333","93.3333333333","1236.93333333","1236.93333333","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","14","0","14","14","14","0","0","14","0","14","0","0","14","14","14","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","2","11","/Users/danieldalton/subject-2.csv","legacy","3 9 7 6 4","Jazzy James","3.1.9","3","y","0","left","right","right","NA","left","883","37932","8294","NA","883","2","legacy","5","1024","2","48000","-16","Sternburgtask","2","even","7","140679","129087","141737","143969","47453","2155","120791","142752","40099","145981","2128","NA","141726","145982","146866","New experiment","14","18554","15","yes","1024"
"93.75","93.75","1220","1220","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","15","0","15","15","15","0","0","15","0","15","0","0","15","15","15","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","3","11","/Users/danieldalton/subject-2.csv","legacy","2 3","Jazzy James","3.1.9","1","y","0","left","right","right","NA","left","966","37932","8294","NA","966","2","legacy","2","1024","2","48000","-16","Sternburgtask","2","even","2","146880","129087","147932","150166","47453","2155","120791","148947","40099","152179","2128","NA","147921","152179","153147","New experiment","15","19520","16","yes","1024"
"94.1176470588","94.1176470588","1210.23529412","1210.23529412","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","16","0","16","16","16","0","0","16","0","16","0","0","16","16","16","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","4","11","/Users/danieldalton/subject-2.csv","legacy","1 3 2 6 9","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","1054","37932","8294","NA","1054","2","legacy","5","1024","2","48000","-16","Sternburgtask","2","even","5","153161","129087","154214","156445","47453","2155","120791","155228","40099","158459","2128","NA","154202","158459","159515","New experiment","16","20574","17","yes","1024"
"94.4444444444","94.4444444444","1206.5","1206.5","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","17","0","17","17","17","0","0","17","0","17","0","0","17","17","17","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","5","11","/Users/danieldalton/subject-2.csv","legacy","1 4 9 2 5","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","1143","37932","8294","NA","1143","2","legacy","5","1024","2","48000","-16","Sternburgtask","2","even","7","159529","129087","160582","162819","47453","2155","120791","161599","40099","164836","2128","NA","160571","164836","165981","New experiment","17","21717","18","yes","1024"
"94.7368421053","94.7368421053","1218.10526316","1218.10526316","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","18","0","18","18","18","0","0","18","0","18","0","0","18","18","18","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","6","11","/Users/danieldalton/subject-2.csv","legacy","5 3 2 6 9 8","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","1427","37932","8294","NA","1427","2","legacy","6","1024","2","48000","-16","Sternburgtask","2","even","4","165995","129087","167046","169278","47453","2155","120791","168061","40099","171291","2128","NA","167035","171291","172720","New experiment","18","23144","19","yes","1024"
"95","95","1221.35","1221.35","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","19","0","19","19","19","0","0","19","0","19","0","0","19","19","19","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","7","11","/Users/danieldalton/subject-2.csv","legacy","9 5 8 1","Jazzy James","3.1.9","2","y","0","left","right","right","NA","left","1283","37932","8294","NA","1283","2","legacy","4","1024","2","48000","-16","Sternburgtask","2","even","5","172740","129087","173795","176030","47453","2155","120791","174813","40099","178044","2128","NA","173783","178044","179329","New experiment","19","24427","20","yes","1024"
"95.2380952381","95.2380952381","1225.33333333","1225.33333333","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","20","0","20","20","20","0","0","20","0","20","0","0","20","20","20","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","8","11","/Users/danieldalton/subject-2.csv","legacy","6 8 9 3 4 9","Jazzy James","3.1.9","5","y","0","left","right","right","NA","left","1305","37932","8294","NA","1305","2","legacy","6","1024","2","48000","-16","Sternburgtask","2","even","4","179343","129087","180397","182636","47453","2155","120791","181418","40099","184649","2128","NA","180386","184650","185957","New experiment","20","25732","21","yes","1024"
"95.4545454545","95.4545454545","1206.13636364","1206.13636364","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","21","0","21","21","21","0","0","21","0","21","0","0","21","21","21","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","9","11","/Users/danieldalton/subject-2.csv","legacy","7 8 6 1","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","803","37932","8294","NA","803","2","legacy","4","1024","2","48000","-16","Sternburgtask","2","even","3","185970","129087","187025","189257","47453","2155","120791","188040","40099","191270","2128","NA","187014","191270","192075","New experiment","21","26535","22","yes","1024"
"95.652173913","95.652173913","1194.2173913","1194.2173913","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","22","0","22","22","22","0","0","22","0","22","0","0","22","22","22","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","10","11","/Users/danieldalton/subject-2.csv","legacy","8 1 6","Jazzy James","3.1.9","3","y","0","left","right","right","NA","left","932","37932","8294","NA","932","2","legacy","3","1024","2","48000","-16","Sternburgtask","2","even","6","192091","129087","193152","195386","47453","2155","120791","194168","40099","197399","2128","NA","193141","197399","198333","New experiment","22","27467","23","yes","1024"
"95.8333333333","95.8333333333","1180.5","1180.5","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","23","0","23","23","23","0","0","23","0","23","0","0","23","23","23","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","11","11","/Users/danieldalton/subject-2.csv","legacy","5 7 3","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","865","37932","8294","NA","865","2","legacy","3","1024","2","48000","-16","Sternburgtask","2","even","9","198347","129087","199400","201638","47453","2155","120791","200416","40099","203649","2128","NA","199389","203649","204516","New experiment","23","28332","24","yes","1024"
"92","92","1184","1184","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","24","0","24","24","24","0","0","24","0","24","0","0","24","24","24","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","12","11","/Users/danieldalton/subject-2.csv","legacy","2 6 1 7 4","Jazzy James","3.1.9","2","y","0","right","right","right","NA","right","1268","37932","8294","NA","1268","2","legacy","5","1024","2","48000","-16","Sternburgtask","2","even","6","204532","129087","205584","207821","47453","2155","120791","206601","40099","209833","2128","NA","205573","209833","211103","New experiment","23","29600","25","yes","1024"
"92.3076923077","92.3076923077","1192.15384615","1192.15384615","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","25","0","25","25","25","0","0","25","0","25","0","0","25","25","25","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","13","11","/Users/danieldalton/subject-2.csv","legacy","6 9 7 3 8 2","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","1396","37932","8294","NA","1396","2","legacy","6","1024","2","48000","-16","Sternburgtask","2","even","5","204532","129087","212174","214413","211119","2155","120791","213193","40099","216428","2128","NA","212163","216428","217826","New experiment","24","30996","26","yes","1024"
"92.5925925926","92.5925925926","1165.25925926","1165.25925926","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","26","0","26","26","26","0","0","26","0","26","0","0","26","26","26","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","14","11","/Users/danieldalton/subject-2.csv","legacy","4","Jazzy James","3.1.9","1","y","0","left","right","right","NA","left","466","37932","8294","NA","466","2","legacy","1","1024","2","48000","-16","Sternburgtask","2","even","4","217841","129087","218894","221136","211119","2155","120791","219915","40099","223149","2128","NA","218882","223150","223619","New experiment","25","31462","27","yes","1024"
"89.2857142857","89.2857142857","1188.92857143","1188.92857143","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","27","0","27","27","27","0","0","27","0","27","0","0","27","27","27","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","15","11","/Users/danieldalton/subject-2.csv","legacy","7 6","Jazzy James","3.1.9","2","y","0","right","right","right","NA","right","1828","37932","8294","NA","1828","2","legacy","2","1024","2","48000","-16","Sternburgtask","2","even","6","223633","129087","224684","226917","211119","2155","120791","225699","40099","228930","2128","NA","224673","228930","230760","New experiment","25","33290","28","yes","1024"
"89.6551724138","89.6551724138","1182.82758621","1182.82758621","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","28","0","28","28","28","0","0","28","0","28","0","0","28","28","28","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","16","11","/Users/danieldalton/subject-2.csv","legacy","9 7 4 5 8","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","1012","37932","8294","NA","1012","2","legacy","5","1024","2","48000","-16","Sternburgtask","2","even","6","223633","129087","231826","234054","230775","2155","120791","232838","40099","236067","2128","NA","231815","236067","237081","New experiment","26","34302","29","yes","1024"
"90","90","1180.76666667","1180.76666667","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","29","0","29","29","29","0","0","29","0","29","0","0","29","29","29","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","17","11","/Users/danieldalton/subject-2.csv","legacy","6 8 4","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","1121","37932","8294","NA","1121","2","legacy","3","1024","2","48000","-16","Sternburgtask","2","even","1","237095","129087","238148","240386","230775","2155","120791","239167","40099","242399","2128","NA","238137","242399","243522","New experiment","27","35423","30","yes","1024"
"90.3225806452","90.3225806452","1176.32258065","1176.32258065","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","30","0","30","30","30","0","0","30","0","30","0","0","30","30","30","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","18","11","/Users/danieldalton/subject-2.csv","legacy","4 1 8 7 5","Jazzy James","3.1.9","3","y","0","left","right","right","NA","left","1043","37932","8294","NA","1043","2","legacy","5","1024","2","48000","-16","Sternburgtask","2","even","8","243536","129087","244591","246828","230775","2155","120791","245606","40099","248841","2128","NA","244580","248841","249887","New experiment","28","36466","31","yes","1024"
"90.625","90.625","1174.125","1174.125","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","31","0","31","31","31","0","0","31","0","31","0","0","31","31","31","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","19","11","/Users/danieldalton/subject-2.csv","legacy","6 7 8 5","Jazzy James","3.1.9","3","y","0","left","right","right","NA","left","1106","37932","8294","NA","1106","2","legacy","4","1024","2","48000","-16","Sternburgtask","2","even","8","249901","129087","250953","253186","230775","2155","120791","251968","40099","255202","2128","NA","250942","255202","256310","New experiment","29","37572","32","yes","1024"
"90.9090909091","90.9090909091","1172.45454545","1172.45454545","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","32","0","32","32","32","0","0","32","0","32","0","0","32","32","32","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","20","11","/Users/danieldalton/subject-2.csv","legacy","4 1 5","Jazzy James","3.1.9","2","y","0","left","right","right","NA","left","1119","37932","8294","NA","1119","2","legacy","3","1024","2","48000","-16","Sternburgtask","2","even","1","256324","129087","257376","259612","230775","2155","120791","258391","40099","261626","2128","NA","257365","261626","262747","New experiment","30","38691","33","yes","1024"
"91.1764705882","91.1764705882","1171.67647059","1171.67647059","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","33","0","33","33","33","0","0","33","0","33","0","0","33","33","33","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","21","11","/Users/danieldalton/subject-2.csv","legacy","1 4 9 3 2 5","Jazzy James","3.1.9","3","y","0","left","right","right","NA","left","1146","37932","8294","NA","1146","2","legacy","6","1024","2","48000","-16","Sternburgtask","2","even","9","262763","129087","263816","266047","230775","2155","120791","264830","40099","268061","2128","NA","263805","268061","269209","New experiment","31","39837","34","yes","1024"
"91.4285714286","91.4285714286","1160.37142857","1160.37142857","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","34","0","34","34","34","0","0","34","0","34","0","0","34","34","34","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","22","11","/Users/danieldalton/subject-2.csv","legacy","6 8","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","776","37932","8294","NA","776","2","legacy","2","1024","2","48000","-16","Sternburgtask","2","even","9","269224","129087","270294","272523","230775","2155","120791","271305","40099","274537","2128","NA","270281","274537","275315","New experiment","32","40613","35","yes","1024"
"91.6666666667","91.6666666667","1167","1167","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","35","0","35","35","35","0","0","35","0","35","0","0","35","35","35","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","23","11","/Users/danieldalton/subject-2.csv","legacy","4 6 2 5 1","Jazzy James","3.1.9","5","y","0","left","right","right","NA","left","1399","37932","8294","NA","1399","2","legacy","5","1024","2","48000","-16","Sternburgtask","2","even","1","275329","129087","276381","278619","230775","2155","120791","277396","40099","280633","2128","NA","276370","280633","282035","New experiment","33","42012","36","yes","1024"
"91.8918918919","91.8918918919","1158.83783784","1158.83783784","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","36","0","36","36","36","0","0","36","0","36","0","0","36","36","36","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","24","11","/Users/danieldalton/subject-2.csv","legacy","6 5","Jazzy James","3.1.9","2","y","0","left","right","right","NA","left","865","37932","8294","NA","865","2","legacy","2","1024","2","48000","-16","Sternburgtask","2","even","5","282049","129087","283104","285340","230775","2155","120791","284121","40099","287357","2128","NA","283093","287357","288224","New experiment","34","42877","37","yes","1024"
