"","subject","condition","distance","init","RT","side"
"7268",110,"congruent",2,94,1062,"left"
"7269",110,"congruent",2,141,719,"left"
"7270",111,"incongruent",2,375,2360,"left"
"7271",111,"congruent",1,328,2312,"left"
"7272",111,"incongruent",2,469,2094,"left"
"7273",111,"congruent",4,93,2375,"left"
"7274",111,"incongruent",4,94,1875,"left"
"7275",111,"incongruent",3,312,1828,"left"
"7276",111,"congruent",4,218,1781,"left"
"7277",111,"congruent",3,344,1500,"left"
"7278",111,"congruent",2,282,1750,"left"
"7279",111,"congruent",1,281,1672,"left"
"7280",111,"incongruent",1,265,1594,"left"
"7281",111,"congruent",2,375,1735,"left"
"7282",111,"incongruent",4,297,1813,"left"
"7283",111,"incongruent",1,234,1484,"left"
"7284",111,"congruent",4,250,1907,"left"
"7285",111,"incongruent",3,281,1781,"left"
"7286",111,"congruent",3,265,1453,"left"
"7287",111,"incongruent",3,187,1750,"left"
"7288",111,"incongruent",1,281,2640,"left"
"7289",111,"congruent",2,281,1375,"left"
"7290",111,"congruent",3,266,1735,"left"
"7291",111,"incongruent",2,266,1359,"left"
"7292",111,"congruent",1,250,1672,"left"
"7293",111,"incongruent",4,250,1687,"left"
"7294",111,"congruent",2,250,1672,"left"
"7295",111,"congruent",4,234,1687,"left"
"7296",111,"incongruent",3,219,1719,"left"
"7297",111,"congruent",1,266,1984,"left"
"7298",111,"congruent",4,172,3828,"left"
"7299",111,"incongruent",2,234,1594,"left"
"7300",111,"congruent",1,297,1641,"left"
"7301",111,"incongruent",1,235,1750,"left"
"7302",111,"congruent",3,313,1735,"left"
"7303",111,"congruent",1,266,1875,"left"
"7304",111,"incongruent",2,343,1593,"left"
"7305",111,"incongruent",2,265,1625,"left"
"7306",111,"congruent",3,297,1609,"left"
"7307",111,"congruent",2,141,1907,"left"
"7308",111,"incongruent",4,219,1406,"left"
"7309",111,"congruent",3,218,1796,"left"
"7310",111,"incongruent",4,188,2203,"left"
"7311",111,"congruent",2,297,1578,"left"
"7312",111,"incongruent",1,156,1453,"left"
"7313",111,"incongruent",3,250,1875,"left"
"7314",111,"congruent",4,219,1906,"left"
"7315",111,"incongruent",3,266,1922,"left"
"7316",111,"incongruent",4,359,1563,"left"
"7317",111,"incongruent",1,219,1516,"left"
"7318",111,"incongruent",2,281,1719,"left"
"7319",111,"congruent",4,344,2172,"left"
"7320",111,"incongruent",1,265,1781,"left"
"7321",111,"congruent",1,313,1407,"left"
"7322",111,"congruent",2,47,1922,"left"
"7323",111,"congruent",2,250,2047,"left"
"7324",111,"incongruent",3,328,1907,"left"
"7325",111,"incongruent",4,250,1625,"left"
"7326",111,"incongruent",3,46,2375,"left"
"7327",111,"congruent",3,328,1640,"left"
"7328",111,"congruent",3,391,1594,"left"
"7329",111,"congruent",3,234,1687,"left"
"7330",111,"congruent",1,266,1375,"left"
"7331",111,"incongruent",2,282,1844,"left"
"7332",111,"incongruent",4,297,1875,"left"
"7333",111,"incongruent",2,297,1437,"left"
"7334",111,"congruent",1,250,1453,"left"
"7335",111,"incongruent",1,297,1610,"left"
"7336",111,"incongruent",1,219,1641,"left"
"7337",111,"incongruent",3,312,1515,"left"
"7338",111,"congruent",4,297,1719,"left"
"7339",111,"congruent",2,219,1688,"left"
"7340",111,"incongruent",4,265,1437,"left"
"7341",111,"congruent",4,266,1438,"left"
"7342",111,"congruent",4,406,2078,"left"
"7343",111,"congruent",3,47,1562,"left"
"7344",111,"incongruent",3,110,1610,"left"
"7345",111,"congruent",4,172,1469,"left"
"7346",111,"congruent",1,218,1531,"left"
"7347",111,"congruent",1,157,1688,"left"
"7348",111,"incongruent",1,234,1656,"left"
"7349",111,"incongruent",2,218,1312,"left"
"7350",111,"incongruent",2,156,1812,"left"
"7351",111,"congruent",3,219,1860,"left"
"7352",111,"congruent",2,312,1937,"left"
"7353",111,"incongruent",1,63,2188,"left"
"7354",111,"congruent",2,172,1781,"left"
"7355",111,"incongruent",3,281,1828,"left"
"7356",111,"incongruent",2,219,1766,"left"
"7357",111,"incongruent",4,218,1703,"left"
"7358",111,"congruent",3,266,1828,"left"
"7359",111,"incongruent",3,234,2156,"left"
"7360",111,"congruent",2,531,1703,"left"
"7361",111,"incongruent",4,219,1719,"left"
"7362",111,"congruent",1,188,1641,"left"
"7363",111,"congruent",4,188,1657,"left"
"7364",111,"incongruent",1,312,2000,"left"
"7365",111,"incongruent",4,234,1687,"left"
"7366",111,"congruent",1,140,1265,"left"
"7367",111,"incongruent",3,156,1812,"left"
"7368",111,"congruent",3,156,1375,"left"
"7369",111,"incongruent",4,31,2047,"left"
"7370",111,"incongruent",4,187,1500,"left"
"7371",111,"congruent",2,312,1609,"left"
"7372",111,"incongruent",4,266,1875,"left"
"7373",111,"congruent",4,125,1484,"left"
"7374",111,"congruent",4,157,1485,"left"
"7375",111,"congruent",2,110,1703,"left"
"7376",111,"congruent",3,235,1313,"left"
"7377",111,"incongruent",1,281,1688,"left"
"7378",111,"congruent",1,250,1735,"left"
"7379",111,"incongruent",2,125,1703,"left"
"7380",111,"congruent",1,281,1718,"left"
"7381",111,"incongruent",3,313,1719,"left"
"7382",111,"congruent",2,234,1656,"left"
"7383",111,"incongruent",1,234,1656,"left"
"7384",111,"incongruent",1,219,1375,"left"
"7385",111,"incongruent",3,94,1547,"left"
"7386",111,"incongruent",2,219,1438,"left"
"7387",111,"incongruent",2,266,2266,"left"
"7388",111,"congruent",4,235,2079,"left"
"7389",111,"congruent",3,328,1813,"left"
"7390",111,"congruent",2,157,1703,"left"
"7391",111,"incongruent",4,297,1360,"left"
"7392",111,"congruent",4,157,1688,"left"
"7393",111,"congruent",3,265,1594,"left"
"7394",111,"incongruent",1,219,1782,"left"
"7395",111,"congruent",1,219,1641,"left"
"7396",111,"congruent",1,78,1407,"left"
"7397",111,"incongruent",3,141,1766,"left"
"7398",111,"congruent",1,93,1703,"left"
"7399",111,"congruent",4,156,1735,"left"
"7400",111,"incongruent",2,219,1813,"left"
"7401",111,"incongruent",4,203,1578,"left"
"7402",111,"incongruent",1,203,1484,"left"
"7403",111,"incongruent",4,219,1422,"left"
"7404",111,"congruent",2,375,1562,"left"
"7405",111,"incongruent",3,329,2782,"left"
"7406",111,"incongruent",3,235,1407,"left"
"7407",111,"congruent",3,265,1797,"left"
"7408",111,"incongruent",2,234,1703,"left"
"7409",111,"congruent",4,250,1547,"left"
"7410",111,"incongruent",2,281,1672,"left"
"7411",111,"congruent",2,141,1688,"left"
"7412",111,"incongruent",1,125,1265,"left"
"7413",111,"congruent",3,78,1500,"left"
"7414",111,"congruent",1,172,1656,"left"
"7415",111,"incongruent",3,31,2047,"left"
"7416",111,"incongruent",1,63,1797,"left"
"7417",111,"congruent",2,187,1453,"left"
"7418",111,"incongruent",3,188,1859,"left"
"7419",111,"congruent",4,125,1703,"left"
"7420",111,"congruent",2,125,1531,"left"
"7421",111,"incongruent",2,250,1515,"left"
"7422",111,"incongruent",4,219,1828,"left"
"7423",111,"congruent",2,172,1344,"left"
"7424",111,"congruent",4,203,1891,"left"
"7425",111,"congruent",1,250,1500,"left"
"7426",111,"incongruent",4,171,1609,"left"
"7427",111,"congruent",1,187,1734,"left"
"7428",111,"incongruent",2,172,1656,"left"
"7429",111,"incongruent",4,125,1468,"left"
"7430",111,"incongruent",1,218,1609,"left"
"7431",111,"congruent",3,187,1578,"left"
"7432",111,"incongruent",3,94,1938,"left"
"7433",111,"incongruent",2,219,1625,"left"
"7434",111,"congruent",3,219,1625,"left"
"7435",111,"congruent",4,156,1437,"left"
"7436",111,"congruent",3,265,1687,"left"
"7437",111,"incongruent",1,187,1734,"left"
"7438",111,"congruent",2,109,1922,"left"
"7439",111,"incongruent",3,125,1406,"left"
"7440",111,"congruent",4,250,1656,"left"
"7441",111,"incongruent",4,219,1578,"left"
"7442",111,"incongruent",3,78,1734,"left"
"7443",111,"congruent",1,219,1360,"left"
"7444",111,"incongruent",2,141,1719,"left"
"7445",111,"incongruent",4,203,1641,"left"
"7446",111,"congruent",3,203,1547,"left"
"7447",111,"incongruent",2,265,1500,"left"
"7448",111,"incongruent",1,265,1531,"left"
"7449",111,"congruent",4,250,1563,"left"
"7450",111,"congruent",2,62,1265,"left"
"7451",111,"congruent",4,110,1297,"left"
"7452",111,"congruent",1,266,1688,"left"
"7453",111,"incongruent",1,235,1641,"left"
"7454",111,"incongruent",1,297,1563,"left"
"7455",111,"congruent",2,156,1469,"left"
"7456",111,"congruent",3,297,1422,"left"
"7457",111,"congruent",3,234,1641,"left"
"7458",111,"incongruent",2,31,2125,"left"
"7459",111,"incongruent",3,141,1781,"left"
"7460",111,"congruent",1,93,1812,"left"
"7461",111,"incongruent",4,109,1687,"left"
"7462",112,"incongruent",2,109,3437,"left"
"7463",112,"congruent",3,406,2328,"left"
"7464",112,"incongruent",1,47,4172,"left"
"7465",112,"incongruent",1,547,3594,"left"
"7466",112,"congruent",1,62,1781,"left"
"7467",112,"incongruent",4,172,1688,"left"
"7468",112,"incongruent",3,47,1891,"left"
"7469",112,"incongruent",4,31,1703,"left"
"7470",112,"congruent",4,109,1656,"left"
"7471",112,"congruent",4,156,1781,"left"
"7472",112,"congruent",1,32,1750,"left"
"7473",112,"incongruent",1,62,1703,"left"
"7474",112,"congruent",2,31,1672,"left"
"7475",112,"incongruent",4,47,1703,"left"
"7476",112,"incongruent",3,141,1641,"left"
"7477",112,"incongruent",2,140,1812,"left"
"7478",112,"incongruent",3,47,1734,"left"
"7479",112,"congruent",1,31,1718,"left"
"7480",112,"incongruent",2,110,1329,"left"
"7481",112,"congruent",3,31,1344,"left"
"7482",112,"congruent",2,47,1516,"left"
"7483",112,"congruent",4,32,1422,"left"
"7484",112,"congruent",2,63,1219,"left"
"7485",112,"congruent",3,313,1516,"left"
"7486",112,"congruent",4,31,1422,"left"
"7487",112,"incongruent",3,31,1656,"left"
"7488",112,"congruent",3,31,1156,"left"
"7489",112,"incongruent",3,47,1547,"left"
"7490",112,"incongruent",3,31,1187,"left"
"7491",112,"congruent",1,78,1250,"left"
"7492",112,"congruent",1,32,1157,"left"
"7493",112,"incongruent",2,47,1672,"left"
"7494",112,"incongruent",1,109,1562,"left"
"7495",112,"congruent",3,63,1735,"left"
"7496",112,"incongruent",4,46,1453,"left"
"7497",112,"incongruent",4,31,1812,"left"
"7498",112,"congruent",1,31,1484,"left"
"7499",112,"congruent",2,203,1875,"left"
"7500",112,"incongruent",2,32,1547,"left"
"7501",112,"incongruent",4,31,1719,"left"
"7502",112,"congruent",2,78,1563,"left"
"7503",112,"congruent",4,78,2047,"left"
"7504",112,"congruent",4,125,1828,"left"
"7505",112,"congruent",3,47,1719,"left"
"7506",112,"congruent",2,79,1672,"left"
"7507",112,"incongruent",2,78,1344,"left"
"7508",112,"incongruent",1,31,1625,"left"
"7509",112,"incongruent",1,62,1719,"left"
"7510",112,"congruent",3,46,1187,"left"
"7511",112,"incongruent",1,94,1922,"left"
"7512",112,"incongruent",2,47,1360,"left"
"7513",112,"congruent",1,421,1625,"left"
"7514",112,"incongruent",3,31,1640,"left"
"7515",112,"incongruent",2,32,1204,"left"
"7516",112,"incongruent",4,47,2250,"left"
"7517",112,"congruent",1,31,2188,"left"
"7518",112,"incongruent",4,47,1125,"left"
"7519",112,"congruent",3,62,1625,"left"
"7520",112,"incongruent",1,78,1235,"left"
"7521",112,"congruent",4,187,1062,"left"
"7522",112,"congruent",2,31,1281,"left"
"7523",112,"incongruent",4,47,1656,"left"
"7524",112,"congruent",4,47,1281,"left"
"7525",112,"congruent",2,172,1344,"left"
"7526",112,"incongruent",2,78,1547,"left"
"7527",112,"incongruent",3,63,1531,"left"
"7528",112,"congruent",1,62,2297,"left"
"7529",112,"incongruent",1,78,1812,"left"
"7530",112,"congruent",2,47,1516,"left"
"7531",112,"congruent",4,78,1547,"left"
"7532",112,"incongruent",3,47,1734,"left"
"7533",112,"congruent",3,63,1453,"left"
"7534",112,"congruent",3,47,1156,"left"
"7535",112,"incongruent",3,31,1375,"left"
"7536",112,"incongruent",4,94,953,"left"
"7537",112,"incongruent",1,63,1734,"left"
"7538",112,"incongruent",1,47,1500,"left"
"7539",112,"congruent",3,31,1172,"left"
"7540",112,"congruent",3,47,1984,"left"
"7541",112,"congruent",4,78,1266,"left"
"7542",112,"congruent",4,31,1109,"left"
"7543",112,"congruent",2,78,1265,"left"
"7544",112,"incongruent",2,110,1094,"left"
"7545",112,"incongruent",4,109,1093,"left"
"7546",112,"congruent",1,62,875,"left"
"7547",112,"congruent",4,109,1125,"left"
"7548",112,"incongruent",3,78,1171,"left"
"7549",112,"incongruent",1,31,922,"left"
"7550",112,"congruent",2,78,1328,"left"
"7551",112,"incongruent",4,94,1281,"left"
"7552",112,"incongruent",3,47,1922,"left"
"7553",112,"incongruent",2,31,1969,"left"
"7554",112,"incongruent",2,109,938,"left"
"7555",112,"congruent",1,32,1469,"left"
"7556",112,"congruent",1,94,984,"left"
"7557",112,"congruent",2,47,1125,"left"
"7558",112,"congruent",4,31,1234,"left"
"7559",112,"incongruent",1,31,1125,"left"
"7560",112,"congruent",3,63,1172,"left"
"7561",112,"incongruent",1,125,1235,"left"
"7562",112,"incongruent",3,47,1859,"left"
"7563",112,"congruent",1,31,1047,"left"
"7564",112,"incongruent",2,78,1672,"left"
"7565",112,"incongruent",4,47,1234,"left"
"7566",112,"congruent",2,78,938,"left"
"7567",112,"incongruent",3,47,1250,"left"
"7568",112,"congruent",4,31,1234,"left"
"7569",112,"incongruent",2,32,2782,"left"
"7570",112,"incongruent",3,78,1484,"left"
"7571",112,"congruent",4,110,3813,"left"
"7572",112,"congruent",3,94,953,"left"
"7573",112,"incongruent",1,47,1500,"left"
"7574",112,"congruent",2,78,1172,"left"
"7575",112,"incongruent",2,31,1547,"left"
"7576",112,"congruent",1,31,1203,"left"
"7577",112,"incongruent",4,47,1359,"left"
"7578",112,"incongruent",4,172,2015,"left"
"7579",112,"congruent",2,484,1500,"left"
"7580",112,"congruent",3,31,1250,"left"
"7581",112,"congruent",1,47,3422,"left"
"7582",112,"congruent",2,47,1109,"left"
"7583",112,"incongruent",1,47,968,"left"
"7584",112,"incongruent",4,47,1125,"left"
"7585",112,"incongruent",2,47,1594,"left"
"7586",112,"congruent",4,47,1078,"left"
"7587",112,"incongruent",2,78,1078,"left"
"7588",112,"congruent",4,140,1390,"left"
"7589",112,"incongruent",2,31,2109,"left"
"7590",112,"congruent",3,79,1219,"left"
"7591",112,"incongruent",3,156,1969,"left"
"7592",112,"congruent",3,187,1156,"left"
"7593",112,"congruent",2,109,1344,"left"
"7594",112,"incongruent",3,79,1719,"left"
"7595",112,"congruent",3,63,1063,"left"
"7596",112,"incongruent",4,47,1516,"left"
"7597",112,"congruent",2,32,1219,"left"
"7598",112,"incongruent",1,63,1219,"left"
"7599",112,"congruent",4,156,969,"left"
"7600",112,"congruent",1,47,1157,"left"
"7601",112,"incongruent",1,329,1813,"left"
"7602",112,"congruent",1,94,1469,"left"
"7603",112,"congruent",1,63,3156,"left"
"7604",112,"incongruent",3,31,2656,"left"
"7605",112,"incongruent",4,46,1796,"left"
"7606",112,"incongruent",3,31,1406,"left"
"7607",112,"congruent",2,47,1016,"left"
"7608",112,"incongruent",3,47,969,"left"
"7609",112,"congruent",1,47,891,"left"
"7610",112,"congruent",4,125,953,"left"
"7611",112,"congruent",4,62,1422,"left"
"7612",112,"incongruent",1,156,2828,"left"
"7613",112,"congruent",4,31,2172,"left"
"7614",112,"congruent",1,328,2031,"left"
"7615",112,"incongruent",2,78,1906,"left"
"7616",112,"incongruent",2,32,1547,"left"
"7617",112,"incongruent",4,94,1390,"left"
"7618",112,"incongruent",3,63,1141,"left"
"7619",112,"congruent",3,47,1094,"left"
"7620",112,"congruent",3,47,1141,"left"
"7621",112,"congruent",3,94,1922,"left"
"7622",112,"congruent",2,110,1188,"left"
"7623",112,"incongruent",1,94,1734,"left"
"7624",112,"incongruent",1,109,2500,"left"
"7625",112,"incongruent",4,47,1703,"left"
"7626",112,"congruent",2,219,1062,"left"
"7627",112,"incongruent",4,94,1469,"left"
"7628",112,"congruent",1,93,5031,"left"
"7629",112,"congruent",3,62,1469,"left"
"7630",112,"congruent",1,31,1078,"left"
"7631",112,"congruent",3,109,1047,"left"
"7632",112,"incongruent",1,63,1344,"left"
"7633",112,"incongruent",4,78,1203,"left"
"7634",112,"congruent",4,31,1125,"left"
"7635",112,"incongruent",3,47,922,"left"
"7636",112,"congruent",2,47,1188,"left"
"7637",112,"incongruent",2,62,1187,"left"
"7638",112,"congruent",1,46,1531,"left"
"7639",112,"incongruent",1,31,2156,"left"
"7640",112,"incongruent",3,47,1875,"left"
"7641",112,"incongruent",4,62,2625,"left"
"7642",112,"congruent",4,62,3141,"left"
"7643",112,"incongruent",2,31,1625,"left"
"7644",112,"incongruent",3,31,1125,"left"
"7645",112,"congruent",3,63,1063,"left"
"7646",112,"incongruent",4,46,1390,"left"
"7647",112,"congruent",2,47,1313,"left"
"7648",112,"congruent",1,62,1203,"left"
"7649",112,"congruent",4,47,828,"left"
"7650",112,"incongruent",1,63,1703,"left"
"7651",112,"congruent",2,63,5688,"left"
"7652",112,"incongruent",2,32,2813,"left"
"7653",113,"congruent",3,281,1984,"left"
"7654",113,"incongruent",1,390,2218,"left"
"7655",113,"congruent",1,93,1718,"left"
"7656",113,"incongruent",4,47,1719,"left"
"7657",113,"incongruent",3,31,1656,"left"
"7658",113,"congruent",4,63,1860,"left"
"7659",113,"congruent",4,188,1844,"left"
"7660",113,"congruent",4,94,1734,"left"
"7661",113,"incongruent",1,47,1329,"left"
"7662",113,"congruent",2,63,1328,"left"
"7663",113,"incongruent",4,343,1547,"left"
"7664",113,"incongruent",4,187,1594,"left"
"7665",113,"incongruent",3,141,1406,"left"
"7666",113,"congruent",1,47,1203,"left"
"7667",113,"incongruent",2,188,1172,"left"
"7668",113,"incongruent",3,47,1547,"left"
"7669",113,"congruent",1,63,1735,"left"
"7670",113,"incongruent",2,78,1484,"left"
"7671",113,"congruent",3,46,1343,"left"
"7672",113,"congruent",2,78,1453,"left"
"7673",113,"incongruent",1,46,1531,"left"
"7674",113,"congruent",2,78,1219,"left"
"7675",113,"congruent",3,63,1438,"left"
"7676",113,"congruent",3,31,1453,"left"
"7677",113,"incongruent",3,235,1094,"left"
"7678",113,"incongruent",3,62,1312,"left"
"7679",113,"congruent",4,62,1296,"left"
"7680",113,"incongruent",3,125,1859,"left"
"7681",113,"congruent",4,47,1078,"left"
"7682",113,"congruent",1,63,1235,"left"
"7683",113,"congruent",1,94,1422,"left"
"7684",113,"incongruent",2,140,1312,"left"
"7685",113,"incongruent",1,62,1000,"left"
"7686",113,"incongruent",4,78,1141,"left"
"7687",113,"incongruent",4,47,1157,"left"
"7688",113,"congruent",1,47,1219,"left"
"7689",113,"congruent",2,47,1250,"left"
"7690",113,"congruent",2,47,1187,"left"
"7691",113,"incongruent",2,78,1250,"left"
"7692",113,"incongruent",4,94,1078,"left"
"7693",113,"congruent",3,31,969,"left"
"7694",113,"congruent",4,62,1234,"left"
"7695",113,"congruent",3,93,1046,"left"
"7696",113,"congruent",2,328,1375,"left"
"7697",113,"incongruent",2,78,1140,"left"
"7698",113,"incongruent",1,234,1203,"left"
"7699",113,"incongruent",1,78,1046,"left"
"7700",113,"congruent",1,46,1093,"left"
"7701",113,"incongruent",4,125,1234,"left"
"7702",113,"incongruent",2,47,1016,"left"
"7703",113,"congruent",1,47,1407,"left"
"7704",113,"incongruent",4,31,1171,"left"
"7705",113,"incongruent",2,62,1094,"left"
"7706",113,"congruent",3,31,1218,"left"
"7707",113,"incongruent",1,94,859,"left"
"7708",113,"incongruent",3,47,1156,"left"
"7709",113,"congruent",4,125,985,"left"
"7710",113,"congruent",2,47,907,"left"
"7711",113,"congruent",2,78,984,"left"
"7712",113,"incongruent",4,31,1391,"left"
"7713",113,"congruent",4,31,1031,"left"
"7714",113,"congruent",2,62,984,"left"
"7715",113,"incongruent",2,63,875,"left"
"7716",113,"incongruent",3,63,1063,"left"
"7717",113,"incongruent",1,63,1000,"left"
"7718",113,"congruent",1,78,1172,"left"
"7719",113,"incongruent",1,79,1219,"left"
"7720",113,"congruent",3,32,1735,"left"
"7721",113,"congruent",4,62,953,"left"
"7722",113,"incongruent",3,140,1719,"left"
"7723",113,"congruent",3,63,1250,"left"
"7724",113,"congruent",3,47,1281,"left"
"7725",113,"incongruent",3,172,1172,"left"
"7726",113,"incongruent",1,31,1203,"left"
"7727",113,"incongruent",3,63,1297,"left"
"7728",113,"incongruent",1,94,1078,"left"
"7729",113,"congruent",3,188,1250,"left"
"7730",113,"congruent",3,47,1203,"left"
"7731",113,"congruent",4,31,1156,"left"
"7732",113,"congruent",4,109,1063,"left"
"7733",113,"congruent",2,78,1062,"left"
"7734",113,"incongruent",2,78,1360,"left"
"7735",113,"incongruent",4,63,1094,"left"
"7736",113,"congruent",1,63,1172,"left"
"7737",113,"congruent",4,78,1000,"left"
"7738",113,"congruent",1,219,1578,"left"
"7739",113,"incongruent",4,78,1656,"left"
"7740",113,"incongruent",1,47,938,"left"
"7741",113,"incongruent",4,47,1141,"left"
"7742",113,"incongruent",3,62,1328,"left"
"7743",113,"incongruent",2,31,1469,"left"
"7744",113,"incongruent",2,188,1157,"left"
"7745",113,"congruent",2,63,1094,"left"
"7746",113,"congruent",1,47,1000,"left"
"7747",113,"congruent",2,62,1375,"left"
"7748",113,"incongruent",4,47,1187,"left"
"7749",113,"incongruent",1,62,1234,"left"
"7750",113,"incongruent",3,47,1344,"left"
"7751",113,"incongruent",1,188,1516,"left"
"7752",113,"congruent",4,31,1094,"left"
"7753",113,"congruent",3,62,1140,"left"
"7754",113,"congruent",3,219,1031,"left"
"7755",113,"incongruent",4,47,1000,"left"
"7756",113,"congruent",2,31,953,"left"
"7757",113,"congruent",2,47,907,"left"
"7758",113,"incongruent",3,93,1187,"left"
"7759",113,"incongruent",2,47,1157,"left"
"7760",113,"incongruent",3,47,1125,"left"
"7761",113,"congruent",4,62,1203,"left"
"7762",113,"congruent",4,47,1172,"left"
"7763",113,"incongruent",1,141,1266,"left"
"7764",113,"congruent",1,47,1078,"left"
"7765",113,"incongruent",2,78,1282,"left"
"7766",113,"incongruent",2,109,1344,"left"
"7767",113,"congruent",1,78,1000,"left"
"7768",113,"incongruent",4,78,984,"left"
"7769",113,"congruent",2,47,1172,"left"
"7770",113,"congruent",3,47,1875,"left"
"7771",113,"congruent",1,62,968,"left"
"7772",113,"incongruent",4,78,1172,"left"
"7773",113,"congruent",2,31,1359,"left"
"7774",113,"congruent",4,63,1438,"left"
"7775",113,"congruent",1,78,1172,"left"
"7776",113,"incongruent",2,140,1156,"left"
"7777",113,"incongruent",2,46,875,"left"
"7778",113,"incongruent",3,78,1094,"left"
"7779",113,"incongruent",1,78,1328,"left"
"7780",113,"congruent",4,47,1188,"left"
"7781",113,"incongruent",4,63,860,"left"
"7782",113,"incongruent",2,78,1062,"left"
"7783",113,"congruent",3,78,1312,"left"
"7784",113,"incongruent",3,47,1218,"left"
"7785",113,"congruent",3,109,984,"left"
"7786",113,"congruent",3,78,1297,"left"
"7787",113,"congruent",2,47,1312,"left"
"7788",113,"incongruent",1,78,1016,"left"
"7789",113,"congruent",4,156,1000,"left"
"7790",113,"congruent",1,250,1156,"left"
"7791",113,"incongruent",3,109,1141,"left"
"7792",113,"incongruent",1,47,954,"left"
"7793",113,"congruent",1,78,1282,"left"
"7794",113,"congruent",2,62,1062,"left"
"7795",113,"incongruent",4,47,1125,"left"
"7796",113,"incongruent",3,31,1421,"left"
"7797",113,"incongruent",3,31,1297,"left"
"7798",113,"congruent",1,47,1344,"left"
"7799",113,"congruent",4,250,1031,"left"
"7800",113,"congruent",4,63,1594,"left"
"7801",113,"incongruent",2,94,1328,"left"
"7802",113,"incongruent",1,31,1031,"left"
"7803",113,"congruent",4,125,1015,"left"
"7804",113,"congruent",2,109,1171,"left"
"7805",113,"incongruent",2,63,1422,"left"
"7806",113,"incongruent",2,94,1125,"left"
"7807",113,"incongruent",1,203,1219,"left"
"7808",113,"incongruent",3,63,938,"left"
"7809",113,"congruent",1,93,1312,"left"
"7810",113,"congruent",3,94,1266,"left"
"7811",113,"congruent",3,375,1562,"left"
"7812",113,"congruent",3,46,1218,"left"
"7813",113,"congruent",2,47,1188,"left"
"7814",113,"incongruent",1,110,813,"left"
"7815",113,"incongruent",4,31,1922,"left"
"7816",113,"incongruent",4,281,1172,"left"
"7817",113,"congruent",2,63,1032,"left"
"7818",113,"incongruent",4,94,1407,"left"
"7819",113,"congruent",1,63,1141,"left"
"7820",113,"congruent",3,110,1032,"left"
"7821",113,"incongruent",1,125,937,"left"
"7822",113,"congruent",1,109,1203,"left"
"7823",113,"incongruent",4,63,969,"left"
"7824",113,"incongruent",2,94,1281,"left"
"7825",113,"congruent",2,47,1047,"left"
"7826",113,"congruent",4,47,1015,"left"
"7827",113,"incongruent",3,63,1453,"left"
"7828",113,"congruent",3,109,1281,"left"
"7829",113,"incongruent",1,78,1281,"left"
"7830",113,"congruent",1,63,1422,"left"
"7831",113,"incongruent",4,78,1266,"left"
"7832",113,"incongruent",3,172,1203,"left"
"7833",113,"congruent",4,32,1032,"left"
"7834",113,"incongruent",3,63,1469,"left"
"7835",113,"congruent",3,31,1515,"left"
"7836",113,"incongruent",4,47,1094,"left"
"7837",113,"congruent",2,47,1156,"left"
"7838",113,"congruent",1,47,1797,"left"
"7839",113,"congruent",4,47,1469,"left"
"7840",113,"incongruent",1,47,1093,"left"
"7841",113,"incongruent",2,47,1079,"left"
"7842",113,"congruent",2,47,1422,"left"
"7843",113,"incongruent",2,93,1343,"left"
"7844",1,"congruent",4,250,2078,"right"
"7845",1,"congruent",4,156,1328,"right"
"7846",1,"incongruent",2,282,2016,"right"
"7847",1,"incongruent",3,250,1563,"right"
"7848",1,"congruent",1,453,1531,"right"
"7849",1,"incongruent",4,515,2047,"right"
"7850",1,"incongruent",3,140,1625,"right"
"7851",1,"congruent",2,47,1375,"right"
"7852",1,"congruent",3,125,1532,"right"
"7853",1,"incongruent",1,47,1609,"right"
"7854",1,"incongruent",2,78,1703,"right"
"7855",1,"incongruent",4,109,1562,"right"
"7856",1,"congruent",3,31,1328,"right"
"7857",1,"incongruent",3,109,1672,"right"
"7858",1,"congruent",2,31,1375,"right"
"7859",1,"congruent",3,94,1391,"right"
"7860",1,"congruent",1,125,1500,"right"
"7861",1,"congruent",1,94,1203,"right"
"7862",1,"incongruent",1,47,1687,"right"
"7863",1,"congruent",2,78,1438,"right"
"7864",1,"incongruent",1,94,1219,"right"
"7865",1,"congruent",4,141,1078,"right"
"7866",1,"incongruent",2,219,1313,"right"
"7867",1,"incongruent",4,156,1328,"right"
"7868",1,"congruent",4,219,1282,"right"
"7869",1,"incongruent",3,79,1141,"right"
"7870",1,"incongruent",4,32,1438,"right"
"7871",1,"congruent",4,109,1484,"right"
"7872",1,"incongruent",1,47,1219,"right"
"7873",1,"incongruent",2,63,1125,"right"
"7874",1,"congruent",3,188,1250,"right"
"7875",1,"incongruent",1,125,2094,"right"
"7876",1,"congruent",1,94,1515,"right"
"7877",1,"congruent",1,141,1172,"right"
"7878",1,"congruent",4,187,1390,"right"
"7879",1,"congruent",3,422,1407,"right"
"7880",1,"congruent",2,109,1172,"right"
"7881",1,"incongruent",1,234,1156,"right"
"7882",1,"congruent",2,235,1406,"right"
"7883",1,"incongruent",4,281,1375,"right"
"7884",1,"incongruent",2,343,1375,"right"
"7885",1,"incongruent",4,281,1469,"right"
"7886",1,"congruent",2,125,1344,"right"
"7887",1,"incongruent",3,125,1329,"right"
"7888",1,"congruent",1,265,1203,"right"
"7889",1,"incongruent",2,62,1297,"right"
"7890",1,"congruent",3,219,1281,"right"
