"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Keyboard_response","correct_instructions1","correct_response","count_Fixation","count_ISI","count_Keyboard_response","count_Logger","count_Probe","count_Thankyou","count_correctFeedback","count_expSequence","count_experiment","count_experimentalLoop","count_incorrectFeedback","count_instructions1","count_instructions2","count_memorySet","count_practiceLoop","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_Keyboard_response","response_Thankyou","response_instructions1","response_instructions2","response_time","response_time_Keyboard_response","response_time_Thankyou","response_time_instructions1","response_time_instructions2","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_Fixation","time_ISI","time_Keyboard_response","time_Logger","time_Probe","time_Thankyou","time_correctFeedback","time_expSequence","time_experiment","time_experimentalLoop","time_incorrectFeedback","time_instructions1","time_instructions2","time_memorySet","time_practiceLoop","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"93.0555555556","93.0555555556","912.152777778","912.152777778","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","71","71","71","71","71","0","71","71","0","0","71","0","0","71","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","59","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","8 7 3","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","right","right","824","824","NA","68939","50565","2","legacy","3","1024","2","48000","-16","experiment","1","odd","8","572150","574355","576356","577182","576356","NA","571069","572148","11440","208846","423065","11442","158280","573151","80382","Sternberg task ","67","65675","72","yes","1024"
"93.1506849315","93.1506849315","911.917808219","911.917808219","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","72","72","72","72","72","0","72","72","0","0","72","0","0","72","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","60","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","3 4","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","right","right","895","895","NA","68939","50565","2","legacy","2","1024","2","48000","-16","experiment","1","odd","3","578260","580468","582470","583366","582470","NA","577187","578259","11440","208846","423065","11442","158280","579264","80382","Sternberg task ","68","66570","73","yes","1024"
"93.2432432432","93.2432432432","909.702702703","909.702702703","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","73","73","73","73","73","0","73","73","0","0","73","0","0","73","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","61","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","7 1 8 4 9 3","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","748","748","NA","68939","50565","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","584443","586648","588649","589399","588649","NA","583370","584442","11440","208846","423065","11442","158280","585444","80382","Sternberg task ","69","67318","74","yes","1024"
"93.3333333333","93.3333333333","907.32","907.32","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","74","74","74","74","74","0","74","74","0","0","74","0","0","74","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","62","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","8 9 6 1","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","NA","right","right","731","731","NA","68939","50565","2","legacy","4","1024","2","48000","-16","experiment","1","odd","9","590491","592696","594697","595429","594697","NA","589405","590489","11440","208846","423065","11442","158280","591492","80382","Sternberg task ","70","68049","75","yes","1024"
"93.4210526316","93.4210526316","904.5","904.5","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","75","75","75","75","75","0","75","75","0","0","75","0","0","75","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","63","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","2 5 1 4","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","693","693","NA","68939","50565","2","legacy","4","1024","2","48000","-16","experiment","1","odd","6","596509","598718","600720","601414","600720","NA","595436","596507","11440","208846","423065","11442","158280","597513","80382","Sternberg task ","71","68742","76","yes","1024"
"93.5064935065","93.5064935065","901.506493506","901.506493506","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","76","76","76","76","76","0","76","76","0","0","76","0","0","76","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","64","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","5 2","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","674","674","NA","68939","50565","2","legacy","2","1024","2","48000","-16","experiment","1","odd","7","602491","604696","606698","607373","606698","NA","601417","602489","11440","208846","423065","11442","158280","603492","80382","Sternberg task ","72","69416","77","yes","1024"
"93.5897435897","93.5897435897","898.282051282","898.282051282","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","77","77","77","77","77","0","77","77","0","0","77","0","0","77","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","65","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","7 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","650","650","NA","68939","50565","2","legacy","2","1024","2","48000","-16","experiment","1","odd","1","608452","610658","612659","613310","612659","NA","607377","608448","11440","208846","423065","11442","158280","609453","80382","Sternberg task ","73","70066","78","yes","1024"
"92.4050632911","92.4050632911","895.721518987","895.721518987","black","experiment","legacy","legacy","legacy","0","uniform","0","0","undefined","left","78","78","78","78","78","0","78","78","0","0","78","0","0","78","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","66","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","8 1 6","Lentiform Loewenfeld","3.3.12","3","y","0","right","right","NA","right","right","696","696","NA","68939","50565","2","legacy","3","1024","2","48000","-16","experiment","1","odd","6","614385","616591","618597","619294","618596","NA","613314","614384","11440","208846","423065","11442","158280","615387","80382","Sternberg task ","73","70762","79","yes","1024"
"92.5","92.5","895.775","895.775","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","79","79","79","79","79","0","79","79","0","0","79","0","0","79","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","67","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","7 4 2 8 1 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","900","900","NA","68939","50565","2","legacy","6","1024","2","48000","-16","experiment","1","odd","5","620371","622576","624577","625478","624577","NA","613314","620369","11440","208846","619297","11442","158280","621372","80382","Sternberg task ","74","71662","80","yes","1024"
"92.5925925926","92.5925925926","895.518518519","895.518518519","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","80","80","80","80","80","0","80","80","0","0","80","0","0","80","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","68","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","2 8 6 3 1","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","875","875","NA","68939","50565","2","legacy","5","1024","2","48000","-16","experiment","1","odd","7","626560","628765","630770","631645","630769","NA","625487","626558","11440","208846","619297","11442","158280","627561","80382","Sternberg task ","75","72537","81","yes","1024"
"92.6829268293","92.6829268293","895.853658537","895.853658537","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","81","81","81","81","81","0","81","81","0","0","81","0","0","81","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","69","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","5 3 2 6 9 8","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","923","923","NA","68939","50565","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","632723","634929","636930","637854","636930","NA","631651","632722","11440","208846","619297","11442","158280","633724","80382","Sternberg task ","76","73460","82","yes","1024"
"92.7710843373","92.7710843373","897.048192771","897.048192771","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","82","82","82","82","82","0","82","82","0","0","82","0","0","82","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","70","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","2 5 4 8 7","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","NA","right","right","995","995","NA","68939","50565","2","legacy","5","1024","2","48000","-16","experiment","1","odd","4","638931","641137","643138","644134","643138","NA","637858","638929","11440","208846","619297","11442","158280","639933","80382","Sternberg task ","77","74455","83","yes","1024"
"92.8571428571","92.8571428571","896","896","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","83","83","83","83","83","0","83","83","0","0","83","0","0","83","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","71","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","2 6 4 3 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","809","809","NA","68939","50565","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","645229","647435","649436","650246","649436","NA","644138","645228","11440","208846","619297","11442","158280","646230","80382","Sternberg task ","78","75264","84","yes","1024"
"92.9411764706","92.9411764706","897.247058824","897.247058824","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","84","84","84","84","84","0","84","84","0","0","84","0","0","84","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","72","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","1 7 5 2 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","1002","1002","NA","68939","50565","2","legacy","5","1024","2","48000","-16","experiment","1","odd","3","651323","653529","655530","656534","655530","NA","650250","651321","11440","208846","619297","11442","158280","652324","80382","Sternberg task ","79","76266","85","yes","1024"
"93.023255814","93.023255814","896.279069767","896.279069767","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","85","85","85","85","85","0","85","85","0","0","85","0","0","85","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","73","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","5 3 8 7 2 4","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","814","814","NA","68939","50565","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","657617","659822","661823","662638","661823","NA","656541","657616","11440","208846","619297","11442","158280","658617","80382","Sternberg task ","80","77080","86","yes","1024"
"93.1034482759","93.1034482759","894.942528736","894.942528736","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","86","86","86","86","86","0","86","86","0","0","86","0","0","86","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","74","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","6 8 4","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","780","780","NA","68939","50565","2","legacy","3","1024","2","48000","-16","experiment","1","odd","1","663713","665919","667921","668702","667921","NA","662641","663711","11440","208846","619297","11442","158280","664714","80382","Sternberg task ","81","77860","87","yes","1024"
"93.1818181818","93.1818181818","893.102272727","893.102272727","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","87","87","87","87","87","0","87","87","0","0","87","0","0","87","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","75","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","5","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","733","733","NA","68939","50565","2","legacy","1","1024","2","48000","-16","experiment","1","odd","8","669778","671982","673984","674718","673984","NA","668705","669775","11440","208846","619297","11442","158280","670779","80382","Sternberg task ","82","78593","88","yes","1024"
"93.2584269663","93.2584269663","892.258426966","892.258426966","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","88","88","88","88","88","0","88","88","0","0","88","0","0","88","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","76","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","1 7 8 3 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","818","818","NA","68939","50565","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","675795","678001","680003","680822","680003","NA","674721","675793","11440","208846","619297","11442","158280","676797","80382","Sternberg task ","83","79411","89","yes","1024"
"93.3333333333","93.3333333333","890.744444444","890.744444444","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","89","89","89","89","89","0","89","89","0","0","89","0","0","89","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","77","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","8 4 3 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","756","756","NA","68939","50565","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","681911","684118","686120","686877","686120","NA","680826","681909","11440","208846","619297","11442","158280","682915","80382","Sternberg task ","84","80167","90","yes","1024"
"93.4065934066","93.4065934066","889.153846154","889.153846154","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","90","90","90","90","90","0","90","90","0","0","90","0","0","90","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","78","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","9 3 8 2 1 4","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","NA","right","right","746","746","NA","68939","50565","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","687956","690162","692163","692910","692163","NA","686881","687954","11440","208846","619297","11442","158280","688958","80382","Sternberg task ","85","80913","91","yes","1024"
"92.3913043478","92.3913043478","891.836956522","891.836956522","black","experiment","legacy","legacy","legacy","0","uniform","0","0","undefined","left","91","91","91","91","91","0","91","91","0","0","91","0","0","91","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","79","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","5 7 3 6 2","Lentiform Loewenfeld","3.3.12","5","y","0","right","right","NA","right","right","1136","1136","NA","68939","50565","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","693998","696203","698205","699342","698205","NA","692914","693996","11440","208846","619297","11442","158280","694999","80382","Sternberg task ","85","82049","92","yes","1024"
"92.4731182796","92.4731182796","890.311827957","890.311827957","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","92","92","92","92","92","0","92","92","0","0","92","0","0","92","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","80","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","1 4 9 2 5","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","750","750","NA","68939","50565","2","legacy","5","1024","2","48000","-16","experiment","1","odd","7","700420","702622","704623","705374","704623","NA","692914","700418","11440","208846","699347","11442","158280","701421","80382","Sternberg task ","86","82799","93","yes","1024"
"92.5531914894","92.5531914894","888.180851064","888.180851064","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","93","93","93","93","93","0","93","93","0","0","93","0","0","93","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","81","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","6 7 9 3 1 2","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","right","right","690","690","NA","68939","50565","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","706454","708656","710658","711349","710658","NA","705379","706452","11440","208846","699347","11442","158280","707455","80382","Sternberg task ","87","83489","94","yes","1024"
"91.5789473684","91.5789473684","893","893","black","experiment","legacy","legacy","legacy","0","uniform","0","0","undefined","left","94","94","94","94","94","0","94","94","0","0","94","0","0","94","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","82","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","5 7 8 2 3 8","Lentiform Loewenfeld","3.3.12","5","y","0","right","right","NA","right","right","1346","1346","NA","68939","50565","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","712427","714632","716634","717982","716634","NA","711354","712424","11440","208846","699347","11442","158280","713428","80382","Sternberg task ","87","84835","95","yes","1024"
"91.6666666667","91.6666666667","896.78125","896.78125","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","95","95","95","95","95","0","95","95","0","0","95","0","0","95","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","83","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","1 4 9 3 2 5","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","NA","right","right","1256","1256","NA","68939","50565","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","719061","721267","723268","724526","723268","NA","711354","719059","11440","208846","717986","11442","158280","720062","80382","Sternberg task ","88","86091","96","yes","1024"
"91.7525773196","91.7525773196","895.041237113","895.041237113","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","96","96","96","96","96","0","96","96","0","0","96","0","0","96","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","84","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","2 3 7 4","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","right","right","728","728","NA","68939","50565","2","legacy","4","1024","2","48000","-16","experiment","1","odd","2","725608","727811","729812","730542","729812","NA","724532","725606","11440","208846","717986","11442","158280","726609","80382","Sternberg task ","89","86819","97","yes","1024"
"91.8367346939","91.8367346939","893.193877551","893.193877551","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","97","97","97","97","97","0","97","97","0","0","97","0","0","97","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","85","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","6 5","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","NA","right","right","714","714","NA","68939","50565","2","legacy","2","1024","2","48000","-16","experiment","1","odd","5","731620","733826","735827","736542","735827","NA","730547","731618","11440","208846","717986","11442","158280","732621","80382","Sternberg task ","90","87533","98","yes","1024"
"91.9191919192","91.9191919192","890.777777778","890.777777778","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","98","98","98","98","98","0","98","98","0","0","98","0","0","98","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","86","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","6 7 5 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","654","654","NA","68939","50565","2","legacy","4","1024","2","48000","-16","experiment","1","odd","2","737620","739829","741830","742486","741830","NA","736546","737618","11440","208846","717986","11442","158280","738624","80382","Sternberg task ","91","88187","99","yes","1024"
"92","92","889.69","889.69","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","99","99","99","99","99","0","99","99","0","0","99","0","0","99","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","87","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","7","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","right","right","782","782","NA","68939","50565","2","legacy","1","1024","2","48000","-16","experiment","1","odd","7","743580","745786","747791","748574","747790","NA","742492","743578","11440","208846","717986","11442","158280","744581","80382","Sternberg task ","92","88969","100","yes","1024"
"92.0792079208","92.0792079208","890.138613861","890.138613861","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","100","100","100","100","100","0","100","100","0","0","100","0","0","100","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","88","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","7 1 3","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","NA","right","right","935","935","NA","68939","50565","2","legacy","3","1024","2","48000","-16","experiment","1","odd","1","749662","751867","753869","754805","753869","NA","748578","749660","11440","208846","717986","11442","158280","750663","80382","Sternberg task ","93","89904","101","yes","1024"
"92.1568627451","92.1568627451","888.637254902","888.637254902","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","101","101","101","101","101","0","101","101","0","0","101","0","0","101","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","89","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","2 8 7 9 5 3","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","737","737","NA","68939","50565","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","755885","758090","760092","760830","760092","NA","754810","755882","11440","208846","717986","11442","158280","756886","80382","Sternberg task ","94","90641","102","yes","1024"
"92.2330097087","92.2330097087","888.815533981","888.815533981","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","102","102","102","102","102","0","102","102","0","0","102","0","0","102","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","90","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","7 8 4 6 9 5","Lentiform Loewenfeld","3.3.12","4","y","0","left","left","NA","right","right","907","907","NA","68939","50565","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","761906","764113","766114","767022","766114","NA","760834","761904","11440","208846","717986","11442","158280","762908","80382","Sternberg task ","95","91548","103","yes","1024"
"92.3076923077","92.3076923077","887.528846154","887.528846154","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","103","103","103","103","103","0","103","103","0","0","103","0","0","103","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","91","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","1 3 2 6 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","755","755","NA","68939","50565","2","legacy","5","1024","2","48000","-16","experiment","1","odd","5","768099","770305","772306","773062","772306","NA","767026","768097","11440","208846","717986","11442","158280","769100","80382","Sternberg task ","96","92303","104","yes","1024"
"92.380952381","92.380952381","887.961904762","887.961904762","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","104","104","104","104","104","0","104","104","0","0","104","0","0","104","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","92","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","6 9 3 1","Lentiform Loewenfeld","3.3.12","4","y","0","left","left","NA","right","right","933","933","NA","68939","50565","2","legacy","4","1024","2","48000","-16","experiment","1","odd","1","774137","776343","778344","779279","778344","NA","773065","774135","11440","208846","717986","11442","158280","775138","80382","Sternberg task ","97","93236","105","yes","1024"
"91.5094339623","91.5094339623","888.367924528","888.367924528","black","experiment","legacy","legacy","legacy","0","uniform","0","0","undefined","right","105","105","105","105","105","0","105","105","0","0","105","0","0","105","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","93","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","5 7 3","Lentiform Loewenfeld","3.3.12","0","n","0","left","left","NA","right","right","931","931","NA","68939","50565","2","legacy","3","1024","2","48000","-16","experiment","1","odd","9","780356","782561","784562","785494","784562","NA","779283","780354","11440","208846","717986","11442","158280","781357","80382","Sternberg task ","97","94167","106","yes","1024"
"91.5887850467","91.5887850467","891.962616822","891.962616822","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","106","106","106","106","106","0","106","106","0","0","106","0","0","106","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","94","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","3 5 4 7","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","right","right","1273","1273","NA","68939","50565","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","786573","788778","790780","792054","790779","NA","779283","786571","11440","208846","785501","11442","158280","787574","80382","Sternberg task ","98","95440","107","yes","1024"
