"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_new_keyboard_response","correct_response","count_ISI","count_correctfeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrect","count_instruction1","count_instruction2","count_memorySet","count_new_keyboard_response","count_new_logger","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instruction2","response_new_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instruction2","response_time_new_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctfeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrect","time_instruction1","time_instruction2","time_memorySet","time_new_keyboard_response","time_new_logger","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"72.72727272727273","72.72727272727273","1485.2727272727273","1485.2727272727273","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","10","10","10","0","0","10","10","0","0","10","10","10","0","10","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","10","10","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","1 5 2 9","Lentiform Loewenfeld","3.3.3","2","y","0","left","left","NA","left","NA","1130","110535","NA","1130","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","5","191389","187621","188761","1690","NA","188897","173191","1862","NA","190042","193535","194665","112406","193534","NA","Sternberg Task","8","16338","11","yes","1024"
"75","75","1414.8333333333333","1414.8333333333333","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","11","11","11","0","0","11","11","0","0","11","11","11","0","11","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","11","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","4 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","NA","left","NA","640","110535","NA","640","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","4","198598","194811","195973","1690","NA","196109","173191","1862","NA","197250","200742","201383","112406","200742","NA","Sternberg Task","9","16978","12","yes","1024"
"76.92307692307692","76.92307692307692","1367.5384615384614","1367.5384615384614","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","12","12","12","0","0","12","12","0","0","12","12","12","0","12","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","0","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","1 4 9 2 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","800","110535","7436","800","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","7","212927","201526","210292","1690","210191","210431","173191","1862","202754","211577","215074","215875","112406","215074","NA","Sternberg Task","10","17778","13","yes","1024"
"78.57142857142857","78.57142857142857","1324.9285714285713","1324.9285714285713","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","13","13","13","0","0","13","13","0","0","13","13","13","0","13","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","1","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","1","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","771","110535","7436","771","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","7","219870","216025","217239","1690","210191","217380","173191","1862","202754","218522","222015","222787","112406","222015","NA","Sternberg Task","11","18549","14","yes","1024"
"80","80","1311.2","1311.2","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","14","14","14","0","0","14","14","0","0","14","14","14","0","14","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","2","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","1 6 4 3 9 7","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1119","110535","7436","1119","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","8","226734","222945","224096","1690","210191","224240","173191","1862","202754","225386","228878","230000","112406","228878","NA","Sternberg Task","12","19668","15","yes","1024"
"81.25","81.25","1314.0625","1314.0625","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","15","15","15","0","0","15","15","0","0","15","15","15","0","15","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","3","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","4 6 2 5 1","Lentiform Loewenfeld","3.3.3","5","y","0","left","left","left","left","NA","1357","110535","7436","1357","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","1","233982","230181","231351","1690","210191","231488","173191","1862","202754","232627","236127","237485","112406","236127","NA","Sternberg Task","13","21025","16","yes","1024"
"82.3529411764706","82.3529411764706","1284.6470588235295","1284.6470588235295","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","16","16","16","0","0","16","16","0","0","16","16","16","0","16","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","4","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","8 5 7 3 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","814","110535","7436","814","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","9","241426","237644","238793","1690","210191","238937","173191","1862","202754","240083","243574","244389","112406","243574","NA","Sternberg Task","14","21839","17","yes","1024"
"77.77777777777777","77.77777777777777","1272.9444444444443","1272.9444444444443","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","17","17","17","0","0","17","17","0","0","17","17","17","0","17","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","5","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","7 8 6 3 1","Lentiform Loewenfeld","3.3.3","5","y","0","right","left","left","right","NA","1074","110535","7436","1074","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","1","248328","244537","245706","1690","210191","245844","173191","1862","202754","246981","250472","251547","112406","250471","NA","Sternberg Task","14","22913","18","yes","1024"
"78.94736842105263","78.94736842105263","1292.8947368421052","1292.8947368421052","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","18","18","18","0","0","18","18","0","0","18","18","18","0","18","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","6","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","8 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1652","110535","7436","1652","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","5","255492","244537","252864","1690","210191","253002","251697","1862","202754","254143","257637","259289","112406","257637","NA","Sternberg Task","15","24565","19","yes","1024"
"80","80","1309.4","1309.4","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","19","19","19","0","0","19","19","0","0","19","19","19","0","19","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","7","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","2 3 8 5 6 7","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1623","110535","7436","1623","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","1","263202","259438","260571","1690","210191","260706","251697","1862","202754","261854","265347","266971","112406","265346","NA","Sternberg Task","16","26188","20","yes","1024"
"76.19047619047619","76.19047619047619","1295.142857142857","1295.142857142857","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","20","20","20","0","0","20","20","0","0","20","20","20","0","20","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","8","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","2 8 5 1","Lentiform Loewenfeld","3.3.3","4","y","0","right","left","left","right","NA","1010","110535","7436","1010","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","1","270871","267118","268242","1690","210191","268378","251697","1862","202754","269523","273018","274029","112406","273018","NA","Sternberg Task","16","27198","21","yes","1024"
"77.27272727272727","77.27272727272727","1303.3636363636363","1303.3636363636363","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","21","21","21","0","0","21","21","0","0","21","21","21","0","21","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","9","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","4 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1476","110535","7436","1476","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","6","278058","267118","275343","1690","210191","275503","274177","1862","202754","276673","280231","281708","112406","280231","NA","Sternberg Task","17","28674","22","yes","1024"
"78.26086956521739","78.26086956521739","1310.3478260869565","1310.3478260869565","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","22","22","22","0","0","22","22","0","0","22","22","22","0","22","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","10","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","1 5 3 2 8","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1464","110535","7436","1464","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","4","285718","281866","283037","1690","210191","283200","274177","1862","202754","284352","287888","289353","112406","287887","NA","Sternberg Task","18","30138","23","yes","1024"
"79.16666666666667","79.16666666666667","1335.2083333333333","1335.2083333333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","23","23","23","0","0","23","23","0","0","23","23","23","0","23","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","11","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","6 8 9 3 4 9","Lentiform Loewenfeld","3.3.3","5","y","0","left","left","left","left","NA","1907","110535","7436","1907","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","4","293385","289516","290715","1690","210191","290875","274177","1862","202754","292028","295545","297453","112406","295545","NA","Sternberg Task","19","32045","24","yes","1024"
"76","76","1355.56","1355.56","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","24","24","24","0","0","24","24","0","0","24","24","24","0","24","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","12","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","6 5","Lentiform Loewenfeld","3.3.3","2","y","0","right","left","left","right","NA","1844","110535","7436","1844","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","5","301382","297599","298730","1690","210191","298879","274177","1862","202754","300031","303534","305379","112406","303534","NA","Sternberg Task","19","33889","25","yes","1024"
"76.92307692307692","76.92307692307692","1348.3076923076924","1348.3076923076924","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","25","25","25","0","0","25","25","0","0","25","25","25","0","25","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","13","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","3 4","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","left","left","NA","1167","110535","7436","1167","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","3","309310","297599","306656","1690","210191","306806","305534","1862","202754","307961","311478","312646","112406","311478","NA","Sternberg Task","20","35056","26","yes","1024"
"77.77777777777777","77.77777777777777","1353.4074074074074","1353.4074074074074","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","26","26","26","0","0","26","26","0","0","26","26","26","0","26","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","14","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","7 1 8 5 6 2","Lentiform Loewenfeld","3.3.3","2","y","0","left","left","left","left","NA","1486","110535","7436","1486","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","1","316588","312792","313917","1690","210191","314073","305534","1862","202754","315233","318742","320229","112406","318742","NA","Sternberg Task","21","36542","27","yes","1024"
"78.57142857142857","78.57142857142857","1362.1785714285713","1362.1785714285713","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","27","27","27","0","0","27","27","0","0","27","27","27","0","27","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","15","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","8 5 4 2 9 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1599","110535","7436","1599","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","3","324220","320381","321563","1690","210191","321715","305534","1862","202754","322866","326375","327974","112406","326375","NA","Sternberg Task","22","38141","28","yes","1024"
"79.3103448275862","79.3103448275862","1364.4827586206898","1364.4827586206898","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","28","28","28","0","0","28","28","0","0","28","28","28","0","28","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","16","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","6 9 3 1","Lentiform Loewenfeld","3.3.3","4","y","0","left","left","left","left","NA","1429","110535","7436","1429","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","1","331914","328124","329251","1690","210191","329402","305534","1862","202754","330557","334070","335500","112406","334070","NA","Sternberg Task","23","39570","29","yes","1024"
"80","80","1355.3666666666666","1355.3666666666666","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","29","29","29","0","0","29","29","0","0","29","29","29","0","29","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","17","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","2 5 1 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1091","110535","7436","1091","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","6","339458","335648","336791","1690","210191","336942","305534","1862","202754","338102","341612","342704","112406","341612","NA","Sternberg Task","24","40661","30","yes","1024"
"80.64516129032258","80.64516129032258","1368.9354838709678","1368.9354838709678","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","30","30","30","0","0","30","30","0","0","30","30","30","0","30","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","18","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","5 7 3","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1776","110535","7436","1776","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","9","346690","342857","344034","1690","210191","344189","305534","1862","202754","345334","348841","350618","112406","348841","NA","Sternberg Task","25","42437","31","yes","1024"
"81.25","81.25","1362.4375","1362.4375","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","31","31","31","0","0","31","31","0","0","31","31","31","0","31","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","19","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","9 5 8 1","Lentiform Loewenfeld","3.3.3","2","y","0","left","left","left","left","NA","1161","110535","7436","1161","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","5","354567","350772","351900","1690","210191","352053","305534","1862","202754","353208","356727","357888","112406","356727","NA","Sternberg Task","26","43598","32","yes","1024"
"81.81818181818181","81.81818181818181","1356.060606060606","1356.060606060606","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","32","32","32","0","0","32","32","0","0","32","32","32","0","32","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","20","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","2 6 4 3 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1152","110535","7436","1152","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","1","361873","358041","359213","1690","210191","359364","305534","1862","202754","360517","364028","365181","112406","364028","NA","Sternberg Task","27","44750","33","yes","1024"
"82.3529411764706","82.3529411764706","1345.9705882352941","1345.9705882352941","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","33","33","33","0","0","33","33","0","0","33","33","33","0","33","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","21","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","6 2 9 3 8 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1013","110535","7436","1013","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","1","369147","365332","366493","1690","210191","366645","305534","1862","202754","367796","371297","372311","112406","371297","NA","Sternberg Task","28","45763","34","yes","1024"
"82.85714285714286","82.85714285714286","1341.6857142857143","1341.6857142857143","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","34","34","34","0","0","34","34","0","0","34","34","34","0","34","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","22","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","9 6 2 4 1","Lentiform Loewenfeld","3.3.3","4","y","0","left","left","left","left","NA","1196","110535","7436","1196","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","4","376243","372463","373601","1690","210191","373746","305534","1862","202754","374891","378390","379587","112406","378390","NA","Sternberg Task","29","46959","35","yes","1024"
