"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Instructions1","correct_KeyboardResponse","correct_response","count_CorrectFeedback","count_ExpSequence","count_ExperimentLoop","count_Fixation","count_ISI","count_IncorrectFeedback","count_Instructions1","count_Instructions2","count_KeyboardResponse","count_Logger","count_MemorySet","count_PracticeLoop","count_Probe","count_ThankYou","count_experiment","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_PracticeLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_Instructions1","response_Instructions2","response_KeyboardResponse","response_ThankYou","response_time","response_time_Instructions1","response_time_Instructions2","response_time_KeyboardResponse","response_time_ThankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_CorrectFeedback","time_ExpSequence","time_ExperimentLoop","time_Fixation","time_ISI","time_IncorrectFeedback","time_Instructions1","time_Instructions2","time_KeyboardResponse","time_Logger","time_MemorySet","time_PracticeLoop","time_Probe","time_ThankYou","time_experiment","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","866.3636363636364","866.3636363636364","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","10","10","0","10","10","10","0","0","10","10","10","0","10","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","2 9 4","Lentiform Loewenfeld","3.3.3","3","y","0","left","left","NA","left","NA","823","79356","NA","823","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","4","142616","143710","NA","143712","145915","NA","1928","NA","147917","148740","144714","81284","147917","NA","1920","Sternberg Task","11","9530","11","yes","1024"
"100","100","843.5833333333334","843.5833333333334","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","11","11","0","11","11","11","0","0","11","11","11","0","11","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","4 1 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","NA","right","NA","593","79356","NA","593","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","2","148748","149855","NA","149856","152063","NA","1928","NA","154068","154661","150858","81284","154067","NA","1920","Sternberg Task","12","10123","12","yes","1024"
"100","100","838.3076923076923","838.3076923076923","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","12","12","0","12","12","12","0","0","12","12","12","0","12","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","0","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","8 5 4 2 9 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","775","79356","25603","775","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","154686","181406","181340","181408","183614","NA","1928","155736","185616","186391","182410","81284","185616","NA","1920","Sternberg Task","13","10898","13","yes","1024"
"100","100","820","820","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","13","13","0","13","13","13","0","0","13","13","13","0","13","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","1","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","9 6 2 4 1","Lentiform Loewenfeld","3.3.3","4","y","0","left","left","right","left","NA","582","79356","25603","582","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","4","186417","187524","181340","187526","189732","NA","1928","155736","191735","192317","188528","81284","191735","NA","1920","Sternberg Task","14","11480","14","yes","1024"
"100","100","819.1333333333333","819.1333333333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","14","14","0","14","14","14","0","0","14","14","14","0","14","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","2","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","2 8 9 4 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","807","79356","25603","807","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","5","192342","193436","181340","193437","195646","NA","1928","155736","197650","198457","194442","81284","197650","NA","1920","Sternberg Task","15","12287","15","yes","1024"
"100","100","814.5","814.5","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","15","15","0","15","15","15","0","0","15","15","15","0","15","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","3","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","7 8 6 3 1","Lentiform Loewenfeld","3.3.3","5","y","0","left","left","right","left","NA","745","79356","25603","745","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","198464","199554","181340","199556","201761","NA","1928","155736","203763","204508","200558","81284","203763","NA","1920","Sternberg Task","16","13032","16","yes","1024"
"100","100","805.5294117647059","805.5294117647059","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","16","16","0","16","16","16","0","0","16","16","16","0","16","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","4","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","8 5 7 3 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","662","79356","25603","662","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","9","204535","205643","181340","205645","207850","NA","1928","155736","209855","210517","206647","81284","209854","NA","1920","Sternberg Task","17","13694","17","yes","1024"
"100","100","796.3333333333334","796.3333333333334","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","17","17","0","17","17","17","0","0","17","17","17","0","17","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","5","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","6 7 8 5","Lentiform Loewenfeld","3.3.3","3","y","0","left","left","right","left","NA","640","79356","25603","640","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","8","210524","211621","181340","211622","213834","NA","1928","155736","215839","216480","212627","81284","215838","NA","1920","Sternberg Task","18","14334","18","yes","1024"
"100","100","784.421052631579","784.421052631579","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","18","18","0","18","18","18","0","0","18","18","18","0","18","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","6","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","7 8 6 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","570","79356","25603","570","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","216487","217584","181340","217586","219791","NA","1928","155736","221796","222366","218587","81284","221795","NA","1920","Sternberg Task","19","14904","19","yes","1024"
"95","95","831.45","831.45","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","19","19","0","19","19","19","0","0","19","19","19","0","19","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","7","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","5 7 8 2 3 8","Lentiform Loewenfeld","3.3.3","5","y","0","right","left","right","right","NA","1725","79356","25603","1725","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","222373","223462","181340","223463","225671","NA","1928","155736","227673","229398","224467","81284","227673","NA","1920","Sternberg Task","19","16629","20","yes","1024"
"95.23809523809524","95.23809523809524","817.952380952381","817.952380952381","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","20","20","0","20","20","20","0","0","20","20","20","0","20","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","8","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","7","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","right","left","NA","548","79356","25603","548","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","7","222373","230530","181340","230531","232737","229424","1928","155736","234742","235291","231533","81284","234742","NA","1920","Sternberg Task","20","17177","21","yes","1024"
"95.45454545454545","95.45454545454545","809.5909090909091","809.5909090909091","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","21","21","0","21","21","21","0","0","21","21","21","0","21","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","9","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","1 8 7","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","634","79356","25603","634","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","4","235317","236417","181340","236419","238626","229424","1928","155736","240632","241266","237422","81284","240632","NA","1920","Sternberg Task","21","17811","22","yes","1024"
"95.65217391304348","95.65217391304348","806.1739130434783","806.1739130434783","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","22","22","0","22","22","22","0","0","22","22","22","0","22","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","10","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","4 1 5","Lentiform Loewenfeld","3.3.3","2","y","0","left","left","right","left","NA","731","79356","25603","731","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","1","241291","242386","181340","242388","244597","229424","1928","155736","246599","247331","243392","81284","246599","NA","1920","Sternberg Task","22","18542","23","yes","1024"
"95.83333333333333","95.83333333333333","811.625","811.625","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","23","23","0","23","23","23","0","0","23","23","23","0","23","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","4 6 2 5 1","Lentiform Loewenfeld","3.3.3","5","y","0","left","left","right","left","NA","937","79356","25603","937","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","247339","248446","181340","248447","250653","229424","1928","155736","252656","253593","249449","81284","252656","NA","1920","Sternberg Task","23","19479","24","yes","1024"
"96","96","803.88","803.88","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","24","24","0","24","24","24","0","0","24","24","24","0","24","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","12","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","6 7 9 3 1 2","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","right","left","NA","618","79356","25603","618","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","253601","254713","181340","254713","256919","229424","1928","155736","258921","259540","255715","81284","258920","NA","1920","Sternberg Task","24","20097","25","yes","1024"
"96.15384615384616","96.15384615384616","799","799","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","25","25","0","25","25","25","0","0","25","25","25","0","25","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","13","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","9","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","677","79356","25603","677","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","6","259547","260635","181340","260637","262843","229424","1928","155736","264847","265524","261639","81284","264847","NA","1920","Sternberg Task","25","20774","26","yes","1024"
"96.29629629629629","96.29629629629629","795.4074074074074","795.4074074074074","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","26","26","0","26","26","26","0","0","26","26","26","0","26","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","14","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","6 9 7 4 5 1","Lentiform Loewenfeld","3.3.3","2","y","0","left","left","right","left","NA","702","79356","25603","702","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","265550","266655","181340","266657","268864","229424","1928","155736","270866","271568","267659","81284","270866","NA","1920","Sternberg Task","26","21476","27","yes","1024"
"96.42857142857143","96.42857142857143","791.6428571428571","791.6428571428571","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","27","27","0","27","27","27","0","0","27","27","27","0","27","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","15","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","1 3 2 6 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","690","79356","25603","690","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","5","271594","272707","181340","272709","274915","229424","1928","155736","276917","277607","273711","81284","276917","NA","1920","Sternberg Task","27","22166","28","yes","1024"
"96.55172413793103","96.55172413793103","792.6551724137931","792.6551724137931","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","28","28","0","28","28","28","0","0","28","28","28","0","28","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","16","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","3 9 8 1 6 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","821","79356","25603","821","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","277632","278744","181340","278746","280952","229424","1928","155736","282955","283776","279748","81284","282955","NA","1920","Sternberg Task","28","22987","29","yes","1024"
"96.66666666666667","96.66666666666667","788.1333333333333","788.1333333333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","29","29","0","29","29","29","0","0","29","29","29","0","29","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","17","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","8 4 3 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","657","79356","25603","657","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","6","283785","284891","181340","284893","287102","229424","1928","155736","289104","289761","285897","81284","289104","NA","1920","Sternberg Task","29","23644","30","yes","1024"
"96.7741935483871","96.7741935483871","786.6774193548387","786.6774193548387","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","30","30","0","30","30","30","0","0","30","30","30","0","30","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","18","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","9 5 3 2 8 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","743","79356","25603","743","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","289786","290888","181340","290890","293095","229424","1928","155736","295097","295840","291892","81284","295097","NA","1920","Sternberg Task","30","24387","31","yes","1024"
"96.875","96.875","788.53125","788.53125","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","31","31","0","31","31","31","0","0","31","31","31","0","31","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","19","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","3 9 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","846","79356","25603","846","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","7","295868","296968","181340","296970","299176","229424","1928","155736","301178","302024","297972","81284","301178","NA","1920","Sternberg Task","31","25233","32","yes","1024"
