acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_new_keyboard_response,correct_response,count_ISI,count_correctfeedback,count_expSequence,count_experiment,count_experimentLoop,count_fixation,count_incorrect,count_instruction1,count_instruction2,count_memorySet,count_new_keyboard_response,count_new_logger,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instruction2,response_new_keyboard_response,response_thankYou,response_time,response_time_instruction1,response_time_instruction2,response_time_new_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctfeedback,time_expSequence,time_experiment,time_experimentLoop,time_fixation,time_incorrect,time_instruction1,time_instruction2,time_memorySet,time_new_keyboard_response,time_new_logger,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
74.31192661,74.31192661,903.0917431,903.0917431,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,108,108,108,0,0,108,108,0,0,108,108,108,0,108,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,96,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,1 4 3 6 5,Lentiform Loewenfeld,3.3.3,0,n,0,left,right,left,left,NA,833,16676,3794,833,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,8,779932,776171,777300,1693,106029,777442,756135,1853,102235,778592,782083,782917,18538,782083,NA,Sternberg Task,81,98437,109,yes,1024
73.63636364,73.63636364,898.2636364,898.2636364,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,109,109,109,0,0,109,109,0,0,109,109,109,0,109,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,97,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,4 3 2 5 8,Lentiform Loewenfeld,3.3.3,2,y,0,right,right,left,right,NA,372,16676,3794,372,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,3,786842,776171,784205,1693,106029,784347,783061,1853,102235,785491,788981,789354,18538,788981,NA,Sternberg Task,81,98809,110,yes,1024
72.97297297,72.97297297,908.1891892,908.1891892,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,110,110,110,0,0,110,110,0,0,110,110,110,0,110,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,98,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,4,Lentiform Loewenfeld,3.3.3,1,y,0,None,right,left,None,NA,2000,16676,3794,2000,NA,2,legacy,1,1024,2,48000,-16,experiment,1,odd,4,793273,776171,790632,1693,106029,790773,789505,1853,102235,791921,795417,797417,18538,795417,NA,Sternberg Task,81,100809,111,yes,1024
73.21428571,73.21428571,907.2321429,907.2321429,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,111,111,111,0,0,111,111,0,0,111,111,111,0,111,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,99,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,8 6 3 4 7,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,801,16676,3794,801,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,1,801355,776171,798731,1693,106029,798874,797563,1853,102235,800015,803497,804299,18538,803497,NA,Sternberg Task,82,101610,112,yes,1024
73.45132743,73.45132743,905.6017699,905.6017699,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,112,112,112,0,0,112,112,0,0,112,112,112,0,112,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,100,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,5 7 3 6 2,Lentiform Loewenfeld,3.3.3,5,y,0,left,right,left,left,NA,723,16676,3794,723,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,2,808246,804453,805619,1693,106029,805761,797563,1853,102235,806899,810391,811115,18538,810390,NA,Sternberg Task,83,102333,113,yes,1024
72.80701754,72.80701754,906.122807,906.122807,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,113,113,113,0,0,113,113,0,0,113,113,113,0,113,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,101,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,9 1 7 2,Lentiform Loewenfeld,3.3.3,2,y,0,right,right,left,right,NA,965,16676,3794,965,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,1,815059,811264,812434,1693,106029,812575,797563,1853,102235,813713,817201,818167,18538,817201,NA,Sternberg Task,83,103298,114,yes,1024
73.04347826,73.04347826,906.2347826,906.2347826,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,114,114,114,0,0,114,114,0,0,114,114,114,0,114,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,102,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,5 2,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,919,16676,3794,919,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,7,822121,811264,819499,1693,106029,819636,818317,1853,102235,820772,824266,825186,18538,824266,NA,Sternberg Task,84,104217,115,yes,1024
73.27586207,73.27586207,903.9913793,903.9913793,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,115,115,115,0,0,115,115,0,0,115,115,115,0,115,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,103,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,3 9 1,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,646,16676,3794,646,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,7,829125,825336,826505,1693,106029,826642,818317,1853,102235,827778,831269,831916,18538,831269,NA,Sternberg Task,85,104863,116,yes,1024
72.64957265,72.64957265,901.2222222,901.2222222,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,116,116,116,0,0,116,116,0,0,116,116,116,0,116,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,104,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,3 9 7 6 4,Lentiform Loewenfeld,3.3.3,3,y,0,right,right,left,right,NA,580,16676,3794,580,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,7,835856,832060,833229,1693,106029,833368,818317,1853,102235,834508,837998,838579,18538,837998,NA,Sternberg Task,85,105443,117,yes,1024
72.88135593,72.88135593,901.7033898,901.7033898,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,117,117,117,0,0,117,117,0,0,117,117,117,0,117,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,105,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,8 4 3 5,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,958,16676,3794,958,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,6,842500,832060,839861,1693,106029,840003,838724,1853,102235,841154,844638,845597,18538,844638,NA,Sternberg Task,86,106401,118,yes,1024
73.1092437,73.1092437,902.2268908,902.2268908,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,118,118,118,0,0,118,118,0,0,118,118,118,0,118,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,106,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,5 3 2 6 9 8,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,964,16676,3794,964,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,4,849537,845745,846913,1693,106029,847051,838724,1853,102235,848188,851680,852645,18538,851680,NA,Sternberg Task,87,107365,119,yes,1024
73.33333333,73.33333333,903.6916667,903.6916667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,119,119,119,0,0,119,119,0,0,119,119,119,0,119,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,107,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,1 4 9 3 2 5,Lentiform Loewenfeld,3.3.3,3,y,0,left,right,left,left,NA,1078,16676,3794,1078,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,9,856595,852794,853974,1693,106029,854110,838724,1853,102235,855246,858739,859818,18538,858739,NA,Sternberg Task,88,108443,120,yes,1024
72.72727273,72.72727273,912.7520661,912.7520661,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,120,120,120,0,0,120,120,0,0,120,120,120,0,120,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,108,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,7 4 2 6 3 5,Lentiform Loewenfeld,3.3.3,6,y,0,None,right,left,None,NA,2000,16676,3794,2000,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,5,863762,859967,861133,1693,106029,861269,838724,1853,102235,862406,865907,867907,18538,865907,NA,Sternberg Task,88,110443,121,yes,1024
72.95081967,72.95081967,912.7786885,912.7786885,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,121,121,121,0,0,121,121,0,0,121,121,121,0,121,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,109,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,4 1,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,916,16676,3794,916,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,6,871821,859967,869190,1693,106029,869325,868051,1853,102235,870474,873965,874882,18538,873965,NA,Sternberg Task,89,111359,122,yes,1024
72.35772358,72.35772358,912.9349593,912.9349593,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,122,122,122,0,0,122,122,0,0,122,122,122,0,122,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,110,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,6 7 8 5,Lentiform Loewenfeld,3.3.3,3,y,0,right,right,left,right,NA,932,16676,3794,932,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,8,878804,875026,876178,1693,106029,876313,868051,1853,102235,877456,880949,881890,18538,880949,NA,Sternberg Task,89,112291,123,yes,1024
71.77419355,71.77419355,921.7016129,921.7016129,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,123,123,123,0,0,123,123,0,0,123,123,123,0,123,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,111,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,8 9,Lentiform Loewenfeld,3.3.3,0,n,0,None,right,left,None,NA,2000,16676,3794,2000,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,5,885828,875026,883195,1693,106029,883332,882037,1853,102235,884477,887978,889978,18538,887978,NA,Sternberg Task,89,114291,124,yes,1024
72,72,920.656,920.656,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,124,124,124,0,0,124,124,0,0,124,124,124,0,124,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,112,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,2 3 7 4,Lentiform Loewenfeld,3.3.3,1,y,0,left,right,left,left,NA,791,16676,3794,791,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,2,893904,875026,891256,1693,106029,891401,890124,1853,102235,892550,896051,896843,18538,896051,NA,Sternberg Task,90,115082,125,yes,1024
72.22222222,72.22222222,920.6666667,920.6666667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,125,125,125,0,0,125,125,0,0,125,125,125,0,125,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,113,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,2 8 6 3 1,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,922,16676,3794,922,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,7,900772,896991,898148,1693,106029,898282,890124,1853,102235,899424,902916,903841,18538,902916,NA,Sternberg Task,91,116004,126,yes,1024
71.65354331,71.65354331,922.8582677,922.8582677,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,126,126,126,0,0,126,126,0,0,126,126,126,0,126,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,114,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,8 5 1 3 9,Lentiform Loewenfeld,3.3.3,4,y,0,right,right,left,right,NA,1199,16676,3794,1199,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,3,907768,903988,905145,1693,106029,905283,890124,1853,102235,906420,909911,911111,18538,909911,NA,Sternberg Task,91,117203,127,yes,1024
71.09375,71.09375,922.28125,922.28125,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,127,127,127,0,0,127,127,0,0,127,127,127,0,127,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,115,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,8 9 6 1,Lentiform Loewenfeld,3.3.3,2,y,0,right,right,left,right,NA,849,16676,3794,849,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,9,915035,903988,912423,1693,106029,912557,911258,1853,102235,913690,917180,918030,18538,917180,NA,Sternberg Task,91,118052,128,yes,1024
71.31782946,71.31782946,921.0155039,921.0155039,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,128,128,128,0,0,128,128,0,0,128,128,128,0,128,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,116,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,6 8,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,759,16676,3794,759,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,9,921960,903988,919336,1693,106029,919475,918178,1853,102235,920612,924103,924863,18538,924103,NA,Sternberg Task,92,118811,129,yes,1024
70.76923077,70.76923077,929.3153846,929.3153846,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,129,129,129,0,0,129,129,0,0,129,129,129,0,129,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,117,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,1,Lentiform Loewenfeld,3.3.3,0,n,0,None,right,left,None,NA,2000,16676,3794,2000,NA,2,legacy,1,1024,2,48000,-16,experiment,1,odd,7,928817,925013,926194,1693,106029,926331,918178,1853,102235,927469,930967,932967,18538,930966,NA,Sternberg Task,92,120811,130,yes,1024
70.22900763,70.22900763,937.4885496,937.4885496,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,130,130,130,0,0,130,130,0,0,130,130,130,0,130,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,118,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,1 3 2 6 9,Lentiform Loewenfeld,3.3.3,0,n,0,None,right,left,None,NA,2000,16676,3794,2000,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,5,936903,925013,934248,1693,106029,934399,933113,1853,102235,935550,939067,941067,18538,939067,NA,Sternberg Task,92,122811,131,yes,1024
69.6969697,69.6969697,945.5378788,945.5378788,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,131,131,131,0,0,131,131,0,0,131,131,131,0,131,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,119,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,7 3 2 8,Lentiform Loewenfeld,3.3.3,0,n,0,None,right,left,None,NA,2000,16676,3794,2000,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,4,945127,925013,942438,1693,106029,942628,941265,1853,102235,943778,947271,949271,18538,947271,NA,Sternberg Task,92,124811,132,yes,1024
69.92481203,69.92481203,944.8345865,944.8345865,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,132,132,132,0,0,132,132,0,0,132,132,132,0,132,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,120,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,6 2,Lentiform Loewenfeld,3.3.3,1,y,0,left,right,left,left,NA,852,16676,3794,852,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,6,953193,925013,950563,1693,106029,950700,949418,1853,102235,951846,955338,956192,18538,955338,NA,Sternberg Task,93,125663,133,yes,1024
69.40298507,69.40298507,952.7089552,952.7089552,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,133,133,133,0,0,133,133,0,0,133,133,133,0,133,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,121,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,5 9 2 3,Lentiform Loewenfeld,3.3.3,0,n,0,None,right,left,None,NA,2000,16676,3794,2000,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,8,960112,956337,957488,1693,106029,957623,949418,1853,102235,958766,962256,964256,18538,962256,NA,Sternberg Task,93,127663,134,yes,1024
69.62962963,69.62962963,952.6888889,952.6888889,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,134,134,134,0,0,134,134,0,0,134,134,134,0,134,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,122,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,7 6,Lentiform Loewenfeld,3.3.3,2,y,0,left,right,left,left,NA,950,16676,3794,950,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,6,968161,956337,965531,1693,106029,965666,964401,1853,102235,966811,970306,971257,18538,970306,NA,Sternberg Task,94,128613,135,yes,1024
69.11764706,69.11764706,960.3897059,960.3897059,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,135,135,135,0,0,135,135,0,0,135,135,135,0,135,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,123,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,2 8 9,Lentiform Loewenfeld,3.3.3,0,n,0,None,right,left,None,NA,2000,16676,3794,2000,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,6,975168,971403,972540,1693,106029,972675,964401,1853,102235,973821,977320,979320,18538,977320,NA,Sternberg Task,94,130613,136,yes,1024
68.61313869,68.61313869,967.9781022,967.9781022,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,136,136,136,0,0,136,136,0,0,136,136,136,0,136,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,124,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,4 8 1 2,Lentiform Loewenfeld,3.3.3,0,n,0,None,right,left,None,NA,2000,16676,3794,2000,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,7,983257,971403,980596,1693,106029,980731,979464,1853,102235,981881,985412,987412,18538,985411,NA,Sternberg Task,94,132613,137,yes,1024
68.11594203,68.11594203,975.4565217,975.4565217,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,137,137,137,0,0,137,137,0,0,137,137,137,0,137,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,125,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,1 4 9 2 5,Lentiform Loewenfeld,3.3.3,0,n,0,None,right,left,None,NA,2000,16676,3794,2000,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,7,991388,971403,988751,1693,106029,988890,987567,1853,102235,990037,993534,995535,18538,993533,NA,Sternberg Task,94,134613,138,yes,1024
