"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Instructions1","correct_keyboard_response","correct_response","count_ISI","count_Instructions1","count_Practiceloop","count_closing","count_correctFeedback","count_experiment","count_experimentalLoop","count_expsequence","count_fixation","count_incorrectFeedback","count_instructions2","count_keyboard_response","count_logger","count_memoryset","count_probe","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Practiceloop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","psychopy_suppress_warnings","repeat_cycle","response","response_Instructions1","response_closing","response_instructions2","response_keyboard_response","response_time","response_time_Instructions1","response_time_closing","response_time_instructions2","response_time_keyboard_response","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_Instructions1","time_Practiceloop","time_closing","time_correctFeedback","time_experiment","time_experimentalLoop","time_expsequence","time_fixation","time_incorrectFeedback","time_instructions2","time_keyboard_response","time_logger","time_memoryset","time_probe","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"81.8181818182","81.8181818182","610.181818182","610.181818182","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","10","0","0","0","10","0","0","10","10","10","0","10","10","10","10","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","3 1 9 4","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","NA","right","836","60294","NA","NA","836","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","127383","2365","62660","NA","124026","2361","NA","125168","125170","118217","NA","129389","130226","126176","129389","Sternberg Task","9","6712","11","yes","1024"
"75","75","600.833333333","600.833333333","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","left","11","0","0","0","11","0","0","11","11","11","0","11","11","11","11","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","6","Lentiform Loewenfeld","3.3.3","1","y","yes","0","right","left","NA","NA","right","498","60294","NA","NA","498","2","legacy","1","1024","2","48000","-16","experiment","2","even","6","133580","2365","62660","NA","130231","2361","NA","131368","131370","118217","NA","135586","136085","132374","135586","Sternberg Task","9","7210","12","yes","1024"
"76.9230769231","76.9230769231","638.769230769","638.769230769","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","12","0","0","0","12","0","0","12","12","12","0","12","12","12","12","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","0","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","2 5 4 8 7","Lentiform Loewenfeld","3.3.3","3","y","yes","0","left","left","NA","right","left","1094","60294","NA","6200","1094","2","legacy","5","1024","2","48000","-16","experiment","2","even","4","145694","2365","62660","NA","130231","2361","143328","143479","143482","136090","137127","147700","148795","144487","147700","Sternberg Task","10","8304","13","yes","1024"
"78.5714285714","78.5714285714","640.714285714","640.714285714","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","13","0","0","0","13","0","0","13","13","13","0","13","13","13","13","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","1","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","2 4 6 9","Lentiform Loewenfeld","3.3.3","3","y","yes","0","left","left","NA","right","left","666","60294","NA","6200","666","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","152155","2365","62660","NA","148800","2361","143328","149940","149943","136090","137127","154161","154827","150948","154160","Sternberg Task","11","8970","14","yes","1024"
"80","80","651","651","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","14","0","0","0","14","0","0","14","14","14","0","14","14","14","14","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","2","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","8 5 4 2 9 6","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","795","60294","NA","6200","795","2","legacy","6","1024","2","48000","-16","experiment","2","even","3","158184","2365","62660","NA","154833","2361","143328","155970","155972","136090","137127","160190","160985","156978","160189","Sternberg Task","12","9765","15","yes","1024"
"81.25","81.25","668.25","668.25","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","15","0","0","0","15","0","0","15","15","15","0","15","15","15","15","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","3","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","8 5 1 3 9","Lentiform Loewenfeld","3.3.3","4","y","yes","0","left","left","NA","right","left","927","60294","NA","6200","927","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","164337","2365","62660","NA","160991","2361","143328","162123","162126","136090","137127","166344","167272","163131","166344","Sternberg Task","13","10692","16","yes","1024"
"82.3529411765","82.3529411765","674.058823529","674.058823529","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","16","0","0","0","16","0","0","16","16","16","0","16","16","16","16","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","4","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","1 6 4","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","767","60294","NA","6200","767","2","legacy","3","1024","2","48000","-16","experiment","2","even","7","170634","2365","62660","NA","167277","2361","143328","168418","168420","136090","137127","172640","173407","169428","172639","Sternberg Task","14","11459","17","yes","1024"
"83.3333333333","83.3333333333","688.166666667","688.166666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","17","0","0","0","17","0","0","17","17","17","0","17","17","17","17","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","5","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","9 5 3 8 4","Lentiform Loewenfeld","3.3.3","1","y","yes","0","left","left","NA","right","left","928","60294","NA","6200","928","2","legacy","5","1024","2","48000","-16","experiment","2","even","9","176763","2365","62660","NA","173412","2361","143328","174548","174551","136090","137127","178769","179698","175557","178769","Sternberg Task","15","12387","18","yes","1024"
"78.9473684211","78.9473684211","719.526315789","719.526315789","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","18","0","0","0","18","0","0","18","18","18","0","18","18","18","18","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","6","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","3 4 9 6 2 9","Lentiform Loewenfeld","3.3.3","5","y","yes","0","right","left","NA","right","right","1284","60294","NA","6200","1284","2","legacy","6","1024","2","48000","-16","experiment","2","even","2","183053","2365","62660","NA","179703","2361","143328","180839","180841","136090","137127","185059","186344","181847","185058","Sternberg Task","15","13671","19","yes","1024"
"80","80","726.3","726.3","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","19","0","0","0","19","0","0","19","19","19","0","19","19","19","19","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","7","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","4 8 1 2","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","855","60294","NA","6200","855","2","legacy","4","1024","2","48000","-16","experiment","2","even","7","189700","2365","62660","NA","179703","2361","143328","187486","187488","186349","137127","191706","192562","188494","191706","Sternberg Task","16","14526","20","yes","1024"
"80.9523809524","80.9523809524","742.142857143","742.142857143","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","20","0","0","0","20","0","0","20","20","20","0","20","20","20","20","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","8","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","3 2 1 4 7","Lentiform Loewenfeld","3.3.3","2","y","yes","0","left","left","NA","right","left","1059","60294","NA","6200","1059","2","legacy","5","1024","2","48000","-16","experiment","2","even","2","195921","2365","62660","NA","192567","2361","143328","193707","193710","186349","137127","197928","198987","194716","197928","Sternberg Task","17","15585","21","yes","1024"
"81.8181818182","81.8181818182","757.181818182","757.181818182","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","21","0","0","0","21","0","0","21","21","21","0","21","21","21","21","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","9","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","4 7 6 8 2 3","Lentiform Loewenfeld","3.3.3","6","y","yes","0","left","left","NA","right","left","1073","60294","NA","6200","1073","2","legacy","6","1024","2","48000","-16","experiment","2","even","3","202346","2365","62660","NA","198993","2361","143328","200132","200134","186349","137127","204353","205426","201140","204353","Sternberg Task","18","16658","22","yes","1024"
"82.6086956522","82.6086956522","755.260869565","755.260869565","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","22","0","0","0","22","0","0","22","22","22","0","22","22","22","22","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","10","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","6 7 5 9","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","713","60294","NA","6200","713","2","legacy","4","1024","2","48000","-16","experiment","2","even","2","208791","2365","62660","NA","205432","2361","143328","206577","206579","186349","137127","210797","211511","207585","210797","Sternberg Task","19","17371","23","yes","1024"
"83.3333333333","83.3333333333","750.125","750.125","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","23","0","0","0","23","0","0","23","23","23","0","23","23","23","23","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","6 8 4","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","632","60294","NA","6200","632","2","legacy","3","1024","2","48000","-16","experiment","2","even","1","214866","2365","62660","NA","211516","2361","143328","212651","212654","186349","137127","216873","217506","213659","216872","Sternberg Task","20","18003","24","yes","1024"
"84","84","763.12","763.12","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","24","0","0","0","24","0","0","24","24","24","0","24","24","24","24","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","12","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","2 8 9","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","1075","60294","NA","6200","1075","2","legacy","3","1024","2","48000","-16","experiment","2","even","6","220862","2365","62660","NA","217511","2361","143328","218647","218650","186349","137127","222868","223944","219656","222867","Sternberg Task","21","19078","25","yes","1024"
"80.7692307692","80.7692307692","763.576923077","763.576923077","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","25","0","0","0","25","0","0","25","25","25","0","25","25","25","25","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","13","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","7 1 8 5 6 2","Lentiform Loewenfeld","3.3.3","2","y","yes","0","right","left","NA","right","right","775","60294","NA","6200","775","2","legacy","6","1024","2","48000","-16","experiment","2","even","1","227303","2365","62660","NA","223949","2361","143328","225089","225091","186349","137127","229309","230084","226097","229309","Sternberg Task","21","19853","26","yes","1024"
"81.4814814815","81.4814814815","758.148148148","758.148148148","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","26","0","0","0","26","0","0","26","26","26","0","26","26","26","26","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","14","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","9","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","617","60294","NA","6200","617","2","legacy","1","1024","2","48000","-16","experiment","2","even","6","233450","2365","62660","NA","223949","2361","143328","231236","231238","230090","137127","235457","236074","232244","235457","Sternberg Task","22","20470","27","yes","1024"
"82.1428571429","82.1428571429","749.607142857","749.607142857","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","27","0","0","0","27","0","0","27","27","27","0","27","27","27","27","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","15","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","4 1","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","519","60294","NA","6200","519","2","legacy","2","1024","2","48000","-16","experiment","2","even","6","239427","2365","62660","NA","236079","2361","143328","237214","237216","230090","137127","241434","241954","238222","241433","Sternberg Task","23","20989","28","yes","1024"
"82.7586206897","82.7586206897","747.172413793","747.172413793","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","28","0","0","0","28","0","0","28","28","28","0","28","28","28","28","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","16","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","7 8 6 1","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","679","60294","NA","6200","679","2","legacy","4","1024","2","48000","-16","experiment","2","even","3","245311","2365","62660","NA","241959","2361","143328","243095","243098","230090","137127","247318","247997","244104","247317","Sternberg Task","24","21668","29","yes","1024"
"83.3333333333","83.3333333333","737.8","737.8","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","29","0","0","0","29","0","0","29","29","29","0","29","29","29","29","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","17","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","8","Lentiform Loewenfeld","3.3.3","1","y","yes","0","left","left","NA","right","left","466","60294","NA","6200","466","2","legacy","1","1024","2","48000","-16","experiment","2","even","8","251362","2365","62660","NA","248003","2361","143328","249147","249149","230090","137127","253368","253835","250154","253368","Sternberg Task","25","22134","30","yes","1024"
"83.8709677419","83.8709677419","738.967741935","738.967741935","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","30","0","0","0","30","0","0","30","30","30","0","30","30","30","30","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","18","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","8 9","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","774","60294","NA","6200","774","2","legacy","2","1024","2","48000","-16","experiment","2","even","5","257186","2365","62660","NA","253840","2361","143328","254971","254973","230090","137127","259192","259966","255979","259192","Sternberg Task","26","22908","31","yes","1024"
"84.375","84.375","743.78125","743.78125","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","31","0","0","0","31","0","0","31","31","31","0","31","31","31","31","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","19","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","9 3 8 2 1 4","Lentiform Loewenfeld","3.3.3","3","y","yes","0","left","left","NA","right","left","893","60294","NA","6200","893","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","263328","2365","62660","NA","259972","2361","143328","261113","261116","230090","137127","265334","266228","262122","265334","Sternberg Task","27","23801","32","yes","1024"
"84.8484848485","84.8484848485","746.393939394","746.393939394","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","32","0","0","0","32","0","0","32","32","32","0","32","32","32","32","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","1 8 7","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","830","60294","NA","6200","830","2","legacy","3","1024","2","48000","-16","experiment","2","even","4","269584","2365","62660","NA","266233","2361","143328","267370","267373","230090","137127","271591","272422","268378","271590","Sternberg Task","28","24631","33","yes","1024"
