"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_new_keyboard_response","correct_response","count_Fixation","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_incorrectFeedback","count_instruction1","count_instructions2","count_memorySet","count_new_keyboard_response","count_new_logger","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_new_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_new_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_Fixation","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_incorrectFeedback","time_instruction1","time_instructions2","time_memorySet","time_new_keyboard_response","time_new_logger","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"18.181818181818183","18.181818181818183","777.1818181818181","777.1818181818181","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","10","10","10","10","0","0","10","0","0","10","10","10","0","10","0","Sun Oct 25 18:38:57 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","10","10","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/MM-subject-4.csv","legacy","4 3 1 7 9 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","NA","left","NA","633","28930","NA","633","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","4","93405","95639","86043","93389","2607","NA","92319","2623","NA","94422","97657","98290","31563","97657","NA","Sternberg Task","2","8549","11","yes","1024"
"25","25","766.1666666666666","766.1666666666666","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","11","11","11","11","0","0","11","0","0","11","11","11","0","11","0","Sun Oct 25 18:38:57 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","11","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/MM-subject-4.csv","legacy","4 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","NA","left","NA","645","28930","NA","645","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","4","99391","101629","98307","99375","2607","NA","92319","2623","NA","100409","103646","104292","31563","103646","NA","Sternberg Task","3","9194","12","yes","1024"
"30.76923076923077","30.76923076923077","755.4615384615385","755.4615384615385","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","12","12","12","12","0","0","12","0","0","12","12","12","0","12","0","Sun Oct 25 18:38:57 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","0","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/MM-subject-4.csv","legacy","2 6 4 3 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","return","right","NA","627","28930","8146","627","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","1","113575","115811","104309","113559","2607","113504","92319","2623","105357","114592","117828","118456","31563","117828","NA","Sternberg Task","4","9821","13","yes","1024"
"35.714285714285715","35.714285714285715","740.0714285714286","740.0714285714286","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","13","13","13","13","0","0","13","0","0","13","13","13","0","13","0","Sun Oct 25 18:38:57 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","1","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/MM-subject-4.csv","legacy","4 9 7 8 5 3","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","return","left","NA","540","28930","8146","540","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","8","119558","121796","118473","119542","2607","113504","92319","2623","105357","120577","123813","124354","31563","123813","NA","Sternberg Task","5","10361","14","yes","1024"
"40","40","722.7333333333333","722.7333333333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","14","14","14","14","0","0","14","0","0","14","14","14","0","14","0","Sun Oct 25 18:38:57 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","2","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/MM-subject-4.csv","legacy","3 5 7 1","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","return","left","NA","480","28930","8146","480","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","7","125455","127692","124370","125439","2607","113504","92319","2623","105357","126472","129709","130190","31563","129708","NA","Sternberg Task","6","10841","15","yes","1024"
"43.75","43.75","715.1875","715.1875","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","15","15","15","15","0","0","15","0","0","15","15","15","0","15","0","Sun Oct 25 18:38:57 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","3","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/MM-subject-4.csv","legacy","6 8 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","return","right","NA","602","28930","8146","602","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","1","131292","133529","130207","131275","2607","113504","92319","2623","105357","132310","135546","136148","31563","135546","NA","Sternberg Task","7","11443","16","yes","1024"
"47.05882352941177","47.05882352941177","725.6470588235294","725.6470588235294","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","16","16","16","16","0","0","16","0","0","16","16","16","0","16","0","Sun Oct 25 18:38:57 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","4","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/MM-subject-4.csv","legacy","8 5 3 7 4 6","Lentiform Loewenfeld","3.3.3","6","y","0","left","right","return","left","NA","893","28930","8146","893","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","6","137250","139484","136165","137234","2607","113504","92319","2623","105357","138265","141501","142394","31563","141500","NA","Sternberg Task","8","12336","17","yes","1024"
"50","50","723.5","723.5","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","17","17","17","17","0","0","17","0","0","17","17","17","0","17","0","Sun Oct 25 18:38:57 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","5","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/MM-subject-4.csv","legacy","1 5 3 2 8","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","return","right","NA","687","28930","8146","687","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","4","143498","145736","142411","143481","2607","113504","92319","2623","105357","144516","147753","148440","31563","147753","NA","Sternberg Task","9","13023","18","yes","1024"
"52.63157894736842","52.63157894736842","719.2631578947369","719.2631578947369","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","18","18","18","18","0","0","18","0","0","18","18","18","0","18","0","Sun Oct 25 18:38:57 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","6","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/MM-subject-4.csv","legacy","8 6 3 4 7","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","return","right","NA","643","28930","8146","643","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","1","149542","151779","148457","149526","2607","113504","92319","2623","105357","150560","153796","154440","31563","153796","NA","Sternberg Task","10","13666","19","yes","1024"
"55","55","717.95","717.95","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","19","19","19","19","0","0","19","0","0","19","19","19","0","19","0","Sun Oct 25 18:38:57 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","7","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/MM-subject-4.csv","legacy","6 8 9 3 4 9","Lentiform Loewenfeld","3.3.3","5","y","0","left","right","return","left","NA","693","28930","8146","693","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","4","155540","157777","154455","155524","2607","113504","92319","2623","105357","156557","159794","160487","31563","159794","NA","Sternberg Task","11","14359","20","yes","1024"
"57.142857142857146","57.142857142857146","714.5714285714286","714.5714285714286","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","20","20","20","20","0","0","20","0","0","20","20","20","0","20","0","Sun Oct 25 18:38:57 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","8","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/MM-subject-4.csv","legacy","1 6 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","return","right","NA","647","28930","8146","647","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","7","161588","163825","160504","161572","2607","113504","92319","2623","105357","162605","165842","166490","31563","165842","NA","Sternberg Task","12","15006","21","yes","1024"
"59.09090909090909","59.09090909090909","702.8181818181819","702.8181818181819","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","21","21","21","21","0","0","21","0","0","21","21","21","0","21","0","Sun Oct 25 18:38:57 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","9","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/MM-subject-4.csv","legacy","2 3","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","return","left","NA","456","28930","8146","456","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","2","167593","169830","166506","167576","2607","113504","92319","2623","105357","168610","171847","172304","31563","171847","NA","Sternberg Task","13","15462","22","yes","1024"
"60.869565217391305","60.869565217391305","696.9565217391304","696.9565217391304","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","22","22","22","22","0","0","22","0","0","22","22","22","0","22","0","Sun Oct 25 18:38:57 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","10","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/MM-subject-4.csv","legacy","6 1 2","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","return","left","NA","568","28930","8146","568","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","2","173404","175641","172321","173389","2607","113504","92319","2623","105357","174422","177658","178227","31563","177658","NA","Sternberg Task","14","16030","23","yes","1024"
"62.5","62.5","686.75","686.75","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","23","23","23","23","0","0","23","0","0","23","23","23","0","23","0","Sun Oct 25 18:38:57 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","11","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/MM-subject-4.csv","legacy","3 4","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","return","left","NA","452","28930","8146","452","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","3","179329","181566","178244","179312","2607","113504","92319","2623","105357","180347","183583","184036","31563","183583","NA","Sternberg Task","15","16482","24","yes","1024"
"64","64","686.16","686.16","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","24","24","24","24","0","0","24","0","0","24","24","24","0","24","0","Sun Oct 25 18:38:57 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","12","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/MM-subject-4.csv","legacy","9 5 3 2 8 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","return","right","NA","672","28930","8146","672","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","7","185137","187373","184053","185121","2607","113504","92319","2623","105357","186154","189390","190063","31563","189390","NA","Sternberg Task","16","17154","25","yes","1024"
"61.53846153846154","61.53846153846154","682.6153846153846","682.6153846153846","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","25","25","25","25","0","0","25","0","0","25","25","25","0","25","0","Sun Oct 25 18:38:57 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","13","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/MM-subject-4.csv","legacy","1 4 3 6 5","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","return","left","NA","594","28930","8146","594","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","8","191164","193400","190079","191147","2607","113504","92319","2623","105357","192181","195417","196012","31563","195417","NA","Sternberg Task","16","17748","26","yes","1024"
"59.25925925925926","59.25925925925926","731.4074074074074","731.4074074074074","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","26","26","26","26","0","0","26","0","0","26","26","26","0","26","0","Sun Oct 25 18:38:57 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","14","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/MM-subject-4.csv","legacy","8 9","Lentiform Loewenfeld","3.3.3","0","n","0","None","right","return","None","NA","2000","28930","8146","2000","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","5","197112","199348","190079","197096","2607","113504","196028","2623","105357","198129","201365","203365","31563","201365","NA","Sternberg Task","16","19748","27","yes","1024"
"57.142857142857146","57.142857142857146","731.4642857142857","731.4642857142857","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","27","27","27","27","0","0","27","0","0","27","27","27","0","27","0","Sun Oct 25 18:38:57 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","15","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/MM-subject-4.csv","legacy","2 5 4 8 7","Lentiform Loewenfeld","3.3.3","3","y","0","right","right","return","right","NA","733","28930","8146","733","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","4","204466","206703","190079","204450","2607","113504","203382","2623","105357","205484","208721","209454","31563","208721","NA","Sternberg Task","16","20481","28","yes","1024"
"58.62068965517241","58.62068965517241","724.1379310344828","724.1379310344828","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","28","28","28","28","0","0","28","0","0","28","28","28","0","28","0","Sun Oct 25 18:38:57 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","16","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/MM-subject-4.csv","legacy","5 7 3 6 2","Lentiform Loewenfeld","3.3.3","5","y","0","left","right","return","left","NA","519","28930","8146","519","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","2","210555","212792","190079","210539","2607","113504","209471","2623","105357","211573","214809","215329","31563","214809","NA","Sternberg Task","17","21000","29","yes","1024"
"60","60","720.8","720.8","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","29","29","29","29","0","0","29","0","0","29","29","29","0","29","0","Sun Oct 25 18:38:57 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","17","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/MM-subject-4.csv","legacy","6 3 1 7 9 8","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","return","right","NA","624","28930","8146","624","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","4","216432","218669","215346","216416","2607","113504","209471","2623","105357","217450","220686","221310","31563","220686","NA","Sternberg Task","18","21624","30","yes","1024"
"58.064516129032256","58.064516129032256","719.5483870967741","719.5483870967741","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","30","30","30","30","0","0","30","0","0","30","30","30","0","30","0","Sun Oct 25 18:38:57 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","18","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/MM-subject-4.csv","legacy","3 4 2","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","return","left","NA","682","28930","8146","682","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","5","222411","224648","221327","222395","2607","113504","209471","2623","105357","223429","226665","227348","31563","226665","NA","Sternberg Task","18","22306","31","yes","1024"
"59.375","59.375","715","715","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","31","31","31","31","0","0","31","0","0","31","31","31","0","31","0","Sun Oct 25 18:38:57 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","19","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/MM-subject-4.csv","legacy","2 4 8 5 1 3","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","return","left","NA","574","28930","8146","574","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","2","228444","230680","221327","228429","2607","113504","227364","2623","105357","229461","232697","233272","31563","232697","NA","Sternberg Task","19","22880","32","yes","1024"
