acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instructions1,correct_KeyboardResponse,correct_response,count_Block1,count_Block2,count_Block3,count_ErrorFeedback,count_Faster,count_Finish,count_Fixation,count_ISI,count_Instructions1,count_Instructions2,count_Instructions3,count_KeyboardResponse,count_Logger,count_Sequence,count_experiment,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instructions1,response_Instructions2,response_Instructions3,response_KeyboardResponse,response_time,response_time_Finish,response_time_Instructions1,response_time_Instructions2,response_time_Instructions3,response_time_KeyboardResponse,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_ErrorFeedback,time_Faster,time_Finish,time_Fixation,time_ISI,time_Instructions1,time_Instructions2,time_Instructions3,time_KeyboardResponse,time_Logger,time_Sequence,time_experiment,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
81.81818182,81.81818182,481,481,black,legacy,legacy,legacy,0,Incongruent,uniform,0,undefined,0,s,0,0,0,10,10,0,10,10,0,0,0,10,10,10,0,10,Tue Sep 13 19:11:31 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,10,10,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,caps lock,NA,NA,h,382,NA,10058,NA,NA,382,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,11895,NA,NA,19358,NA,NA,29099,28023,1835,NA,NA,29201,29584,29097,1831,29200,Flanker Task,9,5291,11,yes,1024
83.33333333,83.33333333,491.0833333,491.0833333,black,legacy,legacy,legacy,0,Incongruent,uniform,1,undefined,1,h,0,0,0,11,11,0,11,11,0,0,0,11,11,11,0,11,Tue Sep 13 19:11:31 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,11,11,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,caps lock,NA,NA,h,602,NA,10058,NA,NA,602,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,11895,NA,NA,29587,NA,NA,31163,30089,1835,NA,NA,31268,31871,31161,1831,31268,Flanker Task,10,5893,12,yes,1024
84.61538462,84.61538462,499.3076923,499.3076923,black,legacy,legacy,legacy,0,Incongruent,uniform,1,undefined,1,h,0,0,0,12,12,0,12,12,0,0,0,12,12,12,0,12,Tue Sep 13 19:11:31 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,12,12,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,caps lock,NA,NA,h,598,NA,10058,NA,NA,598,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,11895,NA,NA,29587,NA,NA,32937,31875,1835,NA,NA,33039,33637,32935,1831,33039,Flanker Task,11,6491,13,yes,1024
85.71428571,85.71428571,499,499,black,legacy,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,13,13,0,13,13,0,0,0,13,13,13,0,13,Tue Sep 13 19:11:31 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,13,13,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,caps lock,NA,NA,s,495,NA,10058,NA,NA,495,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,11895,NA,NA,29587,NA,NA,34720,33640,1835,NA,NA,34827,35323,34718,1831,34827,Flanker Task,12,6986,14,yes,1024
86.66666667,86.66666667,498,498,black,legacy,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,14,14,0,14,14,0,0,0,14,14,14,0,14,Tue Sep 13 19:11:31 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,14,14,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,caps lock,NA,NA,s,484,NA,10058,NA,NA,484,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,11895,NA,NA,29587,NA,NA,36390,35327,1835,NA,NA,36494,36979,36389,1831,36494,Flanker Task,13,7470,15,yes,1024
87.5,87.5,491.9375,491.9375,black,legacy,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,15,15,0,15,15,0,0,0,15,15,15,0,15,Tue Sep 13 19:11:31 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,15,15,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,caps lock,NA,NA,s,401,NA,10058,NA,NA,401,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,11895,NA,NA,29587,NA,NA,38046,36982,1835,NA,NA,38147,38549,38045,1831,38147,Flanker Task,14,7871,16,yes,1024
88.23529412,88.23529412,489.7058824,489.7058824,black,legacy,legacy,legacy,0,Incongruent,uniform,1,undefined,1,h,0,0,0,16,16,0,16,16,0,0,0,16,16,16,0,16,Tue Sep 13 19:11:31 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,16,16,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,caps lock,NA,NA,h,454,NA,10058,NA,NA,454,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,11895,NA,NA,29587,NA,NA,39614,38553,1835,NA,NA,39718,40172,39612,1831,39718,Flanker Task,15,8325,17,yes,1024
88.88888889,88.88888889,484.2222222,484.2222222,black,legacy,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,17,17,0,17,17,0,0,0,17,17,17,0,17,Tue Sep 13 19:11:31 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,17,17,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,caps lock,NA,NA,s,391,NA,10058,NA,NA,391,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,11895,NA,NA,29587,NA,NA,41260,40177,1835,NA,NA,41365,41757,41258,1831,41365,Flanker Task,16,8716,18,yes,1024
89.47368421,89.47368421,477.7368421,477.7368421,black,legacy,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,18,18,0,18,18,0,0,0,18,18,18,0,18,Tue Sep 13 19:11:31 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,18,18,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,caps lock,NA,NA,h,361,NA,10058,NA,NA,361,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,11895,NA,NA,29587,NA,NA,42823,41761,1835,NA,NA,42927,43289,42821,1831,42927,Flanker Task,17,9077,19,yes,1024
90,90,476.1,476.1,black,legacy,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,19,19,0,19,19,0,0,0,19,19,19,0,19,Tue Sep 13 19:11:31 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,19,19,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,caps lock,NA,NA,s,445,NA,10058,NA,NA,445,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,11895,NA,NA,29587,NA,NA,44352,43292,1835,NA,NA,44456,44901,44350,1831,44456,Flanker Task,18,9522,20,yes,1024
90.47619048,90.47619048,474.3809524,474.3809524,black,legacy,legacy,legacy,0,Incongruent,uniform,1,undefined,1,h,0,0,0,20,20,0,20,20,0,0,0,20,20,20,0,20,Tue Sep 13 19:11:31 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,20,20,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,caps lock,NA,NA,h,440,NA,10058,NA,NA,440,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,11895,NA,NA,29587,NA,NA,45968,44906,1835,NA,NA,46072,46513,45966,1831,46072,Flanker Task,19,9962,21,yes,1024
86.36363636,86.36363636,474.1818182,474.1818182,black,legacy,legacy,legacy,0,Incongruent,uniform,0,undefined,0,h,0,0,0,21,21,0,21,21,0,0,0,21,21,21,0,21,Tue Sep 13 19:11:31 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,21,21,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,caps lock,NA,NA,s,470,NA,10058,NA,NA,470,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,11895,NA,NA,29587,NA,NA,47579,46516,1835,NA,NA,47684,48155,47577,1831,47684,Flanker Task,19,10432,22,yes,1024
86.95652174,86.95652174,476.7391304,476.7391304,black,legacy,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,22,22,0,22,22,0,0,0,22,22,22,0,22,Tue Sep 13 19:11:31 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,22,22,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,caps lock,NA,NA,s,533,NA,10058,NA,NA,533,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,11895,NA,NA,48158,NA,NA,49736,48659,1835,NA,NA,49840,50374,49734,1831,49840,Flanker Task,20,10965,23,yes,1024
87.5,87.5,482.7083333,482.7083333,black,legacy,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,23,23,0,23,23,0,0,0,23,23,23,0,23,Tue Sep 13 19:11:31 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,23,23,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,caps lock,NA,NA,s,620,NA,10058,NA,NA,620,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,11895,NA,NA,48158,NA,NA,51468,50378,1835,NA,NA,51573,52193,51466,1831,51573,Flanker Task,21,11585,24,yes,1024
88,88,485.48,485.48,black,legacy,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,24,24,0,24,24,0,0,0,24,24,24,0,24,Tue Sep 13 19:11:31 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,24,24,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,caps lock,NA,NA,h,552,NA,10058,NA,NA,552,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,11895,NA,NA,48158,NA,NA,53278,52201,1835,NA,NA,53382,53935,53275,1831,53382,Flanker Task,22,12137,25,yes,1024
88.46153846,88.46153846,493.0769231,493.0769231,black,legacy,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,25,25,0,25,25,0,0,0,25,25,25,0,25,Tue Sep 13 19:11:31 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,25,25,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,caps lock,NA,NA,h,683,NA,10058,NA,NA,683,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,11895,NA,NA,48158,NA,NA,54999,53938,1835,NA,NA,55104,55788,54997,1831,55104,Flanker Task,23,12820,26,yes,1024
88.88888889,88.88888889,490.7777778,490.7777778,black,legacy,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,26,26,0,26,26,0,0,0,26,26,26,0,26,Tue Sep 13 19:11:31 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,26,26,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,caps lock,NA,NA,s,431,NA,10058,NA,NA,431,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,11895,NA,NA,48158,NA,NA,56855,55793,1835,NA,NA,56958,57390,56853,1831,56957,Flanker Task,24,13251,27,yes,1024
89.28571429,89.28571429,486.8928571,486.8928571,black,legacy,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,27,27,0,27,27,0,0,0,27,27,27,0,27,Tue Sep 13 19:11:31 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,27,27,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,caps lock,NA,NA,s,382,NA,10058,NA,NA,382,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,11895,NA,NA,48158,NA,NA,58452,57394,1835,NA,NA,58557,58940,58451,1831,58557,Flanker Task,25,13633,28,yes,1024
89.65517241,89.65517241,489.862069,489.862069,black,legacy,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,28,28,0,28,28,0,0,0,28,28,28,0,28,Tue Sep 13 19:11:31 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,28,28,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,caps lock,NA,NA,s,573,NA,10058,NA,NA,573,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,11895,NA,NA,48158,NA,NA,60013,58944,1835,NA,NA,60117,60691,60011,1831,60117,Flanker Task,26,14206,29,yes,1024
90,90,489.1666667,489.1666667,black,legacy,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,29,29,0,29,29,0,0,0,29,29,29,0,29,Tue Sep 13 19:11:31 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,29,29,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,caps lock,NA,NA,s,469,NA,10058,NA,NA,469,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,11895,NA,NA,48158,NA,NA,61756,60694,1835,NA,NA,61857,62327,61755,1831,61857,Flanker Task,27,14675,30,yes,1024
90.32258065,90.32258065,488.7096774,488.7096774,black,legacy,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,30,30,0,30,30,0,0,0,30,30,30,0,30,Tue Sep 13 19:11:31 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,30,30,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,caps lock,NA,NA,s,475,NA,10058,NA,NA,475,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,11895,NA,NA,48158,NA,NA,63393,62331,1835,NA,NA,63494,63970,63390,1831,63494,Flanker Task,28,15150,31,yes,1024
