acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instructions1,correct_KeyboardResponse,correct_response,count_Block1,count_Block2,count_Block3,count_ErrorFeedback,count_Faster,count_Finish,count_Fixation,count_ISI,count_Instructions1,count_Instructions2,count_Instructions3,count_KeyboardResponse,count_Logger,count_Sequence,count_experiment,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instructions1,response_Instructions2,response_Instructions3,response_KeyboardResponse,response_time,response_time_Finish,response_time_Instructions1,response_time_Instructions2,response_time_Instructions3,response_time_KeyboardResponse,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_ErrorFeedback,time_Faster,time_Finish,time_Fixation,time_ISI,time_Instructions1,time_Instructions2,time_Instructions3,time_KeyboardResponse,time_Logger,time_Sequence,time_experiment,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
94.11764706,94.11764706,442.7647059,442.7647059,black,legacy,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,16,16,0,16,16,0,0,0,16,16,16,0,16,Tue Sep 13 18:16:06 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,16,16,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,s,NA,NA,s,419,NA,1045,NA,NA,419,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,2995,NA,NA,3669,NA,NA,30198,29077,1949,NA,NA,30303,30723,30196,1946,30303,Flanker Task,16,7527,17,yes,1024
94.44444444,94.44444444,440.3333333,440.3333333,black,legacy,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,17,17,0,17,17,0,0,0,17,17,17,0,17,Tue Sep 13 18:16:06 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,17,17,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,s,NA,NA,s,399,NA,1045,NA,NA,399,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,2995,NA,NA,3669,NA,NA,31834,30737,1949,NA,NA,31940,32340,31832,1946,31940,Flanker Task,17,7926,18,yes,1024
94.73684211,94.73684211,437.1052632,437.1052632,black,legacy,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,18,18,0,18,18,0,0,0,18,18,18,0,18,Tue Sep 13 18:16:06 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,18,18,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,s,NA,NA,s,379,NA,1045,NA,NA,379,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,2995,NA,NA,3669,NA,NA,33433,32355,1949,NA,NA,33538,33917,33430,1946,33538,Flanker Task,18,8305,19,yes,1024
95,95,435.45,435.45,black,legacy,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,19,19,0,19,19,0,0,0,19,19,19,0,19,Tue Sep 13 18:16:06 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,19,19,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,s,NA,NA,s,404,NA,1045,NA,NA,404,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,2995,NA,NA,3669,NA,NA,35032,33931,1949,NA,NA,35138,35544,35030,1946,35138,Flanker Task,19,8709,20,yes,1024
95.23809524,95.23809524,433.3333333,433.3333333,black,legacy,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,20,20,0,20,20,0,0,0,20,20,20,0,20,Tue Sep 13 18:16:06 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,20,20,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,s,NA,NA,s,391,NA,1045,NA,NA,391,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,2995,NA,NA,3669,NA,NA,36652,35558,1949,NA,NA,36753,37145,36650,1946,36753,Flanker Task,20,9100,21,yes,1024
95.45454545,95.45454545,429.7272727,429.7272727,black,legacy,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,21,21,0,21,21,0,0,0,21,21,21,0,21,Tue Sep 13 18:16:06 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,21,21,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,s,NA,NA,s,354,NA,1045,NA,NA,354,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,2995,NA,NA,3669,NA,NA,38255,37159,1949,NA,NA,38364,38719,38253,1946,38364,Flanker Task,21,9454,22,yes,1024
95.65217391,95.65217391,430.3913043,430.3913043,black,legacy,legacy,legacy,0,Incongruent,uniform,1,undefined,1,h,0,0,0,22,22,0,22,22,0,0,0,22,22,22,0,22,Tue Sep 13 18:16:06 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,22,22,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,s,NA,NA,h,445,NA,1045,NA,NA,445,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,2995,NA,NA,3669,NA,NA,39836,38733,1949,NA,NA,39942,40388,39834,1946,39941,Flanker Task,22,9899,23,yes,1024
95.83333333,95.83333333,431.3333333,431.3333333,black,legacy,legacy,legacy,0,Incongruent,uniform,1,undefined,1,h,0,0,0,23,23,0,23,23,0,0,0,23,23,23,0,23,Tue Sep 13 18:16:06 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,23,23,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,s,NA,NA,h,453,NA,1045,NA,NA,453,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,2995,NA,NA,3669,NA,NA,41507,40400,1949,NA,NA,41613,42067,41504,1946,41611,Flanker Task,23,10352,24,yes,1024
96,96,429.6,429.6,black,legacy,legacy,legacy,0,Incongruent,uniform,1,undefined,1,h,0,0,0,24,24,0,24,24,0,0,0,24,24,24,0,24,Tue Sep 13 18:16:06 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,24,24,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,s,NA,NA,h,388,NA,1045,NA,NA,388,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,2995,NA,NA,3669,NA,NA,43178,42079,1949,NA,NA,43284,43672,43177,1946,43284,Flanker Task,24,10740,25,yes,1024
96.15384615,96.15384615,426.9615385,426.9615385,black,legacy,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,25,25,0,25,25,0,0,0,25,25,25,0,25,Tue Sep 13 18:16:06 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,25,25,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,s,NA,NA,s,361,NA,1045,NA,NA,361,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,2995,NA,NA,3669,NA,NA,44776,43686,1949,NA,NA,44882,45244,44774,1946,44881,Flanker Task,25,11101,26,yes,1024
96.2962963,96.2962963,424.2592593,424.2592593,black,legacy,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,26,26,0,26,26,0,0,0,26,26,26,0,26,Tue Sep 13 18:16:06 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,26,26,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,s,NA,NA,h,354,NA,1045,NA,NA,354,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,2995,NA,NA,3669,NA,NA,46336,45257,1949,NA,NA,46441,46796,46334,1946,46441,Flanker Task,26,11455,27,yes,1024
96.42857143,96.42857143,423.0714286,423.0714286,black,legacy,legacy,legacy,0,Congruent,uniform,1,undefined,1,h,0,0,0,27,27,0,27,27,0,0,0,27,27,27,0,27,Tue Sep 13 18:16:06 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,27,27,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,s,NA,NA,h,391,NA,1045,NA,NA,391,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,2995,NA,NA,3669,NA,NA,47887,46810,1949,NA,NA,47992,48384,47886,1946,47992,Flanker Task,27,11846,28,yes,1024
96.55172414,96.55172414,420.9655172,420.9655172,black,legacy,legacy,legacy,0,Congruent,uniform,1,undefined,1,s,0,0,0,28,28,0,28,28,0,0,0,28,28,28,0,28,Tue Sep 13 18:16:06 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,28,28,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,s,NA,NA,s,362,NA,1045,NA,NA,362,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,2995,NA,NA,3669,NA,NA,49500,48389,1949,NA,NA,49606,49970,49498,1946,49606,Flanker Task,28,12208,29,yes,1024
96.66666667,96.66666667,423.1333333,423.1333333,black,legacy,legacy,legacy,0,Incongruent,uniform,1,undefined,1,h,0,0,0,29,29,0,29,29,0,0,0,29,29,29,0,29,Tue Sep 13 18:16:06 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,29,29,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,s,NA,NA,h,486,NA,1045,NA,NA,486,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,2995,NA,NA,3669,NA,NA,51084,49983,1949,NA,NA,51189,51676,51082,1946,51189,Flanker Task,29,12694,30,yes,1024
93.5483871,93.5483871,422.3548387,422.3548387,black,legacy,legacy,legacy,0,Incongruent,uniform,0,undefined,0,s,0,0,0,30,30,0,30,30,0,0,0,30,30,30,0,30,Tue Sep 13 18:16:06 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,30,30,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,s,NA,NA,h,399,NA,1045,NA,NA,399,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,2995,NA,NA,3669,NA,NA,52785,51689,1949,NA,NA,52892,53292,52783,1946,52892,Flanker Task,29,13093,31,yes,1024
93.75,93.75,421.75,421.75,black,legacy,legacy,legacy,0,Incongruent,uniform,1,undefined,1,s,0,0,0,31,31,0,31,31,0,0,0,31,31,31,0,31,Tue Sep 13 18:16:06 2022,1500,The main experiment item,yes,Lab 2.1 FlankerTask.osexp,C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT,no,mono,no,18,no,white,no,no,768,legacy,31,31,C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/MM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,s,NA,NA,s,403,NA,1045,NA,NA,403,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,2995,NA,NA,53305,NA,NA,54913,53821,1949,NA,NA,55018,55421,54912,1946,55018,Flanker Task,30,13496,32,yes,1024
