condition,acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Instructions2,count_block1,count_block2,count_block3,count_errorfeedback,count_experiment,count_faster,count_finish,count_fixation,count_instructions1,count_instructions3,count_isi,count_keyboard_response,count_logger,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Instructions2,response_finish,response_instructions1,response_instructions3,response_keyboard_response,response_time,response_time_Instructions2,response_time_finish,response_time_instructions1,response_time_instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Instructions2,time_block1,time_block2,time_block3,time_errorfeedback,time_experiment,time_faster,time_finish,time_fixation,time_instructions1,time_instructions3,time_isi,time_keyboard_response,time_logger,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
incongruent,90.90909091,90.90909091,692.0142444,692.0142444,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,10,0,10,0,10,0,0,10,10,10,10,10,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,10,10,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,575.349685,NA,NA,15079.06033,NA,575.349685,2,psycho,1024,2,48000,-16,experiment,HHSHH,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,39894.7292,4344.791823,NA,38760.88327,40011.64231,40588.9358,39870.73897,40010.79341,Flanker Task,10,7612.156688,11,yes,1024
congruent,91.66666667,91.66666667,676.84834,676.84834,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,11,0,11,0,11,0,0,11,11,11,11,11,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,11,11,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,510.023392,NA,NA,15079.06033,NA,510.023392,2,psycho,1024,2,48000,-16,experiment,SSSSS,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,41744.18909,4344.791823,NA,40610.80688,41861.91084,42373.86128,41719.88995,41860.8047,Flanker Task,11,8122.18008,12,yes,1024
congruent,92.30769231,92.30769231,656.7719943,656.7719943,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,12,0,12,0,12,0,0,12,12,12,12,12,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,12,12,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,415.855846,NA,NA,15079.06033,NA,415.855846,2,psycho,1024,2,48000,-16,experiment,SSSSS,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,43527.61921,4344.791823,NA,42394.21895,43645.32627,44063.12174,43502.02896,43644.23887,Flanker Task,12,8538.035926,13,yes,1024
congruent,92.85714286,92.85714286,639.0799276,639.0799276,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,13,0,13,0,13,0,0,13,13,13,13,13,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,13,13,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,409.08306,NA,NA,15079.06033,NA,409.08306,2,psycho,1024,2,48000,-16,experiment,SSSSS,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,45210.89856,4344.791823,NA,44077.47905,45328.63224,45739.76372,45187.31855,45327.49923,Flanker Task,13,8947.118986,14,yes,1024
incongruent,93.33333333,93.33333333,640.4947827,640.4947827,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,14,0,14,0,14,0,0,14,14,14,14,14,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,14,14,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,660.302755,NA,NA,15079.06033,NA,660.302755,2,psycho,1024,2,48000,-16,experiment,HHSHH,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,46894.22973,4344.791823,NA,45760.82352,47011.14193,47673.36449,46870.65336,47010.71589,Flanker Task,14,9607.421741,15,yes,1024
congruent,93.75,93.75,632.6021021,632.6021021,black,psycho,psycho,psycho,0,uniform,1,undefined,1,h,0,0,0,0,15,0,15,0,15,0,0,15,15,15,15,15,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,15,15,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,514.211893,NA,NA,15079.06033,NA,514.211893,2,psycho,1024,2,48000,-16,experiment,HHHHH,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,48828.41472,4344.791823,NA,47694.08521,48944.7153,49460.96489,48802.38008,48944.06783,Flanker Task,15,10121.63363,16,yes,1024
congruent,94.11764706,94.11764706,620.4095886,620.4095886,black,psycho,psycho,psycho,0,uniform,1,undefined,1,h,0,0,0,0,16,0,16,0,16,0,0,16,16,16,16,16,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,16,16,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,425.329372,NA,NA,15079.06033,NA,425.329372,2,psycho,1024,2,48000,-16,experiment,HHHHH,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,50610.71055,4344.791823,NA,49477.88843,50728.47791,51155.69177,50585.24339,50727.38396,Flanker Task,16,10546.96301,17,yes,1024
incongruent,94.44444444,94.44444444,613.9599939,613.9599939,black,psycho,psycho,psycho,0,uniform,1,undefined,1,h,0,0,0,0,17,0,17,0,17,0,0,17,17,17,17,17,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,17,17,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,504.316884,NA,NA,15079.06033,NA,504.316884,2,psycho,1024,2,48000,-16,experiment,SSHSS,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,52310.69075,4344.791823,NA,51177.39608,52428.44173,52935.00413,52287.96766,52427.3723,Flanker Task,17,11051.27989,18,yes,1024
incongruent,94.73684211,94.73684211,606.5430971,606.5430971,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,18,0,18,0,18,0,0,18,18,18,18,18,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,18,18,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,473.038955,NA,NA,15079.06033,NA,473.038955,2,psycho,1024,2,48000,-16,experiment,HHSHH,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,54078.48135,4344.791823,NA,52944.20204,54194.78385,54669.81514,54054.37865,54194.14196,Flanker Task,18,11524.31884,19,yes,1024
congruent,95,95,630.3165889,630.3165889,black,psycho,psycho,psycho,0,uniform,1,undefined,1,h,0,0,0,0,19,0,19,0,19,0,0,19,19,19,19,19,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,19,19,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,1082.012933,NA,NA,15079.06033,NA,1082.012933,2,psycho,1024,2,48000,-16,experiment,HHHHH,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,55810.71029,4344.791823,NA,54679.29254,55928.61793,57012.73594,55788.51,55927.45438,Flanker Task,19,12606.33178,20,yes,1024
incongruent,95.23809524,95.23809524,650.3255647,650.3255647,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,20,0,20,0,20,0,0,20,20,20,20,20,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,20,20,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,1050.505081,NA,NA,15079.06033,NA,1050.505081,2,psycho,1024,2,48000,-16,experiment,HHSHH,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,58160.73353,4344.791823,NA,57027.47534,58278.44598,59331.01514,58136.3119,58277.34247,Flanker Task,20,13656.83686,21,yes,1024
incongruent,95.45454545,95.45454545,674.2366934,674.2366934,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,21,0,21,0,21,0,0,21,21,21,21,21,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,21,21,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,1176.370396,NA,NA,15079.06033,NA,1176.370396,2,psycho,1024,2,48000,-16,experiment,HHSHH,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,60477.3448,4344.791823,NA,59344.4166,60594.08169,61772.84801,60454.78059,60593.60159,Flanker Task,21,14833.20725,22,yes,1024
congruent,95.65217391,95.65217391,669.9015663,669.9015663,black,psycho,psycho,psycho,0,uniform,1,undefined,1,h,0,0,0,0,22,0,22,0,22,0,0,22,22,22,22,22,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,22,22,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,574.528771,NA,NA,15079.06033,NA,574.528771,2,psycho,1024,2,48000,-16,experiment,HHHHH,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,62910.63133,4344.791823,NA,61794.56593,63028.59139,63605.40526,62886.33862,63027.33455,Flanker Task,22,15407.73603,23,yes,1024
incongruent,95.83333333,95.83333333,677.9937693,677.9937693,black,psycho,psycho,psycho,0,uniform,1,undefined,1,h,0,0,0,0,23,0,23,0,23,0,0,23,23,23,23,23,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,23,23,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,864.114437,NA,NA,15079.06033,NA,864.114437,2,psycho,1024,2,48000,-16,experiment,SSHSS,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,64761.6663,4344.791823,NA,63627.12264,64877.89948,65745.26289,64737.3057,64877.25503,Flanker Task,23,16271.85046,24,yes,1024
incongruent,96,96,680.3347761,680.3347761,black,psycho,psycho,psycho,0,uniform,1,undefined,1,h,0,0,0,0,24,0,24,0,24,0,0,24,24,24,24,24,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,24,24,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,736.51894,NA,NA,15079.06033,NA,736.51894,2,psycho,1024,2,48000,-16,experiment,SSHSS,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,66926.99186,4344.791823,NA,65760.61916,67044.9807,67783.49078,66896.3528,67043.81043,Flanker Task,24,17008.3694,25,yes,1024
incongruent,96.15384615,96.15384615,670.2411935,670.2411935,black,psycho,psycho,psycho,0,uniform,1,undefined,1,h,0,0,0,0,25,0,25,0,25,0,0,25,25,25,25,25,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,25,25,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,417.901629,NA,NA,15079.06033,NA,417.901629,2,psycho,1024,2,48000,-16,experiment,SSHSS,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,68926.94351,4344.791823,NA,67793.9442,69044.36536,69464.46904,68904.97802,69043.48773,Flanker Task,25,17426.27103,26,yes,1024
incongruent,96.2962963,96.2962963,660.0880785,660.0880785,black,psycho,psycho,psycho,0,uniform,1,undefined,1,h,0,0,0,0,26,0,26,0,26,0,0,26,26,26,26,26,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,26,26,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,396.107087,NA,NA,15079.06033,NA,396.107087,2,psycho,1024,2,48000,-16,experiment,SSHSS,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,70610.45943,4344.791823,NA,69477.65347,70728.2548,71127.14643,70587.05655,70727.0447,Flanker Task,26,17822.37812,27,yes,1024
incongruent,96.42857143,96.42857143,655.2048523,655.2048523,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,27,0,27,0,27,0,0,27,27,27,27,27,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,27,27,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,523.357745,NA,NA,15079.06033,NA,523.357745,2,psycho,1024,2,48000,-16,experiment,HHSHH,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,72277.08493,4344.791823,NA,71143.43451,72394.9378,72920.3587,72251.20959,72393.73985,Flanker Task,27,18345.73586,28,yes,1024
incongruent,96.55172414,96.55172414,648.3942778,648.3942778,black,psycho,psycho,psycho,0,uniform,1,undefined,1,h,0,0,0,0,28,0,28,0,28,0,0,28,28,28,28,28,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,28,28,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,457.698193,NA,NA,15079.06033,NA,457.698193,2,psycho,1024,2,48000,-16,experiment,SSHSS,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,74060.88471,4344.791823,NA,72943.72718,74178.40729,74638.15623,74051.1106,74177.11923,Flanker Task,28,18803.43406,29,yes,1024
congruent,96.66666667,96.66666667,647.4980238,647.4980238,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,29,0,29,0,29,0,0,29,29,29,29,29,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,29,29,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,621.506657,NA,NA,15079.06033,NA,621.506657,2,psycho,1024,2,48000,-16,experiment,SSSSS,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,75779.29592,4344.791823,NA,74660.49584,75894.4886,76517.96975,75767.71148,75893.84382,Flanker Task,29,19424.94071,30,yes,1024
