Stimulus,acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Block3,count_ErrorFeedback,count_ISI,count_Logger,count_block1,count_block2,count_experiment,count_faster,count_finish,count_fixation,count_instruction2,count_instructions1,count_instructions3,count_keyboard_response,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instruction2,response_instructions1,response_instructions3,response_keyboard_response,response_time,response_time_finish,response_time_instruction2,response_time_instructions1,response_time_instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,time_Block3,time_ErrorFeedback,time_ISI,time_Logger,time_block1,time_block2,time_experiment,time_faster,time_finish,time_fixation,time_instruction2,time_instructions1,time_instructions3,time_keyboard_response,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
SSSSS,100,100,510.3076923,510.3076923,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,25,25,25,0,0,0,25,0,25,0,0,0,25,25,25,Sun Sep 13 09:33:13 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/Owner/Documents,no,mono,no,18,no,white,no,yes,768,legacy,25,25,C:/Users/Owner/Documents/KJPsubject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,473,NA,NA,8694,NA,473,2,legacy,1024,2,48000,-16,experiment,0,even,NA,NA,53336,55012,11499,NA,2800,NA,NA,54436,NA,2804,NA,54539,54435,54538,Flanker Test,26,13268,26,yes,1024
SSHSS,100,100,510.037037,510.037037,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,26,26,26,0,0,0,26,0,26,0,0,0,26,26,26,Sun Sep 13 09:33:13 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/Owner/Documents,no,mono,no,18,no,white,no,yes,768,legacy,26,26,C:/Users/Owner/Documents/KJPsubject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,503,NA,NA,8694,NA,503,2,legacy,1024,2,48000,-16,experiment,0,even,NA,NA,55016,56721,11499,NA,2800,NA,NA,56114,NA,2804,NA,56216,56112,56216,Flanker Test,27,13771,27,yes,1024
HHSHH,100,100,510.4285714,510.4285714,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,27,27,27,0,0,0,27,0,27,0,0,0,27,27,27,Sun Sep 13 09:33:13 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/Owner/Documents,no,mono,no,18,no,white,no,yes,768,legacy,27,27,C:/Users/Owner/Documents/KJPsubject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,521,NA,NA,8694,NA,521,2,legacy,1024,2,48000,-16,experiment,0,even,NA,NA,56724,58438,11499,NA,2800,NA,NA,57813,NA,2804,NA,57916,57812,57916,Flanker Test,28,14292,28,yes,1024
SSHSS,100,100,510.2413793,510.2413793,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,28,28,28,0,0,0,28,0,28,0,0,0,28,28,28,Sun Sep 13 09:33:13 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/Owner/Documents,no,mono,no,18,no,white,no,yes,768,legacy,28,28,C:/Users/Owner/Documents/KJPsubject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,505,NA,NA,8694,NA,505,2,legacy,1024,2,48000,-16,experiment,0,even,NA,NA,58442,60155,11499,NA,2800,NA,NA,59547,NA,2804,NA,59648,59545,59648,Flanker Test,29,14797,29,yes,1024
SSHSS,100,100,510.1333333,510.1333333,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,29,29,29,0,0,0,29,0,29,0,0,0,29,29,29,Sun Sep 13 09:33:13 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/Owner/Documents,no,mono,no,18,no,white,no,yes,768,legacy,29,29,C:/Users/Owner/Documents/KJPsubject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,507,NA,NA,8694,NA,507,2,legacy,1024,2,48000,-16,experiment,0,even,NA,NA,60159,61869,11499,NA,2800,NA,NA,61260,NA,2804,NA,61361,61258,61361,Flanker Test,30,15304,30,yes,1024
HHHHH,100,100,509.6774194,509.6774194,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,30,30,30,0,0,0,30,0,30,0,0,0,30,30,30,Sun Sep 13 09:33:13 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/Owner/Documents,no,mono,no,18,no,white,no,yes,768,legacy,30,30,C:/Users/Owner/Documents/KJPsubject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,496,NA,NA,8694,NA,496,2,legacy,1024,2,48000,-16,experiment,0,even,NA,NA,61872,63573,11499,NA,2800,NA,NA,62974,NA,2804,NA,63076,62972,63076,Flanker Test,31,15800,31,yes,1024
HHHHH,100,100,507.15625,507.15625,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,31,31,31,0,0,0,31,0,31,0,0,0,31,31,31,Sun Sep 13 09:33:13 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/Owner/Documents,no,mono,no,18,no,white,no,yes,768,legacy,31,31,C:/Users/Owner/Documents/KJPsubject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,429,NA,NA,8694,NA,429,2,legacy,1024,2,48000,-16,experiment,0,even,NA,NA,63576,65214,11499,NA,2800,NA,NA,64679,NA,2804,NA,64783,64677,64783,Flanker Test,32,16229,32,yes,1024
HHSHH,100,100,507.5454545,507.5454545,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,32,32,32,0,0,0,32,0,32,0,0,0,32,32,32,Sun Sep 13 09:33:13 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/Owner/Documents,no,mono,no,18,no,white,no,yes,768,legacy,32,32,C:/Users/Owner/Documents/KJPsubject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,520,NA,NA,8694,NA,520,2,legacy,1024,2,48000,-16,experiment,0,even,NA,NA,65217,66924,11499,NA,2800,NA,NA,66300,NA,2804,NA,66404,66298,66404,Flanker Test,33,16749,33,yes,1024
SSSSS,100,100,505.2352941,505.2352941,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,33,33,33,0,0,0,33,0,33,0,0,0,33,33,33,Sun Sep 13 09:33:13 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/Owner/Documents,no,mono,no,18,no,white,no,yes,768,legacy,33,33,C:/Users/Owner/Documents/KJPsubject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,429,NA,NA,8694,NA,429,2,legacy,1024,2,48000,-16,experiment,0,even,NA,NA,66928,68561,11499,NA,2800,NA,NA,68027,NA,2804,NA,68130,68026,68130,Flanker Test,34,17178,34,yes,1024
HHSHH,100,100,504.3428571,504.3428571,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,34,34,34,0,0,0,34,0,34,0,0,0,34,34,34,Sun Sep 13 09:33:13 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/Owner/Documents,no,mono,no,18,no,white,no,yes,768,legacy,34,34,C:/Users/Owner/Documents/KJPsubject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,474,NA,NA,8694,NA,474,2,legacy,1024,2,48000,-16,experiment,0,even,NA,NA,68564,70247,11499,NA,2800,NA,NA,69671,NA,2804,NA,69772,69670,69772,Flanker Test,35,17652,35,yes,1024
HHHHH,100,100,502.8333333,502.8333333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,35,35,35,0,0,0,35,0,35,0,0,0,35,35,35,Sun Sep 13 09:33:13 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/Owner/Documents,no,mono,no,18,no,white,no,yes,768,legacy,35,35,C:/Users/Owner/Documents/KJPsubject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,450,NA,NA,8694,NA,450,2,legacy,1024,2,48000,-16,experiment,0,even,NA,NA,70251,71904,11499,NA,2800,NA,NA,71352,NA,2804,NA,71453,71350,71453,Flanker Test,36,18102,36,yes,1024
SSSSS,100,100,503.5135135,503.5135135,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,36,36,36,0,0,0,36,0,36,0,0,0,36,36,36,Sun Sep 13 09:33:13 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/Owner/Documents,no,mono,no,18,no,white,no,yes,768,legacy,36,36,C:/Users/Owner/Documents/KJPsubject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,528,NA,NA,8694,NA,528,2,legacy,1024,2,48000,-16,experiment,0,even,NA,NA,71906,73638,11499,NA,2800,NA,NA,73005,NA,2804,NA,73109,73003,73109,Flanker Test,37,18630,37,yes,1024
