acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instructions1,correct_Keyboard_Response,correct_response,count_ErrorFeedback,count_Faster,count_Finish,count_Fixation,count_ISI,count_Instructions1,count_Instructions3,count_Keyboard_Response,count_Sequence,count_Stimulus,count_block1,count_block2,count_block3,count_experiment,count_instructions2,count_new_logger,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instructions1,response_Instructions3,response_Keyboard_Response,response_instructions2,response_time,response_time_Finish,response_time_Instructions1,response_time_Instructions3,response_time_Keyboard_Response,response_time_instructions2,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_ErrorFeedback,time_Faster,time_Finish,time_Fixation,time_ISI,time_Instructions1,time_Instructions3,time_Keyboard_Response,time_Sequence,time_Stimulus,time_block1,time_block2,time_block3,time_experiment,time_instructions2,time_new_logger,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
90.90909091,90.90909091,526.1818182,526.1818182,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,10,10,0,10,10,0,0,10,10,10,0,0,0,0,0,10,Sat Sep 12 16:31:18 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv,no,mono,no,18,no,white,no,no,768,legacy,10,10,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/CMK subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,h,NA,526,NA,39948,NA,526,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,0,even,47926,NA,NA,65022,63788,4955,NA,65129,65016,65129,44906,NA,NA,4949,NA,65657,Flanker Task,10,5788,11,yes,1024
91.66666667,91.66666667,524.5833333,524.5833333,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,11,11,0,11,11,0,0,11,11,11,0,0,0,0,0,11,Sat Sep 12 16:31:18 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv,no,mono,no,18,no,white,no,no,768,legacy,11,11,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/CMK subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,507,NA,39948,NA,507,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,0,even,47926,NA,NA,67093,65862,4955,NA,67197,67087,67197,44906,NA,NA,4949,NA,67706,Flanker Task,11,6295,12,yes,1024
92.30769231,92.30769231,520.3076923,520.3076923,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,12,12,0,12,12,0,0,12,12,12,0,0,0,0,0,12,Sat Sep 12 16:31:18 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv,no,mono,no,18,no,white,no,no,768,legacy,12,12,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/CMK subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,469,NA,39948,NA,469,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,0,even,47926,NA,NA,68993,67766,4955,NA,69099,68987,69099,44906,NA,NA,4949,NA,69569,Flanker Task,12,6764,13,yes,1024
92.85714286,92.85714286,516.6428571,516.6428571,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,13,13,0,13,13,0,0,13,13,13,0,0,0,0,0,13,Sat Sep 12 16:31:18 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv,no,mono,no,18,no,white,no,no,768,legacy,13,13,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/CMK subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,h,NA,469,NA,39948,NA,469,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,0,even,47926,NA,NA,70923,69633,4955,NA,71027,70918,71026,44906,NA,NA,4949,NA,71498,Flanker Task,13,7233,14,yes,1024
93.33333333,93.33333333,520.2,520.2,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,14,14,0,14,14,0,0,14,14,14,0,0,0,0,0,14,Sat Sep 12 16:31:18 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv,no,mono,no,18,no,white,no,no,768,legacy,14,14,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/CMK subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,h,NA,570,NA,39948,NA,570,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,0,even,47926,NA,NA,72790,71555,4955,NA,72901,72785,72901,44906,NA,NA,4949,NA,73473,Flanker Task,14,7803,15,yes,1024
93.75,93.75,516.625,516.625,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,15,15,0,15,15,0,0,15,15,15,0,0,0,0,0,15,Sat Sep 12 16:31:18 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv,no,mono,no,18,no,white,no,no,768,legacy,15,15,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/CMK subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,h,NA,463,NA,39948,NA,463,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,0,even,47926,NA,NA,74769,73532,4955,NA,74873,74764,74873,44906,NA,NA,4949,NA,75338,Flanker Task,15,8266,16,yes,1024
94.11764706,94.11764706,516.2352941,516.2352941,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,16,16,0,16,16,0,0,16,16,16,0,0,0,0,0,16,Sat Sep 12 16:31:18 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv,no,mono,no,18,no,white,no,no,768,legacy,16,16,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/CMK subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,510,NA,39948,NA,510,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,0,even,47926,NA,NA,76593,75366,4955,NA,76697,76587,76696,44906,NA,NA,4949,NA,77209,Flanker Task,16,8776,17,yes,1024
94.44444444,94.44444444,516.7777778,516.7777778,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,17,17,0,17,17,0,0,17,17,17,0,0,0,0,0,17,Sat Sep 12 16:31:18 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv,no,mono,no,18,no,white,no,no,768,legacy,17,17,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/CMK subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,526,NA,39948,NA,526,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,0,even,47926,NA,NA,78586,77283,4955,NA,78690,78580,78689,44906,NA,NA,4949,NA,79217,Flanker Task,17,9302,18,yes,1024
94.73684211,94.73684211,515.1052632,515.1052632,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,18,18,0,18,18,0,0,18,18,18,0,0,0,0,0,18,Sat Sep 12 16:31:18 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv,no,mono,no,18,no,white,no,no,768,legacy,18,18,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/CMK subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,h,NA,485,NA,39948,NA,485,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,0,even,47926,NA,NA,80469,79243,4955,NA,80579,80464,80579,44906,NA,NA,4949,NA,81066,Flanker Task,18,9787,19,yes,1024
95,95,515.45,515.45,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,19,19,0,19,19,0,0,19,19,19,0,0,0,0,0,19,Sat Sep 12 16:31:18 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv,no,mono,no,18,no,white,no,no,768,legacy,19,19,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/CMK subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,522,NA,39948,NA,522,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,0,even,47926,NA,NA,82325,81099,4955,NA,82430,82320,82430,44906,NA,NA,4949,NA,82954,Flanker Task,19,10309,20,yes,1024
95.23809524,95.23809524,513.047619,513.047619,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,20,20,0,20,20,0,0,20,20,20,0,0,0,0,0,20,Sat Sep 12 16:31:18 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv,no,mono,no,18,no,white,no,no,768,legacy,20,20,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/CMK subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,h,NA,465,NA,39948,NA,465,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,0,even,47926,NA,NA,84246,83022,4955,NA,84351,84241,84351,44906,NA,NA,4949,NA,84818,Flanker Task,20,10774,21,yes,1024
95.45454545,95.45454545,511.9545455,511.9545455,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,21,21,0,21,21,0,0,21,21,21,0,0,0,0,0,21,Sat Sep 12 16:31:18 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv,no,mono,no,18,no,white,no,no,768,legacy,21,21,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/CMK subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,h,NA,489,NA,39948,NA,489,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,0,even,47926,NA,NA,86150,84855,4955,NA,86255,86145,86255,44906,NA,NA,4949,NA,86746,Flanker Task,21,11263,22,yes,1024
95.65217391,95.65217391,514.3478261,514.3478261,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,22,22,0,22,22,0,0,22,22,22,0,0,0,0,0,22,Sat Sep 12 16:31:18 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv,no,mono,no,18,no,white,no,no,768,legacy,22,22,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/CMK subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,h,NA,567,NA,39948,NA,567,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,0,even,47926,NA,NA,88020,86789,4955,NA,88129,88015,88129,44906,NA,NA,4949,NA,88698,Flanker Task,22,11830,23,yes,1024
95.83333333,95.83333333,512.25,512.25,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,23,23,0,23,23,0,0,23,23,23,0,0,0,0,0,23,Sat Sep 12 16:31:18 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv,no,mono,no,18,no,white,no,no,768,legacy,23,23,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/CMK subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,h,NA,464,NA,39948,NA,464,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,0,even,47926,NA,NA,89993,88766,4955,NA,90097,89987,90096,44906,NA,NA,4949,NA,90563,Flanker Task,23,12294,24,yes,1024
96,96,514.84,514.84,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,24,24,0,24,24,0,0,24,24,24,0,0,0,0,0,24,Sat Sep 12 16:31:18 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv,no,mono,no,18,no,white,no,no,768,legacy,24,24,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/CMK subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,577,NA,39948,NA,577,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,0,even,47926,NA,NA,91856,90634,4955,NA,91963,91850,91962,44906,NA,NA,4949,NA,92541,Flanker Task,24,12871,25,yes,1024
96.15384615,96.15384615,518.8846154,518.8846154,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,25,25,0,25,25,0,0,25,25,25,0,0,0,0,0,25,Sat Sep 12 16:31:18 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv,no,mono,no,18,no,white,no,no,768,legacy,25,25,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/CMK subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,620,NA,39948,NA,620,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,0,even,47926,NA,NA,93884,92622,4955,NA,93988,93879,93988,44906,NA,NA,4949,NA,94610,Flanker Task,25,13491,26,yes,1024
96.2962963,96.2962963,521.1851852,521.1851852,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,26,26,0,26,26,0,0,26,26,26,0,0,0,0,0,26,Sat Sep 12 16:31:18 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv,no,mono,no,18,no,white,no,no,768,legacy,26,26,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/CMK subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,581,NA,39948,NA,581,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,0,even,47926,NA,NA,95970,94667,4955,NA,96075,95965,96075,44906,NA,NA,4949,NA,96658,Flanker Task,26,14072,27,yes,1024
96.42857143,96.42857143,518.8928571,518.8928571,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,27,27,0,27,27,0,0,27,27,27,0,0,0,0,0,27,Sat Sep 12 16:31:18 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv,no,mono,no,18,no,white,no,no,768,legacy,27,27,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/CMK subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,457,NA,39948,NA,457,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,0,even,47926,NA,NA,97957,96722,4955,NA,98062,97952,98062,44906,NA,NA,4949,NA,98522,Flanker Task,27,14529,28,yes,1024
96.55172414,96.55172414,521.9310345,521.9310345,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,28,28,0,28,28,0,0,28,28,28,0,0,0,0,0,28,Sat Sep 12 16:31:18 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv,no,mono,no,18,no,white,no,no,768,legacy,28,28,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/CMK subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,h,NA,607,NA,39948,NA,607,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,0,even,47926,NA,NA,99785,98544,4955,NA,99889,99779,99888,44906,NA,NA,4949,NA,100498,Flanker Task,28,15136,29,yes,1024
96.66666667,96.66666667,532.7333333,532.7333333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,29,29,0,29,29,0,0,29,29,29,0,0,0,0,0,29,Sat Sep 12 16:31:18 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv,no,mono,no,18,no,white,no,no,768,legacy,29,29,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/CMK subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,846,NA,39948,NA,846,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,0,even,47926,NA,NA,101794,100566,4955,NA,101898,101789,101898,44906,NA,NA,4949,NA,102746,Flanker Task,29,15982,30,yes,1024
96.77419355,96.77419355,531.0967742,531.0967742,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,30,30,0,30,30,0,0,30,30,30,0,0,0,0,0,30,Sat Sep 12 16:31:18 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv,no,mono,no,18,no,white,no,no,768,legacy,30,30,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/CMK subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,h,NA,482,NA,39948,NA,482,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,0,even,47926,NA,NA,104046,102811,4955,NA,104150,104040,104150,44906,NA,NA,4949,NA,104634,Flanker Task,30,16464,31,yes,1024
96.875,96.875,530.03125,530.03125,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,31,31,0,31,31,0,0,31,31,31,0,0,0,0,0,31,Sat Sep 12 16:31:18 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv,no,mono,no,18,no,white,no,no,768,legacy,31,31,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/CMK subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,497,NA,39948,NA,497,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,0,even,47926,NA,NA,105959,104699,4955,NA,106063,105953,106062,44906,NA,NA,4949,NA,106562,Flanker Task,31,16961,32,yes,1024
