Stimulus,acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Block3,count_ErrorFeedback,count_ISI,count_Logger,count_block1,count_block2,count_experiment,count_faster,count_finish,count_fixation,count_instruction2,count_instructions1,count_instructions3,count_keyboard_response,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instruction2,response_instructions1,response_instructions3,response_keyboard_response,response_time,response_time_finish,response_time_instruction2,response_time_instructions1,response_time_instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,time_Block3,time_ErrorFeedback,time_ISI,time_Logger,time_block1,time_block2,time_experiment,time_faster,time_finish,time_fixation,time_instruction2,time_instructions1,time_instructions3,time_keyboard_response,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
HHHHH,57.14285714,57.14285714,413.0714286,413.0714286,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,13,13,13,0,0,0,13,0,13,0,0,0,13,13,13,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,13,13,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,544,NA,NA,563,NA,544,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,23361,27119,28868,4223,NA,3656,NA,NA,28222,NA,3660,NA,28323,28220,28323,Flanker Test,8,5783,14,yes,1024
SSHSS,53.33333333,53.33333333,407.9333333,407.9333333,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,0,14,14,14,0,0,0,14,0,14,0,0,0,14,14,14,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,14,14,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,336,NA,NA,563,NA,336,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,23361,28871,30416,4223,NA,3656,NA,NA,29976,NA,3660,NA,30079,29974,30079,Flanker Test,8,6119,15,yes,1024
HHSHH,56.25,56.25,422,422,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,15,15,15,0,0,0,15,0,15,0,0,0,15,15,15,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,15,15,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,633,NA,NA,563,NA,633,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,30420,30924,32766,4223,NA,3656,NA,NA,32030,NA,3660,NA,32132,32029,32132,Flanker Test,9,6752,16,yes,1024
SSHSS,58.82352941,58.82352941,423.2941176,423.2941176,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,16,16,16,0,0,0,16,0,16,0,0,0,16,16,16,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,16,16,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,444,NA,NA,563,NA,444,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,30420,32769,34417,4223,NA,3656,NA,NA,33868,NA,3660,NA,33971,33867,33971,Flanker Test,10,7196,17,yes,1024
SSSSS,61.11111111,61.11111111,420.2777778,420.2777778,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,17,17,17,0,0,0,17,0,17,0,0,0,17,17,17,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,17,17,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,369,NA,NA,563,NA,369,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,30420,34421,36000,4223,NA,3656,NA,NA,35529,NA,3660,NA,35630,35527,35630,Flanker Test,11,7565,18,yes,1024
HHSHH,57.89473684,57.89473684,423.1052632,423.1052632,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,s,0,18,18,18,0,0,0,18,0,18,0,0,0,18,18,18,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,18,18,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,474,NA,NA,563,NA,474,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,30420,36003,37688,4223,NA,3656,NA,NA,37110,NA,3660,NA,37213,37108,37213,Flanker Test,11,8039,19,yes,1024
HHHHH,60,60,424.25,424.25,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,19,19,19,0,0,0,19,0,19,0,0,0,19,19,19,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,19,19,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,446,NA,NA,563,NA,446,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,38195,39852,4223,NA,3656,NA,NA,39301,NA,3660,NA,39405,39299,39405,Flanker Test,12,8485,20,yes,1024
HHSHH,61.9047619,61.9047619,427.1428571,427.1428571,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,20,20,20,0,0,0,20,0,20,0,0,0,20,20,20,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,20,20,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,485,NA,NA,563,NA,485,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,39858,41528,4223,NA,3656,NA,NA,40938,NA,3660,NA,41042,40937,41042,Flanker Test,13,8970,21,yes,1024
SSHSS,63.63636364,63.63636364,433.2272727,433.2272727,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,21,21,21,0,0,0,21,0,21,0,0,0,21,21,21,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,21,21,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,561,NA,NA,563,NA,561,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,41532,43304,4223,NA,3656,NA,NA,42639,NA,3660,NA,42742,42637,42742,Flanker Test,14,9531,22,yes,1024
SSHSS,65.2173913,65.2173913,435.4347826,435.4347826,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,22,22,22,0,0,0,22,0,22,0,0,0,22,22,22,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,22,22,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,484,NA,NA,563,NA,484,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,43308,45008,4223,NA,3656,NA,NA,44420,NA,3660,NA,44523,44418,44523,Flanker Test,15,10015,23,yes,1024
HHHHH,66.66666667,66.66666667,435.375,435.375,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,23,23,23,0,0,0,23,0,23,0,0,0,23,23,23,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,23,23,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,434,NA,NA,563,NA,434,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,45012,46602,4223,NA,3656,NA,NA,46066,NA,3660,NA,46167,46064,46167,Flanker Test,16,10449,24,yes,1024
SSSSS,68,68,434,434,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,24,24,24,0,0,0,24,0,24,0,0,0,24,24,24,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,24,24,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,401,NA,NA,563,NA,401,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,46606,48164,4223,NA,3656,NA,NA,47659,NA,3660,NA,47763,47657,47762,Flanker Test,17,10850,25,yes,1024
HHHHH,69.23076923,69.23076923,440.9230769,440.9230769,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,25,25,25,0,0,0,25,0,25,0,0,0,25,25,25,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,25,25,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,614,NA,NA,563,NA,614,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,48172,49999,4223,NA,3656,NA,NA,49281,NA,3660,NA,49384,49279,49384,Flanker Test,18,11464,26,yes,1024
SSSSS,70.37037037,70.37037037,443.5925926,443.5925926,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,26,26,26,0,0,0,26,0,26,0,0,0,26,26,26,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,26,26,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,513,NA,NA,563,NA,513,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,50003,51701,4223,NA,3656,NA,NA,51085,NA,3660,NA,51188,51083,51188,Flanker Test,19,11977,27,yes,1024
SSHSS,71.42857143,71.42857143,449.6428571,449.6428571,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,27,27,27,0,0,0,27,0,27,0,0,0,27,27,27,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,27,27,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,613,NA,NA,563,NA,613,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,51704,53529,4223,NA,3656,NA,NA,52811,NA,3660,NA,52914,52810,52914,Flanker Test,20,12590,28,yes,1024
SSSSS,72.4137931,72.4137931,448.0689655,448.0689655,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,28,28,28,0,0,0,28,0,28,0,0,0,28,28,28,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,28,28,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,404,NA,NA,563,NA,404,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,53532,55138,4223,NA,3656,NA,NA,54629,NA,3660,NA,54732,54627,54732,Flanker Test,21,12994,29,yes,1024
SSHSS,73.33333333,73.33333333,471.1666667,471.1666667,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,29,29,29,0,0,0,29,0,29,0,0,0,29,29,29,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,29,29,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,1141,NA,NA,563,NA,1141,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,55141,57493,4223,NA,3656,NA,NA,56248,NA,3660,NA,56351,56247,56351,Flanker Test,22,14135,30,yes,1024
SSSSS,74.19354839,74.19354839,471.8064516,471.8064516,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,30,30,30,0,0,0,30,0,30,0,0,0,30,30,30,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,30,30,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,491,NA,NA,563,NA,491,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,57496,59199,4223,NA,3656,NA,NA,58603,NA,3660,NA,58706,58602,58706,Flanker Test,23,14626,31,yes,1024
HHHHH,75,75,467.625,467.625,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,31,31,31,0,0,0,31,0,31,0,0,0,31,31,31,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,31,31,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,338,NA,NA,563,NA,338,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,59202,60748,4223,NA,3656,NA,NA,60306,NA,3660,NA,60409,60304,60409,Flanker Test,24,14964,32,yes,1024
HHHHH,75.75757576,75.75757576,467.0909091,467.0909091,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,32,32,32,0,0,0,32,0,32,0,0,0,32,32,32,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,32,32,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,450,NA,NA,563,NA,450,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,60751,62412,4223,NA,3656,NA,NA,61858,NA,3660,NA,61961,61857,61961,Flanker Test,25,15414,33,yes,1024
HHSHH,76.47058824,76.47058824,468.3823529,468.3823529,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,33,33,33,0,0,0,33,0,33,0,0,0,33,33,33,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,33,33,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,511,NA,NA,563,NA,511,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,62415,64138,4223,NA,3656,NA,NA,63522,NA,3660,NA,63626,63520,63625,Flanker Test,26,15925,34,yes,1024
SSSSS,77.14285714,77.14285714,469,469,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,34,34,34,0,0,0,34,0,34,0,0,0,34,34,34,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,34,34,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,490,NA,NA,563,NA,490,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,64142,65839,4223,NA,3656,NA,NA,65245,NA,3660,NA,65348,65243,65348,Flanker Test,27,16415,35,yes,1024
HHHHH,77.77777778,77.77777778,466.5833333,466.5833333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,35,35,35,0,0,0,35,0,35,0,0,0,35,35,35,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,35,35,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,382,NA,NA,563,NA,382,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,65842,67435,4223,NA,3656,NA,NA,66949,NA,3660,NA,67052,66948,67052,Flanker Test,28,16797,36,yes,1024
