Stimulus,acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Block3,count_ErrorFeedback,count_ISI,count_Logger,count_block1,count_block2,count_experiment,count_faster,count_finish,count_fixation,count_instruction2,count_instructions1,count_instructions3,count_keyboard_response,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instruction2,response_instructions1,response_instructions3,response_keyboard_response,response_time,response_time_finish,response_time_instruction2,response_time_instructions1,response_time_instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,time_Block3,time_ErrorFeedback,time_ISI,time_Logger,time_block1,time_block2,time_experiment,time_faster,time_finish,time_fixation,time_instruction2,time_instructions1,time_instructions3,time_keyboard_response,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
HHSHH,89.18918919,89.18918919,475.3918919,475.3918919,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,73,73,73,0,0,0,73,0,73,0,0,0,73,73,73,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,73,73,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,602,NA,NA,563,NA,602,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,129857,131621,4223,NA,3656,NA,NA,130914,NA,3660,NA,131018,130912,131017,Flanker Test,66,35179,74,yes,1024
HHSHH,89.33333333,89.33333333,474.9733333,474.9733333,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,74,74,74,0,0,0,74,0,74,0,0,0,74,74,74,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,74,74,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,444,NA,NA,563,NA,444,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,131625,133279,4223,NA,3656,NA,NA,132733,NA,3660,NA,132834,132732,132834,Flanker Test,67,35623,75,yes,1024
SSHSS,89.47368421,89.47368421,475.9210526,475.9210526,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,75,75,75,0,0,0,75,0,75,0,0,0,75,75,75,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,75,75,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,547,NA,NA,563,NA,547,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,133283,135054,4223,NA,3656,NA,NA,134402,NA,3660,NA,134506,134400,134506,Flanker Test,68,36170,76,yes,1024
HHSHH,89.61038961,89.61038961,477.6883117,477.6883117,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,76,76,76,0,0,0,76,0,76,0,0,0,76,76,76,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,76,76,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,612,NA,NA,563,NA,612,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,135060,136880,4223,NA,3656,NA,NA,136164,NA,3660,NA,136267,136162,136267,Flanker Test,69,36782,77,yes,1024
HHHHH,89.74358974,89.74358974,477.2307692,477.2307692,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,77,77,77,0,0,0,77,0,77,0,0,0,77,77,77,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,77,77,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,442,NA,NA,563,NA,442,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,136884,138541,4223,NA,3656,NA,NA,137994,NA,3660,NA,138097,137992,138097,Flanker Test,70,37224,78,yes,1024
SSHSS,89.87341772,89.87341772,478.4810127,478.4810127,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,78,78,78,0,0,0,78,0,78,0,0,0,78,78,78,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,78,78,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,576,NA,NA,563,NA,576,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,138544,140338,4223,NA,3656,NA,NA,139657,NA,3660,NA,139759,139655,139759,Flanker Test,71,37800,79,yes,1024
HHHHH,90,90,478.3375,478.3375,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,79,79,79,0,0,0,79,0,79,0,0,0,79,79,79,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,79,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,467,NA,NA,563,NA,467,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,140341,141998,4223,NA,3656,NA,NA,141427,NA,3660,NA,141530,141425,141530,Flanker Test,72,38267,80,yes,1024
HHHHH,90.12345679,90.12345679,478.5432099,478.5432099,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,80,80,80,0,0,0,80,0,80,0,0,0,80,80,80,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,0,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,h,s,NA,h,495,NA,3168,563,NA,495,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,142001,146855,4223,146215,3656,NA,NA,146255,143046,3660,NA,146359,146254,146358,Flanker Test,73,38762,81,yes,1024
HHHHH,90.24390244,90.24390244,477.8292683,477.8292683,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,81,81,81,0,0,0,81,0,81,0,0,0,81,81,81,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,1,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,h,s,NA,h,420,NA,3168,563,NA,420,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,146859,148489,4223,146215,3656,NA,NA,147964,143046,3660,NA,148067,147962,148067,Flanker Test,74,39182,82,yes,1024
HHSHH,90.36144578,90.36144578,476.9879518,476.9879518,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,82,82,82,0,0,0,82,0,82,0,0,0,82,82,82,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,2,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,h,s,NA,s,408,NA,3168,563,NA,408,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,148493,150108,4223,146215,3656,NA,NA,149596,143046,3660,NA,149699,149594,149699,Flanker Test,75,39590,83,yes,1024
HHSHH,90.47619048,90.47619048,476.4166667,476.4166667,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,83,83,83,0,0,0,83,0,83,0,0,0,83,83,83,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,3,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,h,s,NA,s,429,NA,3168,563,NA,429,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,150111,151753,4223,146215,3656,NA,NA,151220,143046,3660,NA,151323,151218,151323,Flanker Test,76,40019,84,yes,1024
SSSSS,90.58823529,90.58823529,475.8117647,475.8117647,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,84,84,84,0,0,0,84,0,84,0,0,0,84,84,84,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,4,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,h,s,NA,s,425,NA,3168,563,NA,425,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,151756,153394,4223,146215,3656,NA,NA,152862,143046,3660,NA,152966,152861,152965,Flanker Test,77,40444,85,yes,1024
HHHHH,90.69767442,90.69767442,475.1046512,475.1046512,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,85,85,85,0,0,0,85,0,85,0,0,0,85,85,85,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,5,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,h,s,NA,h,415,NA,3168,563,NA,415,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,153397,155008,4223,146215,3656,NA,NA,154488,143046,3660,NA,154592,154486,154592,Flanker Test,78,40859,86,yes,1024
HHSHH,90.8045977,90.8045977,475.4252874,475.4252874,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,86,86,86,0,0,0,86,0,86,0,0,0,86,86,86,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,6,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,h,s,NA,s,503,NA,3168,563,NA,503,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,155012,156726,4223,146215,3656,NA,NA,156119,143046,3660,NA,156222,156117,156222,Flanker Test,79,41362,87,yes,1024
SSSSS,89.77272727,89.77272727,475.5113636,475.5113636,black,legacy,legacy,legacy,0,congruent,uniform,0,undefined,0,s,0,87,87,87,0,0,0,87,0,87,0,0,0,87,87,87,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,7,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,h,s,NA,h,483,NA,3168,563,NA,483,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,156729,158381,4223,146215,3656,NA,NA,157792,143046,3660,NA,157896,157790,157896,Flanker Test,79,41845,88,yes,1024
SSHSS,89.88764045,89.88764045,477.5168539,477.5168539,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,88,88,88,0,0,0,88,0,88,0,0,0,88,88,88,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,8,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,h,s,NA,h,654,NA,3168,563,NA,654,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,158385,158889,160756,4223,146215,3656,NA,NA,159998,143046,3660,NA,160101,159996,160101,Flanker Test,80,42499,89,yes,1024
HHHHH,90,90,477.8444444,477.8444444,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,89,89,89,0,0,0,89,0,89,0,0,0,89,89,89,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,9,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,h,s,NA,h,507,NA,3168,563,NA,507,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,158385,161263,162985,4223,146215,3656,160759,NA,162373,143046,3660,NA,162476,162372,162476,Flanker Test,81,43006,90,yes,1024
SSHSS,89.01098901,89.01098901,476.7252747,476.7252747,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,0,90,90,90,0,0,0,90,0,90,0,0,0,90,90,90,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,10,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,h,s,NA,s,376,NA,3168,563,NA,376,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,158385,162989,164576,4223,146215,3656,160759,NA,164094,143046,3660,NA,164197,164092,164197,Flanker Test,81,43382,91,yes,1024
HHHHH,89.13043478,89.13043478,476.4021739,476.4021739,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,91,91,91,0,0,0,91,0,91,0,0,0,91,91,91,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,11,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,h,s,NA,h,447,NA,3168,563,NA,447,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,164581,165085,166739,4223,146215,3656,160759,NA,166189,143046,3660,NA,166291,166187,166291,Flanker Test,82,43829,92,yes,1024
SSSSS,89.24731183,89.24731183,475.5376344,475.5376344,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,92,92,92,0,0,0,92,0,92,0,0,0,92,92,92,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,12,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,h,s,NA,s,396,NA,3168,563,NA,396,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,164581,166743,168306,4223,146215,3656,160759,NA,167805,143046,3660,NA,167909,167804,167909,Flanker Test,83,44225,93,yes,1024
HHSHH,89.36170213,89.36170213,475.0638298,475.0638298,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,93,93,93,0,0,0,93,0,93,0,0,0,93,93,93,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,13,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,h,s,NA,s,431,NA,3168,563,NA,431,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,164581,168309,169947,4223,146215,3656,160759,NA,169413,143046,3660,NA,169515,169412,169515,Flanker Test,84,44656,94,yes,1024
HHHHH,89.47368421,89.47368421,473.8421053,473.8421053,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,94,94,94,0,0,0,94,0,94,0,0,0,94,94,94,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,14,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,h,s,NA,h,359,NA,3168,563,NA,359,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,164581,169951,171520,4223,146215,3656,160759,NA,171056,143046,3660,NA,171159,171055,171159,Flanker Test,85,45015,95,yes,1024
SSSSS,89.58333333,89.58333333,473.1354167,473.1354167,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,95,95,95,0,0,0,95,0,95,0,0,0,95,95,95,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,15,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,h,s,NA,s,406,NA,3168,563,NA,406,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,164581,171523,173136,4223,146215,3656,160759,NA,172625,143046,3660,NA,172728,172624,172728,Flanker Test,86,45421,96,yes,1024
SSSSS,89.69072165,89.69072165,472.1237113,472.1237113,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,96,96,96,0,0,0,96,0,96,0,0,0,96,96,96,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,16,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,h,s,NA,s,375,NA,3168,563,NA,375,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,164581,173139,174726,4223,146215,3656,160759,NA,174247,143046,3660,NA,174350,174245,174350,Flanker Test,87,45796,97,yes,1024
SSSSS,89.79591837,89.79591837,471.6020408,471.6020408,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,97,97,97,0,0,0,97,0,97,0,0,0,97,97,97,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,17,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,h,s,NA,s,421,NA,3168,563,NA,421,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,164581,174729,176345,4223,146215,3656,160759,NA,175819,143046,3660,NA,175923,175817,175923,Flanker Test,88,46217,98,yes,1024
HHSHH,89.8989899,89.8989899,470.7878788,470.7878788,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,98,98,98,0,0,0,98,0,98,0,0,0,98,98,98,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,18,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,h,s,NA,s,391,NA,3168,563,NA,391,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,164581,176349,177951,4223,146215,3656,160759,NA,177456,143046,3660,NA,177559,177455,177559,Flanker Test,89,46608,99,yes,1024
HHSHH,90,90,470.21,470.21,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,99,99,99,0,0,0,99,0,99,0,0,0,99,99,99,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,19,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,h,s,NA,s,413,NA,3168,563,NA,413,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,164581,177954,179559,4223,146215,3656,160759,NA,179042,143046,3660,NA,179145,179040,179145,Flanker Test,90,47021,100,yes,1024
HHHHH,90.0990099,90.0990099,470,470,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,100,100,100,0,0,0,100,0,100,0,0,0,100,100,100,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,20,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,h,s,NA,h,449,NA,3168,563,NA,449,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,164581,179563,181221,4223,146215,3656,160759,NA,180668,143046,3660,NA,180770,180667,180770,Flanker Test,91,47470,101,yes,1024
HHHHH,90.19607843,90.19607843,470.372549,470.372549,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,101,101,101,0,0,0,101,0,101,0,0,0,101,101,101,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,21,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,h,s,NA,h,508,NA,3168,563,NA,508,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,164581,181224,182912,4223,146215,3656,160759,NA,182300,143046,3660,NA,182403,182298,182403,Flanker Test,92,47978,102,yes,1024
HHSHH,90.29126214,90.29126214,470.0776699,470.0776699,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,102,102,102,0,0,0,102,0,102,0,0,0,102,102,102,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,22,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,h,s,NA,s,440,NA,3168,563,NA,440,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,164581,182916,184565,4223,146215,3656,160759,NA,184021,143046,3660,NA,184124,184019,184124,Flanker Test,93,48418,103,yes,1024
SSHSS,89.42307692,89.42307692,469.0865385,469.0865385,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,0,103,103,103,0,0,0,103,0,103,0,0,0,103,103,103,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,23,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,h,s,NA,s,367,NA,3168,563,NA,367,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,164581,184568,186144,4223,146215,3656,160759,NA,185673,143046,3660,NA,185776,185672,185776,Flanker Test,93,48785,104,yes,1024
HHSHH,89.52380952,89.52380952,468.3047619,468.3047619,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,104,104,104,0,0,0,104,0,104,0,0,0,104,104,104,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,24,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,h,s,NA,s,387,NA,3168,563,NA,387,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,186148,186652,188249,4223,146215,3656,160759,NA,187759,143046,3660,NA,187861,187757,187861,Flanker Test,94,49172,105,yes,1024
SSSSS,89.62264151,89.62264151,467.4528302,467.4528302,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,105,105,105,0,0,0,105,0,105,0,0,0,105,105,105,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,25,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,h,s,NA,s,378,NA,3168,563,NA,378,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,186148,188253,189840,4223,146215,3656,160759,NA,189358,143046,3660,NA,189461,189357,189461,Flanker Test,95,49550,106,yes,1024
SSHSS,89.71962617,89.71962617,467.8224299,467.8224299,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,106,106,106,0,0,0,106,0,106,0,0,0,106,106,106,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,26,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,h,s,NA,h,507,NA,3168,563,NA,507,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,186148,189843,191558,4223,146215,3656,160759,NA,190948,143046,3660,NA,191050,190947,191050,Flanker Test,96,50057,107,yes,1024
HHHHH,89.81481481,89.81481481,468.0555556,468.0555556,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,107,107,107,0,0,0,107,0,107,0,0,0,107,107,107,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,27,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,h,s,NA,h,493,NA,3168,563,NA,493,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,186148,191562,193266,4223,146215,3656,160759,NA,192669,143046,3660,NA,192772,192667,192772,Flanker Test,97,50550,108,yes,1024
HHSHH,89.90825688,89.90825688,468.7431193,468.7431193,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,108,108,108,0,0,0,108,0,108,0,0,0,108,108,108,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,28,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,h,s,NA,s,543,NA,3168,563,NA,543,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,186148,193269,195023,4223,146215,3656,160759,NA,194375,143046,3660,NA,194478,194373,194478,Flanker Test,98,51093,109,yes,1024
SSHSS,90,90,468.9,468.9,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,109,109,109,0,0,0,109,0,109,0,0,0,109,109,109,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,29,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,h,s,NA,h,486,NA,3168,563,NA,486,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,186148,195026,196677,4223,146215,3656,160759,NA,196086,143046,3660,NA,196190,196085,196189,Flanker Test,99,51579,110,yes,1024
SSHSS,90.09009009,90.09009009,470.2882883,470.2882883,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,110,110,110,0,0,0,110,0,110,0,0,0,110,110,110,Sat Sep 19 00:41:41 2020,600,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,30,79,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,h,s,NA,h,623,NA,3168,563,NA,623,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,186148,196681,198504,4223,146215,3656,160759,NA,197776,143046,3660,NA,197880,197774,197880,Flanker Test,100,52202,111,yes,1024
