acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instructions1,correct_Keyboard_Response,correct_response,count_ErrorFeedback,count_Faster,count_Finish,count_Fixation,count_ISI,count_Instructions1,count_Instructions3,count_Keyboard_Response,count_Sequence,count_Stimulus,count_block1,count_block2,count_block3,count_experiment,count_instructions2,count_new_logger,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instructions1,response_Instructions3,response_Keyboard_Response,response_instructions2,response_time,response_time_Finish,response_time_Instructions1,response_time_Instructions3,response_time_Keyboard_Response,response_time_instructions2,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_ErrorFeedback,time_Faster,time_Finish,time_Fixation,time_ISI,time_Instructions1,time_Instructions3,time_Keyboard_Response,time_Sequence,time_Stimulus,time_block1,time_block2,time_block3,time_experiment,time_instructions2,time_new_logger,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
54.54545455,54.54545455,911.8181818,911.8181818,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,10,10,0,10,10,0,0,10,10,10,0,0,0,0,0,10,Sun Sep 13 18:13:10 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,10,10,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JH subject-1.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,712,NA,49317,NA,712,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,80355,NA,NA,84301,83056,8392,NA,84405,84293,84405,57712,NA,NA,8380,NA,85118,Flanker Task,6,10030,11,yes,1024
58.33333333,58.33333333,891.0833333,891.0833333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,11,11,0,11,11,0,0,11,11,11,0,0,0,0,0,11,Sun Sep 13 18:13:10 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,11,11,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JH subject-1.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,h,NA,663,NA,49317,NA,663,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,80355,NA,NA,86430,85185,8392,NA,86534,86425,86534,57712,NA,NA,8380,NA,87198,Flanker Task,7,10693,12,yes,1024
61.53846154,61.53846154,870.4615385,870.4615385,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,12,12,0,12,12,0,0,12,12,12,0,0,0,0,0,12,Sun Sep 13 18:13:10 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,12,12,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JH subject-1.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,623,NA,49317,NA,623,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,80355,NA,NA,88470,87245,8392,NA,88574,88465,88574,57712,NA,NA,8380,NA,89199,Flanker Task,8,11316,13,yes,1024
64.28571429,64.28571429,850.3571429,850.3571429,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,13,13,0,13,13,0,0,13,13,13,0,0,0,0,0,13,Sun Sep 13 18:13:10 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,13,13,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JH subject-1.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,589,NA,49317,NA,589,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,80355,NA,NA,90511,89267,8392,NA,90616,90506,90616,57712,NA,NA,8380,NA,91206,Flanker Task,9,11905,14,yes,1024
66.66666667,66.66666667,824.1333333,824.1333333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,14,14,0,14,14,0,0,14,14,14,0,0,0,0,0,14,Sun Sep 13 18:13:10 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,14,14,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JH subject-1.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,457,NA,49317,NA,457,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,80355,NA,NA,92475,91245,8392,NA,92580,92470,92580,57712,NA,NA,8380,NA,93038,Flanker Task,10,12362,15,yes,1024
68.75,68.75,845.6875,845.6875,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,15,15,0,15,15,0,0,15,15,15,0,0,0,0,0,15,Sun Sep 13 18:13:10 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,15,15,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JH subject-1.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,1169,NA,49317,NA,1169,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,80355,NA,NA,94323,93089,8392,NA,94428,94318,94428,57712,NA,NA,8380,NA,95599,Flanker Task,11,13531,16,yes,1024
70.58823529,70.58823529,839,839,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,16,16,0,16,16,0,0,16,16,16,0,0,0,0,0,16,Sun Sep 13 18:13:10 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,16,16,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JH subject-1.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,h,NA,732,NA,49317,NA,732,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,80355,NA,NA,96904,95667,8392,NA,97009,96899,97009,57712,NA,NA,8380,NA,97742,Flanker Task,12,14263,17,yes,1024
72.22222222,72.22222222,826,826,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,17,17,0,17,17,0,0,17,17,17,0,0,0,0,0,17,Sun Sep 13 18:13:10 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,17,17,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JH subject-1.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,h,NA,605,NA,49317,NA,605,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,80355,NA,NA,99048,97803,8392,NA,99152,99043,99152,57712,NA,NA,8380,NA,99759,Flanker Task,13,14868,18,yes,1024
73.68421053,73.68421053,812.1578947,812.1578947,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,18,18,0,18,18,0,0,18,18,18,0,0,0,0,0,18,Sun Sep 13 18:13:10 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,18,18,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JH subject-1.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,563,NA,49317,NA,563,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,80355,NA,NA,101097,99870,8392,NA,101202,101092,101202,57712,NA,NA,8380,NA,101766,Flanker Task,14,15431,19,yes,1024
75,75,801,801,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,19,19,0,19,19,0,0,19,19,19,0,0,0,0,0,19,Sun Sep 13 18:13:10 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,19,19,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JH subject-1.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,h,NA,589,NA,49317,NA,589,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,80355,NA,NA,103063,101822,8392,NA,103168,103057,103168,57712,NA,NA,8380,NA,103759,Flanker Task,15,16020,20,yes,1024
76.19047619,76.19047619,787.3809524,787.3809524,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,20,20,0,20,20,0,0,20,20,20,0,0,0,0,0,20,Sun Sep 13 18:13:10 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,20,20,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JH subject-1.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,515,NA,49317,NA,515,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,80355,NA,NA,105058,103835,8392,NA,105162,105052,105162,57712,NA,NA,8380,NA,105679,Flanker Task,16,16535,21,yes,1024
77.27272727,77.27272727,774.2272727,774.2272727,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,21,21,0,21,21,0,0,21,21,21,0,0,0,0,0,21,Sun Sep 13 18:13:10 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,21,21,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JH subject-1.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,498,NA,49317,NA,498,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,80355,NA,NA,106978,105759,8392,NA,107082,106973,107082,57712,NA,NA,8380,NA,107582,Flanker Task,17,17033,22,yes,1024
78.26086957,78.26086957,789.1304348,789.1304348,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,22,22,0,22,22,0,0,22,22,22,0,0,0,0,0,22,Sun Sep 13 18:13:10 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,22,22,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JH subject-1.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,1117,NA,49317,NA,1117,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,80355,NA,NA,108909,107668,8392,NA,109015,108904,109014,57712,NA,NA,8380,NA,110134,Flanker Task,18,18150,23,yes,1024
79.16666667,79.16666667,781.25,781.25,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,23,23,0,23,23,0,0,23,23,23,0,0,0,0,0,23,Sun Sep 13 18:13:10 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,23,23,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JH subject-1.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,h,NA,600,NA,49317,NA,600,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,80355,NA,NA,111413,110189,8392,NA,111517,111408,111517,57712,NA,NA,8380,NA,112120,Flanker Task,19,18750,24,yes,1024
80,80,769.52,769.52,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,24,24,0,24,24,0,0,24,24,24,0,0,0,0,0,24,Sun Sep 13 18:13:10 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,24,24,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JH subject-1.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,h,NA,488,NA,49317,NA,488,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,80355,NA,NA,113580,112345,8392,NA,113684,113575,113684,57712,NA,NA,8380,NA,114174,Flanker Task,20,19238,25,yes,1024
80.76923077,80.76923077,757,757,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,25,25,0,25,25,0,0,25,25,25,0,0,0,0,0,25,Sun Sep 13 18:13:10 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,25,25,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JH subject-1.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,444,NA,49317,NA,444,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,80355,NA,NA,115472,114244,8392,NA,115577,115467,115577,57712,NA,NA,8380,NA,116023,Flanker Task,21,19682,26,yes,1024
81.48148148,81.48148148,750.4074074,750.4074074,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,26,26,0,26,26,0,0,26,26,26,0,0,0,0,0,26,Sun Sep 13 18:13:10 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,26,26,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JH subject-1.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,h,NA,579,NA,49317,NA,579,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,80355,NA,NA,117449,116222,8392,NA,117553,117444,117553,57712,NA,NA,8380,NA,118135,Flanker Task,22,20261,27,yes,1024
82.14285714,82.14285714,748.4642857,748.4642857,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,27,27,0,27,27,0,0,27,27,27,0,0,0,0,0,27,Sun Sep 13 18:13:10 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,27,27,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JH subject-1.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,696,NA,49317,NA,696,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,80355,NA,NA,119557,118322,8392,NA,119661,119551,119661,57712,NA,NA,8380,NA,120360,Flanker Task,23,20957,28,yes,1024
82.75862069,82.75862069,741.137931,741.137931,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,28,28,0,28,28,0,0,28,28,28,0,0,0,0,0,28,Sun Sep 13 18:13:10 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,28,28,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JH subject-1.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,h,NA,536,NA,49317,NA,536,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,80355,NA,NA,121644,120412,8392,NA,121748,121638,121748,57712,NA,NA,8380,NA,122287,Flanker Task,24,21493,29,yes,1024
83.33333333,83.33333333,763.5333333,763.5333333,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,29,29,0,29,29,0,0,29,29,29,0,0,0,0,0,29,Sun Sep 13 18:13:10 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,29,29,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JH subject-1.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,s,NA,1413,NA,49317,NA,1413,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,80355,NA,NA,123559,122334,8392,NA,123664,123554,123664,57712,NA,NA,8380,NA,125079,Flanker Task,25,22906,30,yes,1024
83.87096774,83.87096774,758.516129,758.516129,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,30,30,0,30,30,0,0,30,30,30,0,0,0,0,0,30,Sun Sep 13 18:13:10 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,30,30,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JH subject-1.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,h,NA,608,NA,49317,NA,608,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,80355,NA,NA,126357,125123,8392,NA,126461,126351,126461,57712,NA,NA,8380,NA,127071,Flanker Task,26,23514,31,yes,1024
