"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","condition","correct","correct_instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_ISI","count_errorFeedback","count_experiment","count_faster","count_finish","count_fixation","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_finish","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_time","response_time_finish","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ISI","time_errorFeedback","time_experiment","time_faster","time_finish","time_fixation","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","width"
"90","90","635","635","black","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","10","10","0","10","0","10","0","0","0","10","10","10","10","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","10","10","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","space","NA","NA","s","478.0","NA","100180","NA","NA","478","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","103450","NA","NA","121015","113159","3124","NA","NA","122057","3252","NA","NA","122161","122639","122054","122161","Lab 2-1","10","6988.0","11","1024"
"91","91","636","636","black","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","11","11","0","11","0","11","0","0","0","11","11","11","11","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","11","11","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","space","NA","NA","s","645.0","NA","100180","NA","NA","645","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","103450","NA","NA","122643","113159","3124","NA","NA","123683","3252","NA","NA","123786","124431","123680","123786","Lab 2-1","11","7633.0","12","1024"
"92","92","631","631","black","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","12","12","0","12","0","12","0","0","0","12","12","12","12","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","12","12","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","space","NA","NA","s","575.0","NA","100180","NA","NA","575","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","103450","NA","NA","124435","113159","3124","NA","NA","125478","3252","NA","NA","125582","126157","125476","125581","Lab 2-1","12","8208.0","13","1024"
"92","92","631","631","black","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","13","13","0","13","0","13","0","0","0","13","13","13","13","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","13","13","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","space","NA","NA","s","637.0","NA","100180","NA","NA","637","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","103450","NA","NA","126161","113159","3124","NA","NA","127204","3252","NA","NA","127308","127946","127202","127308","Lab 2-1","13","8845.0","14","1024"
"93","93","617","617","black","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","14","14","0","14","0","14","0","0","0","14","14","14","14","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","14","14","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","space","NA","NA","s","411.0","NA","100180","NA","NA","411","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","103450","NA","NA","127949","113159","3124","NA","NA","129000","3252","NA","NA","129103","129515","128997","129102","Lab 2-1","14","9256.0","15","1024"
"93","93","616","616","black","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","15","15","0","15","0","15","0","0","0","15","15","15","15","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","15","15","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","space","NA","NA","h","600.0","NA","100180","NA","NA","600","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","103450","NA","NA","129519","113159","3124","NA","NA","130565","3252","NA","NA","130668","131269","130562","130668","Lab 2-1","15","9856.0","16","1024"
"94","94","611","611","black","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","16","16","0","16","0","16","0","0","0","16","16","16","16","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","16","16","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","space","NA","NA","h","537.0","NA","100180","NA","NA","537","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","103450","NA","NA","131273","113159","3124","NA","NA","132326","3252","NA","NA","132429","132967","132323","132429","Lab 2-1","16","10393.0","17","1024"
"94","94","603","603","black","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","17","17","0","17","0","17","0","0","0","17","17","17","17","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","17","17","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","space","NA","NA","h","465.0","NA","100180","NA","NA","465","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","103450","NA","NA","132971","113159","3124","NA","NA","134012","3252","NA","NA","134114","134580","134008","134114","Lab 2-1","17","10858.0","18","1024"
"94","94","596","596","black","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","18","18","0","18","0","18","0","0","0","18","18","18","18","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","18","18","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","space","NA","NA","h","467.0","NA","100180","NA","NA","467","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","103450","NA","NA","134583","113159","3124","NA","NA","135621","3252","NA","NA","135724","136192","135619","135724","Lab 2-1","18","11325.0","19","1024"
"95","95","586","586","black","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","19","19","0","19","0","19","0","0","0","19","19","19","19","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","19","19","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","space","NA","NA","h","395.0","NA","100180","NA","NA","395","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","103450","NA","NA","136195","113159","3124","NA","NA","137237","3252","NA","NA","137341","137736","137235","137341","Lab 2-1","19","11720.0","20","1024"
"95","95","585","585","black","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","20","20","0","20","0","20","0","0","0","20","20","20","20","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","20","20","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","space","NA","NA","h","571.0","NA","100180","NA","NA","571","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","103450","NA","NA","137740","113159","3124","NA","NA","138782","3252","NA","NA","138886","139458","138780","138886","Lab 2-1","20","12291.0","21","1024"
"95","95","594","594","black","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","21","21","0","21","0","21","0","0","0","21","21","21","21","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","21","21","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","space","NA","NA","h","794.0","NA","100180","NA","NA","794","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","103450","NA","NA","139461","113159","3124","NA","NA","140504","3252","NA","NA","140606","141401","140501","140606","Lab 2-1","21","13085.0","22","1024"
"95","95","589","589","black","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","22","22","0","22","0","22","0","0","0","22","22","22","22","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","22","22","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","space","NA","NA","s","484.0","NA","100180","NA","NA","484","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","103450","NA","NA","141404","113159","3124","NA","NA","142447","3252","NA","NA","142551","143036","142444","142550","Lab 2-1","22","13569.0","23","1024"
"95","95","585","585","black","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","23","23","0","23","0","23","0","0","0","23","23","23","23","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","23","23","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","space","NA","NA","h","481.0","NA","100180","NA","NA","481","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","103450","NA","NA","143040","113159","3124","NA","NA","144088","3252","NA","NA","144191","144673","144085","144191","Lab 2-1","23","14050.0","24","1024"
"96","96","582","582","black","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","24","24","0","24","0","24","0","0","0","24","24","24","24","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","24","24","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","space","NA","NA","h","501.0","NA","100180","NA","NA","501","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","103450","NA","NA","144677","113159","3124","NA","NA","145726","3252","NA","NA","145829","146331","145723","145829","Lab 2-1","24","14551.0","25","1024"
"96","96","577","577","black","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","25","25","0","25","0","25","0","0","0","25","25","25","25","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","25","25","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","space","NA","NA","s","474.0","NA","100180","NA","NA","474","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","103450","NA","NA","146334","113159","3124","NA","NA","147370","3252","NA","NA","147473","147948","147367","147473","Lab 2-1","25","15025.0","26","1024"
"96","96","572","572","black","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","26","26","0","26","0","26","0","0","0","26","26","26","26","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","26","26","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","space","NA","NA","h","441.0","NA","100180","NA","NA","441","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","103450","NA","NA","147952","113159","3124","NA","NA","149001","3252","NA","NA","149103","149545","148998","149103","Lab 2-1","26","15466.0","27","1024"
"96","96","567","567","black","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","27","27","0","27","0","27","0","0","0","27","27","27","27","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","27","27","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","space","NA","NA","h","434.0","NA","100180","NA","NA","434","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","103450","NA","NA","149548","113159","3124","NA","NA","150592","3252","NA","NA","150695","151130","150589","150695","Lab 2-1","27","15900.0","28","1024"
"96","96","568","568","black","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","28","28","0","28","0","28","0","0","0","28","28","28","28","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","28","28","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","space","NA","NA","s","598.0","NA","100180","NA","NA","598","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","103450","NA","NA","151133","113159","3124","NA","NA","152177","3252","NA","NA","152280","152879","152174","152280","Lab 2-1","28","16498.0","29","1024"
"96","96","571","571","black","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","29","29","0","29","0","29","0","0","0","29","29","29","29","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","29","29","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","space","NA","NA","h","642.0","NA","100180","NA","NA","642","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","103450","NA","NA","152882","113159","3124","NA","NA","153925","3252","NA","NA","154028","154671","153922","154027","Lab 2-1","29","17140.0","30","1024"
"96","96","569","569","black","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","30","30","0","30","0","30","0","0","0","30","30","30","30","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","30","30","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","space","NA","NA","h","528.0","NA","100180","NA","NA","528","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","103450","NA","NA","154674","113159","3124","NA","NA","155717","3252","NA","NA","155821","156350","155715","155821","Lab 2-1","30","17668.0","31","1024"
"96","96","571","571","black","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","31","31","0","31","0","31","0","0","0","31","31","31","31","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","31","31","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","space","NA","NA","h","628.0","NA","100180","NA","NA","628","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","103450","NA","NA","156353","113159","3124","NA","NA","157406","3252","NA","NA","157510","158139","157402","157509","Lab 2-1","31","18296.0","32","1024"
"96","96","570","570","black","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","32","32","0","32","0","32","0","0","0","32","32","32","32","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","32","32","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","space","NA","NA","s","533.0","NA","100180","NA","NA","533","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","103450","NA","NA","158144","113159","3124","NA","NA","159180","3252","NA","NA","159283","159817","159177","159283","Lab 2-1","32","18829.0","33","1024"
"97","97","573","573","black","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","33","33","0","33","0","33","0","0","0","33","33","33","33","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","33","33","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","space","NA","NA","h","668.0","NA","100180","NA","NA","668","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","103450","NA","NA","159821","113159","3124","NA","NA","160859","3252","NA","NA","160962","161630","160856","160961","Lab 2-1","33","19497.0","34","1024"
"97","97","573","573","black","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","34","34","0","34","0","34","0","0","0","34","34","34","34","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","34","34","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","space","NA","NA","h","565.0","NA","100180","NA","NA","565","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","103450","NA","NA","161634","113159","3124","NA","NA","162677","3252","NA","NA","162780","163346","162674","162780","Lab 2-1","34","20062.0","35","1024"
"97","97","571","571","black","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","35","35","0","35","0","35","0","0","0","35","35","35","35","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","35","35","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","space","NA","NA","s","512.0","NA","100180","NA","NA","512","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","103450","NA","NA","163349","113159","3124","NA","NA","164393","3252","NA","NA","164496","165009","164390","164496","Lab 2-1","35","20574.0","36","1024"
"97","97","568","568","black","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","36","36","0","36","0","36","0","0","0","36","36","36","36","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","36","36","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","space","NA","NA","h","452.0","NA","100180","NA","NA","452","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","103450","NA","NA","165013","113159","3124","NA","NA","166063","3252","NA","NA","166166","166619","166060","166166","Lab 2-1","36","21026.0","37","1024"
"97","97","564","564","black","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","37","37","0","37","0","37","0","0","0","37","37","37","37","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","37","37","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","space","NA","NA","h","419.0","NA","100180","NA","NA","419","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","103450","NA","NA","166623","113159","3124","NA","NA","167668","3252","NA","NA","167771","168192","167665","167771","Lab 2-1","37","21445.0","38","1024"
"97","97","563","563","black","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","38","38","0","38","0","38","0","0","0","38","38","38","38","Wed Sep 20 10:45:35 2023","1500","The main experiment item","True","Lab2.1.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","38","38","/Users/test/Downloads/at-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","space","NA","NA","h","523.0","NA","100180","NA","NA","523","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","103450","NA","NA","168196","113159","3124","NA","NA","169241","3252","NA","NA","169345","169869","169238","169345","Lab 2-1","38","21968.0","39","1024"
