"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","condition","correct","correct_instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_ErrorFeedback","count_Fixation","count_ISI","count_Logger","count_Sequence","count_Stimulus","count_experiment","count_faster","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_new_sketchpad","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_new_sketchpad","response_time","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","response_time_new_sketchpad","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ErrorFeedback","time_Fixation","time_ISI","time_Logger","time_Sequence","time_Stimulus","time_experiment","time_faster","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_new_sketchpad","title","total_correct","total_response_time","total_responses","width"
"82","82","420","420","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","h","0","0","0","121","121","121","121","121","121","0","121","0","0","0","121","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","41","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","359.0","169423","16938","NA","359","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","NA","372112","389361","388331","389822","389360","389462","1858","349520","1862","304559","NA","389462","NA","Flanker Task","101","51263.0","122","1024"
"82","82","420","420","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","s","0","0","0","122","122","122","122","122","122","0","122","0","0","0","122","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","42","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","484.0","169423","16938","NA","484","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","NA","389835","391363","390336","391949","391361","391464","1858","349520","1862","304559","NA","391464","NA","Flanker Task","101","51747.0","123","1024"
"82","82","420","420","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","123","123","123","123","123","123","0","123","0","0","0","123","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","43","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","396.0","169423","16938","NA","396","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","NA","391962","393503","392463","394001","393501","393604","1858","349520","1862","304559","NA","393604","NA","Flanker Task","102","52143.0","124","1024"
"81","81","420","420","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","s","0","0","0","124","124","124","124","124","124","0","124","0","0","0","124","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","44","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","469.0","169423","16938","NA","469","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","NA","391962","395048","394013","395619","395046","395149","1858","349520","1862","304559","NA","395149","NA","Flanker Task","102","52612.0","125","1024"
"81","81","420","420","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","125","125","125","125","125","125","0","125","0","0","0","125","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","45","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","389.0","169423","16938","NA","389","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","NA","395632","397166","396133","397657","397164","397267","1858","349520","1862","304559","NA","397267","NA","Flanker Task","103","53001.0","126","1024"
"81","81","420","420","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","126","126","126","126","126","126","0","126","0","0","0","126","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","46","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","451.0","169423","16938","NA","451","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","NA","395632","398706","397670","399260","398704","398807","1858","349520","1862","304559","NA","398808","NA","Flanker Task","104","53452.0","127","1024"
"82","82","421","421","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","127","127","127","127","127","127","0","127","0","0","0","127","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","47","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","443.0","169423","16938","NA","443","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","NA","395632","400308","399272","400853","400306","400409","1858","349520","1862","304559","NA","400409","NA","Flanker Task","105","53895.0","128","1024"
"82","82","420","420","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","128","128","128","128","128","128","0","128","0","0","0","128","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","48","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","410.0","169423","16938","NA","410","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","NA","395632","401899","400865","402411","401897","402000","1858","349520","1862","304559","NA","402000","NA","Flanker Task","106","54305.0","129","1024"
"82","82","421","421","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","129","129","129","129","129","129","0","129","0","0","0","129","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","49","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","467.0","169423","16938","NA","467","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","NA","395632","403459","402423","404028","403458","403560","1858","349520","1862","304559","NA","403560","NA","Flanker Task","107","54772.0","130","1024"
"82","82","421","421","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","130","130","130","130","130","130","0","130","0","0","0","130","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","50","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","504.0","169423","16938","NA","504","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","NA","395632","405085","404041","405692","405082","405186","1858","349520","1862","304559","NA","405186","NA","Flanker Task","108","55276.0","131","1024"
"82","82","421","421","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","131","131","131","131","131","131","0","131","0","0","0","131","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","51","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","366.0","169423","16938","NA","366","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","NA","395632","406741","405704","407209","406739","406842","1858","349520","1862","304559","NA","406842","NA","Flanker Task","109","55642.0","132","1024"
"82","82","421","421","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","132","132","132","132","132","132","0","132","0","0","0","132","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","52","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","393.0","169423","16938","NA","393","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","NA","395632","408257","407212","408753","408255","408358","1858","349520","1862","304559","NA","408358","NA","Flanker Task","110","56035.0","133","1024"
"82","82","421","421","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","133","133","133","133","133","133","0","133","0","0","0","133","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","53","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","451.0","169423","16938","NA","451","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","NA","395632","409808","408765","410361","409806","409909","1858","349520","1862","304559","NA","409909","NA","Flanker Task","111","56486.0","134","1024"
"82","82","422","422","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","134","134","134","134","134","134","0","134","0","0","0","134","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","54","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","524.0","169423","16938","NA","524","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","NA","395632","411407","410373","412033","411405","411508","1858","349520","1862","304559","NA","411508","NA","Flanker Task","112","57010.0","135","1024"
"83","83","422","422","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","135","135","135","135","135","135","0","135","0","0","0","135","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","55","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","427.0","169423","16938","NA","427","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","NA","395632","413077","412045","413606","413076","413178","1858","349520","1862","304559","NA","413178","NA","Flanker Task","113","57437.0","136","1024"
"83","83","422","422","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","136","136","136","136","136","136","0","136","0","0","0","136","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","56","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","485.0","169423","16938","NA","485","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","NA","395632","414655","413619","415242","414653","414756","1858","349520","1862","304559","NA","414756","NA","Flanker Task","114","57922.0","137","1024"
"83","83","423","423","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","137","137","137","137","137","137","0","137","0","0","0","137","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","57","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","497.0","169423","16938","NA","497","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","NA","395632","416287","415254","416887","416284","416388","1858","349520","1862","304559","NA","416389","NA","Flanker Task","115","58419.0","138","1024"
"83","83","424","424","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","138","138","138","138","138","138","0","138","0","0","0","138","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","58","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","617.0","169423","16938","NA","617","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","NA","395632","417920","416890","418640","417919","418022","1858","349520","1862","304559","NA","418022","NA","Flanker Task","116","59036.0","139","1024"
"83","83","424","424","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","139","139","139","139","139","139","0","139","0","0","0","139","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","59","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","415.0","169423","16938","NA","415","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","NA","395632","420185","419154","420703","420182","420286","1858","418653","1862","304559","NA","420287","NA","Flanker Task","117","59451.0","140","1024"
"83","83","424","424","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","140","140","140","140","140","140","0","140","0","0","0","140","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","60","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","429.0","169423","16938","NA","429","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","NA","395632","421751","420715","422283","421748","421852","1858","418653","1862","304559","NA","421853","NA","Flanker Task","118","59880.0","141","1024"
"83","83","424","424","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","141","141","141","141","141","141","0","141","0","0","0","141","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","61","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","408.0","169423","16938","NA","408","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","NA","395632","423326","422285","423836","423324","423427","1858","418653","1862","304559","NA","423427","NA","Flanker Task","119","60288.0","142","1024"
"83","83","424","424","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","142","142","142","142","142","142","0","142","0","0","0","142","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","62","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","450.0","169423","16938","NA","450","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","NA","395632","424882","423849","425434","424881","424983","1858","418653","1862","304559","NA","424983","NA","Flanker Task","120","60738.0","143","1024"
"84","84","424","424","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","143","143","143","143","143","143","0","143","0","0","0","143","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","63","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","345.0","169423","16938","NA","345","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","NA","395632","426485","425447","426932","426482","426586","1858","418653","1862","304559","NA","426586","NA","Flanker Task","121","61083.0","144","1024"
"84","84","423","423","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","144","144","144","144","144","144","0","144","0","0","0","144","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","64","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","387.0","169423","16938","NA","387","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","NA","395632","427980","426944","428470","427977","428082","1858","418653","1862","304559","NA","428082","NA","Flanker Task","122","61470.0","145","1024"
"83","83","423","423","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","h","0","0","0","145","145","145","145","145","145","0","145","0","0","0","145","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","65","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","346.0","169423","16938","NA","346","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","NA","395632","429520","428482","429968","429518","429621","1858","418653","1862","304559","NA","429621","NA","Flanker Task","122","61816.0","146","1024"
"83","83","424","424","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","146","146","146","146","146","146","0","146","0","0","0","146","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","66","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","516.0","169423","16938","NA","516","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","NA","429981","431517","430482","432135","431516","431618","1858","418653","1862","304559","NA","431618","NA","Flanker Task","123","62332.0","147","1024"
"83","83","424","424","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","147","147","147","147","147","147","0","147","0","0","0","147","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","67","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","438.0","169423","16938","NA","438","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","NA","429981","433184","432148","433724","433183","433285","1858","418653","1862","304559","NA","433285","NA","Flanker Task","124","62770.0","148","1024"
"83","83","423","423","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","s","0","0","0","148","148","148","148","148","148","0","148","0","0","0","148","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","68","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","369.0","169423","16938","NA","369","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","NA","429981","434771","433737","435242","434769","434872","1858","418653","1862","304559","NA","434872","NA","Flanker Task","124","63139.0","149","1024"
"83","83","423","423","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","149","149","149","149","149","149","0","149","0","0","0","149","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","69","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","362.0","169423","16938","NA","362","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","NA","435254","436789","435755","437254","436786","436890","1858","418653","1862","304559","NA","436891","NA","Flanker Task","125","63501.0","150","1024"
"83","83","423","423","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","150","150","150","150","150","150","0","150","0","0","0","150","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","70","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","469.0","169423","16938","NA","469","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","NA","435254","438305","437266","438877","438303","438406","1858","418653","1862","304559","NA","438407","NA","Flanker Task","126","63970.0","151","1024"
"83","83","423","423","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","151","151","151","151","151","151","0","151","0","0","0","151","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","71","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","466.0","169423","16938","NA","466","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","NA","435254","439932","438890","440500","439931","440033","1858","418653","1862","304559","NA","440033","NA","Flanker Task","127","64436.0","152","1024"
"83","83","423","423","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","152","152","152","152","152","152","0","152","0","0","0","152","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","72","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","387.0","169423","16938","NA","387","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","NA","435254","441554","440512","442043","441553","441655","1858","418653","1862","304559","NA","441655","NA","Flanker Task","128","64823.0","153","1024"
"83","83","423","423","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","153","153","153","153","153","153","0","153","0","0","0","153","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","73","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","469.0","169423","16938","NA","469","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","NA","435254","443095","442056","443666","443094","443196","1858","418653","1862","304559","NA","443196","NA","Flanker Task","129","65292.0","154","1024"
"83","83","423","423","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","154","154","154","154","154","154","0","154","0","0","0","154","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","74","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","381.0","169423","16938","NA","381","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","NA","435254","444717","443678","445200","444716","444818","1858","418653","1862","304559","NA","444818","NA","Flanker Task","130","65673.0","155","1024"
"83","83","423","423","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","155","155","155","155","155","155","0","155","0","0","0","155","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","75","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","396.0","169423","16938","NA","396","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","NA","435254","446254","445212","446752","446252","446355","1858","418653","1862","304559","NA","446355","NA","Flanker Task","131","66069.0","156","1024"
"83","83","423","423","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","h","0","0","0","156","156","156","156","156","156","0","156","0","0","0","156","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","76","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","382.0","169423","16938","NA","382","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","NA","435254","447800","446765","448286","447799","447902","1858","418653","1862","304559","NA","447902","NA","Flanker Task","131","66451.0","157","1024"
"82","82","422","422","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","h","0","0","0","157","157","157","157","157","157","0","157","0","0","0","157","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","77","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","365.0","169423","16938","NA","365","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","NA","448298","449831","448799","450298","449828","449932","1858","418653","1862","304559","NA","449932","NA","Flanker Task","131","66816.0","158","1024"
