"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","condition","correct","correct_instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_ErrorFeedback","count_Fixation","count_ISI","count_Logger","count_Sequence","count_Stimulus","count_experiment","count_faster","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_new_sketchpad","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_new_sketchpad","response_time","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","response_time_new_sketchpad","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ErrorFeedback","time_Fixation","time_ISI","time_Logger","time_Sequence","time_Stimulus","time_experiment","time_faster","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_new_sketchpad","title","total_correct","total_response_time","total_responses","width"
"76","76","381","381","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","220","220","220","220","220","220","0","220","0","0","0","220","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","60","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","115.0","169423","16938","87187","115","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","542345","651300","652833","651801","653052","652831","652934","1858","647689","1862","304559","455157","652934","NA","Flanker Task","170","84359.0","221","1024"
"77","77","380","380","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","221","221","221","221","221","221","0","221","0","0","0","221","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","61","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","151.0","169423","16938","87187","151","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","542345","651300","654110","653064","654364","654109","654211","1858","647689","1862","304559","455157","654212","NA","Flanker Task","171","84510.0","222","1024"
"76","76","379","379","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","h","0","0","0","222","222","222","222","222","222","0","222","0","0","0","222","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","62","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","144.0","169423","16938","87187","144","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","542345","651300","655412","654376","655659","655410","655513","1858","647689","1862","304559","455157","655513","NA","Flanker Task","171","84654.0","223","1024"
"76","76","378","378","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","223","223","223","223","223","223","0","223","0","0","0","223","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","63","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","90.0","169423","16938","87187","90","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","542345","655671","657215","656172","657410","657213","657316","1858","647689","1862","304559","455157","657319","NA","Flanker Task","172","84744.0","224","1024"
"76","76","378","378","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","224","224","224","224","224","224","0","224","0","0","0","224","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","64","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","316.0","169423","16938","87187","316","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","542345","655671","658485","657423","658904","658483","658586","1858","647689","1862","304559","455157","658586","NA","Flanker Task","173","85060.0","225","1024"
"76","76","377","377","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","225","225","225","225","225","225","0","225","0","0","0","225","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","65","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","217.0","169423","16938","87187","217","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","542345","655671","660447","659417","660766","660445","660548","1858","658916","1862","304559","455157","660548","NA","Flanker Task","174","85277.0","226","1024"
"77","77","376","376","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","226","226","226","226","226","226","0","226","0","0","0","226","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","66","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","230.0","169423","16938","87187","230","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","542345","655671","661817","660779","662150","661815","661918","1858","658916","1862","304559","455157","661918","NA","Flanker Task","175","85507.0","227","1024"
"77","77","376","376","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","227","227","227","227","227","227","0","227","0","0","0","227","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","67","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","223.0","169423","16938","87187","223","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","542345","655671","663195","662152","663523","663193","663298","1858","658916","1862","304559","455157","663298","NA","Flanker Task","176","85730.0","228","1024"
"77","77","374","374","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","228","228","228","228","228","228","0","228","0","0","0","228","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","68","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","131.0","169423","16938","87187","131","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","542345","655671","664593","663536","664827","664590","664694","1858","658916","1862","304559","455157","664694","NA","Flanker Task","177","85861.0","229","1024"
"76","76","374","374","#000000","legacy","legacy","legacy","Congruent","0","undefined","0","s","0","0","0","229","229","229","229","229","229","0","229","0","0","0","229","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","69","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","161.0","169423","16938","87187","161","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","542345","655671","665882","664839","666145","665879","665983","1858","658916","1862","304559","455157","665983","NA","Flanker Task","177","86022.0","230","1024"
"77","77","372","372","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","230","230","230","230","230","230","0","230","0","0","0","230","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","70","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","109.0","169423","16938","87187","109","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","542345","666158","667701","666659","667912","667699","667802","1858","658916","1862","304559","455157","667802","NA","Flanker Task","178","86131.0","231","1024"
"77","77","371","371","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","231","231","231","231","231","231","0","231","0","0","0","231","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","71","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","151.0","169423","16938","87187","151","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","542345","666158","668976","667925","669231","668974","669078","1858","658916","1862","304559","455157","669078","NA","Flanker Task","179","86282.0","232","1024"
"77","77","370","370","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","232","232","232","232","232","232","0","232","0","0","0","232","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","72","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","119.0","169423","16938","87187","119","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","542345","666158","670284","669243","670505","670282","670385","1858","658916","1862","304559","455157","670385","NA","Flanker Task","180","86401.0","233","1024"
"76","76","369","369","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","h","0","0","0","233","233","233","233","233","233","0","233","0","0","0","233","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","73","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","return","s","NA","120.0","169423","16938","87187","120","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","542345","666158","671580","670517","671804","671578","671681","1858","658916","1862","304559","455157","671682","NA","Flanker Task","180","86521.0","234","1024"
"77","77","369","369","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","234","234","234","234","234","234","0","234","0","0","0","234","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","74","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","382.0","169423","16938","87187","382","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","542345","671817","673356","672318","673840","673354","673457","1858","658916","1862","304559","455157","673457","NA","Flanker Task","181","86903.0","235","1024"
"77","77","369","369","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","235","235","235","235","235","235","0","235","0","0","0","235","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","75","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","399.0","169423","16938","87187","399","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","542345","671817","675391","674354","675893","675389","675492","1858","673853","1862","304559","455157","675492","NA","Flanker Task","182","87302.0","236","1024"
"77","77","369","369","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","236","236","236","236","236","236","0","236","0","0","0","236","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","76","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","292.0","169423","16938","87187","292","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","542345","671817","677446","676406","677841","677444","677547","1858","675905","1862","304559","455157","677547","NA","Flanker Task","183","87594.0","237","1024"
"76","76","369","369","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","s","0","0","0","237","237","237","237","237","237","0","237","0","0","0","237","0","Sun Sep 24 19:26:35 2023","300","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","77","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","return","h","NA","338.0","169423","16938","87187","338","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","542345","671817","678893","677853","679334","678892","678994","1858","675905","1862","304559","455157","678994","NA","Flanker Task","183","87932.0","238","1024"
