acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,condition,correct,correct_instructions1,correct_keyboard_response,correct_response,count_ISI,count_block1,count_block2,count_block3,count_errorFeedback,count_experiment,count_faster,count_finish,count_fixation,count_instructions1,count_instructions2,count_instructions3,count_keyboard_response,count_logger,count_new_sketchpad,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions2,response_instructions3,response_keyboard_response,response_new_sketchpad,response_time,response_time_finish,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_keyboard_response,response_time_new_sketchpad,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_ISI,time_block1,time_block2,time_block3,time_errorFeedback,time_experiment,time_faster,time_finish,time_fixation,time_instructions1,time_instructions2,time_instructions3,time_keyboard_response,time_logger,time_new_sketchpad,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,width
100,100,623,623,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,10,0,0,0,10,0,10,0,10,0,0,0,10,10,NA,10,10,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,10,10,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,594,NA,34597,NA,NA,594,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,52415,35764,NA,NA,NA,1163,NA,NA,53458,1166,NA,NA,53559,54153,NA,53456,53559,Flanker Task,11,6854,11,1024
100,100,614,614,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,11,0,0,0,11,0,11,0,11,0,0,0,11,11,NA,11,11,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,11,11,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,518,NA,34597,NA,NA,518,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,54158,35764,NA,NA,NA,1163,NA,NA,55187,1166,NA,NA,55288,55807,NA,55185,55288,Flanker Task,12,7372,12,1024
100,100,599,599,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,12,0,0,0,12,0,12,0,12,0,0,0,12,12,NA,12,12,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,12,12,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,425,NA,34597,NA,NA,425,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,55811,35764,NA,NA,NA,1163,NA,NA,56843,1166,NA,NA,56944,57369,NA,56841,56944,Flanker Task,13,7797,13,1024
100,100,590,590,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,13,0,0,0,13,0,13,0,13,0,0,0,13,13,NA,13,13,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,13,13,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,467,NA,34597,NA,NA,467,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,57371,35764,NA,NA,NA,1163,NA,NA,58401,1166,NA,NA,58502,58969,NA,58398,58502,Flanker Task,14,8264,14,1024
100,100,587,587,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,14,0,0,0,14,0,14,0,14,0,0,0,14,14,NA,14,14,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,14,14,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,555,NA,34597,NA,NA,555,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,58973,35764,NA,NA,NA,1163,NA,NA,60007,1166,NA,NA,60108,60664,NA,60004,60108,Flanker Task,15,8819,15,1024
100,100,575,575,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,15,0,0,0,15,0,15,0,15,0,0,0,15,15,NA,15,15,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,15,15,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,384,NA,34597,NA,NA,384,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,60668,35764,NA,NA,NA,1163,NA,NA,61697,1166,NA,NA,61798,62182,NA,61695,61798,Flanker Task,16,9203,16,1024
100,100,575,575,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,16,0,0,0,16,0,16,0,16,0,0,0,16,16,NA,16,16,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,16,16,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,581,NA,34597,NA,NA,581,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,62186,35764,NA,NA,NA,1163,NA,NA,63215,1166,NA,NA,63316,63898,NA,63214,63316,Flanker Task,17,9784,17,1024
100,100,569,569,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,17,0,0,0,17,0,17,0,17,0,0,0,17,17,NA,17,17,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,17,17,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,472,NA,34597,NA,NA,472,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,63902,35764,NA,NA,NA,1163,NA,NA,64930,1166,NA,NA,65031,65504,NA,64928,65031,Flanker Task,18,10256,18,1024
100,100,564,564,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,18,0,0,0,18,0,18,0,18,0,0,0,18,18,NA,18,18,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,18,18,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,461,NA,34597,NA,NA,461,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,65507,35764,NA,NA,NA,1163,NA,NA,66536,1166,NA,NA,66637,67098,NA,66534,66637,Flanker Task,19,10717,19,1024
100,100,558,558,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,19,0,0,0,19,0,19,0,19,0,0,0,19,19,NA,19,19,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,19,19,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,443,NA,34597,NA,NA,443,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,67103,35764,NA,NA,NA,1163,NA,NA,68131,1166,NA,NA,68232,68676,NA,68128,68232,Flanker Task,20,11160,20,1024
100,100,549,549,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,20,0,0,0,20,0,20,0,20,0,0,0,20,20,NA,20,20,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,20,20,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,385,NA,34597,NA,NA,385,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,68680,35764,NA,NA,NA,1163,NA,NA,69713,1166,NA,NA,69814,70199,NA,69711,69814,Flanker Task,21,11545,21,1024
100,100,542,542,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,21,0,0,0,21,0,21,0,21,0,0,0,21,21,NA,21,21,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,21,21,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,382,NA,34597,NA,NA,382,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,70203,35764,NA,NA,NA,1163,NA,NA,71232,1166,NA,NA,71333,71716,NA,71230,71333,Flanker Task,22,11927,22,1024
100,100,536,536,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,22,0,0,0,22,0,22,0,22,0,0,0,22,22,NA,22,22,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,22,22,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,422,NA,34597,NA,NA,422,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,71720,35764,NA,NA,NA,1163,NA,NA,72746,1166,NA,NA,72847,73270,NA,72744,72847,Flanker Task,23,12349,23,1024
95,95,528,528,black,legacy,legacy,legacy,congruent ,0,undefined,0,s,23,0,0,0,23,0,23,0,23,0,0,0,23,23,NA,23,23,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,23,23,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,329,NA,34597,NA,NA,329,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,73272,35764,NA,NA,NA,1163,NA,NA,74300,1166,NA,NA,74401,74730,NA,74297,74401,Flanker Task,23,12678,24,1024
92,92,526,526,black,legacy,legacy,legacy,congruent ,0,undefined,0,h,24,0,0,0,24,0,24,0,24,0,0,0,24,24,NA,24,24,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,24,24,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,494,NA,34597,NA,NA,494,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,75238,35764,NA,NA,74735,1163,NA,NA,76264,1166,NA,NA,76365,76860,NA,76262,76365,Flanker Task,23,13172,25,1024
92,92,530,530,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,25,0,0,0,25,0,25,0,25,0,0,0,25,25,NA,25,25,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,25,25,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,631,NA,34597,NA,NA,631,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,77364,35764,NA,NA,76863,1163,NA,NA,78394,1166,NA,NA,78495,79127,NA,78392,78495,Flanker Task,24,13803,26,1024
92,92,529,529,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,26,0,0,0,26,0,26,0,26,0,0,0,26,26,NA,26,26,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,26,26,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,494,NA,34597,NA,NA,494,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,79131,35764,NA,NA,76863,1163,NA,NA,80159,1166,NA,NA,80260,80755,NA,80157,80260,Flanker Task,25,14297,27,1024
92,92,530,530,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,27,0,0,0,27,0,27,0,27,0,0,0,27,27,NA,27,27,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,27,27,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,553,NA,34597,NA,NA,553,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,80759,35764,NA,NA,76863,1163,NA,NA,81796,1166,NA,NA,81897,82450,NA,81794,81897,Flanker Task,26,14850,28,1024
93,93,527,527,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,28,0,0,0,28,0,28,0,28,0,0,0,28,28,NA,28,28,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,28,28,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,436,NA,34597,NA,NA,436,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,82454,35764,NA,NA,76863,1163,NA,NA,83484,1166,NA,NA,83585,84022,NA,83483,83585,Flanker Task,27,15286,29,1024
93,93,526,526,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,29,0,0,0,29,0,29,0,29,0,0,0,29,29,NA,29,29,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,29,29,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,496,NA,34597,NA,NA,496,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,84026,35764,NA,NA,76863,1163,NA,NA,85059,1166,NA,NA,85160,85657,NA,85056,85160,Flanker Task,28,15782,30,1024
93,93,521,521,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,30,0,0,0,30,0,30,0,30,0,0,0,30,30,NA,30,30,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,30,30,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,393,NA,34597,NA,NA,393,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,85661,35764,NA,NA,76863,1163,NA,NA,86688,1166,NA,NA,86796,87189,NA,86687,86795,Flanker Task,29,16175,31,1024
93,93,518,518,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,31,0,0,0,31,0,31,0,31,0,0,0,31,31,NA,31,31,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,31,31,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,410,NA,34597,NA,NA,410,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,87194,35764,NA,NA,76863,1163,NA,NA,88222,1166,NA,NA,88323,88733,NA,88221,88323,Flanker Task,30,16585,32,1024
93,93,516,516,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,32,0,0,0,32,0,32,0,32,0,0,0,32,32,NA,32,32,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,32,32,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,470,NA,34597,NA,NA,470,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,88735,35764,NA,NA,76863,1163,NA,NA,89765,1166,NA,NA,89866,90336,NA,89763,89866,Flanker Task,31,17055,33,1024
94,94,514,514,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,33,0,0,0,33,0,33,0,33,0,0,0,33,33,NA,33,33,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,33,33,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,444,NA,34597,NA,NA,444,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,90344,35764,NA,NA,76863,1163,NA,NA,91376,1166,NA,NA,91477,91921,NA,91374,91477,Flanker Task,32,17499,34,1024
94,94,512,512,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,34,0,0,0,34,0,34,0,34,0,0,0,34,34,NA,34,34,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,34,34,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,435,NA,34597,NA,NA,435,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,91935,35764,NA,NA,76863,1163,NA,NA,92964,1166,NA,NA,93065,93501,NA,92962,93065,Flanker Task,33,17934,35,1024
94,94,514,514,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,35,0,0,0,35,0,35,0,35,0,0,0,35,35,NA,35,35,Fri Sep 15 10:55:48 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,no,768,legacy,35,35,C:/Users/Simone/Desktop/SD-subject-1.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,570,NA,34597,NA,NA,570,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,93520,35764,NA,NA,76863,1163,NA,NA,94553,1166,NA,NA,94654,95225,NA,94551,94654,Flanker Task,34,18504,36,1024
