acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,condition,correct,correct_instructions1,correct_keyboard_response,correct_response,count_ISI,count_block1,count_block2,count_block3,count_errorFeedback,count_experiment,count_faster,count_finish,count_fixation,count_instructions1,count_instructions2,count_instructions3,count_keyboard_response,count_logger,count_new_sketchpad,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions2,response_instructions3,response_keyboard_response,response_new_sketchpad,response_time,response_time_finish,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_keyboard_response,response_time_new_sketchpad,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_ISI,time_block1,time_block2,time_block3,time_errorFeedback,time_experiment,time_faster,time_finish,time_fixation,time_instructions1,time_instructions2,time_instructions3,time_keyboard_response,time_logger,time_new_sketchpad,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,width
97,97,428,428,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,112,0,0,0,112,0,112,0,112,0,0,0,112,112,NA,112,112,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,32,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,409,NA,2308,27822,NA,409,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,207861,4092,159214,NA,192029,1780,NA,NA,208894,1783,131391,NA,208995,209405,NA,208892,208995,Flanker Task,110,48378,113,1024
97,97,428,428,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,113,0,0,0,113,0,113,0,113,0,0,0,113,113,NA,113,113,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,33,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,506,NA,2308,27822,NA,506,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,209409,4092,159214,NA,192029,1780,NA,NA,210436,1783,131391,NA,210537,211044,NA,210434,210537,Flanker Task,111,48884,114,1024
97,97,428,428,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,114,0,0,0,114,0,114,0,114,0,0,0,114,114,NA,114,114,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,34,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,370,NA,2308,27822,NA,370,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,211048,4092,159214,NA,192029,1780,NA,NA,212085,1783,131391,NA,212186,212557,NA,212083,212186,Flanker Task,112,49254,115,1024
97,97,427,427,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,115,0,0,0,115,0,115,0,115,0,0,0,115,115,NA,115,115,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,35,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,355,NA,2308,27822,NA,355,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,212560,4092,159214,NA,192029,1780,NA,NA,213593,1783,131391,NA,213694,214051,NA,213591,213694,Flanker Task,113,49609,116,1024
97,97,427,427,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,116,0,0,0,116,0,116,0,116,0,0,0,116,116,NA,116,116,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,36,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,377,NA,2308,27822,NA,377,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,214055,4092,159214,NA,192029,1780,NA,NA,215089,1783,131391,NA,215191,215569,NA,215088,215191,Flanker Task,114,49986,117,1024
97,97,427,427,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,117,0,0,0,117,0,117,0,117,0,0,0,117,117,NA,117,117,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,37,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,418,NA,2308,27822,NA,418,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,215573,4092,159214,NA,192029,1780,NA,NA,216604,1783,131391,NA,216707,217126,NA,216602,216707,Flanker Task,115,50404,118,1024
97,97,427,427,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,118,0,0,0,118,0,118,0,118,0,0,0,118,118,NA,118,118,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,38,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,509,NA,2308,27822,NA,509,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,217129,4092,159214,NA,192029,1780,NA,NA,218160,1783,131391,NA,218261,218771,NA,218158,218261,Flanker Task,116,50913,119,1024
97,97,427,427,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,119,0,0,0,119,0,119,0,119,0,0,0,119,119,NA,119,119,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,39,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,386,NA,2308,27822,NA,386,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,218774,4092,159214,NA,192029,1780,NA,NA,219807,1783,131391,NA,219908,220295,NA,219805,219908,Flanker Task,117,51299,120,1024
97,97,427,427,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,120,0,0,0,120,0,120,0,120,0,0,0,120,120,NA,120,120,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,40,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,401,NA,2308,27822,NA,401,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,220300,4092,159214,NA,192029,1780,NA,NA,221329,1783,131391,NA,221430,221832,NA,221327,221430,Flanker Task,118,51700,121,1024
97,97,427,427,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,121,0,0,0,121,0,121,0,121,0,0,0,121,121,NA,121,121,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,41,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,420,NA,2308,27822,NA,420,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,221835,4092,159214,NA,192029,1780,NA,NA,222866,1783,131391,NA,222967,223388,NA,222864,222967,Flanker Task,119,52120,122,1024
97,97,427,427,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,122,0,0,0,122,0,122,0,122,0,0,0,122,122,NA,122,122,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,42,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,420,NA,2308,27822,NA,420,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,223391,4092,159214,NA,192029,1780,NA,NA,224417,1783,131391,NA,224518,224939,NA,224416,224518,Flanker Task,120,52540,123,1024
97,97,426,426,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,123,0,0,0,123,0,123,0,123,0,0,0,123,123,NA,123,123,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,43,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,390,NA,2308,27822,NA,390,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,224943,4092,159214,NA,192029,1780,NA,NA,225977,1783,131391,NA,226078,226469,NA,225975,226078,Flanker Task,121,52930,124,1024
97,97,426,426,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,124,0,0,0,124,0,124,0,124,0,0,0,124,124,NA,124,124,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,44,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,356,NA,2308,27822,NA,356,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,226471,4092,159214,NA,192029,1780,NA,NA,227496,1783,131391,NA,227599,227955,NA,227495,227598,Flanker Task,122,53286,125,1024
97,97,426,426,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,125,0,0,0,125,0,125,0,125,0,0,0,125,125,NA,125,125,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,45,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,397,NA,2308,27822,NA,397,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,227959,4092,159214,NA,192029,1780,NA,NA,229009,1783,131391,NA,229110,229508,NA,229007,229110,Flanker Task,123,53683,126,1024
97,97,425,425,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,126,0,0,0,126,0,126,0,126,0,0,0,126,126,NA,126,126,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,46,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,376,NA,2308,27822,NA,376,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,229512,4092,159214,NA,192029,1780,NA,NA,230547,1783,131391,NA,230648,231026,NA,230545,230648,Flanker Task,124,54059,127,1024
97,97,425,425,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,127,0,0,0,127,0,127,0,127,0,0,0,127,127,NA,127,127,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,47,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,411,NA,2308,27822,NA,411,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,231029,4092,159214,NA,192029,1780,NA,NA,232058,1783,131391,NA,232160,232572,NA,232056,232160,Flanker Task,125,54470,128,1024
97,97,425,425,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,128,0,0,0,128,0,128,0,128,0,0,0,128,128,NA,128,128,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,48,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,416,NA,2308,27822,NA,416,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,232575,4092,159214,NA,192029,1780,NA,NA,233610,1783,131391,NA,233712,234129,NA,233608,233712,Flanker Task,126,54886,129,1024
97,97,425,425,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,129,0,0,0,129,0,129,0,129,0,0,0,129,129,NA,129,129,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,49,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,411,NA,2308,27822,NA,411,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,234134,4092,159214,NA,192029,1780,NA,NA,235167,1783,131391,NA,235269,235682,NA,235165,235269,Flanker Task,127,55297,130,1024
97,97,425,425,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,130,0,0,0,130,0,130,0,130,0,0,0,130,130,NA,130,130,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,50,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,402,NA,2308,27822,NA,402,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,235685,4092,159214,NA,192029,1780,NA,NA,236719,1783,131391,NA,236820,237223,NA,236717,236820,Flanker Task,128,55699,131,1024
97,97,424,424,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,131,0,0,0,131,0,131,0,131,0,0,0,131,131,NA,131,131,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,51,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,379,NA,2308,27822,NA,379,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,237227,4092,159214,NA,192029,1780,NA,NA,238261,1783,131391,NA,238362,238742,NA,238258,238362,Flanker Task,129,56078,132,1024
97,97,425,425,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,132,0,0,0,132,0,132,0,132,0,0,0,132,132,NA,132,132,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,52,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,447,NA,2308,27822,NA,447,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,238747,4092,159214,NA,192029,1780,NA,NA,239778,1783,131391,NA,239879,240327,NA,239776,239879,Flanker Task,130,56525,133,1024
97,97,424,424,black,legacy,legacy,legacy,incongruent,0,undefined,0,h,133,0,0,0,133,0,133,0,133,0,0,0,133,133,NA,133,133,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,53,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,300,NA,2308,27822,NA,300,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,240330,4092,159214,NA,192029,1780,NA,NA,241360,1783,131391,NA,241461,241761,NA,241358,241461,Flanker Task,130,56825,134,1024
97,97,423,423,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,134,0,0,0,134,0,134,0,134,0,0,0,134,134,NA,134,134,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,54,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,411,NA,2308,27822,NA,411,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,242265,4092,159214,NA,241763,1780,NA,NA,243311,1783,131391,NA,243412,243824,NA,243307,243412,Flanker Task,131,57236,135,1024
97,97,424,424,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,135,0,0,0,135,0,135,0,135,0,0,0,135,135,NA,135,135,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,55,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,540,NA,2308,27822,NA,540,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,243827,4092,159214,NA,241763,1780,NA,NA,244861,1783,131391,NA,244962,245502,NA,244858,244962,Flanker Task,132,57776,136,1024
97,97,426,426,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,136,0,0,0,136,0,136,0,136,0,0,0,136,136,NA,136,136,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,56,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,595,NA,2308,27822,NA,595,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,245506,4092,159214,NA,241763,1780,NA,NA,246540,1783,131391,NA,246641,247238,NA,246538,246641,Flanker Task,133,58371,137,1024
97,97,425,425,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,137,0,0,0,137,0,137,0,137,0,0,0,137,137,NA,137,137,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,57,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,405,NA,2308,27822,NA,405,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,247245,4092,159214,NA,241763,1780,NA,NA,248278,1783,131391,NA,248379,248785,NA,248276,248379,Flanker Task,134,58776,138,1024
97,97,425,425,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,138,0,0,0,138,0,138,0,138,0,0,0,138,138,NA,138,138,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,58,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,411,NA,2308,27822,NA,411,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,248788,4092,159214,NA,241763,1780,NA,NA,249821,1783,131391,NA,249922,250333,NA,249820,249922,Flanker Task,135,59187,139,1024
97,97,425,425,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,139,0,0,0,139,0,139,0,139,0,0,0,139,139,NA,139,139,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,59,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,411,NA,2308,27822,NA,411,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,250337,4092,159214,NA,241763,1780,NA,NA,251374,1783,131391,NA,251475,251887,NA,251372,251475,Flanker Task,136,59598,140,1024
97,97,425,425,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,140,0,0,0,140,0,140,0,140,0,0,0,140,140,NA,140,140,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,60,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,451,NA,2308,27822,NA,451,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,251891,4092,159214,NA,241763,1780,NA,NA,252924,1783,131391,NA,253025,253477,NA,252922,253025,Flanker Task,137,60049,141,1024
97,97,425,425,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,141,0,0,0,141,0,141,0,141,0,0,0,141,141,NA,141,141,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,61,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,414,NA,2308,27822,NA,414,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,253481,4092,159214,NA,241763,1780,NA,NA,254507,1783,131391,NA,254608,255023,NA,254505,254608,Flanker Task,138,60463,142,1024
97,97,425,425,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,142,0,0,0,142,0,142,0,142,0,0,0,142,142,NA,142,142,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,62,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,386,NA,2308,27822,NA,386,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,255026,4092,159214,NA,241763,1780,NA,NA,256055,1783,131391,NA,256156,256543,NA,256053,256156,Flanker Task,139,60849,143,1024
97,97,425,425,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,143,0,0,0,143,0,143,0,143,0,0,0,143,143,NA,143,143,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,63,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,352,NA,2308,27822,NA,352,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,256547,4092,159214,NA,241763,1780,NA,NA,257584,1783,131391,NA,257685,258038,NA,257583,257685,Flanker Task,140,61201,144,1024
97,97,425,425,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,144,0,0,0,144,0,144,0,144,0,0,0,144,144,NA,144,144,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,64,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,519,NA,2308,27822,NA,519,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,258042,4092,159214,NA,241763,1780,NA,NA,259066,1783,131391,NA,259167,259686,NA,259064,259167,Flanker Task,141,61720,145,1024
97,97,426,426,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,145,0,0,0,145,0,145,0,145,0,0,0,145,145,NA,145,145,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,65,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,h,NA,h,NA,600,NA,2308,27822,NA,600,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,259690,4092,159214,NA,241763,1780,NA,NA,260720,1783,131391,NA,260822,261423,NA,260719,260822,Flanker Task,142,62320,146,1024
97,97,426,426,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,146,0,0,0,146,0,146,0,146,0,0,0,146,146,NA,146,146,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,66,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,436,NA,2308,27822,NA,436,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,261427,4092,159214,NA,241763,1780,NA,NA,262457,1783,131391,NA,262558,262995,NA,262456,262558,Flanker Task,143,62756,147,1024
97,97,427,427,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,147,0,0,0,147,0,147,0,147,0,0,0,147,147,NA,147,147,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,67,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,456,NA,2308,27822,NA,456,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,262998,4092,159214,NA,241763,1780,NA,NA,264028,1783,131391,NA,264129,264586,NA,264027,264129,Flanker Task,144,63212,148,1024
97,97,427,427,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,148,0,0,0,148,0,148,0,148,0,0,0,148,148,NA,148,148,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,68,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,553,NA,2308,27822,NA,553,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,264589,4092,159214,NA,241763,1780,NA,NA,265620,1783,131391,NA,265721,266275,NA,265618,265721,Flanker Task,145,63765,149,1024
97,97,428,428,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,149,0,0,0,149,0,149,0,149,0,0,0,149,149,NA,149,149,Thu Sep 21 14:33:46 2023,600,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,69,79,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,h,NA,s,NA,454,NA,2308,27822,NA,454,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,266279,4092,159214,NA,241763,1780,NA,NA,267309,1783,131391,NA,267411,267866,NA,267308,267411,Flanker Task,146,64219,150,1024
