"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_PracticeLoop","count_correctFeedback","count_exSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_logger","count_memorySet","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_PracticeLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_PracticeLoop","time_correctFeedback","time_exSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_logger","time_memorySet","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","width"
"90","90","942","942","black","practice","legacy","legacy","legacy","1","undefined","1","right","10","0","10","10","0","0","10","10","0","0","10","10","10","10","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","10","10","/Users/baileymcwhirter/BMsubject-4.csv","legacy","9 6 7 4 5","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","right","NA","771.0","34137","NA","771","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","3","101959","36758","92843","99747","2454","NA","99750","98703","2529","NA","103961","104733","100754","103961","NA","Sternberg Task","10","10366.0","11","1024"
"91","91","937","937","black","practice","legacy","legacy","legacy","1","undefined","1","right","11","0","11","11","0","0","11","11","0","0","11","11","11","11","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","11","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","4 1 5","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","right","NA","886.0","34137","NA","886","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","2","107986","36758","104736","105775","2454","NA","105777","98703","2529","NA","109989","110876","106780","109989","NA","Sternberg Task","11","11252.0","12","1024"
"92","92","943","943","black","experiment","legacy","legacy","legacy","1","undefined","1","left","12","0","12","12","0","0","12","12","0","0","12","12","12","12","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","0","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","4 9 7 8 5 3","Melodramatic Milgram","4.0.5","4","y","0","left","right","right","left","NA","1016.0","34137","5612","1016","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","8","119759","36758","110878","117544","2454","117494","117546","98703","2529","111881","121761","122777","118553","121761","NA","Sternberg Task","12","12268.0","13","1024"
"92","92","931","931","black","experiment","legacy","legacy","legacy","1","undefined","1","left","13","0","13","13","0","0","13","13","0","0","13","13","13","13","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","1","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","2 6 1 7 4","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","773.0","34137","5612","773","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","6","126042","36758","122781","123828","2454","117494","123830","98703","2529","111881","128044","128818","124835","128044","NA","Sternberg Task","13","13041.0","14","1024"
"93","93","918","918","black","experiment","legacy","legacy","legacy","1","undefined","1","left","14","0","14","14","0","0","14","14","0","0","14","14","14","14","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","2","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","3 4 9 6 2 9","Melodramatic Milgram","4.0.5","5","y","0","left","right","right","left","NA","743.0","34137","5612","743","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","2","132073","36758","128821","129861","2454","117494","129864","98703","2529","111881","134076","134819","130866","134076","NA","Sternberg Task","14","13784.0","15","1024"
"93","93","910","910","black","experiment","legacy","legacy","legacy","1","undefined","1","left","15","0","15","15","0","0","15","15","0","0","15","15","15","15","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","3","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","9 3 8 2 1 4","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","786.0","34137","5612","786","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","8","138072","36758","134822","135860","2454","117494","135862","98703","2529","111881","140075","140861","136865","140075","NA","Sternberg Task","15","14570.0","16","1024"
"94","94","894","894","black","experiment","legacy","legacy","legacy","1","undefined","1","right","16","0","16","16","0","0","16","16","0","0","16","16","16","16","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","4","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","2 8 9 4 1","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","632.0","34137","5612","632","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","5","144104","36758","140864","141895","2454","117494","141897","98703","2529","111881","146106","146739","142899","146106","NA","Sternberg Task","16","15202.0","17","1024"
"94","94","888","888","black","experiment","legacy","legacy","legacy","1","undefined","1","right","17","0","17","17","0","0","17","17","0","0","17","17","17","17","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","5","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","9 7 4 5 8","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","791.0","34137","5612","791","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","6","149982","36758","146741","147773","2454","117494","147775","98703","2529","111881","151984","152776","148778","151984","NA","Sternberg Task","17","15993.0","18","1024"
"94","94","882","882","black","experiment","legacy","legacy","legacy","1","undefined","1","left","18","0","18","18","0","0","18","18","0","0","18","18","18","18","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","6","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","8 3","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","766.0","34137","5612","766","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","3","156022","36758","152779","153811","2454","117494","153813","98703","2529","111881","158026","158793","154815","158025","NA","Sternberg Task","18","16759.0","19","1024"
"95","95","876","876","black","experiment","legacy","legacy","legacy","1","undefined","1","left","19","0","19","19","0","0","19","19","0","0","19","19","19","19","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","7","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","4 1 8 7 5","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","773.0","34137","5612","773","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","8","162041","36758","158796","159831","2454","117494","159833","98703","2529","111881","164043","164817","160836","164042","NA","Sternberg Task","19","17532.0","20","1024"
"95","95","867","867","black","experiment","legacy","legacy","legacy","1","undefined","1","left","20","0","20","20","0","0","20","20","0","0","20","20","20","20","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","8","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","7 6","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","677.0","34137","5612","677","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","6","168061","36758","164820","165848","2454","117494","165850","98703","2529","111881","170065","170743","166856","170065","NA","Sternberg Task","20","18209.0","21","1024"
"95","95","861","861","black","experiment","legacy","legacy","legacy","1","undefined","1","left","21","0","21","21","0","0","21","21","0","0","21","21","21","21","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","9","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","3 5 9 6 2 4","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","738.0","34137","5612","738","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","3","173992","36758","170746","171780","2454","117494","171782","98703","2529","111881","175994","176732","172787","175994","NA","Sternberg Task","21","18947.0","22","1024"
"95","95","856","856","black","experiment","legacy","legacy","legacy","1","undefined","1","left","22","0","22","22","0","0","22","22","0","0","22","22","22","22","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","10","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","9 5 3 8 4","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","757.0","34137","5612","757","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","9","179980","36758","176735","177765","2454","117494","177767","98703","2529","111881","181984","182742","178773","181984","NA","Sternberg Task","22","19704.0","23","1024"
"95","95","853","853","black","experiment","legacy","legacy","legacy","1","undefined","1","left","23","0","23","23","0","0","23","23","0","0","23","23","23","23","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","11","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","6 7 9 3 1 2","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","772.0","34137","5612","772","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","6","185990","36758","182744","183779","2454","117494","183781","98703","2529","111881","187992","188765","184784","187992","NA","Sternberg Task","23","20476.0","24","1024"
"96","96","841","841","black","experiment","legacy","legacy","legacy","1","undefined","1","right","24","0","24","24","0","0","24","24","0","0","24","24","24","24","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","12","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","8 9","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","568.0","34137","5612","568","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","5","192010","36758","188768","189798","2454","117494","189801","98703","2529","111881","194013","194582","190804","194013","NA","Sternberg Task","24","21044.0","25","1024"
"96","96","836","836","black","experiment","legacy","legacy","legacy","1","undefined","1","left","25","0","25","25","0","0","25","25","0","0","25","25","25","25","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","13","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","4 6 5 8","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","700.0","34137","5612","700","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","4","197824","36758","194584","195614","2454","117494","195617","98703","2529","111881","199826","200527","196619","199826","NA","Sternberg Task","25","21744.0","26","1024"
"96","96","837","837","black","experiment","legacy","legacy","legacy","1","undefined","1","right","26","0","26","26","0","0","26","26","0","0","26","26","26","26","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","14","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","4 2 7 6 1 3","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","866.0","34137","5612","866","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","8","203771","36758","200530","201559","2454","117494","201561","98703","2529","111881","205772","206639","202565","205772","NA","Sternberg Task","26","22610.0","27","1024"
"96","96","834","834","black","experiment","legacy","legacy","legacy","1","undefined","1","left","27","0","27","27","0","0","27","27","0","0","27","27","27","27","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","15","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","6 7 8 5","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","762.0","34137","5612","762","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","8","209897","36758","206642","207685","2454","117494","207688","98703","2529","111881","211900","212663","208690","211900","NA","Sternberg Task","27","23372.0","28","1024"
"96","96","830","830","black","experiment","legacy","legacy","legacy","1","undefined","1","right","28","0","28","28","0","0","28","28","0","0","28","28","28","28","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","16","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","7 6 4 8 1 2","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","707.0","34137","5612","707","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","9","215922","36758","212665","213709","2454","117494","213712","98703","2529","111881","217925","218632","214716","217925","NA","Sternberg Task","28","24079.0","29","1024"
"96","96","838","838","black","experiment","legacy","legacy","legacy","1","undefined","1","left","29","0","29","29","0","0","29","29","0","0","29","29","29","29","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","17","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","5 7 3 6 2","Melodramatic Milgram","4.0.5","5","y","0","left","right","right","left","NA","1088.0","34137","5612","1088","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","2","221887","36758","218635","219676","2454","117494","219678","98703","2529","111881","223889","224978","220683","223889","NA","Sternberg Task","29","25167.0","30","1024"
"96","96","838","838","black","experiment","legacy","legacy","legacy","1","undefined","1","right","30","0","30","30","0","0","30","30","0","0","30","30","30","30","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","18","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","4 2 6 9","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","818.0","34137","5612","818","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","7","228236","36758","224980","226025","2454","117494","226027","98703","2529","111881","230238","231056","227030","230238","NA","Sternberg Task","30","25985.0","31","1024"
"96","96","835","835","black","experiment","legacy","legacy","legacy","1","undefined","1","left","31","0","31","31","0","0","31","31","0","0","31","31","31","31","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","19","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","8 9 6 1","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","750.0","34137","5612","750","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","9","234313","36758","231059","232101","2454","117494","232103","98703","2529","111881","236315","237065","233108","236315","NA","Sternberg Task","31","26735.0","32","1024"
"96","96","835","835","black","experiment","legacy","legacy","legacy","1","undefined","1","left","32","0","32","32","0","0","32","32","0","0","32","32","32","32","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","20","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","7 8 4 6 9 5","Melodramatic Milgram","4.0.5","4","y","0","left","right","right","left","NA","835.0","34137","5612","835","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","6","240321","36758","237068","238111","2454","117494","238113","98703","2529","111881","242323","243159","239116","242323","NA","Sternberg Task","32","27570.0","33","1024"
"97","97","831","831","black","experiment","legacy","legacy","legacy","1","undefined","1","left","33","0","33","33","0","0","33","33","0","0","33","33","33","33","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","21","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","2 4 6 9","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","714.0","34137","5612","714","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","6","246411","36758","243161","244200","2454","117494","244202","98703","2529","111881","248414","249128","245205","248414","NA","Sternberg Task","33","28284.0","34","1024"
"97","97","826","826","black","experiment","legacy","legacy","legacy","1","undefined","1","left","34","0","34","34","0","0","34","34","0","0","34","34","34","34","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","22","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","2 4 8 5 1 3","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","650.0","34137","5612","650","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","2","252370","36758","249131","250161","2454","117494","250164","98703","2529","111881","254372","255023","251166","254372","NA","Sternberg Task","34","28934.0","35","1024"
"97","97","824","824","black","experiment","legacy","legacy","legacy","1","undefined","1","right","35","0","35","35","0","0","35","35","0","0","35","35","35","35","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","23","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","6 8","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","737.0","34137","5612","737","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","9","258269","36758","255025","256058","2454","117494","256060","98703","2529","111881","260271","261009","257065","260271","NA","Sternberg Task","35","29671.0","36","1024"
"97","97","819","819","black","experiment","legacy","legacy","legacy","1","undefined","1","right","36","0","36","36","0","0","36","36","0","0","36","36","36","36","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","24","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","7 1","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","658.0","34137","5612","658","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","8","264257","36758","261012","262042","2454","117494","262045","98703","2529","111881","266262","266921","263051","266262","NA","Sternberg Task","36","30329.0","37","1024"
"97","97","816","816","black","experiment","legacy","legacy","legacy","1","undefined","1","right","37","0","37","37","0","0","37","37","0","0","37","37","37","37","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","25","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","7 9 1 6","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","685.0","34137","5612","685","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","4","270175","36758","266924","267963","2454","117494","267965","98703","2529","111881","272181","272867","268969","272180","NA","Sternberg Task","37","31014.0","38","1024"
"97","97","813","813","black","experiment","legacy","legacy","legacy","1","undefined","1","left","38","0","38","38","0","0","38","38","0","0","38","38","38","38","0","Tue Oct 17 16:10:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","26","11","/Users/baileymcwhirter/BMsubject-4.csv","legacy","2 3","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","718.0","34137","5612","718","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","2","276117","36758","272870","273908","2454","117494","273910","98703","2529","111881","278119","278838","274912","278119","NA","Sternberg Task","38","31732.0","39","1024"
