acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_ISI,count_correct_feedback,count_exp_sequence,count_experiment,count_experiment_loop,count_fixation,count_incorrect_feedback,count_instruction1,count_instructions2,count_keyboard_response,count_logger,count_memory_set,count_practice_loop,count_probe,count_thankyou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practice_loop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instructions2,response_keyboard_response,response_thankyou,response_time,response_time_instruction1,response_time_instructions2,response_time_keyboard_response,response_time_thankyou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correct_feedback,time_exp_sequence,time_experiment,time_experiment_loop,time_fixation,time_incorrect_feedback,time_instruction1,time_instructions2,time_keyboard_response,time_logger,time_memory_set,time_practice_loop,time_probe,time_thankyou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
85.08771929824562,85.08771929824562,536.6929824561404,536.6929824561404,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,113,113,113,0,0,113,113,0,0,113,113,113,0,113,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,101,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,9 5 3 2 8 6,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,608,1806,1797,608,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,7,668364,665072,666136,1099,75117,666141,647668,1121,73319,670374,670984,667150,2938,670374,NA,Sternberg Task,97,61183,114,yes,1024
85.21739130434783,85.21739130434783,538.2608695652174,538.2608695652174,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,114,114,114,0,0,114,114,0,0,114,114,114,0,114,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,102,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,8 9 6 1,Lentiform Loewenfeld,3.3.14,2,y,0,left,left,right,left,NA,717,1806,1797,717,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,9,674285,670990,672054,1099,75117,672059,647668,1121,73319,676298,677016,673070,2938,676298,NA,Sternberg Task,98,61900,115,yes,1024
85.34482758620689,85.34482758620689,537.7327586206897,537.7327586206897,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,115,115,115,0,0,115,115,0,0,115,115,115,0,115,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,103,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,1 3 2 6 9,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,477,1806,1797,477,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,5,680332,677021,678087,1099,75117,678095,647668,1121,73319,682344,682822,679110,2938,682344,NA,Sternberg Task,99,62377,116,yes,1024
85.47008547008546,85.47008547008546,537.8461538461538,537.8461538461538,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,116,116,116,0,0,116,116,0,0,116,116,116,0,116,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,104,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,1 5 3 2 8,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,551,1806,1797,551,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,4,686125,682827,683891,1099,75117,683898,647668,1121,73319,688135,688687,684909,2938,688135,NA,Sternberg Task,100,62928,117,yes,1024
85.59322033898304,85.59322033898304,536.2966101694915,536.2966101694915,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,117,117,117,0,0,117,117,0,0,117,117,117,0,117,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,105,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,5 2 9 6 1 7,Lentiform Loewenfeld,3.3.14,3,y,0,left,left,right,left,NA,355,1806,1797,355,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,9,691990,688693,689758,1099,75117,689763,647668,1121,73319,694001,694357,690774,2938,694001,NA,Sternberg Task,101,63283,118,yes,1024
85.71428571428571,85.71428571428571,541.5882352941177,541.5882352941177,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,118,118,118,0,0,118,118,0,0,118,118,118,0,118,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,106,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,4 7 6 8 2 3,Lentiform Loewenfeld,3.3.14,6,y,0,left,left,right,left,NA,1166,1806,1797,1166,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,3,697659,694363,695429,1099,75117,695434,647668,1121,73319,699675,700842,696445,2938,699675,NA,Sternberg Task,102,64449,119,yes,1024
85.83333333333333,85.83333333333333,541.5,541.5,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,119,119,119,0,0,119,119,0,0,119,119,119,0,119,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,107,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,4 1,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,531,1806,1797,531,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,6,704143,700847,701913,1099,75117,701918,647668,1121,73319,706154,706687,702929,2938,706154,NA,Sternberg Task,103,64980,120,yes,1024
85.12396694214875,85.12396694214875,542,542,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,120,120,120,0,0,120,120,0,0,120,120,120,0,120,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,108,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,6 8,Lentiform Loewenfeld,3.3.14,0,n,0,left,left,right,left,NA,602,1806,1797,602,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,9,709983,706693,707756,1099,75117,707760,647668,1121,73319,711994,712598,708770,2938,711994,NA,Sternberg Task,103,65582,121,yes,1024
85.24590163934427,85.24590163934427,541.9344262295082,541.9344262295082,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,121,121,121,0,0,121,121,0,0,121,121,121,0,121,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,109,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,6 1 2,Lentiform Loewenfeld,3.3.14,3,y,0,left,left,right,left,NA,534,1806,1797,534,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,2,715901,706693,713667,1099,75117,713672,712604,1121,73319,717909,718444,714685,2938,717909,NA,Sternberg Task,104,66116,122,yes,1024
85.36585365853658,85.36585365853658,542.2113821138212,542.2113821138212,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,122,122,122,0,0,122,122,0,0,122,122,122,0,122,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,110,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,3 4 9 6 7 8,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,576,1806,1797,576,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,2,721746,718450,719515,1099,75117,719520,712604,1121,73319,723757,724334,720531,2938,723757,NA,Sternberg Task,105,66692,123,yes,1024
85.48387096774194,85.48387096774194,541.5967741935484,541.5967741935484,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,123,123,123,0,0,123,123,0,0,123,123,123,0,123,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,111,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,6 9 7 3 8 2,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,466,1806,1797,466,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,5,727634,724340,725404,1099,75117,725409,712604,1121,73319,729644,730111,726420,2938,729644,NA,Sternberg Task,106,67158,124,yes,1024
85.6,85.6,541.208,541.208,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,124,124,124,0,0,124,124,0,0,124,124,124,0,124,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,112,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,6 9 7 4 5 1,Lentiform Loewenfeld,3.3.14,2,y,0,left,left,right,left,NA,493,1806,1797,493,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,9,733410,730117,731180,1099,75117,731185,712604,1121,73319,735419,735913,732197,2938,735418,NA,Sternberg Task,107,67651,125,yes,1024
85.71428571428571,85.71428571428571,540.5634921,540.5634921,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,125,125,125,0,0,125,125,0,0,125,125,125,0,125,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,113,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,7 3 2 8,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,460,1806,1797,460,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,4,739213,735918,736983,1099,75117,736987,712604,1121,73319,741224,741685,737997,2938,741224,NA,Sternberg Task,108,68111,126,yes,1024
85.82677165,85.82677165,539.5275590551181,539.5275590551181,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,126,126,126,0,0,126,126,0,0,126,126,126,0,126,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,114,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,1 6 4,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,409,1806,1797,409,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,7,744984,741691,742755,1099,75117,742760,712604,1121,73319,746994,747404,743771,2938,746994,NA,Sternberg Task,109,68520,127,yes,1024
85.9375,85.9375,540.3125,540.3125,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,127,127,127,0,0,127,127,0,0,127,127,127,0,127,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,115,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,2 8 7 9 5 3,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,640,1806,1797,640,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,6,750700,747409,748471,1099,75117,748476,712604,1121,73319,752710,753351,749485,2938,752710,NA,Sternberg Task,110,69160,128,yes,1024
86.04651162790698,86.04651162790698,540.2093023255813,540.2093023255813,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,128,128,128,0,0,128,128,0,0,128,128,128,0,128,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,116,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,3 5 4 7,Lentiform Loewenfeld,3.3.14,1,y,0,left,left,right,left,NA,527,1806,1797,527,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,3,756647,753357,754418,1099,75117,754422,712604,1121,73319,758657,759185,755433,2938,758657,NA,Sternberg Task,111,69687,129,yes,1024
86.15384615384616,86.15384615384616,539.1538461538462,539.1538461538462,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,129,129,129,0,0,129,129,0,0,129,129,129,0,129,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,117,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,8 5 7 3 6,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,403,1806,1797,403,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,9,762483,759190,760256,1099,75117,760260,712604,1121,73319,764493,764898,761270,2938,764493,NA,Sternberg Task,112,70090,130,yes,1024
86.25954198473282,86.25954198473282,540.7633588,540.7633588,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,130,130,130,0,0,130,130,0,0,130,130,130,0,130,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,118,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,2 8 5 1,Lentiform Loewenfeld,3.3.14,4,y,0,left,left,right,left,NA,750,1806,1797,750,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,1,768198,764903,765968,1099,75117,765973,712604,1121,73319,770209,770961,766985,2938,770209,NA,Sternberg Task,113,70840,131,yes,1024
86.36363636363636,86.36363636363636,542.280303,542.280303,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,131,131,131,0,0,131,131,0,0,131,131,131,0,131,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,119,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,5 7 3 6 2,Lentiform Loewenfeld,3.3.14,5,y,0,left,left,right,left,NA,741,1806,1797,741,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,2,774262,770966,772032,1099,75117,772037,712604,1121,73319,776273,777015,773047,2938,776272,NA,Sternberg Task,114,71581,132,yes,1024
86.46616541353383,86.46616541353383,542.0075187969925,542.0075187969925,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,132,132,132,0,0,132,132,0,0,132,132,132,0,132,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,120,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,1 4 9 3,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,506,1806,1797,506,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,5,780316,777021,778086,1099,75117,778091,712604,1121,73319,782327,782834,779102,2938,782327,NA,Sternberg Task,115,72087,133,yes,1024
86.56716417910448,86.56716417910448,541.5,541.5,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,133,133,133,0,0,133,133,0,0,133,133,133,0,133,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,121,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,8 6 3 4 7,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,474,1806,1797,474,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,1,786135,782840,783902,1099,75117,783906,712604,1121,73319,788145,788620,784920,2938,788145,NA,Sternberg Task,116,72561,134,yes,1024
86.66666666666667,86.66666666666667,540.6296296296297,540.6296296296297,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,134,134,134,0,0,134,134,0,0,134,134,134,0,134,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,122,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,6 9 5,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,424,1806,1797,424,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,8,791921,788626,789690,1099,75117,789694,712604,1121,73319,793931,794356,790707,2938,793931,NA,Sternberg Task,117,72985,135,yes,1024
86.02941176470588,86.02941176470588,540.0808823529412,540.0808823529412,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,135,135,135,0,0,135,135,0,0,135,135,135,0,135,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,123,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,2 6 4 3 9,Lentiform Loewenfeld,3.3.14,0,n,0,left,left,right,left,NA,466,1806,1797,466,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,1,797654,794362,795426,1099,75117,795430,712604,1121,73319,799664,800131,796441,2938,799664,NA,Sternberg Task,117,73451,136,yes,1024
86.13138686131387,86.13138686131387,539.8175182481751,539.8175182481751,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,136,136,136,0,0,136,136,0,0,136,136,136,0,136,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,124,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,1,Lentiform Loewenfeld,3.3.14,0,n,0,right,left,right,right,NA,504,1806,1797,504,NA,2,legacy,1,1024,2,48000,-16,experiment,2,even,7,803432,794362,801202,1099,75117,801207,800137,1121,73319,805443,805949,802218,2938,805442,NA,Sternberg Task,118,73955,137,yes,1024
85.50724638,85.50724638,540.1086956521739,540.1086956521739,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,137,137,137,0,0,137,137,0,0,137,137,137,0,137,0,Mon Oct 16 11:09:59 2023,The main experiment item,yes,SternbergTask.osexp,/Users/Thingtwo/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,125,11,/Users/Thingtwo/Desktop/Advanced Quant. Sternberg/NC-subject-2.csv,legacy,6 2,Lentiform Loewenfeld,3.3.14,1,y,0,right,left,right,right,NA,580,1806,1797,580,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,6,809247,805954,807019,1099,75117,807024,800137,1121,73319,811258,811839,808035,2938,811258,NA,Sternberg Task,118,74535,138,yes,1024
