"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","correct","correct_instruction1","correct_new_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_experiment","count_experimentLoop","count_expsequence","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_memoryset","count_new_keyboard_response","count_new_logger","count_practiceLoop","count_probe","count_thankyou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_new_keyboard_response","response_thankyou","response_time","response_time_instruction1","response_time_instructions2","response_time_new_keyboard_response","response_time_thankyou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_experiment","time_experimentLoop","time_expsequence","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_memoryset","time_new_keyboard_response","time_new_logger","time_practiceLoop","time_probe","time_thankyou","title","total_correct","total_response_time","total_responses","width"
"27","27","398","398","#3d3846","practice","legacy","legacy","legacy","0","undefined","0","right","10","10","0","0","10","10","10","0","0","10","10","10","0","10","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","10","10","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","5 7 8 4 1 2","Melodramatic Milgram","4.0.5","0","n","0","left","right","NA","left","NA","742.0","1330","NA","742","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","6","67449","53164","5674","NA","65245","65246","64193","5681","NA","66247","69449","70192","7013","69449","NA","Sternberg Task","3","4381.0","11","1024"
"33","33","423","423","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","right","11","11","0","0","11","11","11","0","0","11","11","11","0","11","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","11","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","3 1 9 4","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","right","NA","696.0","1330","NA","696","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","6","73454","53164","5674","NA","71252","71253","70197","5681","NA","72253","75455","76152","7013","75455","NA","Sternberg Task","4","5077.0","12","1024"
"38","38","429","429","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","12","12","0","0","12","12","12","0","0","12","12","12","0","12","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","0","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","4","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","502.0","1330","2075","502","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","4","81552","76160","5674","79235","79350","79351","70197","5681","77160","80351","83554","84057","7013","83553","NA","Sternberg Task","5","5579.0","13","1024"
"42","42","435","435","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","13","13","0","0","13","13","13","0","0","13","13","13","0","13","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","1","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","8 9 5 6 7","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","511.0","1330","2075","511","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","8","87316","84065","5674","79235","85114","85115","70197","5681","77160","86115","89316","89827","7013","89316","NA","Sternberg Task","6","6090.0","14","1024"
"40","40","430","430","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","14","14","0","0","14","14","14","0","0","14","14","14","0","14","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","2","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","3 5 9 6 2 4","Melodramatic Milgram","4.0.5","1","y","0","right","right","right","right","NA","368.0","1330","2075","368","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","3","93095","89854","5674","79235","90892","90893","70197","5681","77160","91894","95095","95463","7013","95095","NA","Sternberg Task","6","6458.0","15","1024"
"37","37","425","425","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","15","15","0","0","15","15","15","0","0","15","15","15","0","15","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","3","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","1 5 3 2 8","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","349.0","1330","2075","349","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","4","98714","89854","5674","79235","96512","96513","95471","5681","77160","97513","100715","101064","7013","100715","NA","Sternberg Task","6","6807.0","16","1024"
"41","41","429","429","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","16","16","0","0","16","16","16","0","0","16","16","16","0","16","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","4","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","1 7 5 2","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","497.0","1330","2075","497","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","3","104337","89854","5674","79235","102135","102136","101070","5681","77160","103136","106337","106835","7013","106337","NA","Sternberg Task","7","7304.0","17","1024"
"38","38","440","440","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","17","17","0","0","17","17","17","0","0","17","17","17","0","17","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","5","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","4 1 8 7 5","Melodramatic Milgram","4.0.5","3","y","0","right","right","right","right","NA","619.0","1330","2075","619","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","8","110081","106837","5674","79235","107878","107879","101070","5681","77160","108880","112081","112701","7013","112081","NA","Sternberg Task","7","7923.0","18","1024"
"42","42","461","461","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","18","18","0","0","18","18","18","0","0","18","18","18","0","18","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","6","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","6 9 3 1","Melodramatic Milgram","4.0.5","4","y","0","left","right","right","left","NA","836.0","1330","2075","836","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","1","115975","106837","5674","79235","113773","113774","112727","5681","77160","114774","117975","118812","7013","117975","NA","Sternberg Task","8","8759.0","19","1024"
"45","45","471","471","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","19","19","0","0","19","19","19","0","0","19","19","19","0","19","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","7","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","3 4","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","668.0","1330","2075","668","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","3","122059","118815","5674","79235","119856","119858","112727","5681","77160","120858","124060","124729","7013","124060","NA","Sternberg Task","9","9427.0","20","1024"
"47","47","491","491","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","20","20","0","0","20","20","20","0","0","20","20","20","0","20","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","8","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","9 7 4 5 8","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","900.0","1330","2075","900","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","6","127978","124737","5674","79235","125776","125776","112727","5681","77160","126777","129978","130880","7013","129978","NA","Sternberg Task","10","10327.0","21","1024"
"45","45","497","497","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","21","21","0","0","21","21","21","0","0","21","21","21","0","21","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","9","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","9","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","610.0","1330","2075","610","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","6","134132","130887","5674","79235","131930","131931","112727","5681","77160","132931","136133","136744","7013","136133","NA","Sternberg Task","10","10937.0","22","1024"
"43","43","511","511","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","22","22","0","0","22","22","22","0","0","22","22","22","0","22","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","10","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","6 9 7 4 5 1","Melodramatic Milgram","4.0.5","2","y","0","right","right","right","right","NA","830.0","1330","2075","830","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","9","139994","130887","5674","79235","137791","137792","136752","5681","77160","138793","141994","142824","7013","141994","NA","Sternberg Task","10","11767.0","23","1024"
"41","41","573","573","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","23","23","0","0","23","23","23","0","0","23","23","23","0","23","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","11","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","5 7 8 2 3 8","Melodramatic Milgram","4.0.5","5","y","0","None","right","right","None","NA","2001.0","1330","2075","2001","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","3","146098","130887","5674","79235","143896","143897","142832","5681","77160","144897","148099","150100","7013","148099","NA","Sternberg Task","10","13768.0","24","1024"
"40","40","581","581","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","24","24","0","0","24","24","24","0","0","24","24","24","0","24","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","12","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","5 7 3 6 2","Melodramatic Milgram","4.0.5","5","y","0","right","right","right","right","NA","765.0","1330","2075","765","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","2","153361","130887","5674","79235","151158","151160","150107","5681","77160","152160","155361","156127","7013","155361","NA","Sternberg Task","10","14533.0","25","1024"
"42","42","596","596","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","25","25","0","0","25","25","25","0","0","25","25","25","0","25","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","13","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","2 5 4 8 7","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","963.0","1330","2075","963","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","4","159377","130887","5674","79235","157174","157175","156135","5681","77160","158175","161377","162340","7013","161377","NA","Sternberg Task","11","15496.0","26","1024"
"44","44","580","580","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","26","26","0","0","26","26","26","0","0","26","26","26","0","26","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","14","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","6 9 4 5 2","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","181.0","1330","2075","181","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","1","165632","162367","5674","79235","163428","163429","156135","5681","77160","164430","167633","167815","7013","167632","NA","Sternberg Task","12","15677.0","27","1024"
"42","42","570","570","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","27","27","0","0","27","27","27","0","0","27","27","27","0","27","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","15","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","6 3 1 7 9 8","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","304.0","1330","2075","304","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","4","171074","167820","5674","79235","168872","168873","156135","5681","77160","169873","173075","173380","7013","173074","NA","Sternberg Task","12","15981.0","28","1024"
"44","44","574","574","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","28","28","0","0","28","28","28","0","0","28","28","28","0","28","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","16","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","7 1","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","673.0","1330","2075","673","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","8","176634","167820","5674","79235","174431","174432","173384","5681","77160","175433","178634","179308","7013","178634","NA","Sternberg Task","13","16654.0","29","1024"
"43","43","574","574","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","29","29","0","0","29","29","29","0","0","29","29","29","0","29","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","17","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","1 7 8 3 9","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","566.0","1330","2075","566","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","2","182557","179316","5674","79235","180354","180355","173384","5681","77160","181356","184557","185124","7013","184557","NA","Sternberg Task","13","17220.0","30","1024"
"45","45","565","565","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","30","30","0","0","30","30","30","0","0","30","30","30","0","30","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","18","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","4 2 6 9","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","298.0","1330","2075","298","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","7","188397","179316","5674","79235","186193","186194","185150","5681","77160","187195","190397","190696","7013","190397","NA","Sternberg Task","14","17518.0","31","1024"
"43","43","567","567","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","31","31","0","0","31","31","31","0","0","31","31","31","0","31","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","19","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","4 7 6 8 2 3","Melodramatic Milgram","4.0.5","6","y","0","right","right","right","right","NA","628.0","1330","2075","628","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","3","193957","190704","5674","79235","191755","191756","185150","5681","77160","192756","195958","196587","7013","195958","NA","Sternberg Task","14","18146.0","32","1024"
"45","45","560","560","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","32","32","0","0","32","32","32","0","0","32","32","32","0","32","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","20","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","6 7 8 5","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","336.0","1330","2075","336","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","8","199846","190704","5674","79235","197643","197644","196595","5681","77160","198645","201847","202184","7013","201847","NA","Sternberg Task","15","18482.0","33","1024"
"47","47","549","549","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","33","33","0","0","33","33","33","0","0","33","33","33","0","33","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","21","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","9 1 7 2","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","200.0","1330","2075","200","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","1","205461","202210","5674","79235","203259","203260","196595","5681","77160","204260","207461","207662","7013","207461","NA","Sternberg Task","16","18682.0","34","1024"
"45","45","543","543","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","34","34","0","0","34","34","34","0","0","34","34","34","0","34","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","22","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","9 6 2 4 1","Melodramatic Milgram","4.0.5","4","y","0","right","right","right","right","NA","329.0","1330","2075","329","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","4","210906","207665","5674","79235","208703","208704","196595","5681","77160","209705","212906","213236","7013","212906","NA","Sternberg Task","16","19011.0","35","1024"
"44","44","533","533","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","35","35","0","0","35","35","35","0","0","35","35","35","0","35","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","23","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","1 4 9 3 2 5","Melodramatic Milgram","4.0.5","3","y","0","right","right","right","right","NA","206.0","1330","2075","206","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","9","216502","207665","5674","79235","214299","214300","213244","5681","77160","215301","218503","218710","7013","218502","NA","Sternberg Task","16","19217.0","36","1024"
