"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","correct","correct_instruction1","correct_new_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_experiment","count_experimentLoop","count_expsequence","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_memoryset","count_new_keyboard_response","count_new_logger","count_practiceLoop","count_probe","count_thankyou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_new_keyboard_response","response_thankyou","response_time","response_time_instruction1","response_time_instructions2","response_time_new_keyboard_response","response_time_thankyou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_experiment","time_experimentLoop","time_expsequence","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_memoryset","time_new_keyboard_response","time_new_logger","time_practiceLoop","time_probe","time_thankyou","title","total_correct","total_response_time","total_responses","width"
"46","46","697","697","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","74","74","0","0","74","74","74","0","0","74","74","74","0","74","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","62","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","1","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","253.0","1330","2075","253","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","7","454841","438746","5674","79235","452640","452640","451600","5681","77160","453640","456842","457096","7013","456842","NA","Sternberg Task","35","52315.0","75","1024"
"46","46","691","691","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","75","75","0","0","75","75","75","0","0","75","75","75","0","75","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","63","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","9 1 6 7 8","Melodramatic Milgram","4.0.5","1","y","0","right","right","right","right","NA","261.0","1330","2075","261","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","9","460354","457099","5674","79235","458152","458153","451600","5681","77160","459153","462354","462617","7013","462354","NA","Sternberg Task","35","52576.0","76","1024"
"46","46","695","695","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","76","76","0","0","76","76","76","0","0","76","76","76","0","76","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","64","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","9 5 8 1","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","1015.0","1330","2075","1015","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","5","465886","457099","5674","79235","463684","463685","462625","5681","77160","464685","467887","468903","7013","467887","NA","Sternberg Task","36","53591.0","77","1024"
"46","46","699","699","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","77","77","0","0","77","77","77","0","0","77","77","77","0","77","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","65","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","6 7 5 9","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","940.0","1330","2075","940","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","2","472183","468929","5674","79235","469981","469982","462625","5681","77160","470982","474184","475125","7013","474183","NA","Sternberg Task","36","54531.0","78","1024"
"45","45","694","694","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","78","78","0","0","78","78","78","0","0","78","78","78","0","78","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","66","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","9 3 8 2 1 4","Melodramatic Milgram","4.0.5","3","y","0","right","right","right","right","NA","307.0","1330","2075","307","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","8","478399","468929","5674","79235","476197","476198","475151","5681","77160","477198","480399","480706","7013","480399","NA","Sternberg Task","36","54838.0","79","1024"
"45","45","690","690","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","79","79","0","0","79","79","79","0","0","79","79","79","0","79","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","67","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","5","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","426.0","1330","2075","426","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","8","483954","468929","5674","79235","481752","481753","480714","5681","77160","482753","485954","486381","7013","485954","NA","Sternberg Task","36","55264.0","80","1024"
"45","45","685","685","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","80","80","0","0","80","80","80","0","0","80","80","80","0","80","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","68","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","8 5 4 2 9 6","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","247.0","1330","2075","247","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","3","489626","468929","5674","79235","487423","487424","486386","5681","77160","488424","491627","491875","7013","491626","NA","Sternberg Task","37","55511.0","81","1024"
"45","45","680","680","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","81","81","0","0","81","81","81","0","0","81","81","81","0","81","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","69","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","9 5 3 8 4","Melodramatic Milgram","4.0.5","1","y","0","right","right","right","right","NA","303.0","1330","2075","303","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","9","495132","491880","5674","79235","492929","492930","486386","5681","77160","493931","497134","497438","7013","497134","NA","Sternberg Task","37","55814.0","82","1024"
"44","44","691","691","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","82","82","0","0","82","82","82","0","0","82","82","82","0","82","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","70","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","8 5 7 3 6","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","1576.0","1330","2075","1576","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","9","500700","491880","5674","79235","498497","498498","497452","5681","77160","499499","502701","504278","7013","502701","NA","Sternberg Task","37","57390.0","83","1024"
"44","44","683","683","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","83","83","0","0","83","83","83","0","0","83","83","83","0","83","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","71","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","7 4 2 8 1 9","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","3.0","1330","2075","3","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","5","507545","491880","5674","79235","505342","505343","504286","5681","77160","506344","509546","509550","7013","509546","NA","Sternberg Task","37","57393.0","84","1024"
"44","44","685","685","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","84","84","0","0","84","84","84","0","0","84","84","84","0","84","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","72","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","1 8 7","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","862.0","1330","2075","862","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","4","512798","491880","5674","79235","510596","510597","509557","5681","77160","511597","514799","515662","7013","514798","NA","Sternberg Task","38","58255.0","85","1024"
"44","44","692","692","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","85","85","0","0","85","85","85","0","0","85","85","85","0","85","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","73","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","2 8 7 9 5 3","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","1273.0","1330","2075","1273","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","6","518924","515667","5674","79235","516721","516722","509557","5681","77160","517722","520925","522199","7013","520925","NA","Sternberg Task","38","59528.0","86","1024"
"43","43","707","707","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","86","86","0","0","86","86","86","0","0","86","86","86","0","86","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","74","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","3 9 6 2","Melodramatic Milgram","4.0.5","4","y","0","None","right","right","None","NA","2000.0","1330","2075","2000","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","2","525458","515667","5674","79235","523257","523257","522207","5681","77160","524257","527460","529460","7013","527459","NA","Sternberg Task","38","61528.0","87","1024"
"43","43","721","721","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","87","87","0","0","87","87","87","0","0","87","87","87","0","87","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","75","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","9 8 4","Melodramatic Milgram","4.0.5","1","y","0","None","right","right","None","NA","2000.0","1330","2075","2000","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","9","532712","515667","5674","79235","530510","530511","529468","5681","77160","531511","534712","536712","7013","534712","NA","Sternberg Task","38","63528.0","88","1024"
"43","43","720","720","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","88","88","0","0","88","88","88","0","0","88","88","88","0","88","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","76","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","1 4 9 2 5","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","635.0","1330","2075","635","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","7","539964","515667","5674","79235","537760","537762","536720","5681","77160","538763","541964","542600","7013","541964","NA","Sternberg Task","39","64163.0","89","1024"
"44","44","723","723","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","89","89","0","0","89","89","89","0","0","89","89","89","0","89","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","77","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","6 9 5","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","937.0","1330","2075","937","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","8","545860","542608","5674","79235","543658","543659","536720","5681","77160","544659","547860","548799","7013","547860","NA","Sternberg Task","40","65100.0","90","1024"
"43","43","721","721","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","90","90","0","0","90","90","90","0","0","90","90","90","0","90","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","78","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","1 4 9 3","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","583.0","1330","2075","583","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","5","552057","548806","5674","79235","549855","549855","536720","5681","77160","550856","554059","554643","7013","554059","NA","Sternberg Task","40","65683.0","91","1024"
"44","44","720","720","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","91","91","0","0","91","91","91","0","0","91","91","91","0","91","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","79","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","7 4 2 6 3 5","Melodramatic Milgram","4.0.5","6","y","0","left","right","right","left","NA","619.0","1330","2075","619","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","5","557947","548806","5674","79235","555744","555745","554669","5681","77160","556746","559949","560569","7013","559948","NA","Sternberg Task","41","66302.0","92","1024"
"45","45","718","718","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","92","92","0","0","92","92","92","0","0","92","92","92","0","92","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","80","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","7 8 6 1","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","555.0","1330","2075","555","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","3","563819","560577","5674","79235","561615","561617","554669","5681","77160","562618","565819","566375","7013","565819","NA","Sternberg Task","42","66857.0","93","1024"
"44","44","715","715","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","93","93","0","0","93","93","93","0","0","93","93","93","0","93","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","81","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","6 9 7 3 8 2","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","373.0","1330","2075","373","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","5","569632","566383","5674","79235","567430","567431","554669","5681","77160","568431","571632","572006","7013","571632","NA","Sternberg Task","42","67230.0","94","1024"
"44","44","724","724","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","94","94","0","0","94","94","94","0","0","94","94","94","0","94","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","82","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","5 7 3","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","1599.0","1330","2075","1599","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","9","575254","566383","5674","79235","573051","573052","572014","5681","77160","574053","577255","578855","7013","577255","NA","Sternberg Task","42","68829.0","95","1024"
"43","43","726","726","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","95","95","0","0","95","95","95","0","0","95","95","95","0","95","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","83","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","6 8 9 3 4 9","Melodramatic Milgram","4.0.5","5","y","0","right","right","right","right","NA","896.0","1330","2075","896","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","4","582136","566383","5674","79235","579933","579934","578881","5681","77160","580935","584136","585033","7013","584136","NA","Sternberg Task","42","69725.0","96","1024"
"43","43","733","733","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","96","96","0","0","96","96","96","0","0","96","96","96","0","96","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","84","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","4 2 7 6 1 3","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","1452.0","1330","2075","1452","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","8","588300","566383","5674","79235","586098","586099","585045","5681","77160","587099","590301","591754","7013","590301","NA","Sternberg Task","42","71177.0","97","1024"
"42","42","726","726","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","97","97","0","0","97","97","97","0","0","97","97","97","0","97","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","85","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","3 4 9 6 2 9","Melodramatic Milgram","4.0.5","5","y","0","right","right","right","right","NA","5.0","1330","2075","5","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","2","595002","566383","5674","79235","592800","592801","591762","5681","77160","593801","597005","597013","7013","597004","NA","Sternberg Task","42","71182.0","98","1024"
"42","42","732","732","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","98","98","0","0","98","98","98","0","0","98","98","98","0","98","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","86","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","3 9 1","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","1320.0","1330","2075","1320","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","7","600273","566383","5674","79235","598070","598071","597022","5681","77160","599072","602275","603596","7013","602274","NA","Sternberg Task","42","72502.0","99","1024"
"43","43","725","725","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","99","99","0","0","99","99","99","0","0","99","99","99","0","99","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","87","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","5 3 2 6 9 8","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","87.0","1330","2075","87","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","4","606867","566383","5674","79235","604664","604665","603623","5681","77160","605666","608870","608958","7013","608869","NA","Sternberg Task","43","72589.0","100","1024"
"43","43","720","720","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","100","100","0","0","100","100","100","0","0","100","100","100","0","100","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","88","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","8 5 3 7 4 6","Melodramatic Milgram","4.0.5","6","y","0","left","right","right","left","NA","144.0","1330","2075","144","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","6","612207","608966","5674","79235","610005","610006","603623","5681","77160","611006","614207","614352","7013","614207","NA","Sternberg Task","44","72733.0","101","1024"
"44","44","720","720","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","101","101","0","0","101","101","101","0","0","101","101","101","0","101","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","89","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","6 8 4","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","803.0","1330","2075","803","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","1","617632","614379","5674","79235","615430","615431","603623","5681","77160","616432","619632","620437","7013","619632","NA","Sternberg Task","45","73536.0","102","1024"
"44","44","718","718","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","102","102","0","0","102","102","102","0","0","102","102","102","0","102","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","90","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","6 1 2","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","520.0","1330","2075","520","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","2","623702","620441","5674","79235","621499","621500","603623","5681","77160","622500","625702","626224","7013","625702","NA","Sternberg Task","46","74056.0","103","1024"
"45","45","717","717","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","103","103","0","0","103","103","103","0","0","103","103","103","0","103","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","91","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","4 6 2 5 1","Melodramatic Milgram","4.0.5","5","y","0","left","right","right","left","NA","530.0","1330","2075","530","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","1","629471","626229","5674","79235","627269","627270","603623","5681","77160","628270","631472","632003","7013","631472","NA","Sternberg Task","47","74586.0","104","1024"
"44","44","718","718","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","104","104","0","0","104","104","104","0","0","104","104","104","0","104","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","92","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","3 4 9 6 7 8","Melodramatic Milgram","4.0.5","0","n","0","left","right","right","left","NA","907.0","1330","2075","907","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","2","635253","632011","5674","79235","633051","633052","603623","5681","77160","634052","637254","638162","7013","637253","NA","Sternberg Task","47","75493.0","105","1024"
"45","45","717","717","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","105","105","0","0","105","105","105","0","0","105","105","105","0","105","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","93","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","2 8 9 4 1","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","559.0","1330","2075","559","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","5","641407","632011","5674","79235","639205","639205","638170","5681","77160","640206","643407","643967","7013","643407","NA","Sternberg Task","48","76052.0","106","1024"
"45","45","717","717","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","106","106","0","0","106","106","106","0","0","106","106","106","0","106","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","94","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","3 9 7 6 4","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","710.0","1330","2075","710","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","7","647226","643975","5674","79235","645024","645025","638170","5681","77160","646025","649227","649938","7013","649226","NA","Sternberg Task","49","76762.0","107","1024"
"46","46","715","715","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","107","107","0","0","107","107","107","0","0","107","107","107","0","107","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","95","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","3 4 2","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","489.0","1330","2075","489","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","5","653198","649945","5674","79235","650995","650997","638170","5681","77160","651997","655200","655690","7013","655199","NA","Sternberg Task","50","77251.0","108","1024"
"46","46","714","714","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","108","108","0","0","108","108","108","0","0","108","108","108","0","108","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","96","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","2 6 4 3 9","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","602.0","1330","2075","602","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","1","658945","655697","5674","79235","656742","656742","638170","5681","77160","657743","660945","661549","7013","660945","NA","Sternberg Task","51","77853.0","109","1024"
"47","47","711","711","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","109","109","0","0","109","109","109","0","0","109","109","109","0","109","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","97","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","7","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","459.0","1330","2075","459","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","7","664796","661557","5674","79235","662593","662594","638170","5681","77160","663594","666796","667256","7013","666796","NA","Sternberg Task","52","78312.0","110","1024"
"47","47","710","710","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","110","110","0","0","110","110","110","0","0","110","110","110","0","110","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","98","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","6 2","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","590.0","1330","2075","590","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","6","670521","667264","5674","79235","668318","668319","638170","5681","77160","669320","672523","673114","7013","672523","NA","Sternberg Task","53","78902.0","111","1024"
"48","48","711","711","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","111","111","0","0","111","111","111","0","0","111","111","111","0","111","0","Sat Oct 21 14:40:16 2023","The main experiment item","True","SternbergTask.osexp","C:\Users\katjo\OneDrive\Desktop","False","mono","False","18","no","white","no","yes","768","legacy","99","11","C:/Users/katjo/OneDrive/Desktop/KEJ-subject-3.csv","legacy","8 9 6 1","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","744.0","1330","2075","744","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","9","676357","673117","5674","79235","674155","674156","638170","5681","77160","675156","678358","679103","7013","678357","NA","Sternberg Task","54","79646.0","112","1024"
