"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_PracticeLoop","count_correctFeedback","count_exSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_logger","count_memorySet","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_PracticeLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_PracticeLoop","time_correctFeedback","time_exSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_logger","time_memorySet","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","width"
"100","100","1012","1012","black","experiment","legacy","legacy","legacy","1","undefined","1","left","18","0","18","18","0","0","18","18","0","0","18","18","18","18","0","Sun Oct 15 11:47:37 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","6","11","/Users/baileymcwhirter/subject-2.csv","legacy","6 7 8 5","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","1226.0","6610","2426","1226","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","8","125281","7744","122031","123068","1071","84487","123071","NA","1115","82060","127282","128509","124076","127282","NA","Sternberg Task","19","19242.0","19","1024"
"100","100","1014","1014","black","experiment","legacy","legacy","legacy","1","undefined","1","right","19","0","19","19","0","0","19","19","0","0","19","19","19","19","0","Sun Oct 15 11:47:37 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","7","11","/Users/baileymcwhirter/subject-2.csv","legacy","1 7 8 3 9","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","1050.0","6610","2426","1050","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","2","131758","7744","128512","129548","1071","84487","129550","NA","1115","82060","133760","134811","130553","133760","NA","Sternberg Task","20","20292.0","20","1024"
"100","100","1015","1015","black","experiment","legacy","legacy","legacy","1","undefined","1","left","20","0","20","20","0","0","20","20","0","0","20","20","20","20","0","Sun Oct 15 11:47:37 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","8","11","/Users/baileymcwhirter/subject-2.csv","legacy","5 7 3 6 2","Melodramatic Milgram","4.0.5","5","y","0","left","right","right","left","NA","1030.0","6610","2426","1030","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","2","138054","7744","134813","135845","1071","84487","135847","NA","1115","82060","140057","141088","136849","140057","NA","Sternberg Task","21","21322.0","21","1024"
"100","100","1013","1013","black","experiment","legacy","legacy","legacy","1","undefined","1","right","21","0","21","21","0","0","21","21","0","0","21","21","21","21","0","Sun Oct 15 11:47:37 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","9","11","/Users/baileymcwhirter/subject-2.csv","legacy","5 2","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","983.0","6610","2426","983","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","7","144348","7744","141091","142134","1071","84487","142136","NA","1115","82060","146352","147336","143143","146352","NA","Sternberg Task","22","22305.0","22","1024"
"100","100","1009","1009","black","experiment","legacy","legacy","legacy","1","undefined","1","right","22","0","22","22","0","0","22","22","0","0","22","22","22","22","0","Sun Oct 15 11:47:37 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","10","11","/Users/baileymcwhirter/subject-2.csv","legacy","5","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","911.0","6610","2426","911","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","8","150581","7744","147338","148369","1071","84487","148371","NA","1115","82060","152586","153498","149376","152586","NA","Sternberg Task","23","23216.0","23","1024"
"100","100","1011","1011","black","experiment","legacy","legacy","legacy","1","undefined","1","left","23","0","23","23","0","0","23","23","0","0","23","23","23","23","0","Sun Oct 15 11:47:37 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","11","11","/Users/baileymcwhirter/subject-2.csv","legacy","9 5 3 8 4","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","1065.0","6610","2426","1065","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","9","156742","7744","153501","154531","1071","84487","154533","NA","1115","82060","158744","159809","155537","158744","NA","Sternberg Task","24","24281.0","24","1024"
"100","100","1010","1010","black","experiment","legacy","legacy","legacy","1","undefined","1","left","24","0","24","24","0","0","24","24","0","0","24","24","24","24","0","Sun Oct 15 11:47:37 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","12","11","/Users/baileymcwhirter/subject-2.csv","legacy","8 9 6 1","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","975.0","6610","2426","975","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","9","163059","7744","159812","160849","1071","84487","160851","NA","1115","82060","165062","166038","161853","165062","NA","Sternberg Task","25","25256.0","25","1024"
"100","100","1021","1021","black","experiment","legacy","legacy","legacy","1","undefined","1","right","25","0","25","25","0","0","25","25","0","0","25","25","25","25","0","Sun Oct 15 11:47:37 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","13","11","/Users/baileymcwhirter/subject-2.csv","legacy","1 6 4 3 9 7","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","1293.0","6610","2426","1293","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","169283","7744","166040","167070","1071","84487","167073","NA","1115","82060","171285","172579","168077","171285","NA","Sternberg Task","26","26549.0","26","1024"
"100","100","1019","1019","black","experiment","legacy","legacy","legacy","1","undefined","1","right","26","0","26","26","0","0","26","26","0","0","26","26","26","26","0","Sun Oct 15 11:47:37 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","14","11","/Users/baileymcwhirter/subject-2.csv","legacy","5 9 2 3","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","978.0","6610","2426","978","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","8","175825","7744","172582","173615","1071","84487","173617","NA","1115","82060","177827","178806","174620","177827","NA","Sternberg Task","27","27527.0","27","1024"
"100","100","1028","1028","black","experiment","legacy","legacy","legacy","1","undefined","1","right","27","0","27","27","0","0","27","27","0","0","27","27","27","27","0","Sun Oct 15 11:47:37 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","15","11","/Users/baileymcwhirter/subject-2.csv","legacy","2 3 8 5 6 7","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","1268.0","6610","2426","1268","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","1","182056","7744","178808","179841","1071","84487","179843","NA","1115","82060","184059","185328","180849","184058","NA","Sternberg Task","28","28795.0","28","1024"
"100","100","1032","1032","black","experiment","legacy","legacy","legacy","1","undefined","1","right","28","0","28","28","0","0","28","28","0","0","28","28","28","28","0","Sun Oct 15 11:47:37 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","16","11","/Users/baileymcwhirter/subject-2.csv","legacy","1 7 5 2","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","1139.0","6610","2426","1139","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","3","188574","7744","185330","186363","1071","84487","186365","NA","1115","82060","190577","191716","187368","190577","NA","Sternberg Task","29","29934.0","29","1024"
"100","100","1034","1034","black","experiment","legacy","legacy","legacy","1","undefined","1","left","29","0","29","29","0","0","29","29","0","0","29","29","29","29","0","Sun Oct 15 11:47:37 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","17","11","/Users/baileymcwhirter/subject-2.csv","legacy","4 1 8 7 5","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","1103.0","6610","2426","1103","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","194970","7744","191719","192758","1071","84487","192762","NA","1115","82060","196974","198077","193766","196973","NA","Sternberg Task","30","31037.0","30","1024"
"100","100","1033","1033","black","experiment","legacy","legacy","legacy","1","undefined","1","left","30","0","30","30","0","0","30","30","0","0","30","30","30","30","0","Sun Oct 15 11:47:37 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","18","11","/Users/baileymcwhirter/subject-2.csv","legacy","8","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","1009.0","6610","2426","1009","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","8","201332","7744","198080","199119","1071","84487","199122","NA","1115","82060","203339","204349","200127","203338","NA","Sternberg Task","31","32046.0","31","1024"
"100","100","1035","1035","black","experiment","legacy","legacy","legacy","1","undefined","1","left","31","0","31","31","0","0","31","31","0","0","31","31","31","31","0","Sun Oct 15 11:47:37 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","19","11","/Users/baileymcwhirter/subject-2.csv","legacy","3 9 7 6 4","Melodramatic Milgram","4.0.5","3","y","0","left","right","right","left","NA","1092.0","6610","2426","1092","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","7","207594","7744","204351","205385","1071","84487","205387","NA","1115","82060","209599","210692","206389","209599","NA","Sternberg Task","32","33138.0","32","1024"
"100","100","1043","1043","black","experiment","legacy","legacy","legacy","1","undefined","1","right","32","0","32","32","0","0","32","32","0","0","32","32","32","32","0","Sun Oct 15 11:47:37 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","20","11","/Users/baileymcwhirter/subject-2.csv","legacy","4 2 6 9","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","1308.0","6610","2426","1308","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","7","213934","7744","210695","211724","1071","84487","211727","NA","1115","82060","215937","217246","212729","215937","NA","Sternberg Task","33","34446.0","33","1024"
"100","100","1045","1045","black","experiment","legacy","legacy","legacy","1","undefined","1","left","33","0","33","33","0","0","33","33","0","0","33","33","33","33","0","Sun Oct 15 11:47:37 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","21","11","/Users/baileymcwhirter/subject-2.csv","legacy","8 3","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","1095.0","6610","2426","1095","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","3","220490","7744","217248","218280","1071","84487","218282","NA","1115","82060","222492","223588","219285","222492","NA","Sternberg Task","34","35541.0","34","1024"
"100","100","1042","1042","black","experiment","legacy","legacy","legacy","1","undefined","1","left","34","0","34","34","0","0","34","34","0","0","34","34","34","34","0","Sun Oct 15 11:47:37 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","22","11","/Users/baileymcwhirter/subject-2.csv","legacy","2 3 7 4","Melodramatic Milgram","4.0.5","1","y","0","left","right","right","left","NA","953.0","6610","2426","953","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","2","226840","7744","223591","224627","1071","84487","224630","NA","1115","82060","228843","229797","225634","228843","NA","Sternberg Task","35","36494.0","35","1024"
"100","100","1050","1050","black","experiment","legacy","legacy","legacy","1","undefined","1","left","35","0","35","35","0","0","35","35","0","0","35","35","35","35","0","Sun Oct 15 11:47:37 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","23","11","/Users/baileymcwhirter/subject-2.csv","legacy","6 9 3 1","Melodramatic Milgram","4.0.5","4","y","0","left","right","right","left","NA","1341.0","6610","2426","1341","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","1","233055","7744","229800","230841","1071","84487","230843","NA","1115","82060","235058","236399","231849","235058","NA","Sternberg Task","36","37835.0","36","1024"
"100","100","1067","1067","black","experiment","legacy","legacy","legacy","1","undefined","1","right","36","0","36","36","0","0","36","36","0","0","36","36","36","36","0","Sun Oct 15 11:47:37 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","24","11","/Users/baileymcwhirter/subject-2.csv","legacy","2 8 7 9 5 3","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","1647.0","6610","2426","1647","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","239648","7744","236403","237436","1071","84487","237438","NA","1115","82060","241649","243296","238443","241649","NA","Sternberg Task","37","39482.0","37","1024"
"100","100","1082","1082","black","experiment","legacy","legacy","legacy","1","undefined","1","right","37","0","37","37","0","0","37","37","0","0","37","37","37","37","0","Sun Oct 15 11:47:37 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","25","11","/Users/baileymcwhirter/subject-2.csv","legacy","6 9 7 3 8 2","Melodramatic Milgram","4.0.5","0","n","0","right","right","right","right","NA","1666.0","6610","2426","1666","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","5","246545","7744","243299","244333","1071","84487","244335","NA","1115","82060","248548","250215","245339","248548","NA","Sternberg Task","38","41148.0","38","1024"
"100","100","1079","1079","black","experiment","legacy","legacy","legacy","1","undefined","1","left","38","0","38","38","0","0","38","38","0","0","38","38","38","38","0","Sun Oct 15 11:47:37 2023","The main experiment item","True","SternbergTask.osexp","/Users/baileymcwhirter","False","mono","False","18","no","white","no","yes","768","legacy","26","11","/Users/baileymcwhirter/subject-2.csv","legacy","9 1 7 2","Melodramatic Milgram","4.0.5","2","y","0","left","right","right","left","NA","960.0","6610","2426","960","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","1","253464","7744","250217","251252","1071","84487","251254","NA","1115","82060","255466","256427","252258","255466","NA","Sternberg Task","39","42108.0","39","1024"
