"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_correctfeedback","count_expSequence","count_experementloop","count_experiment","count_fixation","count_getting_started","count_incorrectfeedback","count_instruction1","count_instructions2_2","count_isi","count_keyboard_response","count_logger","count_memorySet","count_practiceloop","count_probe","count_thankyou","count_welcome","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceloop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2_2","response_keyboard_response","response_thankyou","response_time","response_time_instruction1","response_time_instructions2_2","response_time_keyboard_response","response_time_thankyou","response_time_welcome","response_welcome","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_correctfeedback","time_expSequence","time_experementloop","time_experiment","time_fixation","time_getting_started","time_incorrectfeedback","time_instruction1","time_instructions2_2","time_isi","time_keyboard_response","time_logger","time_memorySet","time_practiceloop","time_probe","time_thankyou","time_welcome","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"90.6666666667","90.6666666667","534.846566667","534.846566667","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","74","74","0","0","74","NA","74","0","0","74","74","74","74","0","74","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","62","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","2 7 5","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","528.40390004","7996.19719997","8955.31379996","528.40390004","NA","NA","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","8","477759.4974","478837.9239","113605.4285","17669.9112","478841.3219","NA","454110.6167","18305.2969","104649.4978","481047.5359","483050.979","483580.5836","479844.1947","26302.6336","483050.7847","NA","NA","Sternberg Task","68","40113.4925","75","yes","1024"
"89.4736842105","89.4736842105","540.493439475","540.493439475","black","experiment","psycho","psycho","psycho","0","uniform","0","undefined","0","right","75","75","0","0","75","NA","75","0","0","75","75","75","75","0","75","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","63","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","1 6 4 3 9 7","Lentiform Loewenfeld","3.3.9","0","n","0","left","left","right","left","NA","964.008900046","7996.19719997","8955.31379996","964.008900046","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","8","483634.4326","484713.9657","113605.4285","17669.9112","484717.5655","NA","454110.6167","18305.2969","104649.4978","486924.2643","488928.0813","489893.0844","485721.482","26302.6336","488927.9102","NA","NA","Sternberg Task","68","41077.5014001","76","yes","1024"
"89.6103896104","89.6103896104","541.098097404","541.098097404","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","76","76","0","0","76","NA","76","0","0","76","76","76","76","0","76","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","64","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","7 9","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","587.052100047","7996.19719997","8955.31379996","587.052100047","NA","NA","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","1","483634.4326","491034.584","113605.4285","17669.9112","491038.0096","NA","489957.1128","18305.2969","104649.4978","493245.5558","495249.8772","495837.9181","492042.091","26302.6336","495249.7072","NA","NA","Sternberg Task","69","41664.5535001","77","yes","1024"
"89.7435897436","89.7435897436","539.247825643","539.247825643","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","77","77","0","0","77","NA","77","0","0","77","77","77","77","0","77","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","65","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","7 4 2 6 3 5","Lentiform Loewenfeld","3.3.9","6","y","0","left","left","right","left","NA","396.776899986","7996.19719997","8955.31379996","396.776899986","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","5","495868.3863","496948.8285","113605.4285","17669.9112","496952.2819","NA","489957.1128","18305.2969","104649.4978","499158.2739","501162.3866","501560.2268","497955.0155","26302.6336","501162.2174","NA","NA","Sternberg Task","70","42061.3304001","78","yes","1024"
"89.8734177215","89.8734177215","541.24129747","541.24129747","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","78","78","0","0","78","NA","78","0","0","78","78","78","78","0","78","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","66","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","1 4 3 6 5","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","696.732099983","7996.19719997","8955.31379996","696.732099983","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","8","501624.6031","502704.364","113605.4285","17669.9112","502708.0091","NA","489957.1128","18305.2969","104649.4978","504914.0573","506917.8344","507615.71","503710.8629","26302.6336","506917.6692","NA","NA","Sternberg Task","71","42758.0625001","79","yes","1024"
"90","90","540.447305002","540.447305002","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","79","79","0","0","79","NA","79","0","0","79","79","79","79","0","79","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","67","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","3 9 7 6 4","Lentiform Loewenfeld","3.3.9","3","y","0","left","left","right","left","NA","477.721900039","7996.19719997","8955.31379996","477.721900039","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","7","507647.4086","508725.4588","113605.4285","17669.9112","508729.0271","NA","489957.1128","18305.2969","104649.4978","510935.329","512938.5939","513417.5191","509732.7596","26302.6336","512938.4371","NA","NA","Sternberg Task","72","43235.7844001","80","yes","1024"
"90.1234567901","90.1234567901","539.409071607","539.409071607","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","80","80","0","0","80","NA","80","0","0","80","80","80","80","0","80","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","68","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","2 4 6 9","Lentiform Loewenfeld","3.3.9","3","y","0","left","left","right","left","NA","456.350399996","7996.19719997","8955.31379996","456.350399996","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","6","513483.5791","514564.8563","113605.4285","17669.9112","514568.2782","NA","489957.1128","18305.2969","104649.4978","516775.6299","518779.0007","519236.405","515571.9678","26302.6336","518778.796","NA","NA","Sternberg Task","73","43692.1348001","81","yes","1024"
"90.243902439","90.243902439","538.783140246","538.783140246","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","81","81","0","0","81","NA","81","0","0","81","81","81","81","0","81","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","69","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","7 1 3","Lentiform Loewenfeld","3.3.9","2","y","0","left","left","right","left","NA","488.082700002","7996.19719997","8955.31379996","488.082700002","NA","NA","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","1","519294.1847","520373.6442","113605.4285","17669.9112","520377.0253","NA","489957.1128","18305.2969","104649.4978","522582.7371","524586.3473","525075.5243","521380.1352","26302.6336","524586.1529","NA","NA","Sternberg Task","74","44180.2175001","82","yes","1024"
"90.3614457831","90.3614457831","540.508855424","540.508855424","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","82","82","0","0","82","NA","82","0","0","82","82","82","82","0","82","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","70","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","1 4 9 3 2 5","Lentiform Loewenfeld","3.3.9","3","y","0","left","left","right","left","NA","682.017500047","7996.19719997","8955.31379996","682.017500047","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","9","525139.8238","526224.0507","113605.4285","17669.9112","526227.5538","NA","489957.1128","18305.2969","104649.4978","528433.8491","530438.1417","531121.2265","527230.7354","26302.6336","530437.9738","NA","NA","Sternberg Task","75","44862.2350002","83","yes","1024"
"89.2857142857","89.2857142857","539.894014288","539.894014288","black","experiment","psycho","psycho","psycho","0","uniform","0","undefined","0","right","83","83","0","0","83","NA","83","0","0","83","83","83","83","0","83","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","71","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","6 2 9 3 8 4","Lentiform Loewenfeld","3.3.9","0","n","0","left","left","right","left","NA","488.8622","7996.19719997","8955.31379996","488.8622","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","1","531183.9294","532269.1679","113605.4285","17669.9112","532272.8162","NA","489957.1128","18305.2969","104649.4978","534479.7453","536483.2331","536974.0237","533276.5249","26302.6336","536483.0577","NA","NA","Sternberg Task","75","45351.0972002","84","yes","1024"
"89.4117647059","89.4117647059","540.634317649","540.634317649","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","84","84","0","0","84","NA","84","0","0","84","84","84","84","0","84","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","72","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","6 5","Lentiform Loewenfeld","3.3.9","2","y","0","left","left","right","left","NA","602.819799969","7996.19719997","8955.31379996","602.819799969","NA","NA","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","5","531183.9294","538080.9218","113605.4285","17669.9112","538084.2391","NA","537003.4024","18305.2969","104649.4978","540291.2996","542294.8905","542898.9583","539088.1648","26302.6336","542294.6628","NA","NA","Sternberg Task","76","45953.9170002","85","yes","1024"
"88.3720930233","88.3720930233","540.174944188","540.174944188","black","experiment","psycho","psycho","psycho","0","uniform","0","undefined","0","left","85","85","0","0","85","NA","85","0","0","85","85","85","85","0","85","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","73","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","8 7 3","Lentiform Loewenfeld","3.3.9","1","y","0","right","left","right","right","NA","501.128200034","7996.19719997","8955.31379996","501.128200034","NA","NA","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","8","542964.0677","544045.25","113605.4285","17669.9112","544048.8569","NA","537003.4024","18305.2969","104649.4978","546254.7511","548258.0273","548760.2668","545051.4403","26302.6336","548257.8455","NA","NA","Sternberg Task","76","46455.0452002","86","yes","1024"
"88.5057471264","88.5057471264","539.876782761","539.876782761","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","86","86","0","0","86","NA","86","0","0","86","86","86","86","0","86","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","74","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","8 5 4 7 3 1","Lentiform Loewenfeld","3.3.9","2","y","0","left","left","right","left","NA","514.234900009","7996.19719997","8955.31379996","514.234900009","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","5","542964.0677","549899.6665","113605.4285","17669.9112","549903.1401","NA","548818.3287","18305.2969","104649.4978","552109.5106","554113.374","554628.6872","550906.6038","26302.6336","554113.1983","NA","NA","Sternberg Task","77","46969.2801002","87","yes","1024"
"88.6363636364","88.6363636364","538.033535229","538.033535229","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","87","87","0","0","87","NA","87","0","0","87","87","87","87","0","87","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","75","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","8","Lentiform Loewenfeld","3.3.9","1","y","0","left","left","right","left","NA","377.670999966","7996.19719997","8955.31379996","377.670999966","NA","NA","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","8","554685.6188","555765.201","113605.4285","17669.9112","555768.6628","NA","548818.3287","18305.2969","104649.4978","557975.4246","559978.5179","560357.8732","556772.4532","26302.6336","559978.3584","NA","NA","Sternberg Task","78","47346.9511002","88","yes","1024"
"88.7640449438","88.7640449438","547.816665171","547.816665171","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","88","88","0","0","88","NA","88","0","0","88","88","88","88","0","88","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","76","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","1 7 5 2 9","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","1408.73210004","7996.19719997","8955.31379996","1408.73210004","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","3","560418.2659","561503.0828","113605.4285","17669.9112","561506.638","NA","548818.3287","18305.2969","104649.4978","563712.8288","565716.7238","567126.6499","562509.6112","26302.6336","565716.5662","NA","NA","Sternberg Task","79","48755.6832002","89","yes","1024"
"88.8888888889","88.8888888889","549.497801113","549.497801113","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","89","89","0","0","89","NA","89","0","0","89","89","89","89","0","89","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","77","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","6 3 1 7 9 8","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","699.118899996","7996.19719997","8955.31379996","699.118899996","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","4","567160.9292","568243.7605","113605.4285","17669.9112","568247.2287","NA","548818.3287","18305.2969","104649.4978","570454.4944","572458.5575","573158.8284","569251.002","26302.6336","572458.3745","NA","NA","Sternberg Task","80","49454.8021002","90","yes","1024"
"89.010989011","89.010989011","548.283154947","548.283154947","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","90","90","0","0","90","NA","90","0","0","90","90","90","90","0","90","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","78","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","2 6 1 7 4","Lentiform Loewenfeld","3.3.9","2","y","0","left","left","right","left","NA","438.964999979","7996.19719997","8955.31379996","438.964999979","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","6","573220.16","574302.3425","113605.4285","17669.9112","574305.9486","NA","548818.3287","18305.2969","104649.4978","576512.8493","578516.1698","578956.2448","575308.8998","26302.6336","578516.013","NA","NA","Sternberg Task","81","49893.7671002","91","yes","1024"
"89.1304347826","89.1304347826","547.050707611","547.050707611","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","91","91","0","0","91","NA","91","0","0","91","91","91","91","0","91","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","79","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","2 6 4 3 9","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","434.898000036","7996.19719997","8955.31379996","434.898000036","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","1","579019.7015","580098.3992","113605.4285","17669.9112","580101.795","NA","548818.3287","18305.2969","104649.4978","582309.0796","584312.5624","584748.6824","581105.4473","26302.6336","584312.3842","NA","NA","Sternberg Task","82","50328.6651002","92","yes","1024"
"89.247311828","89.247311828","546.150926884","546.150926884","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","92","92","0","0","92","NA","92","0","0","92","92","92","92","0","92","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","80","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","3 9 8 1 6 4","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","463.371099962","7996.19719997","8955.31379996","463.371099962","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","7","584807.643","585892.2038","113605.4285","17669.9112","585895.8415","NA","548818.3287","18305.2969","104649.4978","588102.0257","590105.619","590570.1898","586899.3452","26302.6336","590105.4644","NA","NA","Sternberg Task","83","50792.0362002","93","yes","1024"
"89.3617021277","89.3617021277","544.938314896","544.938314896","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","93","93","0","0","93","NA","93","0","0","93","93","93","93","0","93","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","81","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","1 8 7","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","432.165400009","7996.19719997","8955.31379996","432.165400009","NA","NA","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","4","590631.7784","591713.1921","113605.4285","17669.9112","591716.7491","NA","548818.3287","18305.2969","104649.4978","593924.6813","595928.3982","596361.8474","592720.991","26302.6336","595928.2407","NA","NA","Sternberg Task","84","51224.2016002","94","yes","1024"
"88.4210526316","88.4210526316","546.179367371","546.179367371","black","experiment","psycho","psycho","psycho","0","uniform","0","undefined","0","right","94","94","0","0","94","NA","94","0","0","94","94","94","94","0","94","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","82","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","6 9 4 5 2","Lentiform Loewenfeld","3.3.9","0","n","0","left","left","right","left","NA","662.83830005","7996.19719997","8955.31379996","662.83830005","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","1","596420.0104","597501.8204","113605.4285","17669.9112","597505.3302","NA","548818.3287","18305.2969","104649.4978","599712.7406","601716.2491","602380.2138","598509.1953","26302.6336","601716.0815","NA","NA","Sternberg Task","84","51887.0399002","95","yes","1024"
"88.5416666667","88.5416666667","545.253652086","545.253652086","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","95","95","0","0","95","NA","95","0","0","95","95","95","95","0","95","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","83","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","9 5 8 1","Lentiform Loewenfeld","3.3.9","2","y","0","left","left","right","left","NA","457.310700032","7996.19719997","8955.31379996","457.310700032","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","5","596420.0104","603522.2991","113605.4285","17669.9112","603525.8216","NA","602443.1916","18305.2969","104649.4978","605731.4941","607735.1248","608193.6013","604528.5609","26302.6336","607734.9714","NA","NA","Sternberg Task","85","52344.3506003","96","yes","1024"
"88.6597938144","88.6597938144","545.427470106","545.427470106","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","96","96","0","0","96","NA","96","0","0","96","96","96","96","0","96","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","84","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","8 4 3 9","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","562.113999971","7996.19719997","8955.31379996","562.113999971","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","5","608252.5981","609333.6201","113605.4285","17669.9112","609337.1972","NA","602443.1916","18305.2969","104649.4978","611542.5473","613546.4511","614109.7108","610339.9182","26302.6336","613546.2643","NA","NA","Sternberg Task","86","52906.4646002","97","yes","1024"
"88.7755102041","88.7755102041","544.437312248","544.437312248","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","97","97","0","0","97","NA","97","0","0","97","97","97","97","0","97","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","85","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","2 5 1 4","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","448.392000049","7996.19719997","8955.31379996","448.392000049","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","6","614163.5759","615245.3455","113605.4285","17669.9112","615249.4434","NA","602443.1916","18305.2969","104649.4978","617457.3444","619460.2714","619909.9075","616253.2882","26302.6336","619460.0792","NA","NA","Sternberg Task","87","53354.8566003","98","yes","1024"
"88.8888888889","88.8888888889","543.390727276","543.390727276","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","98","98","0","0","98","NA","98","0","0","98","98","98","98","0","98","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","86","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","3 5 7 1","Lentiform Loewenfeld","3.3.9","3","y","0","left","left","right","left","NA","440.825400001","7996.19719997","8955.31379996","440.825400001","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","7","619977.7759","621057.9141","113605.4285","17669.9112","621061.4308","NA","602443.1916","18305.2969","104649.4978","623268.1759","625271.3939","625713.3987","622065.4875","26302.6336","625271.2465","NA","NA","Sternberg Task","88","53795.6820003","99","yes","1024"
"89","89","542.526560003","542.526560003","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","99","99","0","0","99","NA","99","0","0","99","99","99","99","0","99","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","87","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","9 5 3 8 4","Lentiform Loewenfeld","3.3.9","1","y","0","left","left","right","left","NA","456.97400003","7996.19719997","8955.31379996","456.97400003","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","9","625776.8547","626859.9893","113605.4285","17669.9112","626863.3774","NA","602443.1916","18305.2969","104649.4978","629069.5598","631073.1405","631531.3363","627866.5012","26302.6336","631072.9695","NA","NA","Sternberg Task","89","54252.6560003","100","yes","1024"
"89.1089108911","89.1089108911","543.204976241","543.204976241","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","100","100","0","0","100","NA","100","0","0","100","100","100","100","0","100","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","88","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","4 2 6 9","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","611.046599981","7996.19719997","8955.31379996","611.046599981","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","7","631589.6469","632668.4911","113605.4285","17669.9112","632671.9294","NA","602443.1916","18305.2969","104649.4978","634878.7499","636881.6006","637493.938","633675.6211","26302.6336","636881.4231","NA","NA","Sternberg Task","90","54863.7026003","101","yes","1024"
