acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_Instruction1,correct_keyboard_response,correct_response,count_CorrectFeedback,count_ExperimentLoop,count_Fixation,count_ISI,count_IncorrectFeedback,count_Instruction1,count_Instruction2,count_MemorySet,count_Practiceloop,count_Probe,count_ThankYou,count_expSequence,count_experiment,count_keyboard_response,count_logger,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Practiceloop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_Instruction1,response_Instruction2,response_ThankYou,response_keyboard_response,response_time,response_time_Instruction1,response_time_Instruction2,response_time_ThankYou,response_time_keyboard_response,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_CorrectFeedback,time_ExperimentLoop,time_Fixation,time_ISI,time_IncorrectFeedback,time_Instruction1,time_Instruction2,time_MemorySet,time_Practiceloop,time_Probe,time_ThankYou,time_expSequence,time_experiment,time_keyboard_response,time_logger,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
85.71428571,85.71428571,1066.619048,1066.619048,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,20,0,20,20,20,0,0,20,0,20,0,20,0,20,20,10/18/19 17:15,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,8,11,C:/Users/Carolyn/Desktop/cp_subject-4.csv,legacy,7 6 4 8 1 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,NA,right,973,67135,8071,NA,973,2,legacy,6,1024,2,48000,-16,experiment,4,even,9,217297,166947,218475,220681,151203,5579,158875,219478,72716,222684,NA,218471,5574,222685,223659,Sternberg Task,18,22399,21,yes,1024
86.36363636,86.36363636,1061.045455,1061.045455,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,21,0,21,21,21,0,0,21,0,21,0,21,0,21,21,10/18/19 17:15,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,9,11,C:/Users/Carolyn/Desktop/cp_subject-4.csv,legacy,3 5 9 6 2 4,Kafkaesque Koffka,3.2.8,1,y,0,left,right,left,NA,left,944,67135,8071,NA,944,2,legacy,6,1024,2,48000,-16,experiment,4,even,3,223706,166947,224885,227093,151203,5579,158875,225889,72716,229097,NA,224881,5574,229098,230043,Sternberg Task,19,23343,22,yes,1024
86.95652174,86.95652174,1059.173913,1059.173913,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,22,0,22,22,22,0,0,22,0,22,0,22,0,22,22,10/18/19 17:15,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,10,11,C:/Users/Carolyn/Desktop/cp_subject-4.csv,legacy,3 4 9 6 2 9,Kafkaesque Koffka,3.2.8,5,y,0,left,right,left,NA,left,1018,67135,8071,NA,1018,2,legacy,6,1024,2,48000,-16,experiment,4,even,2,230097,166947,231277,233484,151203,5579,158875,232280,72716,235487,NA,231273,5574,235488,236507,Sternberg Task,20,24361,23,yes,1024
87.5,87.5,1046.041667,1046.041667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,23,0,23,23,23,0,0,23,0,23,0,23,0,23,23,10/18/19 17:15,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,11,11,C:/Users/Carolyn/Desktop/cp_subject-4.csv,legacy,2 3,Kafkaesque Koffka,3.2.8,1,y,0,left,right,left,NA,left,744,67135,8071,NA,744,2,legacy,2,1024,2,48000,-16,experiment,4,even,2,236581,166947,237760,239966,151203,5579,158875,238763,72716,241969,NA,237756,5574,241970,242715,Sternberg Task,21,25105,24,yes,1024
88,88,1050.16,1050.16,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,24,0,24,24,24,0,0,24,0,24,0,24,0,24,24,10/18/19 17:15,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,12,11,C:/Users/Carolyn/Desktop/cp_subject-4.csv,legacy,9 7 4 5 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,NA,right,1149,67135,8071,NA,1149,2,legacy,5,1024,2,48000,-16,experiment,4,even,6,242764,166947,243940,246146,151203,5579,158875,244943,72716,248149,NA,243936,5574,248149,249299,Sternberg Task,22,26254,25,yes,1024
88.46153846,88.46153846,1042.846154,1042.846154,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,25,0,25,25,25,0,0,25,0,25,0,25,0,25,25,10/18/19 17:15,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,13,11,C:/Users/Carolyn/Desktop/cp_subject-4.csv,legacy,2 8 6 3 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,NA,right,860,67135,8071,NA,860,2,legacy,5,1024,2,48000,-16,experiment,4,even,7,249347,166947,250523,252730,151203,5579,158875,251526,72716,254733,NA,250519,5574,254734,255595,Sternberg Task,23,27114,26,yes,1024
88.88888889,88.88888889,1030.592593,1030.592593,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,26,0,26,26,26,0,0,26,0,26,0,26,0,26,26,10/18/19 17:15,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,14,11,C:/Users/Carolyn/Desktop/cp_subject-4.csv,legacy,3 9 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,NA,right,712,67135,8071,NA,712,2,legacy,3,1024,2,48000,-16,experiment,4,even,7,255647,166947,256825,259031,151203,5579,158875,257828,72716,261034,NA,256821,5574,261034,261747,Sternberg Task,24,27826,27,yes,1024
89.28571429,89.28571429,1021.857143,1021.857143,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,27,0,27,27,27,0,0,27,0,27,0,27,0,27,27,10/18/19 17:15,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,15,11,C:/Users/Carolyn/Desktop/cp_subject-4.csv,legacy,3 5 4 7,Kafkaesque Koffka,3.2.8,1,y,0,left,right,left,NA,left,786,67135,8071,NA,786,2,legacy,4,1024,2,48000,-16,experiment,4,even,3,261797,166947,262974,265181,151203,5579,158875,263977,72716,267184,NA,262970,5574,267184,267971,Sternberg Task,25,28612,28,yes,1024
86.20689655,86.20689655,1022.517241,1022.517241,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,28,0,28,28,28,0,0,28,0,28,0,28,0,28,28,10/18/19 17:15,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,16,11,C:/Users/Carolyn/Desktop/cp_subject-4.csv,legacy,6 9 7 4 5 1,Kafkaesque Koffka,3.2.8,2,y,0,right,right,left,NA,right,1041,67135,8071,NA,1041,2,legacy,6,1024,2,48000,-16,experiment,4,even,9,268014,166947,269191,271397,151203,5579,158875,270194,72716,273400,NA,269187,5574,273401,274443,Sternberg Task,25,29653,29,yes,1024
86.66666667,86.66666667,1018.466667,1018.466667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,29,0,29,29,29,0,0,29,0,29,0,29,0,29,29,10/18/19 17:15,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,17,11,C:/Users/Carolyn/Desktop/cp_subject-4.csv,legacy,2 5 4 8 7,Kafkaesque Koffka,3.2.8,3,y,0,left,right,left,NA,left,901,67135,8071,NA,901,2,legacy,5,1024,2,48000,-16,experiment,4,even,4,268014,166947,275675,277881,274497,5579,158875,276678,72716,279884,NA,275671,5574,279885,280787,Sternberg Task,26,30554,30,yes,1024
87.09677419,87.09677419,1014.258065,1014.258065,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,30,0,30,30,30,0,0,30,0,30,0,30,0,30,30,10/18/19 17:15,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,18,11,C:/Users/Carolyn/Desktop/cp_subject-4.csv,legacy,7 8 6 3 1,Kafkaesque Koffka,3.2.8,5,y,0,left,right,left,NA,left,888,67135,8071,NA,888,2,legacy,5,1024,2,48000,-16,experiment,4,even,1,280838,166947,282016,284223,274497,5579,158875,283019,72716,286226,NA,282012,5574,286226,287115,Sternberg Task,27,31442,31,yes,1024
87.5,87.5,999.53125,999.53125,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,31,0,31,31,31,0,0,31,0,31,0,31,0,31,31,10/18/19 17:15,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,19,11,C:/Users/Carolyn/Desktop/cp_subject-4.csv,legacy,4 6 5 8,Kafkaesque Koffka,3.2.8,1,y,0,left,right,left,NA,left,543,67135,8071,NA,543,2,legacy,4,1024,2,48000,-16,experiment,4,even,4,287163,166947,288344,290551,274497,5579,158875,289347,72716,292554,NA,288340,5574,292555,293099,Sternberg Task,28,31985,32,yes,1024
87.87878788,87.87878788,995.3939394,995.3939394,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,32,0,32,32,32,0,0,32,0,32,0,32,0,32,32,10/18/19 17:15,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,20,11,C:/Users/Carolyn/Desktop/cp_subject-4.csv,legacy,8 5 4 7 3 1,Kafkaesque Koffka,3.2.8,2,y,0,left,right,left,NA,left,863,67135,8071,NA,863,2,legacy,6,1024,2,48000,-16,experiment,4,even,5,293146,166947,294327,296534,274497,5579,158875,295330,72716,298538,NA,294323,5574,298539,299403,Sternberg Task,29,32848,33,yes,1024
88.23529412,88.23529412,996.6764706,996.6764706,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,33,0,33,33,33,0,0,33,0,33,0,33,0,33,33,10/18/19 17:15,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,21,11,C:/Users/Carolyn/Desktop/cp_subject-4.csv,legacy,6 9 4 5 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,NA,right,1039,67135,8071,NA,1039,2,legacy,5,1024,2,48000,-16,experiment,4,even,1,299455,166947,300633,302840,274497,5579,158875,301636,72716,304843,NA,300629,5574,304843,305883,Sternberg Task,30,33887,34,yes,1024
88.57142857,88.57142857,1006.685714,1006.685714,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,34,0,34,34,34,0,0,34,0,34,0,34,0,34,34,10/18/19 17:15,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,22,11,C:/Users/Carolyn/Desktop/cp_subject-4.csv,legacy,8 4 3 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,NA,right,1347,67135,8071,NA,1347,2,legacy,4,1024,2,48000,-16,experiment,4,even,6,305930,166947,307108,309315,274497,5579,158875,308112,72716,311318,NA,307104,5574,311319,312667,Sternberg Task,31,35234,35,yes,1024
88.88888889,88.88888889,1008.833333,1008.833333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,35,0,35,35,35,0,0,35,0,35,0,35,0,35,35,10/18/19 17:15,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,23,11,C:/Users/Carolyn/Desktop/cp_subject-4.csv,legacy,2 8 7 9 5 3,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,NA,right,1084,67135,8071,NA,1084,2,legacy,6,1024,2,48000,-16,experiment,4,even,6,312713,166947,313892,316099,274497,5579,158875,314895,72716,318102,NA,313888,5574,318102,319187,Sternberg Task,32,36318,36,yes,1024
