"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_Instructions2","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_Instructions2","response_instruction1","response_keyboard_response","response_thankYou","response_time","response_time_Instructions2","response_time_instruction1","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_Instructions2","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"63.6363636364","63.6363636364","1246.09090909","1246.09090909","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","10","0","10","10","0","0","10","10","0","10","10","10","0","10","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","4 1 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","NA","right","right","NA","1114","NA","30922","1114","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","2","107840","NA","104427","105626","4238","NA","105630","71538","4247","109846","110961","106635","35171","109846","NA","Sternberg task","7","13707","11","yes","1024"
"66.6666666667","66.6666666667","1256.41666667","1256.41666667","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","11","0","11","11","0","0","11","11","0","11","11","11","0","11","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","2 9 4","Lentiform Loewenfeld","3.3.3","3","y","0","left","NA","right","left","NA","1370","NA","30922","1370","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","4","114400","NA","110986","112185","4238","NA","112189","71538","4247","116406","117777","113194","35171","116406","NA","Sternberg task","8","15077","12","yes","1024"
"69.2307692308","69.2307692308","1220.46153846","1220.46153846","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","12","0","12","12","0","0","12","12","0","12","12","12","0","12","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","6 9 7 4 5 1","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","789","10972","30922","789","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","132316","118845","117797","130100","4238","129818","130104","71538","4247","134323","135113","131110","35171","134322","NA","Sternberg task","9","15866","13","yes","1024"
"71.4285714286","71.4285714286","1175.21428571","1175.21428571","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","13","0","13","13","0","0","13","13","0","13","13","13","0","13","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","6 5","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","587","10972","30922","587","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","5","138553","118845","135136","136338","4238","129818","136342","71538","4247","140558","141146","137347","35171","140558","NA","Sternberg task","10","16453","14","yes","1024"
"73.3333333333","73.3333333333","1141.26666667","1141.26666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","14","0","14","14","0","0","14","14","0","14","14","14","0","14","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","7 8 6 3 1","Lentiform Loewenfeld","3.3.3","5","y","0","left","right","right","left","NA","666","10972","30922","666","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","1","144585","118845","141171","142369","4238","129818","142373","71538","4247","146590","147258","143379","35171","146590","NA","Sternberg task","11","17119","15","yes","1024"
"75","75","1105.9375","1105.9375","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","15","0","15","15","0","0","15","15","0","15","15","15","0","15","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","576","10972","30922","576","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","6","150691","118845","147281","148476","4238","129818","148481","71538","4247","152696","153274","149486","35171","152695","NA","Sternberg task","12","17695","16","yes","1024"
"76.4705882353","76.4705882353","1099.41176471","1099.41176471","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","16","0","16","16","0","0","16","16","0","16","16","16","0","16","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","4","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","9 5 8 1","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","995","10972","30922","995","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","156703","118845","153295","154490","4238","129818","154494","71538","4247","158710","159706","155498","35171","158710","NA","Sternberg task","13","18690","17","yes","1024"
"77.7777777778","77.7777777778","1061.22222222","1061.22222222","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","17","0","17","17","0","0","17","17","0","17","17","17","0","17","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","5","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","3 5 9 6 2 4","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","412","10972","30922","412","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","3","163150","118845","159735","160935","4238","129818","160939","71538","4247","165156","165569","161944","35171","165156","NA","Sternberg task","14","19102","18","yes","1024"
"78.9473684211","78.9473684211","1035.36842105","1035.36842105","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","18","0","18","18","0","0","18","18","0","18","18","18","0","18","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","6","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","2 8 5 1","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","right","left","NA","570","10972","30922","570","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","1","169002","118845","165587","166787","4238","129818","166791","71538","4247","171007","171578","167796","35171","171006","NA","Sternberg task","15","19672","19","yes","1024"
"75","75","1083.6","1083.6","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","19","0","19","19","0","0","19","19","0","19","19","19","0","19","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","7","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","6 9 3 1","Lentiform Loewenfeld","3.3.3","4","y","0","None","right","right","None","NA","2000","10972","30922","2000","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","1","175017","118845","171605","172801","4238","129818","172805","71538","4247","177025","179026","173811","35171","177023","NA","Sternberg task","15","21672","20","yes","1024"
"76.1904761905","76.1904761905","1060.76190476","1060.76190476","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","20","0","20","20","0","0","20","20","0","20","20","20","0","20","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","8","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","8 5 3 7 4 6","Lentiform Loewenfeld","3.3.3","6","y","0","left","right","right","left","NA","604","10972","30922","604","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","182461","118845","171605","180246","4238","129818","180250","179048","4247","184468","185074","181255","35171","184467","NA","Sternberg task","16","22276","21","yes","1024"
"77.2727272727","77.2727272727","1052.40909091","1052.40909091","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","21","0","21","21","0","0","21","21","0","21","21","21","0","21","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","9","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","6 2 9 3 8 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","877","10972","30922","877","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","1","188509","118845","185096","186294","4238","129818","186298","179048","4247","190515","191394","187303","35171","190515","NA","Sternberg task","17","23153","22","yes","1024"
"78.2608695652","78.2608695652","1028.82608696","1028.82608696","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","22","0","22","22","0","0","22","22","0","22","22","22","0","22","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","7 4 2 6 3 5","Lentiform Loewenfeld","3.3.3","6","y","0","left","right","right","left","NA","510","10972","30922","510","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","5","194829","118845","191415","192613","4238","129818","192617","179048","4247","196834","197345","193623","35171","196834","NA","Sternberg task","18","23663","23","yes","1024"
"75","75","1069.29166667","1069.29166667","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","23","0","23","23","0","0","23","23","0","23","23","23","0","23","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","4 2 6 9","Lentiform Loewenfeld","3.3.3","0","n","0","None","right","right","None","NA","2000","10972","30922","2000","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","7","200784","118845","197371","198567","4238","129818","198571","179048","4247","202790","204791","199577","35171","202790","NA","Sternberg task","18","25663","24","yes","1024"
"72","72","1046","1046","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","24","0","24","24","0","0","24","24","0","24","24","24","0","24","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","12","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","7 3 2 8","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","right","left","NA","487","10972","30922","487","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","4","208218","118845","197371","206004","4238","129818","206009","204806","4247","210225","210714","207012","35171","210224","NA","Sternberg task","18","26150","25","yes","1024"
"73.0769230769","73.0769230769","1032.69230769","1032.69230769","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","25","0","25","25","0","0","25","25","0","25","25","25","0","25","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","13","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","2 8 6 3 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","700","10972","30922","700","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","7","214149","118845","197371","211933","4238","129818","211937","210732","4247","216156","216858","212944","35171","216154","NA","Sternberg task","19","26850","26","yes","1024"
"74.0740740741","74.0740740741","1016.96296296","1016.96296296","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","26","0","26","26","0","0","26","26","0","26","26","26","0","26","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","14","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","9 5 3 8 4","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","608","10972","30922","608","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","9","220297","118845","216884","218081","4238","129818","218085","210732","4247","222304","222914","219091","35171","222303","NA","Sternberg task","20","27458","27","yes","1024"
"75","75","996.928571429","996.928571429","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","27","0","27","27","0","0","27","27","0","27","27","27","0","27","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","15","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","5 2 6","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","456","10972","30922","456","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","2","226346","118845","222933","224130","4238","129818","224135","210732","4247","228353","228811","225140","35171","228352","NA","Sternberg task","21","27914","28","yes","1024"
"75.8620689655","75.8620689655","978.75862069","978.75862069","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","28","0","28","28","0","0","28","28","0","28","28","28","0","28","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","16","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","6 2","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","470","10972","30922","470","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","6","232255","118845","228835","230038","4238","129818","230043","210732","4247","234258","234730","231048","35171","234258","NA","Sternberg task","22","28384","29","yes","1024"
"76.6666666667","76.6666666667","963.8","963.8","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","29","0","29","29","0","0","29","29","0","29","29","29","0","29","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","17","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","8 5 4 7 3 1","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","530","10972","30922","530","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","5","238162","118845","234748","235948","4238","129818","235952","210732","4247","240167","240698","236957","35171","240167","NA","Sternberg task","23","28914","30","yes","1024"
"77.4193548387","77.4193548387","947.129032258","947.129032258","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","30","0","30","30","0","0","30","30","0","30","30","30","0","30","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","18","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","6 7 8 5","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","447","10972","30922","447","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","8","244130","118845","240717","241915","4238","129818","241919","210732","4247","246137","246586","242925","35171","246136","NA","Sternberg task","24","29361","31","yes","1024"
"78.125","78.125","940.1875","940.1875","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","31","0","31","31","0","0","31","31","0","31","31","31","0","31","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","19","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","9 8 2 7 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","725","10972","30922","725","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","5","250015","118845","246602","247800","4238","129818","247804","210732","4247","252019","252746","248809","35171","252019","NA","Sternberg task","25","30086","32","yes","1024"
"78.7878787879","78.7878787879","930.212121212","930.212121212","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","32","0","32","32","0","0","32","32","0","32","32","32","0","32","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","2 3 8 5 6 7","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","611","10972","30922","611","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","1","256185","118845","252773","253970","4238","129818","253974","210732","4247","258189","258802","254979","35171","258189","NA","Sternberg task","26","30697","33","yes","1024"
"79.4117647059","79.4117647059","951.147058824","951.147058824","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","33","0","33","33","0","0","33","33","0","33","33","33","0","33","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","5 7 8 2 3 8","Lentiform Loewenfeld","3.3.3","5","y","0","left","right","right","left","NA","1642","10972","30922","1642","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","3","262240","118845","258822","260025","4238","129818","260029","210732","4247","264246","265890","261034","35171","264246","NA","Sternberg task","27","32339","34","yes","1024"
"80","80","945.828571429","945.828571429","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","34","0","34","34","0","0","34","34","0","34","34","34","0","34","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","22","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","1 4 3 6 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","765","10972","30922","765","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","269332","118845","265921","267117","4238","129818","267121","210732","4247","271339","272106","268126","35171","271339","NA","Sternberg task","28","33104","35","yes","1024"
"80.5555555556","80.5555555556","959","959","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","35","0","35","35","0","0","35","35","0","35","35","35","0","35","0","10/24/20 21:03:33","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","23","11","C:/Users/solom/Desktop/MW-subject-2(s).csv","legacy","4 1 8 7 5","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","1420","10972","30922","1420","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","275550","118845","272135","273335","4238","129818","273339","210732","4247","277556","278978","274345","35171","277556","NA","Sternberg task","29","34524","36","yes","1024"
