"acc","accuracy","average_response_time","avg_rt","background","bidi","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"90.9090909091","90.9090909091","1048.63636364","1048.63636364","black","no","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","10","10","10","0","0","10","10","0","0","10","10","10","0","10","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","1 5 2 9","Jazzy James","3.1.9","2","y","0","left","right","NA","left","NA","774","29653","NA","774","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","112398","109023","110185","5111","NA","110191","51538","5115","NA","114402","115177","111194","34770","114401","NA","Sternberg task","10","11535","11","yes","1024"
"91.6666666667","91.6666666667","1009.33333333","1009.33333333","black","no","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","11","11","11","0","0","11","11","0","0","11","11","11","0","11","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","4 3 1 7 9 8","Jazzy James","3.1.9","1","y","0","left","right","NA","left","NA","577","29653","NA","577","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","118570","115194","116357","5111","NA","116362","51538","5115","NA","120575","121154","117366","34770","120574","NA","Sternberg task","11","12112","12","yes","1024"
"92.3076923077","92.3076923077","972.230769231","972.230769231","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","12","12","12","0","0","12","12","0","0","12","12","12","0","12","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","6 9 4 5 2","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","527","29653","4502","527","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","129276","121171","127065","5111","126714","127069","51538","5115","122210","131281","131810","128072","34770","131280","NA","Sternberg task","12","12639","13","yes","1024"
"92.8571428571","92.8571428571","1022.42857143","1022.42857143","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","13","13","13","0","0","13","13","0","0","13","13","13","0","13","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","9 3 8 2 1 4","Jazzy James","3.1.9","3","y","0","left","right","left","left","NA","1675","29653","4502","1675","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","135208","131827","132996","5111","126714","133001","51538","5115","122210","137213","138890","134004","34770","137213","NA","Sternberg task","13","14314","14","yes","1024"
"93.3333333333","93.3333333333","1002.46666667","1002.46666667","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","14","14","14","0","0","14","14","0","0","14","14","14","0","14","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","2 8 7 9 5 3","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","723","29653","4502","723","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","142282","138906","140070","5111","126714","140075","51538","5115","122210","144285","145010","141078","34770","144285","NA","Sternberg task","14","15037","15","yes","1024"
"93.75","93.75","982.5625","982.5625","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","15","15","15","0","0","15","15","0","0","15","15","15","0","15","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","7 9 1 6","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","684","29653","4502","684","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","4","148401","145027","146188","5111","126714","146193","51538","5115","122210","150404","151090","147196","34770","150404","NA","Sternberg task","15","15721","16","yes","1024"
"94.1176470588","94.1176470588","971.941176471","971.941176471","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","16","16","16","0","0","16","16","0","0","16","16","16","0","16","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","4","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","4 3 2 5 8","Jazzy James","3.1.9","2","y","0","left","right","left","left","NA","802","29653","4502","802","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","3","154482","151106","152270","5111","126714","152275","51538","5115","122210","156486","157290","153278","34770","156486","NA","Sternberg task","16","16523","17","yes","1024"
"94.4444444444","94.4444444444","958.222222222","958.222222222","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","17","17","17","0","0","17","17","0","0","17","17","17","0","17","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","5","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","1 4 9 3 2 5","Jazzy James","3.1.9","3","y","0","left","right","left","left","NA","725","29653","4502","725","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","160686","157306","158473","5111","126714","158478","51538","5115","122210","162691","163418","159482","34770","162690","NA","Sternberg task","17","17248","18","yes","1024"
"89.4736842105","89.4736842105","934.526315789","934.526315789","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","18","18","18","0","0","18","18","0","0","18","18","18","0","18","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","6","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","5 7 3 6 2","Jazzy James","3.1.9","5","y","0","right","right","left","right","NA","508","29653","4502","508","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","166808","163434","164596","5111","126714","164601","51538","5115","122210","168812","169322","165604","34770","168811","NA","Sternberg task","17","17756","19","yes","1024"
"90","90","927.8","927.8","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","19","19","19","0","0","19","19","0","0","19","19","19","0","19","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","7","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","2 6 1 7 4","Jazzy James","3.1.9","2","y","0","left","right","left","left","NA","800","29653","4502","800","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","6","172723","163434","170510","5111","126714","170515","169348","5115","122210","174728","175530","171519","34770","174727","NA","Sternberg task","18","18556","20","yes","1024"
"90.4761904762","90.4761904762","913.19047619","913.19047619","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","20","20","20","0","0","20","20","0","0","20","20","20","0","20","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","8","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","7 1","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","621","29653","4502","621","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","8","178918","175545","176706","5111","126714","176711","169348","5115","122210","180923","181546","177714","34770","180923","NA","Sternberg task","19","19177","21","yes","1024"
"90.9090909091","90.9090909091","904.090909091","904.090909091","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","21","21","21","0","0","21","21","0","0","21","21","21","0","21","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","9","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","1 4 9 3","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","713","29653","4502","713","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","184938","181560","182725","5111","126714","182731","169348","5115","122210","186943","187659","183734","34770","186942","NA","Sternberg task","20","19890","22","yes","1024"
"91.3043478261","91.3043478261","895.565217391","895.565217391","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","22","22","22","0","0","22","22","0","0","22","22","22","0","22","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","8 5 3 7 4 6","Jazzy James","3.1.9","6","y","0","left","right","left","left","NA","708","29653","4502","708","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","191048","187672","188835","5111","126714","188840","169348","5115","122210","193052","193762","189844","34770","193051","NA","Sternberg task","21","20598","23","yes","1024"
"91.6666666667","91.6666666667","879.25","879.25","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","23","23","23","0","0","23","23","0","0","23","23","23","0","23","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","1 8 7","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","504","29653","4502","504","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","4","197149","193774","194936","5111","126714","194942","169348","5115","122210","199152","199658","195945","34770","199152","NA","Sternberg task","22","21102","24","yes","1024"
"92","92","872.48","872.48","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","24","24","24","0","0","24","24","0","0","24","24","24","0","24","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","12","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","3 4 9 6 7 8","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","710","29653","4502","710","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","2","203039","199674","200828","5111","126714","200832","169348","5115","122210","205042","205755","201836","34770","205042","NA","Sternberg task","23","21812","25","yes","1024"
"92.3076923077","92.3076923077","864.153846154","864.153846154","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","25","25","25","0","0","25","25","0","0","25","25","25","0","25","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","13","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","2 5 1 4","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","656","29653","4502","656","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","6","209141","205772","206930","5111","126714","206935","169348","5115","122210","211144","211803","207938","34770","211144","NA","Sternberg task","24","22468","26","yes","1024"
"92.5925925926","92.5925925926","861.518518519","861.518518519","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","26","26","26","0","0","26","26","0","0","26","26","26","0","26","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","14","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","9 1 7 2","Jazzy James","3.1.9","2","y","0","left","right","left","left","NA","793","29653","4502","793","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","1","215195","211824","212985","5111","126714","212989","169348","5115","122210","217198","217994","213992","34770","217198","NA","Sternberg task","25","23261","27","yes","1024"
"92.8571428571","92.8571428571","849.928571429","849.928571429","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","27","27","27","0","0","27","27","0","0","27","27","27","0","27","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","15","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","8 4 3 9","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","537","29653","4502","537","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","221420","218014","219207","5111","126714","219211","169348","5115","122210","223423","223962","220216","34770","223423","NA","Sternberg task","26","23798","28","yes","1024"
"93.1034482759","93.1034482759","843.793103448","843.793103448","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","28","28","28","0","0","28","28","0","0","28","28","28","0","28","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","16","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","6 7 5 9","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","672","29653","4502","672","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","2","227348","223986","225139","5111","126714","225143","169348","5115","122210","229352","230026","226146","34770","229352","NA","Sternberg task","27","24470","29","yes","1024"
"93.3333333333","93.3333333333","857.733333333","857.733333333","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","29","29","29","0","0","29","29","0","0","29","29","29","0","29","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","17","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","8 5 4 7 3 1","Jazzy James","3.1.9","2","y","0","left","right","left","left","NA","1262","29653","4502","1262","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","5","233407","230044","231197","5111","126714","231201","169348","5115","122210","235410","236674","232204","34770","235410","NA","Sternberg task","28","25732","30","yes","1024"
"93.5483870968","93.5483870968","846.838709677","846.838709677","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","30","30","30","0","0","30","30","0","0","30","30","30","0","30","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","18","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","8 4 3 5","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","520","29653","4502","520","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","6","240261","236890","238049","5111","126714","238053","169348","5115","122210","242264","242786","239058","34770","242264","NA","Sternberg task","29","26252","31","yes","1024"
"93.75","93.75","840.84375","840.84375","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","31","31","31","0","0","31","31","0","0","31","31","31","0","31","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","19","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","7 4 2 8 1 9","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","655","29653","4502","655","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","5","246267","242878","244053","5111","126714","244058","169348","5115","122210","248273","248931","245062","34770","248272","NA","Sternberg task","30","26907","32","yes","1024"
"93.9393939394","93.9393939394","834.96969697","834.96969697","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","32","32","32","0","0","32","32","0","0","32","32","32","0","32","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","2 7 5","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","647","29653","4502","647","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","8","252314","248950","250104","5111","126714","250108","169348","5115","122210","254321","254970","251112","34770","254320","NA","Sternberg task","31","27554","33","yes","1024"
"94.1176470588","94.1176470588","826.058823529","826.058823529","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","33","33","33","0","0","33","33","0","0","33","33","33","0","33","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","6 8","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","532","29653","4502","532","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","9","258481","255117","256271","5111","126714","256275","169348","5115","122210","260484","261019","257278","34770","260484","NA","Sternberg task","32","28086","34","yes","1024"
"94.2857142857","94.2857142857","818.657142857","818.657142857","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","34","34","34","0","0","34","34","0","0","34","34","34","0","34","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","22","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","7 6 4 8 1 2","Jazzy James","3.1.9","0","n","0","right","right","left","right","NA","567","29653","4502","567","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","264645","261253","262432","5111","126714","262436","169348","5115","122210","266648","267218","263442","34770","266648","NA","Sternberg task","33","28653","35","yes","1024"
"94.4444444444","94.4444444444","814.166666667","814.166666667","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","35","35","35","0","0","35","35","0","0","35","35","35","0","35","0","10/05/18 14:26:33","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","23","11","C:/Users/Knitwitty/Documents/subject-1.csv","legacy","3 9 7 6 4","Jazzy James","3.1.9","3","y","0","left","right","left","left","NA","657","29653","4502","657","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","7","270617","267253","268405","5111","126714","268409","169348","5115","122210","272623","273283","269412","34770","272622","NA","Sternberg task","34","29310","36","yes","1024"
