"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_ISI","correct_instruction1","correct_new_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instruction2","count_logger","count_memorySet","count_new_keyboard_response","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_ISI","response_instruction1","response_instruction2","response_new_keyboard_response","response_thankYou","response_time","response_time_ISI","response_time_instruction1","response_time_instruction2","response_time_new_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instruction2","time_logger","time_memorySet","time_new_keyboard_response","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"92.3076923077","92.3076923077","1787.76923077","1787.76923077","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","12","12","12","0","0","12","12","0","0","12","12","12","0","12","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","0","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","2 6 1 7 4","Kafkaesque Koffka","3.2.5","2","y","0","left","right","right","right","left","NA","1497","1466","129562","25935","1497","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","6","255852","226519","253609","2351","253493","253619","168772","2368","227557","258829","254636","257330","131936","257330","NA","Sternberg Task","12","23241","13","yes","1024"
"92.8571428571","92.8571428571","1735.35714286","1735.35714286","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","13","13","13","0","0","13","13","0","0","13","13","13","0","13","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","1","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","4 6 2 5 1","Kafkaesque Koffka","3.2.5","5","y","0","left","right","right","right","left","NA","1054","1477","129562","25935","1054","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","262192","258844","259950","2351","253493","259960","168772","2368","227557","264736","260975","263681","131936","263681","NA","Sternberg Task","13","24295","14","yes","1024"
"93.3333333333","93.3333333333","1667.2","1667.2","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","14","14","14","0","0","14","14","0","0","14","14","14","0","14","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","2","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","2 6 4 3 9","Kafkaesque Koffka","3.2.5","0","n","0","right","left","right","right","right","NA","713","1430","129562","25935","713","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","268102","264754","265859","2351","253493","265869","168772","2368","227557","270257","266885","269543","131936","269543","NA","Sternberg Task","14","25008","15","yes","1024"
"93.75","93.75","1608.4375","1608.4375","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","1","left","15","15","15","0","0","15","15","0","0","15","15","15","0","15","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","3","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","3 5 7 1","Kafkaesque Koffka","3.2.5","3","y","0","left","left","right","right","left","NA","727","1268","129562","25935","727","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","7","273617","270272","271376","2351","253493","271387","168772","2368","227557","275625","272397","274896","131936","274896","NA","Sternberg Task","15","25735","16","yes","1024"
"94.1176470588","94.1176470588","1590.70588235","1590.70588235","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","left","16","16","16","0","0","16","16","0","0","16","16","16","0","16","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","4","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","3 2 1 4 7","Kafkaesque Koffka","3.2.5","2","y","0","left","right","right","right","left","NA","1307","1193","129562","25935","1307","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","278995","275637","276750","2351","253493","276759","168772","2368","227557","281508","277779","280199","131936","280199","NA","Sternberg Task","16","27042","17","yes","1024"
"94.4444444444","94.4444444444","1533.94444444","1533.94444444","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","17","17","17","0","0","17","17","0","0","17","17","17","0","17","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","5","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","1 4 9 2 5","Kafkaesque Koffka","3.2.5","0","n","0","right","left","right","right","right","NA","569","2082","129562","25935","569","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","7","284870","281522","282632","2351","253493","282642","168772","2368","227557","287535","283656","286964","131936","286964","NA","Sternberg Task","17","27611","18","yes","1024"
"94.7368421053","94.7368421053","1487.94736842","1487.94736842","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","1","left","18","18","18","0","0","18","18","0","0","18","18","18","0","18","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","6","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","9 4 2","Kafkaesque Koffka","3.2.5","1","y","0","left","left","right","right","left","NA","660","965","129562","25935","660","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","9","290894","287548","288652","2351","253493","288662","168772","2368","227557","292532","289677","291870","131936","291870","NA","Sternberg Task","18","28271","19","yes","1024"
"90","90","1446.95","1446.95","black","experiment","legacy","legacy","legacy","0","uniform","0","1","undefined","0","left","19","19","19","0","0","19","19","0","0","19","19","19","0","19","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","7","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","9 3 8 2 1 4","Kafkaesque Koffka","3.2.5","3","y","0","right","left","right","right","right","NA","668","2119","129562","25935","668","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","295887","292544","293646","2351","253493","293656","168772","2368","227557","298686","294670","298017","131936","298017","NA","Sternberg Task","18","28939","20","yes","1024"
"90.4761904762","90.4761904762","1409.38095238","1409.38095238","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","1","left","20","20","20","0","0","20","20","0","0","20","20","20","0","20","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","8","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","2 8 5 1","Kafkaesque Koffka","3.2.5","4","y","0","left","left","right","right","left","NA","658","614","129562","25935","658","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","1","302051","292544","299812","2351","253493","299821","298703","2368","227557","303336","300834","302677","131936","302677","NA","Sternberg Task","19","29597","21","yes","1024"
"90.9090909091","90.9090909091","1371.86363636","1371.86363636","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","21","21","21","0","0","21","21","0","0","21","21","21","0","21","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","9","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","3 9 1","Kafkaesque Koffka","3.2.5","0","n","0","right","left","right","right","right","NA","584","1110","129562","25935","584","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","7","306696","303349","304453","2351","253493","304462","298703","2368","227557","308404","305478","307818","131936","307817","NA","Sternberg Task","20","30181","22","yes","1024"
"91.3043478261","91.3043478261","1354.43478261","1354.43478261","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","1","left","22","22","22","0","0","22","22","0","0","22","22","22","0","22","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","10","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","9 5 8 1","Kafkaesque Koffka","3.2.5","2","y","0","left","left","right","right","left","NA","971","816","129562","25935","971","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","311759","308416","309519","2351","253493","309529","298703","2368","227557","313561","310542","312588","131936","312588","NA","Sternberg Task","21","31152","23","yes","1024"
"91.6666666667","91.6666666667","1332.375","1332.375","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","1","right","23","23","23","0","0","23","23","0","0","23","23","23","0","23","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","11","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","4 2 6 9","Kafkaesque Koffka","3.2.5","0","n","0","right","right","right","right","right","NA","825","2015","129562","25935","825","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","7","316918","313575","314678","2351","253493","314688","298703","2368","227557","319771","315702","318945","131936","318944","NA","Sternberg Task","22","31977","24","yes","1024"
"88","88","1323.52","1323.52","black","experiment","legacy","legacy","legacy","0","uniform","0","1","undefined","0","right","24","24","24","0","0","24","24","0","0","24","24","24","0","24","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","12","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","6 2 9 3 8 4","Kafkaesque Koffka","3.2.5","0","n","0","left","right","right","right","left","NA","1111","1175","129562","25935","1111","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","1","323134","319787","320892","2351","253493","320902","298703","2368","227557","325435","321915","324322","131936","324322","NA","Sternberg Task","22","33088","25","yes","1024"
"84.6153846154","84.6153846154","1292.96153846","1292.96153846","black","experiment","legacy","legacy","legacy","0","uniform","0","0","undefined","0","left","25","25","25","0","0","25","25","0","0","25","25","25","0","25","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","13","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","7 8 6 3 1","Kafkaesque Koffka","3.2.5","5","y","0","right","right","right","right","right","NA","529","1323","129562","25935","529","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","328807","319787","326566","2351","253493","326577","325453","2368","227557","330672","327591","330142","131936","330141","NA","Sternberg Task","22","33617","26","yes","1024"
"85.1851851852","85.1851851852","1271.22222222","1271.22222222","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","1","left","26","26","26","0","0","26","26","0","0","26","26","26","0","26","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","14","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","8 9 5 7 1 6","Kafkaesque Koffka","3.2.5","4","y","0","left","left","right","right","left","NA","706","2619","129562","25935","706","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","334029","319787","331790","2351","253493","331800","330685","2368","227557","337367","332813","336659","131936","336659","NA","Sternberg Task","23","34323","27","yes","1024"
"85.7142857143","85.7142857143","1249.78571429","1249.78571429","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","1","left","27","27","27","0","0","27","27","0","0","27","27","27","0","27","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","15","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","7 1 3","Kafkaesque Koffka","3.2.5","2","y","0","left","left","right","right","left","NA","671","911","129562","25935","671","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","1","340713","337379","338482","2351","253493","338492","330685","2368","227557","342309","339502","341636","131936","341636","NA","Sternberg Task","24","34994","28","yes","1024"
"86.2068965517","86.2068965517","1230.10344828","1230.10344828","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","28","28","28","0","0","28","28","0","0","28","28","28","0","28","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","16","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","9","Kafkaesque Koffka","3.2.5","0","n","0","right","left","right","right","right","NA","679","2944","129562","25935","679","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","6","345664","342322","343423","2351","253493","343433","330685","2368","227557","349299","344447","348619","131936","348619","NA","Sternberg Task","25","35673","29","yes","1024"
"86.6666666667","86.6666666667","1215.16666667","1215.16666667","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","1","left","29","29","29","0","0","29","29","0","0","29","29","29","0","29","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","17","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","6 1 2","Kafkaesque Koffka","3.2.5","3","y","0","left","left","right","right","left","NA","782","1172","129562","25935","782","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","2","352662","349315","350421","2351","253493","350431","330685","2368","227557","354629","351443","353845","131936","353845","NA","Sternberg Task","26","36455","30","yes","1024"
"87.0967741935","87.0967741935","1194.93548387","1194.93548387","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","30","30","30","0","0","30","30","0","0","30","30","30","0","30","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","18","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","9 8 2 7 4","Kafkaesque Koffka","3.2.5","0","n","0","right","left","right","right","right","NA","588","911","129562","25935","588","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","5","357992","354644","355747","2351","253493","355759","330685","2368","227557","359503","356775","358914","131936","358914","NA","Sternberg Task","27","37043","31","yes","1024"
"87.5","87.5","1178.96875","1178.96875","black","experiment","legacy","legacy","legacy","0","uniform","1","0","undefined","1","right","31","31","31","0","0","31","31","0","0","31","31","31","0","31","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","19","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","1 7 5 2","Kafkaesque Koffka","3.2.5","0","n","0","right","left","right","right","right","NA","684","652","129562","25935","684","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","362861","359517","360619","2351","253493","360629","330685","2368","227557","364210","361642","363525","131936","363525","NA","Sternberg Task","28","37727","32","yes","1024"
"87.8787878788","87.8787878788","1163.96969697","1163.96969697","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","1","right","32","32","32","0","0","32","32","0","0","32","32","32","0","32","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","20","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","5 2","Kafkaesque Koffka","3.2.5","0","n","0","right","right","right","right","right","NA","684","2309","129562","25935","684","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","7","367575","364222","365334","2351","253493","365344","330685","2368","227557","370580","366358","369895","131936","369895","NA","Sternberg Task","29","38411","33","yes","1024"
"88.2352941176","88.2352941176","1150","1150","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","1","left","33","33","33","0","0","33","33","0","0","33","33","33","0","33","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","21","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","6 9 7 4 5 1","Kafkaesque Koffka","3.2.5","2","y","0","left","left","right","right","left","NA","689","952","129562","25935","689","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","373938","370593","371698","2351","253493","371708","330685","2368","227557","375592","372722","374901","131936","374901","NA","Sternberg Task","30","39100","34","yes","1024"
"85.7142857143","85.7142857143","1138.94285714","1138.94285714","black","experiment","legacy","legacy","legacy","0","uniform","0","0","undefined","0","right","34","34","34","0","0","34","34","0","0","34","34","34","0","34","0","Sun Oct  7 16:48:22 2018","The main experiment item","yes","SternbergTask.osexp","/Volumes/USB20FD","no","mono","no","18","no","white","no","yes","768","legacy","22","11","/Volumes/USB20FD/subject-1 actual.csv","legacy","7 1 8 4 9 3","Kafkaesque Koffka","3.2.5","0","n","0","left","left","right","right","left","NA","763","702","129562","25935","763","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","378956","375610","376717","2351","253493","376727","330685","2368","227557","380433","377744","379669","131936","379669","NA","Sternberg Task","30","39863","35","yes","1024"
