condition,acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_ISI,count_Stimulus,count_errorfeedback,count_experiment,count_faster,count_finish,count_fixation,count_instruction1,count_instruction2,count_instruction3,count_keyboard_response,count_logger,count_sequence,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instruction1,response_instruction2,response_instruction3,response_keyboard_response,response_time,response_time_finish,response_time_instruction1,response_time_instruction2,response_time_instruction3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_ISI,time_Stimulus,time_errorfeedback,time_experiment,time_faster,time_finish,time_fixation,time_instruction1,time_instruction2,time_instruction3,time_keyboard_response,time_logger,time_sequence,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
incongruent,90.90909091,90.90909091,610.3636364,610.3636364,black,legacy,legacy,legacy,0,uniform,0,undefined,0,h,0,0,0,10,10,10,0,10,0,10,0,0,0,10,10,10,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,10,10,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,606,NA,80026,NA,NA,606,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,83958,NA,NA,101334,102545,NA,3911,NA,NA,102432,3921,NA,NA,102545,103152,102424,Flanker Task,10,6714,11,yes,1024
incongruent,91.66666667,91.66666667,617.5,617.5,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,11,11,11,0,11,0,11,0,0,0,11,11,11,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,11,11,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,696,NA,80026,NA,NA,696,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,83958,NA,NA,103674,104886,103165,3911,NA,NA,104775,3921,NA,NA,104886,105583,104767,Flanker Task,11,7410,12,yes,1024
Congruent,92.30769231,92.30769231,619.7692308,619.7692308,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,12,12,12,0,12,0,12,0,0,0,12,12,12,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,12,12,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,647,NA,80026,NA,NA,647,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,83958,NA,NA,105596,106806,103165,3911,NA,NA,106697,3921,NA,NA,106806,107454,106688,Flanker Task,12,8057,13,yes,1024
Congruent,92.85714286,92.85714286,605.0714286,605.0714286,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,13,13,13,0,13,0,13,0,0,0,13,13,13,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,13,13,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,414,NA,80026,NA,NA,414,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,83958,NA,NA,107474,108682,103165,3911,NA,NA,108570,3921,NA,NA,108682,109097,108562,Flanker Task,13,8471,14,yes,1024
incongruent,93.33333333,93.33333333,602.9333333,602.9333333,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,14,14,14,0,14,0,14,0,0,0,14,14,14,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,14,14,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,573,NA,80026,NA,NA,573,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,83958,NA,NA,109110,110323,103165,3911,NA,NA,110215,3921,NA,NA,110324,110898,110207,Flanker Task,14,9044,15,yes,1024
congruent,93.75,93.75,600.75,600.75,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,15,15,15,0,15,0,15,0,0,0,15,15,15,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,15,15,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,568,NA,80026,NA,NA,568,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,83958,NA,NA,110911,112117,103165,3911,NA,NA,112008,3921,NA,NA,112117,112686,112000,Flanker Task,15,9612,16,yes,1024
incongruent,94.11764706,94.11764706,603.5294118,603.5294118,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,16,16,16,0,16,0,16,0,0,0,16,16,16,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,16,16,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,648,NA,80026,NA,NA,648,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,83958,NA,NA,112699,113910,103165,3911,NA,NA,113798,3921,NA,NA,113910,114559,113790,Flanker Task,16,10260,17,yes,1024
incongruent,94.44444444,94.44444444,612.2777778,612.2777778,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,17,17,17,0,17,0,17,0,0,0,17,17,17,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,17,17,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,761,NA,80026,NA,NA,761,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,83958,NA,NA,114570,115777,103165,3911,NA,NA,115666,3921,NA,NA,115777,116539,115658,Flanker Task,17,11021,18,yes,1024
incongruent,94.73684211,94.73684211,611.3157895,611.3157895,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,18,18,18,0,18,0,18,0,0,0,18,18,18,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,18,18,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,594,NA,80026,NA,NA,594,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,83958,NA,NA,116551,117755,103165,3911,NA,NA,117647,3921,NA,NA,117755,118350,117638,Flanker Task,18,11615,19,yes,1024
congruent,95,95,608.9,608.9,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,19,19,19,0,19,0,19,0,0,0,19,19,19,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,19,19,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,563,NA,80026,NA,NA,563,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,83958,NA,NA,118362,119571,103165,3911,NA,NA,119461,3921,NA,NA,119571,120135,119453,Flanker Task,19,12178,20,yes,1024
incongruent,95.23809524,95.23809524,608.1428571,608.1428571,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,20,20,20,0,20,0,20,0,0,0,20,20,20,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,20,20,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,593,NA,80026,NA,NA,593,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,83958,NA,NA,120147,121353,103165,3911,NA,NA,121246,3921,NA,NA,121354,121948,121238,Flanker Task,20,12771,21,yes,1024
Congruent,95.45454545,95.45454545,609.8181818,609.8181818,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,21,21,21,0,21,0,21,0,0,0,21,21,21,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,21,21,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,645,NA,80026,NA,NA,645,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,83958,NA,NA,121963,123168,103165,3911,NA,NA,123060,3921,NA,NA,123168,123814,123051,Flanker Task,21,13416,22,yes,1024
congruent,95.65217391,95.65217391,602,602,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,22,22,22,0,22,0,22,0,0,0,22,22,22,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,22,22,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,430,NA,80026,NA,NA,430,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,83958,NA,NA,123826,125037,103165,3911,NA,NA,124928,3921,NA,NA,125037,125468,124920,Flanker Task,22,13846,23,yes,1024
incongruent,95.83333333,95.83333333,605.5,605.5,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,23,23,23,0,23,0,23,0,0,0,23,23,23,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,23,23,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,686,NA,80026,NA,NA,686,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,83958,NA,NA,125481,126686,103165,3911,NA,NA,126578,3921,NA,NA,126686,127373,126570,Flanker Task,23,14532,24,yes,1024
congruent,96,96,600.92,600.92,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,24,24,24,0,24,0,24,0,0,0,24,24,24,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,24,24,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,491,NA,80026,NA,NA,491,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,83958,NA,NA,127385,128591,103165,3911,NA,NA,128482,3921,NA,NA,128591,129083,128474,Flanker Task,24,15023,25,yes,1024
incongruent,96.15384615,96.15384615,612.7307692,612.7307692,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,25,25,25,0,25,0,25,0,0,0,25,25,25,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,25,25,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,908,NA,80026,NA,NA,908,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,83958,NA,NA,129096,130311,103165,3911,NA,NA,130202,3921,NA,NA,130311,131220,130193,Flanker Task,25,15931,26,yes,1024
incongruent,96.2962963,96.2962963,608.3703704,608.3703704,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,26,26,26,0,26,0,26,0,0,0,26,26,26,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,26,26,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,495,NA,80026,NA,NA,495,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,83958,NA,NA,131232,132436,103165,3911,NA,NA,132327,3921,NA,NA,132436,132932,132319,Flanker Task,26,16426,27,yes,1024
incongruent,96.42857143,96.42857143,605.8928571,605.8928571,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,27,27,27,0,27,0,27,0,0,0,27,27,27,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,27,27,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,539,NA,80026,NA,NA,539,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,83958,NA,NA,132944,134153,103165,3911,NA,NA,134045,3921,NA,NA,134154,134695,134035,Flanker Task,27,16965,28,yes,1024
congruent,96.55172414,96.55172414,601.5862069,601.5862069,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,28,28,28,0,28,0,28,0,0,0,28,28,28,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,28,28,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,481,NA,80026,NA,NA,481,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,83958,NA,NA,134708,135921,103165,3911,NA,NA,135813,3921,NA,NA,135921,136403,135804,Flanker Task,28,17446,29,yes,1024
Congruent,96.66666667,96.66666667,602.5666667,602.5666667,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,29,29,29,0,29,0,29,0,0,0,29,29,29,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,29,29,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,631,NA,80026,NA,NA,631,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,83958,NA,NA,136418,137626,103165,3911,NA,NA,137516,3921,NA,NA,137626,138258,137508,Flanker Task,29,18077,30,yes,1024
Congruent,96.77419355,96.77419355,605,605,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,30,30,30,0,30,0,30,0,0,0,30,30,30,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,30,30,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,678,NA,80026,NA,NA,678,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,83958,NA,NA,138270,139482,103165,3911,NA,NA,139374,3921,NA,NA,139482,140161,139364,Flanker Task,30,18755,31,yes,1024
congruent,96.875,96.875,599.78125,599.78125,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,31,31,31,0,31,0,31,0,0,0,31,31,31,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,31,31,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,438,NA,80026,NA,NA,438,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,83958,NA,NA,140172,141382,103165,3911,NA,NA,141272,3921,NA,NA,141383,141822,141264,Flanker Task,31,19193,32,yes,1024
congruent,96.96969697,96.96969697,594.6666667,594.6666667,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,32,32,32,0,32,0,32,0,0,0,32,32,32,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,32,32,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,431,NA,80026,NA,NA,431,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,83958,NA,NA,141834,143043,103165,3911,NA,NA,142933,3921,NA,NA,143044,143476,142925,Flanker Task,32,19624,33,yes,1024
Congruent,97.05882353,97.05882353,591.8823529,591.8823529,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,33,33,33,0,33,0,33,0,0,0,33,33,33,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,33,33,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,h,NA,NA,s,500,NA,80026,NA,NA,500,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,83958,NA,NA,143489,144691,103165,3911,NA,NA,144583,3921,NA,NA,144691,145192,144575,Flanker Task,33,20124,34,yes,1024
incongruent,97.14285714,97.14285714,590.5428571,590.5428571,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,34,34,34,0,34,0,34,0,0,0,34,34,34,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,34,34,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,545,NA,80026,NA,NA,545,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,83958,NA,NA,145206,146413,103165,3911,NA,NA,146305,3921,NA,NA,146413,146959,146297,Flanker Task,34,20669,35,yes,1024
congruent,97.22222222,97.22222222,588.4722222,588.4722222,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,35,35,35,0,35,0,35,0,0,0,35,35,35,Sun Sep  9 20:22:07 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,35,35,/Users/hannahrae97/Desktop/CTsubject-1.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,h,NA,NA,h,516,NA,80026,NA,NA,516,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,83958,NA,NA,146972,148180,103165,3911,NA,NA,148072,3921,NA,NA,148180,148697,148063,Flanker Task,35,21185,36,yes,1024
