condition,acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_ISI,count_Stimulus,count_errorfeedback,count_experiment,count_faster,count_finish,count_fixation,count_instruction1,count_instruction2,count_instruction3,count_keyboard_response,count_logger,count_sequence,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instruction1,response_instruction2,response_instruction3,response_keyboard_response,response_time,response_time_finish,response_time_instruction1,response_time_instruction2,response_time_instruction3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_ISI,time_Stimulus,time_errorfeedback,time_experiment,time_faster,time_finish,time_fixation,time_instruction1,time_instruction2,time_instruction3,time_keyboard_response,time_logger,time_sequence,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
congruent,98.64864865,98.64864865,565.8783784,565.8783784,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,73,73,73,0,73,0,73,0,0,0,73,73,73,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,73,73,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,560,NA,25984,NA,NA,560,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,30615,NA,NA,161334,162550,39983,4594,NA,NA,162437,4609,NA,NA,162550,163111,162428,Flanker Task,73,41875,74,yes,1024
incongruent,98.66666667,98.66666667,565.9066667,565.9066667,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,74,74,74,0,74,0,74,0,0,0,74,74,74,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,74,74,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,568,NA,25984,NA,NA,568,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,30615,NA,NA,163122,164335,39983,4594,NA,NA,164224,4609,NA,NA,164335,164904,164215,Flanker Task,74,42443,75,yes,1024
Congruent,98.68421053,98.68421053,565.6710526,565.6710526,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,75,75,75,0,75,0,75,0,0,0,75,75,75,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,75,75,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,548,NA,25984,NA,NA,548,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,30615,NA,NA,164918,166135,39983,4594,NA,NA,166022,4609,NA,NA,166135,166685,166014,Flanker Task,75,42991,76,yes,1024
incongruent,98.7012987,98.7012987,564.5844156,564.5844156,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,76,76,76,0,76,0,76,0,0,0,76,76,76,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,76,76,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,482,NA,25984,NA,NA,482,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,30615,NA,NA,166697,167917,39983,4594,NA,NA,167805,4609,NA,NA,167917,168401,167796,Flanker Task,76,43473,77,yes,1024
incongruent,98.71794872,98.71794872,567.7948718,567.7948718,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,77,77,77,0,77,0,77,0,0,0,77,77,77,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,77,77,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,815,NA,25984,NA,NA,815,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,30615,NA,NA,168413,169637,39983,4594,NA,NA,169525,4609,NA,NA,169637,170453,169515,Flanker Task,77,44288,78,yes,1024
incongruent,98.73417722,98.73417722,566.556962,566.556962,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,78,78,78,0,78,0,78,0,0,0,78,78,78,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,78,78,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,470,NA,25984,NA,NA,470,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,30615,NA,NA,170469,171685,39983,4594,NA,NA,171571,4609,NA,NA,171686,172157,171563,Flanker Task,78,44758,79,yes,1024
incongruent,98.75,98.75,566.2,566.2,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,79,79,79,0,79,0,79,0,0,0,79,79,79,Sun Sep  9 21:50:03 2018,1500,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,79,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,538,NA,25984,NA,NA,538,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,30615,NA,NA,172170,173394,39983,4594,NA,NA,173280,4609,NA,NA,173395,173934,173270,Flanker Task,79,45296,80,yes,1024
Congruent,98.7654321,98.7654321,566.8148148,566.8148148,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,80,80,80,0,80,0,80,0,0,0,80,80,80,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,0,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,616,NA,25984,14881,NA,616,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,30615,189858,NA,173946,190060,39983,4594,NA,NA,189951,4609,174975,NA,190060,190677,189943,Flanker Task,80,45912,81,yes,1024
congruent,98.7804878,98.7804878,565.2804878,565.2804878,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,81,81,81,0,81,0,81,0,0,0,81,81,81,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,1,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,441,NA,25984,14881,NA,441,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,30615,189858,NA,191198,192415,39983,4594,190689,NA,192301,4609,174975,NA,192415,192857,192293,Flanker Task,81,46353,82,yes,1024
incongruent,98.79518072,98.79518072,563.6024096,563.6024096,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,82,82,82,0,82,0,82,0,0,0,82,82,82,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,2,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,426,NA,25984,14881,NA,426,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,30615,189858,NA,192869,194081,39983,4594,190689,NA,193972,4609,174975,NA,194081,194509,193963,Flanker Task,82,46779,83,yes,1024
incongruent,97.61904762,97.61904762,561.1666667,561.1666667,black,legacy,legacy,legacy,0,uniform,0,undefined,0,h,0,0,0,83,83,83,0,83,0,83,0,0,0,83,83,83,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,3,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,359,NA,25984,14881,NA,359,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,30615,189858,NA,194520,195735,39983,4594,190689,NA,195627,4609,174975,NA,195736,196096,195619,Flanker Task,82,47138,84,yes,1024
Congruent,97.64705882,97.64705882,560.8117647,560.8117647,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,84,84,84,0,84,0,84,0,0,0,84,84,84,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,4,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,531,NA,25984,14881,NA,531,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,30615,189858,NA,196618,197839,196109,4594,190689,NA,197725,4609,174975,NA,197839,198372,197716,Flanker Task,83,47669,85,yes,1024
congruent,97.6744186,97.6744186,559.1395349,559.1395349,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,85,85,85,0,85,0,85,0,0,0,85,85,85,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,5,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,417,NA,25984,14881,NA,417,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,30615,189858,NA,198385,199595,196109,4594,190689,NA,199483,4609,174975,NA,199595,200014,199475,Flanker Task,84,48086,86,yes,1024
Congruent,97.70114943,97.70114943,558.4022989,558.4022989,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,86,86,86,0,86,0,86,0,0,0,86,86,86,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,6,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,495,NA,25984,14881,NA,495,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,30615,189858,NA,200026,201242,196109,4594,190689,NA,201133,4609,174975,NA,201242,201739,201125,Flanker Task,85,48581,87,yes,1024
Congruent,97.72727273,97.72727273,557.1136364,557.1136364,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,87,87,87,0,87,0,87,0,0,0,87,87,87,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,7,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,445,NA,25984,14881,NA,445,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,30615,189858,NA,201752,202966,196109,4594,190689,NA,202858,4609,174975,NA,202967,203414,202849,Flanker Task,86,49026,88,yes,1024
Congruent,97.75280899,97.75280899,554.741573,554.741573,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,88,88,88,0,88,0,88,0,0,0,88,88,88,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,8,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,346,NA,25984,14881,NA,346,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,30615,189858,NA,203425,204646,196109,4594,190689,NA,204533,4609,174975,NA,204646,204994,204523,Flanker Task,87,49372,89,yes,1024
congruent,97.77777778,97.77777778,552.3333333,552.3333333,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,89,89,89,0,89,0,89,0,0,0,89,89,89,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,9,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,338,NA,25984,14881,NA,338,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,30615,189858,NA,205005,206222,196109,4594,190689,NA,206111,4609,174975,NA,206222,206563,206103,Flanker Task,88,49710,90,yes,1024
Congruent,97.8021978,97.8021978,551.4725275,551.4725275,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,90,90,90,0,90,0,90,0,0,0,90,90,90,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,10,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,474,NA,25984,14881,NA,474,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,30615,189858,NA,206576,207788,196109,4594,190689,NA,207678,4609,174975,NA,207789,208265,207668,Flanker Task,89,50184,91,yes,1024
incongruent,97.82608696,97.82608696,552.5108696,552.5108696,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,91,91,91,0,91,0,91,0,0,0,91,91,91,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,11,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,647,NA,25984,14881,NA,647,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,30615,189858,NA,208278,209492,196109,4594,190689,NA,209380,4609,174975,NA,209492,210141,209372,Flanker Task,90,50831,92,yes,1024
congruent,97.84946237,97.84946237,550.8064516,550.8064516,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,92,92,92,0,92,0,92,0,0,0,92,92,92,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,12,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,394,NA,25984,14881,NA,394,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,30615,189858,NA,210662,211881,196109,4594,210153,NA,211772,4609,174975,NA,211881,212277,211763,Flanker Task,91,51225,93,yes,1024
Congruent,97.87234043,97.87234043,549.7234043,549.7234043,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,93,93,93,0,93,0,93,0,0,0,93,93,93,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,13,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,449,NA,25984,14881,NA,449,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,30615,189858,NA,212288,213506,196109,4594,210153,NA,213397,4609,174975,NA,213506,213957,213389,Flanker Task,92,51674,94,yes,1024
incongruent,97.89473684,97.89473684,549.2842105,549.2842105,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,94,94,94,0,94,0,94,0,0,0,94,94,94,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,14,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,508,NA,25984,14881,NA,508,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,30615,189858,NA,213972,215184,196109,4594,210153,NA,215073,4609,174975,NA,215184,215694,215065,Flanker Task,93,52182,95,yes,1024
Congruent,97.91666667,97.91666667,548.9166667,548.9166667,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,95,95,95,0,95,0,95,0,0,0,95,95,95,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,15,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,514,NA,25984,14881,NA,514,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,30615,189858,NA,215706,216921,196109,4594,210153,NA,216810,4609,174975,NA,216921,217437,216801,Flanker Task,94,52696,96,yes,1024
congruent,97.93814433,97.93814433,548.8659794,548.8659794,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,96,96,96,0,96,0,96,0,0,0,96,96,96,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,16,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,544,NA,25984,14881,NA,544,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,30615,189858,NA,217449,218658,196109,4594,210153,NA,218547,4609,174975,NA,218658,219204,218539,Flanker Task,95,53240,97,yes,1024
congruent,97.95918367,97.95918367,547.3571429,547.3571429,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,97,97,97,0,97,0,97,0,0,0,97,97,97,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,17,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,401,NA,25984,14881,NA,401,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,30615,189858,NA,219215,220429,196109,4594,210153,NA,220322,4609,174975,NA,220430,220833,220314,Flanker Task,96,53641,98,yes,1024
incongruent,97.97979798,97.97979798,545.1111111,545.1111111,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,98,98,98,0,98,0,98,0,0,0,98,98,98,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,18,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,325,NA,25984,14881,NA,325,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,30615,189858,NA,220844,222065,196109,4594,210153,NA,221957,4609,174975,NA,222065,222392,221949,Flanker Task,97,53966,99,yes,1024
congruent,98,98,542.66,542.66,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,99,99,99,0,99,0,99,0,0,0,99,99,99,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,19,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,300,NA,25984,14881,NA,300,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,30615,189858,NA,222403,223623,196109,4594,210153,NA,223510,4609,174975,NA,223623,223925,223500,Flanker Task,98,54266,100,yes,1024
incongruent,98.01980198,98.01980198,540.5940594,540.5940594,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,100,100,100,0,100,0,100,0,0,0,100,100,100,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,20,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,334,NA,25984,14881,NA,334,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,30615,189858,NA,223942,225161,196109,4594,210153,NA,225050,4609,174975,NA,225161,225497,225041,Flanker Task,99,54600,101,yes,1024
incongruent,98.03921569,98.03921569,539.0294118,539.0294118,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,101,101,101,0,101,0,101,0,0,0,101,101,101,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,21,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,381,NA,25984,14881,NA,381,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,30615,189858,NA,225510,226723,196109,4594,210153,NA,226611,4609,174975,NA,226723,227106,226603,Flanker Task,100,54981,102,yes,1024
Congruent,98.05825243,98.05825243,537.5048544,537.5048544,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,102,102,102,0,102,0,102,0,0,0,102,102,102,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,22,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,382,NA,25984,14881,NA,382,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,30615,189858,NA,227119,228333,196109,4594,210153,NA,228221,4609,174975,NA,228333,228717,228211,Flanker Task,101,55363,103,yes,1024
incongruent,97.11538462,97.11538462,535.4038462,535.4038462,black,legacy,legacy,legacy,0,uniform,0,undefined,0,h,0,0,0,103,103,103,0,103,0,103,0,0,0,103,103,103,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,23,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,319,NA,25984,14881,NA,319,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,30615,189858,NA,228729,229949,196109,4594,210153,NA,229836,4609,174975,NA,229949,230270,229826,Flanker Task,101,55682,104,yes,1024
incongruent,96.19047619,96.19047619,534.9714286,534.9714286,black,legacy,legacy,legacy,0,uniform,0,undefined,0,h,0,0,0,104,104,104,0,104,0,104,0,0,0,104,104,104,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,24,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,490,NA,25984,14881,NA,490,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,30615,189858,NA,230790,232002,230282,4594,210153,NA,231893,4609,174975,NA,232002,232494,231884,Flanker Task,101,56172,105,yes,1024
incongruent,96.22641509,96.22641509,536.1509434,536.1509434,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,105,105,105,0,105,0,105,0,0,0,105,105,105,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,25,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,660,NA,25984,14881,NA,660,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,30615,189858,NA,233014,234228,232506,4594,210153,NA,234116,4609,174975,NA,234228,234890,234108,Flanker Task,102,56832,106,yes,1024
Congruent,96.26168224,96.26168224,538.8037383,538.8037383,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,106,106,106,0,106,0,106,0,0,0,106,106,106,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,26,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,820,NA,25984,14881,NA,820,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,30615,189858,NA,235411,236625,232506,4594,234902,NA,236516,4609,174975,NA,236625,237447,236507,Flanker Task,103,57652,107,yes,1024
incongruent,96.2962963,96.2962963,537.212963,537.212963,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,107,107,107,0,107,0,107,0,0,0,107,107,107,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,27,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,367,NA,25984,14881,NA,367,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,30615,189858,NA,237967,239178,232506,4594,237458,NA,239069,4609,174975,NA,239178,239547,239060,Flanker Task,104,58019,108,yes,1024
incongruent,96.33027523,96.33027523,536.8165138,536.8165138,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,108,108,108,0,108,0,108,0,0,0,108,108,108,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,28,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,494,NA,25984,14881,NA,494,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,30615,189858,NA,239559,240782,232506,4594,237458,NA,240669,4609,174975,NA,240782,241278,240660,Flanker Task,105,58513,109,yes,1024
incongruent,96.36363636,96.36363636,536.1181818,536.1181818,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,109,109,109,0,109,0,109,0,0,0,109,109,109,Sun Sep  9 21:50:03 2018,600,The main experiment item,yes,FlankerTask.osexp,/Users/hannahrae97/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,29,79,/Users/hannahrae97/Desktop/CTsubject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,460,NA,25984,14881,NA,460,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,30615,189858,NA,241290,242507,232506,4594,237458,NA,242393,4609,174975,NA,242507,242969,242384,Flanker Task,106,58973,110,yes,1024
