"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_instructions1","correct_keyboard_response","correct_response","count_ISI","count_blcok1","count_block2","count_block3","count_errorFeedback","count_experiment","count_faster","count_finish","count_fixation","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_new_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_blcok1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_finish","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_time","response_time_finish","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_ISI","time_blcok1","time_block2","time_block3","time_errorFeedback","time_experiment","time_faster","time_finish","time_fixation","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_new_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"81.8181818182","81.8181818182","568.454545455","568.454545455","black","no","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","s","10","0","0","0","10","0","10","0","10","0","0","0","10","10","10","10","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","10","10","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","h","NA","h","NA","NA","h","458","NA","30031","NA","NA","458","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","52442","34814","NA","NA","44886","4777","NA","NA","53582","4781","NA","NA","53691","54151","53578","53690","Flanker","9","6253","11","yes","1024"
"83.3333333333","83.3333333333","569.75","569.75","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","11","0","0","0","11","0","11","0","11","0","0","0","11","11","11","11","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","11","11","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","s","NA","h","NA","NA","s","584","NA","30031","NA","NA","584","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","54666","34814","NA","NA","54163","4777","NA","NA","55794","4781","NA","NA","55897","56482","55790","55897","Flanker","10","6837","12","yes","1024"
"84.6153846154","84.6153846154","568.846153846","568.846153846","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","12","0","0","0","12","0","12","0","12","0","0","0","12","12","12","12","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","12","12","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","s","NA","h","NA","NA","s","558","NA","30031","NA","NA","558","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","56495","34814","NA","NA","54163","4777","NA","NA","57603","4781","NA","NA","57706","58265","57598","57705","Flanker","11","7395","13","yes","1024"
"85.7142857143","85.7142857143","562","562","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","13","0","0","0","13","0","13","0","13","0","0","0","13","13","13","13","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","13","13","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","s","NA","h","NA","NA","s","473","NA","30031","NA","NA","473","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","58277","34814","NA","NA","54163","4777","NA","NA","59392","4781","NA","NA","59496","59970","59388","59495","Flanker","12","7868","14","yes","1024"
"86.6666666667","86.6666666667","558","558","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","14","0","0","0","14","0","14","0","14","0","0","0","14","14","14","14","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","14","14","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","s","NA","h","NA","NA","s","502","NA","30031","NA","NA","502","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","59985","34814","NA","NA","54163","4777","NA","NA","61097","4781","NA","NA","61201","61704","61093","61200","Flanker","13","8370","15","yes","1024"
"87.5","87.5","555.625","555.625","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","15","0","0","0","15","0","15","0","15","0","0","0","15","15","15","15","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","15","15","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","s","NA","h","NA","NA","s","520","NA","30031","NA","NA","520","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","61715","34814","NA","NA","54163","4777","NA","NA","62821","4781","NA","NA","62924","63445","62816","62924","Flanker","14","8890","16","yes","1024"
"88.2352941176","88.2352941176","550.941176471","550.941176471","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","16","0","0","0","16","0","16","0","16","0","0","0","16","16","16","16","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","16","16","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","s","NA","h","NA","NA","s","476","NA","30031","NA","NA","476","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","63459","34814","NA","NA","54163","4777","NA","NA","64561","4781","NA","NA","64664","65142","64557","64664","Flanker","15","9366","17","yes","1024"
"88.8888888889","88.8888888889","556.777777778","556.777777778","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","17","0","0","0","17","0","17","0","17","0","0","0","17","17","17","17","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","17","17","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","h","NA","h","NA","NA","h","656","NA","30031","NA","NA","656","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","65155","34814","NA","NA","54163","4777","NA","NA","66267","4781","NA","NA","66370","67027","66263","66370","Flanker","16","10022","18","yes","1024"
"89.4736842105","89.4736842105","551.105263158","551.105263158","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","18","0","0","0","18","0","18","0","18","0","0","0","18","18","18","18","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","18","18","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","s","NA","h","NA","NA","s","449","NA","30031","NA","NA","449","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","67039","34814","NA","NA","54163","4777","NA","NA","68146","4781","NA","NA","68249","68699","68142","68249","Flanker","17","10471","19","yes","1024"
"90","90","550.05","550.05","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","19","0","0","0","19","0","19","0","19","0","0","0","19","19","19","19","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","19","19","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","h","NA","h","NA","NA","h","530","NA","30031","NA","NA","530","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","68714","34814","NA","NA","54163","4777","NA","NA","69811","4781","NA","NA","69915","70447","69807","69915","Flanker","18","11001","20","yes","1024"
"90.4761904762","90.4761904762","548.761904762","548.761904762","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","20","0","0","0","20","0","20","0","20","0","0","0","20","20","20","20","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","20","20","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","h","NA","h","NA","NA","h","523","NA","30031","NA","NA","523","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","70458","34814","NA","NA","54163","4777","NA","NA","71565","4781","NA","NA","71668","72192","71560","71668","Flanker","19","11524","21","yes","1024"
"90.9090909091","90.9090909091","545.954545455","545.954545455","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","21","0","0","0","21","0","21","0","21","0","0","0","21","21","21","21","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","21","21","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","h","NA","h","NA","NA","h","487","NA","30031","NA","NA","487","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","72206","34814","NA","NA","54163","4777","NA","NA","73316","4781","NA","NA","73420","73909","73312","73420","Flanker","20","12011","22","yes","1024"
"91.3043478261","91.3043478261","547.434782609","547.434782609","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","22","0","0","0","22","0","22","0","22","0","0","0","22","22","22","22","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","22","22","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","s","NA","h","NA","NA","s","580","NA","30031","NA","NA","580","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","73921","34814","NA","NA","54163","4777","NA","NA","75030","4781","NA","NA","75133","75715","75026","75133","Flanker","21","12591","23","yes","1024"
"91.6666666667","91.6666666667","547.916666667","547.916666667","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","23","0","0","0","23","0","23","0","23","0","0","0","23","23","23","23","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","23","23","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","s","NA","h","NA","NA","s","559","NA","30031","NA","NA","559","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","75728","34814","NA","NA","54163","4777","NA","NA","76824","4781","NA","NA","76927","77489","76820","76926","Flanker","22","13150","24","yes","1024"
"92","92","544.52","544.52","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","24","0","0","0","24","0","24","0","24","0","0","0","24","24","24","24","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","24","24","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","s","NA","h","NA","NA","s","463","NA","30031","NA","NA","463","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","77505","34814","NA","NA","54163","4777","NA","NA","78611","4781","NA","NA","78714","79179","78607","78714","Flanker","23","13613","25","yes","1024"
"92.3076923077","92.3076923077","548.153846154","548.153846154","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","25","0","0","0","25","0","25","0","25","0","0","0","25","25","25","25","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","25","25","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","h","NA","h","NA","NA","h","639","NA","30031","NA","NA","639","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","79192","34814","NA","NA","54163","4777","NA","NA","80300","4781","NA","NA","80403","81044","80296","80403","Flanker","24","14252","26","yes","1024"
"92.5925925926","92.5925925926","546.703703704","546.703703704","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","26","0","0","0","26","0","26","0","26","0","0","0","26","26","26","26","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","26","26","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","s","NA","h","NA","NA","s","509","NA","30031","NA","NA","509","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","81055","34814","NA","NA","54163","4777","NA","NA","82157","4781","NA","NA","82260","82771","82153","82260","Flanker","25","14761","27","yes","1024"
"92.8571428571","92.8571428571","548.5","548.5","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","27","0","0","0","27","0","27","0","27","0","0","0","27","27","27","27","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","27","27","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","h","NA","h","NA","NA","h","597","NA","30031","NA","NA","597","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","82784","34814","NA","NA","54163","4777","NA","NA","83898","4781","NA","NA","84002","84601","83894","84001","Flanker","26","15358","28","yes","1024"
"93.1034482759","93.1034482759","544.827586207","544.827586207","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","28","0","0","0","28","0","28","0","28","0","0","0","28","28","28","28","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","28","28","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","h","NA","h","NA","NA","h","442","NA","30031","NA","NA","442","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","84614","34814","NA","NA","54163","4777","NA","NA","85719","4781","NA","NA","85822","86266","85715","85821","Flanker","27","15800","29","yes","1024"
"93.3333333333","93.3333333333","544.9","544.9","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","29","0","0","0","29","0","29","0","29","0","0","0","29","29","29","29","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","29","29","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","h","NA","h","NA","NA","h","547","NA","30031","NA","NA","547","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","86279","34814","NA","NA","54163","4777","NA","NA","87391","4781","NA","NA","87502","88051","87386","87502","Flanker","28","16347","30","yes","1024"
"93.5483870968","93.5483870968","542.903225806","542.903225806","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","30","0","0","0","30","0","30","0","30","0","0","0","30","30","30","30","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","30","30","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","h","NA","h","NA","NA","h","483","NA","30031","NA","NA","483","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","88062","34814","NA","NA","54163","4777","NA","NA","89169","4781","NA","NA","89273","89758","89165","89273","Flanker","29","16830","31","yes","1024"
"93.75","93.75","543.40625","543.40625","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","31","0","0","0","31","0","31","0","31","0","0","0","31","31","31","31","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","31","31","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","s","NA","h","NA","NA","s","559","NA","30031","NA","NA","559","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","89771","34814","NA","NA","54163","4777","NA","NA","90873","4781","NA","NA","90976","91537","90869","90976","Flanker","30","17389","32","yes","1024"
"93.9393939394","93.9393939394","542.939393939","542.939393939","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","32","0","0","0","32","0","32","0","32","0","0","0","32","32","32","32","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","32","32","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","h","NA","h","NA","NA","h","528","NA","30031","NA","NA","528","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","91548","34814","NA","NA","54163","4777","NA","NA","92640","4781","NA","NA","92743","93273","92636","92742","Flanker","31","17917","33","yes","1024"
"94.1176470588","94.1176470588","544.323529412","544.323529412","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","33","0","0","0","33","0","33","0","33","0","0","0","33","33","33","33","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","33","33","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","h","NA","h","NA","NA","h","590","NA","30031","NA","NA","590","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","93286","34814","NA","NA","54163","4777","NA","NA","94387","4781","NA","NA","94490","95082","94383","94490","Flanker","32","18507","34","yes","1024"
"94.2857142857","94.2857142857","543.028571429","543.028571429","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","34","0","0","0","34","0","34","0","34","0","0","0","34","34","34","34","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","34","34","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","h","NA","h","NA","NA","h","499","NA","30031","NA","NA","499","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","95093","34814","NA","NA","54163","4777","NA","NA","96189","4781","NA","NA","96293","96794","96185","96293","Flanker","33","19006","35","yes","1024"
"94.4444444444","94.4444444444","543.361111111","543.361111111","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","35","0","0","0","35","0","35","0","35","0","0","0","35","35","35","35","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","35","35","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","s","NA","h","NA","NA","s","555","NA","30031","NA","NA","555","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","96807","34814","NA","NA","54163","4777","NA","NA","97903","4781","NA","NA","98007","98565","97899","98007","Flanker","34","19561","36","yes","1024"
"94.5945945946","94.5945945946","541.513513514","541.513513514","black","no","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","36","0","0","0","36","0","36","0","36","0","0","0","36","36","36","36","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","36","36","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","s","NA","h","NA","NA","s","475","NA","30031","NA","NA","475","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","98579","34814","NA","NA","54163","4777","NA","NA","99682","4781","NA","NA","99786","100263","99678","99786","Flanker","35","20036","37","yes","1024"
"94.7368421053","94.7368421053","540.315789474","540.315789474","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","37","0","0","0","37","0","37","0","37","0","0","0","37","37","37","37","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","37","37","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","s","NA","h","NA","NA","s","496","NA","30031","NA","NA","496","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","100276","34814","NA","NA","54163","4777","NA","NA","101386","4781","NA","NA","101490","101988","101382","101489","Flanker","36","20532","38","yes","1024"
"94.8717948718","94.8717948718","538.58974359","538.58974359","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","38","0","0","0","38","0","38","0","38","0","0","0","38","38","38","38","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","38","38","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","h","NA","h","NA","NA","h","473","NA","30031","NA","NA","473","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","102000","34814","NA","NA","54163","4777","NA","NA","103100","4781","NA","NA","103203","103678","103096","103203","Flanker","37","21005","39","yes","1024"
"95","95","536.725","536.725","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","39","0","0","0","39","0","39","0","39","0","0","0","39","39","39","39","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","39","39","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","h","NA","h","NA","NA","h","464","NA","30031","NA","NA","464","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","103691","34814","NA","NA","54163","4777","NA","NA","104788","4781","NA","NA","104892","105358","104784","104892","Flanker","38","21469","40","yes","1024"
"95.1219512195","95.1219512195","536.829268293","536.829268293","black","no","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","40","0","0","0","40","0","40","0","40","0","0","0","40","40","40","40","09/09/18 21:06:58","1500","The main experiment item","yes","F:\","no","mono","no","18","no","white","no","yes","768","legacy","40","40","F:/mc-subject-1.csv","legacy","Jazzy James","3.1.9","0","h","NA","h","NA","NA","h","541","NA","30031","NA","NA","541","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","105373","34814","NA","NA","54163","4777","NA","NA","106479","4781","NA","NA","106583","107126","106475","106583","Flanker","39","22010","41","yes","1024"
