condition,stimulus,acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_Faster,count_ISI,count_Sequence,count_errorFeedback,count_experiment,count_finish,count_fixation,count_instructions1,count_instructions2,count_instructions3,count_keyboard_response,count_logger,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions2,response_instructions3,response_keyboard_response,response_time,response_time_finish,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_Faster,time_ISI,time_Sequence,time_errorFeedback,time_experiment,time_finish,time_fixation,time_instructions1,time_instructions2,time_instructions3,time_keyboard_response,time_logger,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
Incongruent,SSHSS,90.90909091,90.90909091,434.9090909,434.9090909,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,10,10,10,10,0,0,10,0,0,0,10,10,10,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,10,10,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,375,NA,1999,NA,NA,375,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,22236,23453,21732,2927,NA,23459,2935,NA,NA,23563,23940,23563,Flanker Task,10,4784,11,yes,1024
Congruent,HHHHH,91.66666667,91.66666667,442.25,442.25,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,11,11,11,11,0,0,11,0,0,0,11,11,11,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,11,11,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,523,NA,1999,NA,NA,523,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,23953,25164,21732,2927,NA,25170,2935,NA,NA,25283,25808,25282,Flanker Task,11,5307,12,yes,1024
Congruent,SSSSS,92.30769231,92.30769231,444.5384615,444.5384615,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,12,12,12,12,0,0,12,0,0,0,12,12,12,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,12,12,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,472,NA,1999,NA,NA,472,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,25822,27025,21732,2927,NA,27030,2935,NA,NA,27142,27616,27142,Flanker Task,12,5779,13,yes,1024
Incongruent,SSHSS,85.71428571,85.71428571,438.5,438.5,black,legacy,legacy,legacy,0,uniform,0,undefined,0,h,0,0,0,13,13,13,13,0,0,13,0,0,0,13,13,13,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,13,13,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,360,NA,1999,NA,NA,360,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,27629,28840,21732,2927,NA,28846,2935,NA,NA,28959,29321,28958,Flanker Task,12,6139,14,yes,1024
Congruent,SSSSS,86.66666667,86.66666667,436.2666667,436.2666667,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,14,14,14,14,0,0,14,0,0,0,14,14,14,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,14,14,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,405,NA,1999,NA,NA,405,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,29839,31066,29336,2927,NA,31073,2935,NA,NA,31185,31592,31185,Flanker Task,13,6544,15,yes,1024
Incongruent,SSHSS,87.5,87.5,436.6875,436.6875,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,15,15,15,15,0,0,15,0,0,0,15,15,15,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,15,15,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,443,NA,1999,NA,NA,443,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,31605,32843,29336,2927,NA,32849,2935,NA,NA,32953,33398,32952,Flanker Task,14,6987,16,yes,1024
Incongruent,SSHSS,88.23529412,88.23529412,439.2941176,439.2941176,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,16,16,16,16,0,0,16,0,0,0,16,16,16,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,16,16,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,481,NA,1999,NA,NA,481,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,33412,34624,29336,2927,NA,34630,2935,NA,NA,34734,35216,34733,Flanker Task,15,7468,17,yes,1024
Incongruent,HHSHH,88.88888889,88.88888889,438.7777778,438.7777778,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,17,17,17,17,0,0,17,0,0,0,17,17,17,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,17,17,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,430,NA,1999,NA,NA,430,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,35230,36447,29336,2927,NA,36453,2935,NA,NA,36557,36988,36556,Flanker Task,16,7898,18,yes,1024
Congruent,HHHHH,89.47368421,89.47368421,439.1578947,439.1578947,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,18,18,18,18,0,0,18,0,0,0,18,18,18,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,18,18,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,446,NA,1999,NA,NA,446,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,37002,38211,29336,2927,NA,38217,2935,NA,NA,38322,38769,38321,Flanker Task,17,8344,19,yes,1024
Incongruent,HHSHH,90,90,439.9,439.9,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,19,19,19,19,0,0,19,0,0,0,19,19,19,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,19,19,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,454,NA,1999,NA,NA,454,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,38783,39998,29336,2927,NA,40004,2935,NA,NA,40108,40564,40107,Flanker Task,18,8798,20,yes,1024
Incongruent,SSHSS,90.47619048,90.47619048,437.2380952,437.2380952,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,20,20,20,20,0,0,20,0,0,0,20,20,20,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,20,20,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,384,NA,1999,NA,NA,384,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,40577,41787,29336,2927,NA,41793,2935,NA,NA,41897,42283,41896,Flanker Task,19,9182,21,yes,1024
Incongruent,SSHSS,86.36363636,86.36363636,434.4545455,434.4545455,black,legacy,legacy,legacy,0,uniform,0,undefined,0,h,0,0,0,21,21,21,21,0,0,21,0,0,0,21,21,21,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,21,21,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,376,NA,1999,NA,NA,376,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,42304,43492,29336,2927,NA,43498,2935,NA,NA,43610,43988,43610,Flanker Task,19,9558,22,yes,1024
Congruent,SSSSS,86.95652174,86.95652174,434.5652174,434.5652174,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,22,22,22,22,0,0,22,0,0,0,22,22,22,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,22,22,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,437,NA,1999,NA,NA,437,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,44519,45727,44015,2927,NA,45733,2935,NA,NA,45846,46285,45845,Flanker Task,20,9995,23,yes,1024
Incongruent,SSHSS,83.33333333,83.33333333,435.1666667,435.1666667,black,legacy,legacy,legacy,0,uniform,0,undefined,0,h,0,0,0,23,23,23,23,0,0,23,0,0,0,23,23,23,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,23,23,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,449,NA,1999,NA,NA,449,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,46301,47517,44015,2927,NA,47523,2935,NA,NA,47627,48078,47626,Flanker Task,20,10444,24,yes,1024
Congruent,HHHHH,84,84,436.88,436.88,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,24,24,24,24,0,0,24,0,0,0,24,24,24,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,24,24,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,478,NA,1999,NA,NA,478,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,48602,49811,48092,2927,NA,49816,2935,NA,NA,49920,50400,49920,Flanker Task,21,10922,25,yes,1024
Incongruent,SSHSS,84.61538462,84.61538462,437.6923077,437.6923077,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,25,25,25,25,0,0,25,0,0,0,25,25,25,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,25,25,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,458,NA,1999,NA,NA,458,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,50413,51624,48092,2927,NA,51629,2935,NA,NA,51734,52194,51734,Flanker Task,22,11380,26,yes,1024
Incongruent,HHSHH,85.18518519,85.18518519,439,439,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,26,26,26,26,0,0,26,0,0,0,26,26,26,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,26,26,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,473,NA,1999,NA,NA,473,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,52207,53416,48092,2927,NA,53421,2935,NA,NA,53525,54001,53525,Flanker Task,23,11853,27,yes,1024
Congruent,HHHHH,85.71428571,85.71428571,437.7142857,437.7142857,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,27,27,27,27,0,0,27,0,0,0,27,27,27,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,27,27,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,403,NA,1999,NA,NA,403,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,54014,55231,48092,2927,NA,55237,2935,NA,NA,55350,55755,55350,Flanker Task,24,12256,28,yes,1024
Congruent,HHHHH,86.20689655,86.20689655,436.7586207,436.7586207,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,28,28,28,28,0,0,28,0,0,0,28,28,28,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,28,28,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,410,NA,1999,NA,NA,410,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,55768,56963,48092,2927,NA,56968,2935,NA,NA,57074,57485,57073,Flanker Task,25,12666,29,yes,1024
Incongruent,SSHSS,86.66666667,86.66666667,435.1666667,435.1666667,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,29,29,29,29,0,0,29,0,0,0,29,29,29,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,29,29,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,389,NA,1999,NA,NA,389,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,57499,58695,48092,2927,NA,58700,2935,NA,NA,58812,59204,58812,Flanker Task,26,13055,30,yes,1024
Incongruent,HHSHH,87.09677419,87.09677419,434.0645161,434.0645161,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,30,30,30,30,0,0,30,0,0,0,30,30,30,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,30,30,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,401,NA,1999,NA,NA,401,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,59219,60443,48092,2927,NA,60449,2935,NA,NA,60556,60959,60556,Flanker Task,27,13456,31,yes,1024
Congruent,SSSSS,87.5,87.5,436.34375,436.34375,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,31,31,31,31,0,0,31,0,0,0,31,31,31,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,31,31,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,507,NA,1999,NA,NA,507,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,60973,62197,48092,2927,NA,62203,2935,NA,NA,62307,62816,62306,Flanker Task,28,13963,32,yes,1024
Incongruent,SSHSS,87.87878788,87.87878788,438.030303,438.030303,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,32,32,32,32,0,0,32,0,0,0,32,32,32,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,32,32,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,492,NA,1999,NA,NA,492,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,62830,64044,48092,2927,NA,64050,2935,NA,NA,64154,64648,64154,Flanker Task,29,14455,33,yes,1024
Congruent,HHHHH,88.23529412,88.23529412,441.4117647,441.4117647,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,33,33,33,33,0,0,33,0,0,0,33,33,33,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,33,33,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,553,NA,1999,NA,NA,553,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,64661,65876,48092,2927,NA,65882,2935,NA,NA,65986,66541,65985,Flanker Task,30,15008,34,yes,1024
Incongruent,HHSHH,88.57142857,88.57142857,441.0285714,441.0285714,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,34,34,34,34,0,0,34,0,0,0,34,34,34,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,34,34,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,428,NA,1999,NA,NA,428,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,66555,67776,48092,2927,NA,67782,2935,NA,NA,67895,68325,67894,Flanker Task,31,15436,35,yes,1024
Congruent,HHHHH,88.88888889,88.88888889,439.9444444,439.9444444,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,35,35,35,35,0,0,35,0,0,0,35,35,35,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,35,35,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,402,NA,1999,NA,NA,402,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,68339,69554,48092,2927,NA,69560,2935,NA,NA,69664,70068,69663,Flanker Task,32,15838,36,yes,1024
Incongruent,SSHSS,89.18918919,89.18918919,442.7837838,442.7837838,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,36,36,36,36,0,0,36,0,0,0,36,36,36,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,36,36,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,545,NA,1999,NA,NA,545,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,70083,71305,48092,2927,NA,71311,2935,NA,NA,71415,71962,71415,Flanker Task,33,16383,37,yes,1024
Congruent,SSSSS,89.47368421,89.47368421,443.0789474,443.0789474,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,37,37,37,37,0,0,37,0,0,0,37,37,37,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,37,37,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,NA,NA,s,454,NA,1999,NA,NA,454,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,71976,73190,48092,2927,NA,73195,2935,NA,NA,73300,73756,73299,Flanker Task,34,16837,38,yes,1024
Congruent,HHHHH,89.74358974,89.74358974,442.025641,442.025641,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,38,38,38,38,0,0,38,0,0,0,38,38,38,9/9/18 20:49,1500,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,38,38,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,NA,NA,h,402,NA,1999,NA,NA,402,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,NA,NA,NA,73773,74984,48092,2927,NA,74990,2935,NA,NA,75094,75498,75093,Flanker Task,35,17239,39,yes,1024
