condition,stimulus,acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_Faster,count_ISI,count_Sequence,count_errorFeedback,count_experiment,count_finish,count_fixation,count_instructions1,count_instructions2,count_instructions3,count_keyboard_response,count_logger,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions2,response_instructions3,response_keyboard_response,response_time,response_time_finish,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_Faster,time_ISI,time_Sequence,time_errorFeedback,time_experiment,time_finish,time_fixation,time_instructions1,time_instructions2,time_instructions3,time_keyboard_response,time_logger,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
Congruent,SSSSS,90.12345679,90.12345679,450.7901235,450.7901235,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,80,80,80,80,0,0,80,0,0,0,80,80,80,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,0,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,463,NA,1999,19170,NA,463,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,151188,171629,96473,2927,NA,171634,2935,152248,NA,171746,172213,171746,Flanker Task,73,36514,81,yes,1024
Incongruent,HHSHH,90.24390244,90.24390244,449.7195122,449.7195122,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,81,81,81,81,0,0,81,0,0,0,81,81,81,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,1,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,363,NA,1999,19170,NA,363,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,172228,173420,96473,2927,NA,173425,2935,152248,NA,173537,173904,173537,Flanker Task,74,36877,82,yes,1024
Incongruent,HHSHH,89.15662651,89.15662651,448.6626506,448.6626506,black,legacy,legacy,legacy,0,uniform,0,undefined,0,s,0,0,0,82,82,82,82,0,0,82,0,0,0,82,82,82,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,2,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,362,NA,1999,19170,NA,362,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,173919,175116,96473,2927,NA,175121,2935,152248,NA,175231,175597,175231,Flanker Task,74,37239,83,yes,1024
Congruent,HHHHH,88.0952381,88.0952381,448.4166667,448.4166667,black,legacy,legacy,legacy,0,uniform,0,undefined,0,h,0,0,0,83,83,83,83,0,0,83,0,0,0,83,83,83,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,3,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,428,NA,1999,19170,NA,428,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,176124,177326,175610,2927,NA,177332,2935,152248,NA,177436,177867,177435,Flanker Task,74,37667,84,yes,1024
Incongruent,HHSHH,88.23529412,88.23529412,447.6470588,447.6470588,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,84,84,84,84,0,0,84,0,0,0,84,84,84,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,4,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,383,NA,1999,19170,NA,383,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,178393,179581,177880,2927,NA,179587,2935,152248,NA,179700,180087,179699,Flanker Task,75,38050,85,yes,1024
Congruent,HHHHH,88.37209302,88.37209302,446.8953488,446.8953488,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,85,85,85,85,0,0,85,0,0,0,85,85,85,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,5,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,383,NA,1999,19170,NA,383,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,180100,181299,177880,2927,NA,181304,2935,152248,NA,181416,181803,181416,Flanker Task,76,38433,86,yes,1024
Incongruent,HHSHH,88.50574713,88.50574713,445.8965517,445.8965517,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,86,86,86,86,0,0,86,0,0,0,86,86,86,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,6,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,360,NA,1999,19170,NA,360,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,181816,183039,177880,2927,NA,183045,2935,152248,NA,183157,183521,183157,Flanker Task,77,38793,87,yes,1024
Incongruent,HHSHH,88.63636364,88.63636364,445.6022727,445.6022727,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,87,87,87,87,0,0,87,0,0,0,87,87,87,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,7,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,420,NA,1999,19170,NA,420,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,183534,184742,177880,2927,NA,184748,2935,152248,NA,184852,185276,184851,Flanker Task,78,39213,88,yes,1024
Congruent,SSSSS,88.76404494,88.76404494,444.4157303,444.4157303,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,88,88,88,88,0,0,88,0,0,0,88,88,88,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,8,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,340,NA,1999,19170,NA,340,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,185290,186502,177880,2927,NA,186508,2935,152248,NA,186612,186956,186611,Flanker Task,79,39553,89,yes,1024
Incongruent,SSHSS,87.77777778,87.77777778,443.6,443.6,black,legacy,legacy,legacy,0,uniform,0,undefined,0,h,0,0,0,89,89,89,89,0,0,89,0,0,0,89,89,89,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,9,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,371,NA,1999,19170,NA,371,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,187051,188239,177880,2927,NA,188244,2935,152248,NA,188348,188723,188348,Flanker Task,79,39924,90,yes,1024
Congruent,SSSSS,87.91208791,87.91208791,442.8131868,442.8131868,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,90,90,90,90,0,0,90,0,0,0,90,90,90,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,10,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,372,NA,1999,19170,NA,372,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,189251,190446,188738,2927,NA,190452,2935,152248,NA,190565,190941,190564,Flanker Task,80,40296,91,yes,1024
Congruent,SSSSS,88.04347826,88.04347826,442.9456522,442.9456522,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,91,91,91,91,0,0,91,0,0,0,91,91,91,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,11,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,455,NA,1999,19170,NA,455,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,190955,192171,188738,2927,NA,192176,2935,152248,NA,192288,192746,192288,Flanker Task,81,40751,92,yes,1024
Congruent,HHHHH,88.17204301,88.17204301,442.2795699,442.2795699,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,92,92,92,92,0,0,92,0,0,0,92,92,92,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,12,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,381,NA,1999,19170,NA,381,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,192760,193991,188738,2927,NA,193997,2935,152248,NA,194105,194490,194105,Flanker Task,82,41132,93,yes,1024
Incongruent,SSHSS,88.29787234,88.29787234,442.2553191,442.2553191,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,93,93,93,93,0,0,93,0,0,0,93,93,93,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,13,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,440,NA,1999,19170,NA,440,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,194503,195716,188738,2927,NA,195722,2935,152248,NA,195826,196270,195825,Flanker Task,83,41572,94,yes,1024
Congruent,SSSSS,88.42105263,88.42105263,441.7263158,441.7263158,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,94,94,94,94,0,0,94,0,0,0,94,94,94,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,14,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,392,NA,1999,19170,NA,392,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,196283,197492,188738,2927,NA,197498,2935,152248,NA,197602,197999,197602,Flanker Task,84,41964,95,yes,1024
Incongruent,HHSHH,88.54166667,88.54166667,442.1770833,442.1770833,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,95,95,95,95,0,0,95,0,0,0,95,95,95,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,15,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,485,NA,1999,19170,NA,485,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,198012,199218,188738,2927,NA,199224,2935,152248,NA,199328,199817,199327,Flanker Task,85,42449,96,yes,1024
Incongruent,SSHSS,87.62886598,87.62886598,441.3814433,441.3814433,black,legacy,legacy,legacy,0,uniform,0,undefined,0,h,0,0,0,96,96,96,96,0,0,96,0,0,0,96,96,96,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,16,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,365,NA,1999,19170,NA,365,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,199830,201040,188738,2927,NA,201046,2935,152248,NA,201151,201521,201151,Flanker Task,85,42814,97,yes,1024
Incongruent,SSHSS,87.75510204,87.75510204,441.4081633,441.4081633,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,97,97,97,97,0,0,97,0,0,0,97,97,97,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,17,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,444,NA,1999,19170,NA,444,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,202047,203235,201533,2927,NA,203240,2935,152248,NA,203354,203802,203353,Flanker Task,86,43258,98,yes,1024
Congruent,SSSSS,87.87878788,87.87878788,441.1212121,441.1212121,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,98,98,98,98,0,0,98,0,0,0,98,98,98,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,18,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,413,NA,1999,19170,NA,413,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,203817,205010,201533,2927,NA,205015,2935,152248,NA,205128,205545,205127,Flanker Task,87,43671,99,yes,1024
Congruent,SSSSS,87,87,441.23,441.23,black,legacy,legacy,legacy,0,uniform,0,undefined,0,s,0,0,0,99,99,99,99,0,0,99,0,0,0,99,99,99,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,19,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,452,NA,1999,19170,NA,452,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,205559,206766,201533,2927,NA,206771,2935,152248,NA,206881,207337,206881,Flanker Task,87,44123,100,yes,1024
Congruent,HHHHH,87.12871287,87.12871287,440.6930693,440.6930693,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,100,100,100,100,0,0,100,0,0,0,100,100,100,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,20,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,387,NA,1999,19170,NA,387,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,207857,209066,207350,2927,NA,209073,2935,152248,NA,209177,209569,209176,Flanker Task,88,44510,101,yes,1024
Incongruent,HHSHH,87.25490196,87.25490196,440.0196078,440.0196078,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,101,101,101,101,0,0,101,0,0,0,101,101,101,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,21,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,372,NA,1999,19170,NA,372,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,209581,210791,207350,2927,NA,210796,2935,152248,NA,210909,211286,210909,Flanker Task,89,44882,102,yes,1024
Incongruent,SSHSS,87.37864078,87.37864078,440.8737864,440.8737864,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,102,102,102,102,0,0,102,0,0,0,102,102,102,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,22,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,528,NA,1999,19170,NA,528,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,211300,212491,207350,2927,NA,212496,2935,152248,NA,212609,213141,212609,Flanker Task,90,45410,103,yes,1024
Congruent,SSSSS,87.5,87.5,440.0288462,440.0288462,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,103,103,103,103,0,0,103,0,0,0,103,103,103,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,23,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,353,NA,1999,19170,NA,353,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,213154,214344,207350,2927,NA,214349,2935,152248,NA,214462,214820,214462,Flanker Task,91,45763,104,yes,1024
Congruent,SSSSS,87.61904762,87.61904762,439.3142857,439.3142857,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,104,104,104,104,0,0,104,0,0,0,104,104,104,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,24,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,365,NA,1999,19170,NA,365,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,214832,216057,207350,2927,NA,216063,2935,152248,NA,216168,216538,216167,Flanker Task,92,46128,105,yes,1024
Congruent,SSSSS,87.73584906,87.73584906,438.0283019,438.0283019,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,105,105,105,105,0,0,105,0,0,0,105,105,105,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,25,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,303,NA,1999,19170,NA,303,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,216551,217775,207350,2927,NA,217781,2935,152248,NA,217885,218192,217884,Flanker Task,93,46431,106,yes,1024
Congruent,HHHHH,87.85046729,87.85046729,437.4579439,437.4579439,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,106,106,106,106,0,0,106,0,0,0,106,106,106,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,26,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,377,NA,1999,19170,NA,377,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,218207,219396,207350,2927,NA,219401,2935,152248,NA,219515,219896,219514,Flanker Task,94,46808,107,yes,1024
Incongruent,SSHSS,87.96296296,87.96296296,437.2962963,437.2962963,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,107,107,107,107,0,0,107,0,0,0,107,107,107,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,27,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,420,NA,1999,19170,NA,420,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,219911,221102,207350,2927,NA,221107,2935,152248,NA,221215,221639,221215,Flanker Task,95,47228,108,yes,1024
Incongruent,SSHSS,88.0733945,88.0733945,437.4311927,437.4311927,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,108,108,108,108,0,0,108,0,0,0,108,108,108,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,28,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,452,NA,1999,19170,NA,452,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,221652,222869,207350,2927,NA,222875,2935,152248,NA,222987,223443,222987,Flanker Task,96,47680,109,yes,1024
Incongruent,HHSHH,88.18181818,88.18181818,437.7363636,437.7363636,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,109,109,109,109,0,0,109,0,0,0,109,109,109,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,29,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,471,NA,1999,19170,NA,471,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,223456,224667,207350,2927,NA,224673,2935,152248,NA,224786,225262,224785,Flanker Task,97,48151,110,yes,1024
Incongruent,SSHSS,88.28828829,88.28828829,437.5585586,437.5585586,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,110,110,110,110,0,0,110,0,0,0,110,110,110,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,30,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,418,NA,1999,19170,NA,418,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,225275,226488,207350,2927,NA,226494,2935,152248,NA,226606,227029,226605,Flanker Task,98,48569,111,yes,1024
Incongruent,SSHSS,87.5,87.5,437.0625,437.0625,black,legacy,legacy,legacy,0,uniform,0,undefined,0,h,0,0,0,111,111,111,111,0,0,111,0,0,0,111,111,111,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,31,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,382,NA,1999,19170,NA,382,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,227046,228270,207350,2927,NA,228275,2935,152248,NA,228383,228770,228383,Flanker Task,98,48951,112,yes,1024
Incongruent,HHSHH,86.72566372,86.72566372,436.8938053,436.8938053,black,legacy,legacy,legacy,0,uniform,0,undefined,0,s,0,0,0,112,112,112,112,0,0,112,0,0,0,112,112,112,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,32,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,418,NA,1999,19170,NA,418,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,229296,230495,228783,2927,NA,230501,2935,152248,NA,230605,231027,230605,Flanker Task,98,49369,113,yes,1024
Incongruent,HHSHH,86.84210526,86.84210526,437.0263158,437.0263158,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,113,113,113,113,0,0,113,0,0,0,113,113,113,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,33,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,452,NA,1999,19170,NA,452,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,231552,232744,231040,2927,NA,232749,2935,152248,NA,232863,233320,232862,Flanker Task,99,49821,114,yes,1024
Congruent,HHHHH,86.95652174,86.95652174,436.9478261,436.9478261,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,114,114,114,114,0,0,114,0,0,0,114,114,114,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,34,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,428,NA,1999,19170,NA,428,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,233335,234525,231040,2927,NA,234531,2935,152248,NA,234643,235076,234643,Flanker Task,100,50249,115,yes,1024
Incongruent,SSHSS,86.20689655,86.20689655,436.5603448,436.5603448,black,legacy,legacy,legacy,0,uniform,0,undefined,0,h,0,0,0,115,115,115,115,0,0,115,0,0,0,115,115,115,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,35,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,392,NA,1999,19170,NA,392,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,235088,236303,231040,2927,NA,236309,2935,152248,NA,236421,236817,236421,Flanker Task,100,50641,116,yes,1024
Congruent,HHHHH,86.32478632,86.32478632,436.3846154,436.3846154,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,116,116,116,116,0,0,116,0,0,0,116,116,116,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,36,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,416,NA,1999,19170,NA,416,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,237343,238555,236830,2927,NA,238561,2935,152248,NA,238665,239086,238664,Flanker Task,101,51057,117,yes,1024
Congruent,HHHHH,86.44067797,86.44067797,436.8220339,436.8220339,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,117,117,117,117,0,0,117,0,0,0,117,117,117,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,37,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,488,NA,1999,19170,NA,488,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,239099,240296,236830,2927,NA,240301,2935,152248,NA,240411,240903,240410,Flanker Task,102,51545,118,yes,1024
Congruent,HHHHH,86.55462185,86.55462185,436.4957983,436.4957983,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,118,118,118,118,0,0,118,0,0,0,118,118,118,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,38,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,398,NA,1999,19170,NA,398,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,240916,242124,236830,2927,NA,242130,2935,152248,NA,242242,242644,242242,Flanker Task,103,51943,119,yes,1024
Congruent,HHHHH,86.66666667,86.66666667,435.9083333,435.9083333,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,119,119,119,119,0,0,119,0,0,0,119,119,119,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,39,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,h,NA,s,h,NA,h,366,NA,1999,19170,NA,366,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,242657,243848,236830,2927,NA,243854,2935,152248,NA,243966,244337,243966,Flanker Task,104,52309,120,yes,1024
Congruent,SSSSS,86.7768595,86.7768595,435.3140496,435.3140496,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,120,120,120,120,0,0,120,0,0,0,120,120,120,9/9/18 20:49,600,The main experiment item,yes,FlankerTask.osexp,E:/,no,mono,no,18,no,white,no,yes,768,legacy,40,79,E:/kg-subject-3.csv,legacy,Kafkaesque Koffka,3.2.5,0,s,NA,s,h,NA,s,364,NA,1999,19170,NA,364,2,legacy,1024,2,48000,-16,experiment,3,odd,4937,171422,NA,NA,244350,245566,236830,2927,NA,245571,2935,152248,NA,245684,246053,245684,Flanker Task,105,52673,121,yes,1024
