acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instructions1,correct_keyboard_response,correct_response,count_Faster,count_ISI,count_Instructions1,count_Instructions2,count_Instructions3,count_Stimulus,count_block1,count_block2,count_block3,count_errorFeedback,count_experiment,count_finish,count_fixation,count_keyboard_response,count_new_logger,count_sequence,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Instructions1,response_Instructions2,response_Instructions3,response_finish,response_keyboard_response,response_time,response_time_Instructions1,response_time_Instructions2,response_time_Instructions3,response_time_finish,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Faster,time_ISI,time_Instructions1,time_Instructions2,time_Instructions3,time_Stimulus,time_block1,time_block2,time_block3,time_errorFeedback,time_experiment,time_finish,time_fixation,time_keyboard_response,time_new_logger,time_sequence,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
72.72727273,72.72727273,456.9090909,456.9090909,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,10,10,0,0,0,10,0,0,0,10,0,0,10,10,10,10,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,10,10,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,380,15066,NA,NA,NA,380,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,NA,38026,5265,NA,NA,39238,20332,NA,NA,29078,5261,NA,39133,39238,39619,39131,Flanker Task,8,5026,11,yes,1024
66.66666667,66.66666667,444.5,444.5,black,legacy,legacy,legacy,0,congruent,uniform,0,undefined,0,h,11,11,0,0,0,11,0,0,0,11,0,0,11,11,11,11,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,11,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,308,15066,NA,NA,NA,308,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,NA,39638,5265,NA,NA,40862,20332,NA,NA,29078,5261,NA,40757,40862,41171,40754,Flanker Task,8,5334,12,yes,1024
69.23076923,69.23076923,449.5384615,449.5384615,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,12,12,0,0,0,12,0,0,0,12,0,0,12,12,12,12,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,12,12,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,510,15066,NA,NA,NA,510,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,NA,41704,5265,NA,NA,42924,20332,NA,NA,41198,5261,NA,42819,42924,43435,42816,Flanker Task,9,5844,13,yes,1024
71.42857143,71.42857143,456.0714286,456.0714286,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,13,13,0,0,0,13,0,0,0,13,0,0,13,13,13,13,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,13,13,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,541,15066,NA,NA,NA,541,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,NA,43455,5265,NA,NA,44654,20332,NA,NA,41198,5261,NA,44549,44654,45195,44546,Flanker Task,10,6385,14,yes,1024
73.33333333,73.33333333,458.6666667,458.6666667,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,14,14,0,0,0,14,0,0,0,14,0,0,14,14,14,14,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,14,14,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,495,15066,NA,NA,NA,495,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,NA,45226,5265,NA,NA,46451,20332,NA,NA,41198,5261,NA,46346,46451,46947,46343,Flanker Task,11,6880,15,yes,1024
68.75,68.75,461.625,461.625,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,15,15,0,0,0,15,0,0,0,15,0,0,15,15,15,15,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,15,15,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,506,15066,NA,NA,NA,506,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,NA,46972,5265,NA,NA,48160,20332,NA,NA,41198,5261,NA,48054,48160,48667,48051,Flanker Task,11,7386,16,yes,1024
70.58823529,70.58823529,458.9411765,458.9411765,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,16,16,0,0,0,16,0,0,0,16,0,0,16,16,16,16,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,16,16,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,416,15066,NA,NA,NA,416,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,NA,49194,5265,NA,NA,50379,20332,NA,NA,48689,5261,NA,50274,50379,50795,50271,Flanker Task,12,7802,17,yes,1024
72.22222222,72.22222222,462.6666667,462.6666667,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,17,17,0,0,0,17,0,0,0,17,0,0,17,17,17,17,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,17,17,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,526,15066,NA,NA,NA,526,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,NA,50814,5265,NA,NA,52037,20332,NA,NA,48689,5261,NA,51932,52037,52563,51926,Flanker Task,13,8328,18,yes,1024
73.68421053,73.68421053,463.5789474,463.5789474,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,18,18,0,0,0,18,0,0,0,18,0,0,18,18,18,18,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,18,18,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,480,15066,NA,NA,NA,480,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,NA,52586,5265,NA,NA,53770,20332,NA,NA,48689,5261,NA,53665,53770,54251,53662,Flanker Task,14,8808,19,yes,1024
75,75,463.7,463.7,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,19,19,0,0,0,19,0,0,0,19,0,0,19,19,19,19,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,19,19,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,466,15066,NA,NA,NA,466,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,NA,54273,5265,NA,NA,55480,20332,NA,NA,48689,5261,NA,55375,55480,55947,55372,Flanker Task,15,9274,20,yes,1024
76.19047619,76.19047619,461.4285714,461.4285714,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,20,20,0,0,0,20,0,0,0,20,0,0,20,20,20,20,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,20,20,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,416,15066,NA,NA,NA,416,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,NA,55978,5265,NA,NA,57186,20332,NA,NA,48689,5261,NA,57081,57186,57602,57078,Flanker Task,16,9690,21,yes,1024
77.27272727,77.27272727,462.7272727,462.7272727,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,21,21,0,0,0,21,0,0,0,21,0,0,21,21,21,21,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,21,21,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,490,15066,NA,NA,NA,490,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,NA,57627,5265,NA,NA,58840,20332,NA,NA,48689,5261,NA,58735,58840,59331,58732,Flanker Task,17,10180,22,yes,1024
78.26086957,78.26086957,464.0869565,464.0869565,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,22,22,0,0,0,22,0,0,0,22,0,0,22,22,22,22,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,22,22,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,494,15066,NA,NA,NA,494,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,NA,59357,5265,NA,NA,60572,20332,NA,NA,48689,5261,NA,60467,60572,61066,60464,Flanker Task,18,10674,23,yes,1024
79.16666667,79.16666667,475.8333333,475.8333333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,23,23,0,0,0,23,0,0,0,23,0,0,23,23,23,23,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,23,23,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,746,15066,NA,NA,NA,746,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,NA,61090,5265,NA,NA,62281,20332,NA,NA,48689,5261,NA,62176,62281,63027,62173,Flanker Task,19,11420,24,yes,1024
80,80,477.76,477.76,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,24,24,0,0,0,24,0,0,0,24,0,0,24,24,24,24,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,24,24,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,524,15066,NA,NA,NA,524,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,NA,63062,5265,NA,NA,64262,20332,NA,NA,48689,5261,NA,64156,64262,64786,64153,Flanker Task,20,11944,25,yes,1024
80.76923077,80.76923077,484.5384615,484.5384615,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,25,25,0,0,0,25,0,0,0,25,0,0,25,25,25,25,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,25,25,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,654,15066,NA,NA,NA,654,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,NA,64807,5265,NA,NA,66004,20332,NA,NA,48689,5261,NA,65899,66005,66659,65896,Flanker Task,21,12598,26,yes,1024
81.48148148,81.48148148,482.5555556,482.5555556,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,26,26,0,0,0,26,0,0,0,26,0,0,26,26,26,26,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,26,26,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,431,15066,NA,NA,NA,431,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,NA,66687,5265,NA,NA,67890,20332,NA,NA,48689,5261,NA,67785,67891,68323,67782,Flanker Task,22,13029,27,yes,1024
82.14285714,82.14285714,484,484,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,27,27,0,0,0,27,0,0,0,27,0,0,27,27,27,27,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,27,27,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,523,15066,NA,NA,NA,523,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,NA,68354,5265,NA,NA,69567,20332,NA,NA,48689,5261,NA,69462,69567,70091,69459,Flanker Task,23,13552,28,yes,1024
82.75862069,82.75862069,482.1034483,482.1034483,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,28,28,0,0,0,28,0,0,0,28,0,0,28,28,28,28,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,28,28,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,429,15066,NA,NA,NA,429,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,NA,70121,5265,NA,NA,71317,20332,NA,NA,48689,5261,NA,71212,71317,71747,71209,Flanker Task,24,13981,29,yes,1024
83.33333333,83.33333333,481.3,481.3,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,29,29,0,0,0,29,0,0,0,29,0,0,29,29,29,29,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,29,29,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,458,15066,NA,NA,NA,458,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,NA,71775,5265,NA,NA,72992,20332,NA,NA,48689,5261,NA,72887,72992,73451,72884,Flanker Task,25,14439,30,yes,1024
83.87096774,83.87096774,482.1935484,482.1935484,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,30,30,0,0,0,30,0,0,0,30,0,0,30,30,30,30,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,30,30,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,509,15066,NA,NA,NA,509,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,NA,73479,5265,NA,NA,74709,20332,NA,NA,48689,5261,NA,74604,74709,75219,74601,Flanker Task,26,14948,31,yes,1024
84.375,84.375,480.65625,480.65625,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,31,31,0,0,0,31,0,0,0,31,0,0,31,31,31,31,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,31,31,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,433,15066,NA,NA,NA,433,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,NA,75246,5265,NA,NA,76449,20332,NA,NA,48689,5261,NA,76344,76449,76883,76341,Flanker Task,27,15381,32,yes,1024
84.84848485,84.84848485,481.9090909,481.9090909,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,32,32,0,0,0,32,0,0,0,32,0,0,32,32,32,32,9/29/19 16:45,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,32,32,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,522,15066,NA,NA,NA,522,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,NA,76913,5265,NA,NA,78120,20332,NA,NA,48689,5261,NA,78015,78120,78643,78012,Flanker Task,28,15903,33,yes,1024
