acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_errorFeedback,count_experiment,count_faster,count_finish,count_fixation,count_instructions1,count_instructions2,count_instructions3,count_isi,count_keyboard_response,count_logger,count_sequence,count_sketchpad,count_sketchpad_1,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions2,response_instructions3,response_keyboard_response,response_sketchpad,response_sketchpad_1,response_time,response_time_finish,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_keyboard_response,response_time_sketchpad,response_time_sketchpad_1,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_errorFeedback,time_experiment,time_faster,time_finish,time_fixation,time_instructions1,time_instructions2,time_instructions3,time_isi,time_keyboard_response,time_logger,time_sequence,time_sketchpad,time_sketchpad_1,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
90.90909091,90.90909091,435.6363636,435.6363636,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,10,0,10,0,10,0,0,0,10,10,10,10,NA,NA,10,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,10,10,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,350,NA,230006,NA,NA,350,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,232992,NA,NA,238844,2980,NA,NA,250345,2984,NA,NA,249236,250449,250799,250343,NA,NA,250449,Week4submit,10,4792,11,yes,1024
91.66666667,91.66666667,441.3333333,441.3333333,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,11,0,11,0,11,0,0,0,11,11,11,11,NA,NA,11,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,11,11,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,504,NA,230006,NA,NA,504,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,232992,NA,NA,238844,2980,NA,NA,251911,2984,NA,NA,250805,252014,252519,251908,NA,NA,252014,Week4submit,11,5296,12,yes,1024
92.30769231,92.30769231,439.2307692,439.2307692,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,12,0,12,0,12,0,0,0,12,12,12,12,NA,NA,12,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,12,12,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,414,NA,230006,NA,NA,414,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,232992,NA,NA,238844,2980,NA,NA,253625,2984,NA,NA,252524,253728,254143,253622,NA,NA,253728,Week4submit,12,5710,13,yes,1024
92.85714286,92.85714286,444.1428571,444.1428571,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,13,0,13,0,13,0,0,0,13,13,13,13,NA,NA,13,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,13,13,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,508,NA,230006,NA,NA,508,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,232992,NA,NA,238844,2980,NA,NA,255251,2984,NA,NA,254148,255354,255863,255248,NA,NA,255354,Week4submit,13,6218,14,yes,1024
93.33333333,93.33333333,445.7333333,445.7333333,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,14,0,14,0,14,0,0,0,14,14,14,14,NA,NA,14,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,14,14,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,468,NA,230006,NA,NA,468,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,232992,NA,NA,238844,2980,NA,NA,256979,2984,NA,NA,255869,257082,257551,256976,NA,NA,257082,Week4submit,14,6686,15,yes,1024
93.75,93.75,455.4375,455.4375,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,15,0,15,0,15,0,0,0,15,15,15,15,NA,NA,15,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,15,15,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,601,NA,230006,NA,NA,601,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,232992,NA,NA,238844,2980,NA,NA,258662,2984,NA,NA,257556,258765,259367,258659,NA,NA,258765,Week4submit,15,7287,16,yes,1024
94.11764706,94.11764706,455.2352941,455.2352941,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,16,0,16,0,16,0,0,0,16,16,16,16,NA,NA,16,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,16,16,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,452,NA,230006,NA,NA,452,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,232992,NA,NA,238844,2980,NA,NA,260475,2984,NA,NA,259372,260578,261031,260472,NA,NA,260578,Week4submit,16,7739,17,yes,1024
94.44444444,94.44444444,453,453,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,17,0,17,0,17,0,0,0,17,17,17,17,NA,NA,17,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,17,17,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,415,NA,230006,NA,NA,415,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,232992,NA,NA,238844,2980,NA,NA,262144,2984,NA,NA,261036,262247,262663,262141,NA,NA,262247,Week4submit,17,8154,18,yes,1024
94.73684211,94.73684211,454.3684211,454.3684211,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,18,0,18,0,18,0,0,0,18,18,18,18,NA,NA,18,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,18,18,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,479,NA,230006,NA,NA,479,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,232992,NA,NA,238844,2980,NA,NA,263768,2984,NA,NA,262668,263871,264351,263765,NA,NA,263871,Week4submit,18,8633,19,yes,1024
95,95,457.5,457.5,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,19,0,19,0,19,0,0,0,19,19,19,19,NA,NA,19,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,19,19,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,517,NA,230006,NA,NA,517,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,232992,NA,NA,238844,2980,NA,NA,265466,2984,NA,NA,264356,265569,266087,265463,NA,NA,265569,Week4submit,19,9150,20,yes,1024
95.23809524,95.23809524,457.6190476,457.6190476,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,20,0,20,0,20,0,0,0,20,20,20,20,NA,NA,20,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,20,20,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,460,NA,230006,NA,NA,460,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,232992,NA,NA,238844,2980,NA,NA,267195,2984,NA,NA,266092,267298,267759,267192,NA,NA,267298,Week4submit,20,9610,21,yes,1024
95.45454545,95.45454545,454.5,454.5,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,21,0,21,0,21,0,0,0,21,21,21,21,NA,NA,21,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,21,21,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,389,NA,230006,NA,NA,389,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,232992,NA,NA,238844,2980,NA,NA,268866,2984,NA,NA,267764,268969,269359,268863,NA,NA,268969,Week4submit,21,9999,22,yes,1024
95.65217391,95.65217391,453.3478261,453.3478261,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,22,0,22,0,22,0,0,0,22,22,22,22,NA,NA,22,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,22,22,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,428,NA,230006,NA,NA,428,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,232992,NA,NA,238844,2980,NA,NA,270475,2984,NA,NA,269364,270578,271007,270472,NA,NA,270578,Week4submit,22,10427,23,yes,1024
95.83333333,95.83333333,451.2916667,451.2916667,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,23,0,23,0,23,0,0,0,23,23,23,23,NA,NA,23,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,23,23,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,404,NA,230006,NA,NA,404,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,232992,NA,NA,238844,2980,NA,NA,272115,2984,NA,NA,271012,272218,272623,272112,NA,NA,272218,Week4submit,23,10831,24,yes,1024
96,96,451.64,451.64,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,24,0,24,0,24,0,0,0,24,24,24,24,NA,NA,24,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,24,24,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,460,NA,230006,NA,NA,460,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,232992,NA,NA,238844,2980,NA,NA,273731,2984,NA,NA,272628,273834,274295,273728,NA,NA,273834,Week4submit,24,11291,25,yes,1024
96.15384615,96.15384615,449.4615385,449.4615385,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,25,0,25,0,25,0,0,0,25,25,25,25,NA,NA,25,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,25,25,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,395,NA,230006,NA,NA,395,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,232992,NA,NA,238844,2980,NA,NA,275403,2984,NA,NA,274300,275507,275903,275401,NA,NA,275507,Week4submit,25,11686,26,yes,1024
96.2962963,96.2962963,449.962963,449.962963,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,26,0,26,0,26,0,0,0,26,26,26,26,NA,NA,26,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,26,26,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,463,NA,230006,NA,NA,463,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,232992,NA,NA,238844,2980,NA,NA,277017,2984,NA,NA,275908,277120,277583,277014,NA,NA,277120,Week4submit,26,12149,27,yes,1024
92.85714286,92.85714286,448.9285714,448.9285714,black,legacy,legacy,legacy,0,congruent,uniform,0,undefined,0,h,0,0,0,27,0,27,0,27,0,0,0,27,27,27,27,NA,NA,27,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,27,27,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,421,NA,230006,NA,NA,421,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,232992,NA,NA,238844,2980,NA,NA,278699,2984,NA,NA,277589,278802,279223,278696,NA,NA,278802,Week4submit,26,12570,28,yes,1024
93.10344828,93.10344828,452.6551724,452.6551724,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,28,0,28,0,28,0,0,0,28,28,28,28,NA,NA,28,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,28,28,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,557,NA,230006,NA,NA,557,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,232992,NA,NA,279229,2980,NA,NA,280834,2984,NA,NA,279732,280937,281495,280831,NA,NA,280937,Week4submit,27,13127,29,yes,1024
93.33333333,93.33333333,453.7,453.7,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,29,0,29,0,29,0,0,0,29,29,29,29,NA,NA,29,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,29,29,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,484,NA,230006,NA,NA,484,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,232992,NA,NA,279229,2980,NA,NA,282603,2984,NA,NA,281500,282707,283191,282601,NA,NA,282707,Week4submit,28,13611,30,yes,1024
93.5483871,93.5483871,451.5806452,451.5806452,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,30,0,30,0,30,0,0,0,30,30,30,30,NA,NA,30,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,30,30,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,388,NA,230006,NA,NA,388,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,232992,NA,NA,279229,2980,NA,NA,284308,2984,NA,NA,283197,284411,284799,284305,NA,NA,284411,Week4submit,29,13999,31,yes,1024
93.75,93.75,448.59375,448.59375,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,31,0,31,0,31,0,0,0,31,31,31,31,NA,NA,31,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,31,31,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,356,NA,230006,NA,NA,356,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,232992,NA,NA,279229,2980,NA,NA,285908,2984,NA,NA,284805,286011,286367,285905,NA,NA,286011,Week4submit,30,14355,32,yes,1024
93.93939394,93.93939394,448.4242424,448.4242424,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,32,0,32,0,32,0,0,0,32,32,32,32,NA,NA,32,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,32,32,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,443,NA,230006,NA,NA,443,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,232992,NA,NA,279229,2980,NA,NA,287485,2984,NA,NA,286373,287588,288031,287482,NA,NA,287588,Week4submit,31,14798,33,yes,1024
94.11764706,94.11764706,447.5588235,447.5588235,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,33,0,33,0,33,0,0,0,33,33,33,33,NA,NA,33,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,33,33,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,419,NA,230006,NA,NA,419,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,232992,NA,NA,279229,2980,NA,NA,289141,2984,NA,NA,288037,289244,289663,289138,NA,NA,289244,Week4submit,32,15217,34,yes,1024
