acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instruction1,correct_Keyboard_Response,correct_response,count_Block1,count_Block2,count_Block3,count_ErrorFeedback,count_Faster,count_Finish,count_Fixation,count_ISI,count_Instruction1,count_Instruction2,count_Instruction3,count_Keyboard_Response,count_Logger,count_Sequence,count_Stimulus,count_experiment,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instruction1,response_Instruction2,response_Instruction3,response_Keyboard_Response,response_time,response_time_Finish,response_time_Instruction1,response_time_Instruction2,response_time_Instruction3,response_time_Keyboard_Response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_ErrorFeedback,time_Faster,time_Finish,time_Fixation,time_ISI,time_Instruction1,time_Instruction2,time_Instruction3,time_Keyboard_Response,time_Logger,time_Sequence,time_Stimulus,time_experiment,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
90.90909091,90.90909091,680.4545455,680.4545455,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,10,10,0,10,10,0,0,0,10,10,10,10,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,10,10,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,455,NA,91740,NA,NA,455,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,NA,NA,99574,NA,NA,119699,118437,5866,NA,NA,119826,120285,119672,119826,5833,Flanker Test,10,7485,11,yes,1024
83.33333333,83.33333333,667.5,667.5,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,0,0,0,11,11,0,11,11,0,0,0,11,11,11,11,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,11,11,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,525,NA,91740,NA,NA,525,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,NA,NA,99574,NA,NA,121577,120317,5866,NA,NA,121703,122232,121550,121703,5833,Flanker Test,10,8010,12,yes,1024
84.61538462,84.61538462,674.0769231,674.0769231,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,12,12,0,12,12,0,0,0,12,12,12,12,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,12,12,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,753,NA,91740,NA,NA,753,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,NA,NA,122264,NA,NA,124049,122791,5866,NA,NA,124177,124934,124023,124177,5833,Flanker Test,11,8763,13,yes,1024
85.71428571,85.71428571,665.1428571,665.1428571,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,13,13,0,13,13,0,0,0,13,13,13,13,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,13,13,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,549,NA,91740,NA,NA,549,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,NA,NA,122264,NA,NA,126226,124967,5866,NA,NA,126353,126906,126199,126353,5833,Flanker Test,12,9312,14,yes,1024
86.66666667,86.66666667,656.3333333,656.3333333,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,14,14,0,14,14,0,0,0,14,14,14,14,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,14,14,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,533,NA,91740,NA,NA,533,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,NA,NA,122264,NA,NA,128197,126938,5866,NA,NA,128324,128861,128169,128323,5833,Flanker Test,13,9845,15,yes,1024
87.5,87.5,649.625,649.625,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,15,15,0,15,15,0,0,0,15,15,15,15,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,15,15,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,549,NA,91740,NA,NA,549,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,97625,NA,NA,122264,NA,NA,130148,128893,5866,NA,NA,130275,130828,130122,130274,5833,Flanker Test,14,10394,16,yes,1024
88.23529412,88.23529412,646.1764706,646.1764706,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,16,16,0,16,16,0,0,0,16,16,16,16,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,16,16,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,591,NA,91740,NA,NA,591,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,NA,NA,122264,NA,NA,132117,130860,5866,NA,NA,132244,132839,132091,132244,5833,Flanker Test,15,10985,17,yes,1024
88.88888889,88.88888889,635.5555556,635.5555556,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,17,17,0,17,17,0,0,0,17,17,17,17,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,17,17,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,455,NA,91740,NA,NA,455,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,97625,NA,NA,122264,NA,NA,134129,132870,5866,NA,NA,134255,134714,134101,134255,5833,Flanker Test,16,11440,18,yes,1024
89.47368421,89.47368421,623.2631579,623.2631579,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,18,18,0,18,18,0,0,0,18,18,18,18,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,18,18,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,402,NA,91740,NA,NA,402,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,97625,NA,NA,122264,NA,NA,136000,134745,5866,NA,NA,136127,136533,135974,136126,5833,Flanker Test,17,11842,19,yes,1024
85,85,617.55,617.55,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,s,0,0,0,19,19,0,19,19,0,0,0,19,19,19,19,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,19,19,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,509,NA,91740,NA,NA,509,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,NA,NA,122264,NA,NA,137825,136564,5866,NA,NA,137952,138465,137799,137952,5833,Flanker Test,17,12351,20,yes,1024
85.71428571,85.71428571,620.1428571,620.1428571,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,20,20,0,20,20,0,0,0,20,20,20,20,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,20,20,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,672,NA,91740,NA,NA,672,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,NA,NA,138496,NA,NA,140282,139022,5866,NA,NA,140408,141084,140255,140408,5833,Flanker Test,18,13023,21,yes,1024
86.36363636,86.36363636,614.8636364,614.8636364,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,21,21,0,21,21,0,0,0,21,21,21,21,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,21,21,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,504,NA,91740,NA,NA,504,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,NA,NA,138496,NA,NA,142373,141115,5866,NA,NA,142501,143009,142347,142500,5833,Flanker Test,19,13527,22,yes,1024
86.95652174,86.95652174,614.3043478,614.3043478,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,22,22,0,22,22,0,0,0,22,22,22,22,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,22,22,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,602,NA,91740,NA,NA,602,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,NA,NA,138496,NA,NA,144302,143040,5866,NA,NA,144429,145035,144275,144428,5833,Flanker Test,20,14129,23,yes,1024
87.5,87.5,609.2083333,609.2083333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,23,23,0,23,23,0,0,0,23,23,23,23,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,23,23,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,492,NA,91740,NA,NA,492,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,97625,NA,NA,138496,NA,NA,146349,145067,5866,NA,NA,146475,146971,146323,146475,5833,Flanker Test,21,14621,24,yes,1024
84,84,601.84,601.84,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,s,0,0,0,24,24,0,24,24,0,0,0,24,24,24,24,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,24,24,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,425,NA,91740,NA,NA,425,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,NA,NA,138496,NA,NA,148264,147002,5866,NA,NA,148391,148820,148237,148391,5833,Flanker Test,21,15046,25,yes,1024
84.61538462,84.61538462,598.6923077,598.6923077,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,25,25,0,25,25,0,0,0,25,25,25,25,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,25,25,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,520,NA,91740,NA,NA,520,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,NA,NA,148851,NA,NA,150636,149379,5866,NA,NA,150763,151287,150610,150762,5833,Flanker Test,22,15566,26,yes,1024
85.18518519,85.18518519,595.4444444,595.4444444,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,26,26,0,26,26,0,0,0,26,26,26,26,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,26,26,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,511,NA,91740,NA,NA,511,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,NA,NA,148851,NA,NA,152579,151318,5866,NA,NA,152705,153220,152551,152705,5833,Flanker Test,23,16077,27,yes,1024
85.71428571,85.71428571,593.4642857,593.4642857,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,27,27,0,27,27,0,0,0,27,27,27,27,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,27,27,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,540,NA,91740,NA,NA,540,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,NA,NA,148851,NA,NA,154512,153251,5866,NA,NA,154639,155183,154486,154638,5833,Flanker Test,24,16617,28,yes,1024
86.20689655,86.20689655,591.1034483,591.1034483,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,28,28,0,28,28,0,0,0,28,28,28,28,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,28,28,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,525,NA,91740,NA,NA,525,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,NA,NA,148851,NA,NA,156478,155216,5866,NA,NA,156604,157133,156451,156604,5833,Flanker Test,25,17142,29,yes,1024
86.66666667,86.66666667,586.8,586.8,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,29,29,0,29,29,0,0,0,29,29,29,29,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,29,29,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,462,NA,91740,NA,NA,462,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,97625,NA,NA,148851,NA,NA,158422,157164,5866,NA,NA,158550,159017,158396,158550,5833,Flanker Test,26,17604,30,yes,1024
87.09677419,87.09677419,584.1290323,584.1290323,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,30,30,0,30,30,0,0,0,30,30,30,30,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,30,30,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,504,NA,91740,NA,NA,504,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,97625,NA,NA,148851,NA,NA,160310,159048,5866,NA,NA,160436,160945,160284,160436,5833,Flanker Test,27,18108,31,yes,1024
87.5,87.5,585.5625,585.5625,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,31,31,0,31,31,0,0,0,31,31,31,31,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,31,31,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,630,NA,91740,NA,NA,630,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,NA,NA,148851,NA,NA,162234,160976,5866,NA,NA,162361,162996,162207,162360,5833,Flanker Test,28,18738,32,yes,1024
84.84848485,84.84848485,583.8787879,583.8787879,black,legacy,legacy,legacy,0,congruent,uniform,0,undefined,0,h,0,0,0,32,32,0,32,32,0,0,0,32,32,32,32,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,32,32,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,530,NA,91740,NA,NA,530,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,NA,NA,148851,NA,NA,164295,163027,5866,NA,NA,164422,164957,164267,164421,5833,Flanker Test,28,19268,33,yes,1024
85.29411765,85.29411765,583.5,583.5,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,33,33,0,33,33,0,0,0,33,33,33,33,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,33,33,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,571,NA,91740,NA,NA,571,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,NA,NA,164989,NA,NA,166779,165519,5866,NA,NA,166906,167481,166753,166905,5833,Flanker Test,29,19839,34,yes,1024
85.71428571,85.71428571,585.5714286,585.5714286,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,34,34,0,34,34,0,0,0,34,34,34,34,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,34,34,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,656,NA,91740,NA,NA,656,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,NA,NA,164989,NA,NA,168772,167513,5866,NA,NA,168898,169559,168745,168898,5833,Flanker Test,30,20495,35,yes,1024
86.11111111,86.11111111,592.1944444,592.1944444,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,35,35,0,35,35,0,0,0,35,35,35,35,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,35,35,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,824,NA,91740,NA,NA,824,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,NA,NA,164989,NA,NA,170851,169590,5866,NA,NA,170977,171806,170824,170977,5833,Flanker Test,31,21319,36,yes,1024
