acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instruction1,correct_Keyboard_Response,correct_response,count_Block1,count_Block2,count_Block3,count_ErrorFeedback,count_Faster,count_Finish,count_Fixation,count_ISI,count_Instruction1,count_Instruction2,count_Instruction3,count_Keyboard_Response,count_Logger,count_Sequence,count_Stimulus,count_experiment,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instruction1,response_Instruction2,response_Instruction3,response_Keyboard_Response,response_time,response_time_Finish,response_time_Instruction1,response_time_Instruction2,response_time_Instruction3,response_time_Keyboard_Response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_ErrorFeedback,time_Faster,time_Finish,time_Fixation,time_ISI,time_Instruction1,time_Instruction2,time_Instruction3,time_Keyboard_Response,time_Logger,time_Sequence,time_Stimulus,time_experiment,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
90.54054054,90.54054054,611.7162162,611.7162162,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,73,73,0,73,73,0,0,0,73,73,73,73,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,73,73,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,944,NA,91740,NA,NA,944,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,NA,NA,234535,NA,NA,249806,248545,5866,NA,NA,249933,250883,249780,249933,5833,Flanker Test,67,45267,74,yes,1024
90.66666667,90.66666667,618.36,618.36,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,74,74,0,74,74,0,0,0,74,74,74,74,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,74,74,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,1110,NA,91740,NA,NA,1110,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,NA,NA,234535,NA,NA,252172,250915,5866,NA,NA,252299,253415,252145,252299,5833,Flanker Test,68,46377,75,yes,1024
90.78947368,90.78947368,617.6315789,617.6315789,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,75,75,0,75,75,0,0,0,75,75,75,75,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,75,75,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,563,NA,91740,NA,NA,563,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,NA,NA,234535,NA,NA,254706,253447,5866,NA,NA,254833,255402,254679,254833,5833,Flanker Test,69,46940,76,yes,1024
90.90909091,90.90909091,616.3246753,616.3246753,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,76,76,0,76,76,0,0,0,76,76,76,76,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,76,76,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,517,NA,91740,NA,NA,517,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,NA,NA,234535,NA,NA,256692,255433,5866,NA,NA,256819,257342,256665,256819,5833,Flanker Test,70,47457,77,yes,1024
91.02564103,91.02564103,615.4487179,615.4487179,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,77,77,0,77,77,0,0,0,77,77,77,77,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,77,77,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,548,NA,91740,NA,NA,548,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,NA,NA,234535,NA,NA,258634,257374,5866,NA,NA,258761,259315,258607,258760,5833,Flanker Test,71,48005,78,yes,1024
91.13924051,91.13924051,616.0126582,616.0126582,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,78,78,0,78,78,0,0,0,78,78,78,78,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,78,78,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,660,NA,91740,NA,NA,660,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,NA,NA,234535,NA,NA,260605,259347,5866,NA,NA,260731,261397,260578,260731,5833,Flanker Test,72,48665,79,yes,1024
91.25,91.25,615.2125,615.2125,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,79,79,0,79,79,0,0,0,79,79,79,79,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,79,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,552,NA,91740,NA,NA,552,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,NA,NA,234535,NA,NA,262687,261428,5866,NA,NA,262813,263371,262660,262813,5833,Flanker Test,73,49217,80,yes,1024
91.35802469,91.35802469,618.1358025,618.1358025,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,80,80,0,80,80,0,0,0,80,80,80,80,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,0,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,h,NA,s,852,NA,91740,11392,NA,852,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,275876,NA,234535,NA,NA,276118,263402,5866,264478,NA,276245,277104,276091,276245,5833,Flanker Test,74,50069,81,yes,1024
91.46341463,91.46341463,616.6219512,616.6219512,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,81,81,0,81,81,0,0,0,81,81,81,81,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,1,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,h,NA,h,494,NA,91740,11392,NA,494,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,275876,NA,234535,277135,NA,278921,277661,5866,264478,NA,279047,279547,278895,279047,5833,Flanker Test,75,50563,82,yes,1024
91.56626506,91.56626506,615.4457831,615.4457831,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,82,82,0,82,82,0,0,0,82,82,82,82,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,2,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,h,NA,s,519,NA,91740,11392,NA,519,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,275876,NA,234535,277135,NA,280840,279579,5866,264478,NA,280967,281492,280813,280966,5833,Flanker Test,76,51082,83,yes,1024
91.66666667,91.66666667,613.3928571,613.3928571,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,83,83,0,83,83,0,0,0,83,83,83,83,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,3,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,h,NA,s,443,NA,91740,11392,NA,443,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,97625,275876,NA,234535,277135,NA,282782,281525,5866,264478,NA,282909,283358,282755,282908,5833,Flanker Test,77,51525,84,yes,1024
91.76470588,91.76470588,612.1058824,612.1058824,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,84,84,0,84,84,0,0,0,84,84,84,84,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,4,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,h,NA,h,504,NA,91740,11392,NA,504,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,275876,NA,234535,277135,NA,284647,283390,5866,264478,NA,284774,285284,284620,284774,5833,Flanker Test,78,52029,85,yes,1024
91.86046512,91.86046512,611.5813953,611.5813953,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,85,85,0,85,85,0,0,0,85,85,85,85,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,5,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,h,NA,s,567,NA,91740,11392,NA,567,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,275876,NA,234535,277135,NA,286576,285315,5866,264478,NA,286703,287276,286550,286702,5833,Flanker Test,79,52596,86,yes,1024
91.95402299,91.95402299,611.0574713,611.0574713,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,86,86,0,86,86,0,0,0,86,86,86,86,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,6,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,h,NA,s,566,NA,91740,11392,NA,566,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,97625,275876,NA,234535,277135,NA,288563,287307,5866,264478,NA,288691,289263,288537,288691,5833,Flanker Test,80,53162,87,yes,1024
92.04545455,92.04545455,609.8068182,609.8068182,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,87,87,0,87,87,0,0,0,87,87,87,87,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,7,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,h,NA,h,501,NA,91740,11392,NA,501,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,275876,NA,234535,277135,NA,290554,289294,5866,264478,NA,290680,291187,290528,290680,5833,Flanker Test,81,53663,88,yes,1024
92.13483146,92.13483146,608.1573034,608.1573034,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,88,88,0,88,88,0,0,0,88,88,88,88,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,8,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,h,NA,h,463,NA,91740,11392,NA,463,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,275876,NA,234535,277135,NA,292481,291220,5866,264478,NA,292608,293077,292454,292608,5833,Flanker Test,82,54126,89,yes,1024
92.22222222,92.22222222,606.8222222,606.8222222,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,89,89,0,89,89,0,0,0,89,89,89,89,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,9,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,h,NA,s,488,NA,91740,11392,NA,488,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,275876,NA,234535,277135,NA,294369,293108,5866,264478,NA,294496,294990,294343,294496,5833,Flanker Test,83,54614,90,yes,1024
92.30769231,92.30769231,604.989011,604.989011,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,90,90,0,90,90,0,0,0,90,90,90,90,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,10,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,h,NA,h,440,NA,91740,11392,NA,440,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,275876,NA,234535,277135,NA,296282,295020,5866,264478,NA,296408,296854,296254,296408,5833,Flanker Test,84,55054,91,yes,1024
92.39130435,92.39130435,603.2065217,603.2065217,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,91,91,0,91,91,0,0,0,91,91,91,91,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,11,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,h,NA,h,441,NA,91740,11392,NA,441,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,275876,NA,234535,277135,NA,298143,296886,5866,264478,NA,298271,298718,298117,298270,5833,Flanker Test,85,55495,92,yes,1024
92.47311828,92.47311828,602.8387097,602.8387097,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,92,92,0,92,92,0,0,0,92,92,92,92,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,12,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,h,NA,s,569,NA,91740,11392,NA,569,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,275876,NA,234535,277135,NA,300012,298750,5866,264478,NA,300139,300714,299986,300139,5833,Flanker Test,86,56064,93,yes,1024
92.55319149,92.55319149,600.6276596,600.6276596,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,93,93,0,93,93,0,0,0,93,93,93,93,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,13,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,h,NA,s,395,NA,91740,11392,NA,395,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,97625,275876,NA,234535,277135,NA,302008,300745,5866,264478,NA,302134,302535,301983,302134,5833,Flanker Test,87,56459,94,yes,1024
92.63157895,92.63157895,599.7684211,599.7684211,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,94,94,0,94,94,0,0,0,94,94,94,94,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,14,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,h,NA,s,519,NA,91740,11392,NA,519,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,275876,NA,234535,277135,NA,303825,302566,5866,264478,NA,303951,304476,303799,303951,5833,Flanker Test,88,56978,95,yes,1024
92.70833333,92.70833333,598.0208333,598.0208333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,95,95,0,95,95,0,0,0,95,95,95,95,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,15,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,h,NA,s,432,NA,91740,11392,NA,432,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,97625,275876,NA,234535,277135,NA,305765,304508,5866,264478,NA,305892,306330,305738,305891,5833,Flanker Test,89,57410,96,yes,1024
91.75257732,91.75257732,595.3608247,595.3608247,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,s,0,0,0,96,96,0,96,96,0,0,0,96,96,96,96,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,16,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,h,NA,h,340,NA,91740,11392,NA,340,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,275876,NA,234535,277135,NA,307624,306362,5866,264478,NA,307750,308096,307597,307750,5833,Flanker Test,89,57750,97,yes,1024
91.83673469,91.83673469,594.9081633,594.9081633,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,97,97,0,97,97,0,0,0,97,97,97,97,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,17,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,h,NA,s,551,NA,91740,11392,NA,551,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,275876,NA,308127,277135,NA,309916,308655,5866,264478,NA,310042,310599,309890,310042,5833,Flanker Test,90,58301,98,yes,1024
91.91919192,91.91919192,593.9292929,593.9292929,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,98,98,0,98,98,0,0,0,98,98,98,98,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,18,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,h,NA,h,498,NA,91740,11392,NA,498,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,275876,NA,308127,277135,NA,311888,310630,5866,264478,NA,312014,312518,311861,312014,5833,Flanker Test,91,58799,99,yes,1024
92,92,592.65,592.65,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,99,99,0,99,99,0,0,0,99,99,99,99,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,19,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,h,NA,h,466,NA,91740,11392,NA,466,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,275876,NA,308127,277135,NA,313806,312549,5866,264478,NA,313933,314405,313779,313932,5833,Flanker Test,92,59265,100,yes,1024
92.07920792,92.07920792,591,591,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,100,100,0,100,100,0,0,0,100,100,100,100,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,20,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,h,NA,h,426,NA,91740,11392,NA,426,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,275876,NA,308127,277135,NA,315699,314436,5866,264478,NA,315825,316257,315672,315825,5833,Flanker Test,93,59691,101,yes,1024
92.15686275,92.15686275,590.0490196,590.0490196,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,101,101,0,101,101,0,0,0,101,101,101,101,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,21,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,h,NA,s,494,NA,91740,11392,NA,494,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,275876,NA,308127,277135,NA,317547,316288,5866,264478,NA,317675,318175,317521,317674,5833,Flanker Test,94,60185,102,yes,1024
92.23300971,92.23300971,588.8543689,588.8543689,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,102,102,0,102,102,0,0,0,102,102,102,102,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,22,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,h,NA,h,467,NA,91740,11392,NA,467,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,275876,NA,308127,277135,NA,319467,318207,5866,264478,NA,319594,320068,319440,319594,5833,Flanker Test,95,60652,103,yes,1024
91.34615385,91.34615385,587.9423077,587.9423077,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,0,0,0,103,103,0,103,103,0,0,0,103,103,103,103,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,23,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,h,NA,s,494,NA,91740,11392,NA,494,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,275876,NA,308127,277135,NA,321358,320100,5866,264478,NA,321484,321985,321331,321484,5833,Flanker Test,95,61146,104,yes,1024
91.42857143,91.42857143,587.4666667,587.4666667,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,104,104,0,104,104,0,0,0,104,104,104,104,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,24,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,h,NA,s,538,NA,91740,11392,NA,538,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,275876,NA,322015,277135,NA,323800,322541,5866,264478,NA,323927,324472,323773,323926,5833,Flanker Test,96,61684,105,yes,1024
91.50943396,91.50943396,586.9056604,586.9056604,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,105,105,0,105,105,0,0,0,105,105,105,105,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,25,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,h,NA,s,528,NA,91740,11392,NA,528,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,97625,275876,NA,322015,277135,NA,325762,324503,5866,264478,NA,325889,326424,325735,325889,5833,Flanker Test,97,62212,106,yes,1024
91.58878505,91.58878505,585.6635514,585.6635514,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,106,106,0,106,106,0,0,0,106,106,106,106,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,26,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,h,NA,h,454,NA,91740,11392,NA,454,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,275876,NA,322015,277135,NA,327719,326456,5866,264478,NA,327846,328307,327692,327846,5833,Flanker Test,98,62666,107,yes,1024
91.66666667,91.66666667,584.4722222,584.4722222,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,107,107,0,107,107,0,0,0,107,107,107,107,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,27,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,h,NA,s,457,NA,91740,11392,NA,457,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,97625,275876,NA,322015,277135,NA,329603,328338,5866,264478,NA,329730,330194,329575,329729,5833,Flanker Test,99,63123,108,yes,1024
91.74311927,91.74311927,583.6330275,583.6330275,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,108,108,0,108,108,0,0,0,108,108,108,108,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,28,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,h,NA,h,493,NA,91740,11392,NA,493,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,275876,NA,322015,277135,NA,331486,330226,5866,264478,NA,331613,332113,331460,331613,5833,Flanker Test,100,63616,109,yes,1024
91.81818182,91.81818182,584.5090909,584.5090909,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,109,109,0,109,109,0,0,0,109,109,109,109,0,Sun Sep 29 16:38:08 2019,600,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,29,79,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,h,NA,h,680,NA,91740,11392,NA,680,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,275876,NA,322015,277135,NA,333403,332144,5866,264478,NA,333530,334217,333376,333530,5833,Flanker Test,101,64296,110,yes,1024
