acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instructions1,correct_keyboardresponse,correct_response,count_Block1,count_Block2,count_Finish,count_Fixation,count_ISI,count_Instructions1,count_Instructions2,count_Instructions3,count_Sequence,count_Stimulus,count_block3,count_errorFeedback,count_experiment,count_faster,count_getting_started,count_keyboardresponse,count_logger,count_welcome,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instructions1,response_Instructions2,response_Instructions3,response_keyboardresponse,response_time,response_time_Finish,response_time_Instructions1,response_time_Instructions2,response_time_Instructions3,response_time_keyboardresponse,response_time_welcome,response_welcome,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Finish,time_Fixation,time_ISI,time_Instructions1,time_Instructions2,time_Instructions3,time_Sequence,time_Stimulus,time_block3,time_errorFeedback,time_experiment,time_faster,time_getting_started,time_keyboardresponse,time_logger,time_welcome,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
90.90909091,90.90909091,887.7272727,887.7272727,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,10,10,0,0,0,10,10,0,10,0,10,NA,10,10,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,10,10,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,540,NA,26649,NA,NA,540,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,29194,NA,NA,51462,50372,2544,NA,NA,51460,51567,NA,35474,2541,NA,NA,51567,52108,NA,Lab 2.1 Test Flanker Task,10,9765,11,yes,1024
91.66666667,91.66666667,872.8333333,872.8333333,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,11,11,0,0,0,11,11,0,11,0,11,NA,11,11,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,11,11,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,709,NA,26649,NA,NA,709,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,29194,NA,NA,53254,52160,2544,NA,NA,53252,53358,NA,35474,2541,NA,NA,53358,54067,NA,Lab 2.1 Test Flanker Task,11,10474,12,yes,1024
92.30769231,92.30769231,858,858,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,12,12,0,0,0,12,12,0,12,0,12,NA,12,12,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,12,12,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,680,NA,26649,NA,NA,680,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,29194,NA,NA,55186,54094,2544,NA,NA,55183,55290,NA,35474,2541,NA,NA,55290,55971,NA,Lab 2.1 Test Flanker Task,12,11154,13,yes,1024
92.85714286,92.85714286,846.8571429,846.8571429,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,13,13,0,0,0,13,13,0,13,0,13,NA,13,13,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,13,13,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,702,NA,26649,NA,NA,702,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,29194,NA,NA,57076,55994,2544,NA,NA,57074,57182,NA,35474,2541,NA,NA,57182,57884,NA,Lab 2.1 Test Flanker Task,13,11856,14,yes,1024
93.33333333,93.33333333,854,854,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,14,14,0,0,0,14,14,0,14,0,14,NA,14,14,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,14,14,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,954,NA,26649,NA,NA,954,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,29194,NA,NA,59043,57942,2544,NA,NA,59041,59148,NA,35474,2541,NA,NA,59148,60103,NA,Lab 2.1 Test Flanker Task,14,12810,15,yes,1024
93.75,93.75,833.375,833.375,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,15,15,0,0,0,15,15,0,15,0,15,NA,15,15,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,15,15,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,524,NA,26649,NA,NA,524,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,29194,NA,NA,61230,60127,2544,NA,NA,61228,61335,NA,35474,2541,NA,NA,61335,61859,NA,Lab 2.1 Test Flanker Task,15,13334,16,yes,1024
94.11764706,94.11764706,832.1176471,832.1176471,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,16,16,0,0,0,16,16,0,16,0,16,NA,16,16,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,16,16,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,812,NA,26649,NA,NA,812,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,29194,NA,NA,62988,61905,2544,NA,NA,62985,63092,NA,35474,2541,NA,NA,63092,63905,NA,Lab 2.1 Test Flanker Task,16,14146,17,yes,1024
94.44444444,94.44444444,818.2777778,818.2777778,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,17,17,0,0,0,17,17,0,17,0,17,NA,17,17,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,17,17,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,583,NA,26649,NA,NA,583,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,29194,NA,NA,65033,63950,2544,NA,NA,65030,65138,NA,35474,2541,NA,NA,65138,65722,NA,Lab 2.1 Test Flanker Task,17,14729,18,yes,1024
94.73684211,94.73684211,813.1578947,813.1578947,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,18,18,0,0,0,18,18,0,18,0,18,NA,18,18,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,18,18,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,721,NA,26649,NA,NA,721,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,29194,NA,NA,66843,65739,2544,NA,NA,66841,66948,NA,35474,2541,NA,NA,66948,67669,NA,Lab 2.1 Test Flanker Task,18,15450,19,yes,1024
95,95,811.2,811.2,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,19,19,0,0,0,19,19,0,19,0,19,NA,19,19,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,19,19,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,774,NA,26649,NA,NA,774,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,29194,NA,NA,68825,67721,2544,NA,NA,68823,68930,NA,35474,2541,NA,NA,68930,69705,NA,Lab 2.1 Test Flanker Task,19,16224,20,yes,1024
95.23809524,95.23809524,806.2857143,806.2857143,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,20,20,0,0,0,20,20,0,20,0,20,NA,20,20,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,20,20,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,708,NA,26649,NA,NA,708,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,29194,NA,NA,70824,69750,2544,NA,NA,70821,70929,NA,35474,2541,NA,NA,70929,71637,NA,Lab 2.1 Test Flanker Task,20,16932,21,yes,1024
95.45454545,95.45454545,795.9090909,795.9090909,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,21,21,0,0,0,21,21,0,21,0,21,NA,21,21,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,21,21,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,578,NA,26649,NA,NA,578,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,29194,NA,NA,72768,71683,2544,NA,NA,72766,72873,NA,35474,2541,NA,NA,72874,73452,NA,Lab 2.1 Test Flanker Task,21,17510,22,yes,1024
95.65217391,95.65217391,784.1304348,784.1304348,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,22,22,0,0,0,22,22,0,22,0,22,NA,22,22,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,22,22,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,525,NA,26649,NA,NA,525,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,29194,NA,NA,74617,73508,2544,NA,NA,74615,74722,NA,35474,2541,NA,NA,74722,75248,NA,Lab 2.1 Test Flanker Task,22,18035,23,yes,1024
95.83333333,95.83333333,778.125,778.125,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,23,23,0,0,0,23,23,0,23,0,23,NA,23,23,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,23,23,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,640,NA,26649,NA,NA,640,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,29194,NA,NA,76366,75272,2544,NA,NA,76364,76471,NA,35474,2541,NA,NA,76472,77113,NA,Lab 2.1 Test Flanker Task,23,18675,24,yes,1024
96,96,771.08,771.08,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,24,24,0,0,0,24,24,0,24,0,24,NA,24,24,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,24,24,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,602,NA,26649,NA,NA,602,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,29194,NA,NA,78254,77166,2544,NA,NA,78251,78358,NA,35474,2541,NA,NA,78359,78961,NA,Lab 2.1 Test Flanker Task,24,19277,25,yes,1024
96.15384615,96.15384615,765.8846154,765.8846154,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,25,25,0,0,0,25,25,0,25,0,25,NA,25,25,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,25,25,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,636,NA,26649,NA,NA,636,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,29194,NA,NA,80102,79006,2544,NA,NA,80100,80206,NA,35474,2541,NA,NA,80206,80843,NA,Lab 2.1 Test Flanker Task,25,19913,26,yes,1024
96.2962963,96.2962963,760.5925926,760.5925926,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,26,26,0,0,0,26,26,0,26,0,26,NA,26,26,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,26,26,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,623,NA,26649,NA,NA,623,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,29194,NA,NA,81980,80899,2544,NA,NA,81978,82085,NA,35474,2541,NA,NA,82085,82709,NA,Lab 2.1 Test Flanker Task,26,20536,27,yes,1024
96.42857143,96.42857143,752.5714286,752.5714286,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,27,27,0,0,0,27,27,0,27,0,27,NA,27,27,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,27,27,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,536,NA,26649,NA,NA,536,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,29194,NA,NA,83854,82762,2544,NA,NA,83852,83958,NA,35474,2541,NA,NA,83958,84495,NA,Lab 2.1 Test Flanker Task,27,21072,28,yes,1024
