acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instructions1,correct_keyboardresponse,correct_response,count_Block1,count_Block2,count_Finish,count_Fixation,count_ISI,count_Instructions1,count_Instructions2,count_Instructions3,count_Sequence,count_Stimulus,count_block3,count_errorFeedback,count_experiment,count_faster,count_getting_started,count_keyboardresponse,count_logger,count_welcome,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instructions1,response_Instructions2,response_Instructions3,response_keyboardresponse,response_time,response_time_Finish,response_time_Instructions1,response_time_Instructions2,response_time_Instructions3,response_time_keyboardresponse,response_time_welcome,response_welcome,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Finish,time_Fixation,time_ISI,time_Instructions1,time_Instructions2,time_Instructions3,time_Sequence,time_Stimulus,time_block3,time_errorFeedback,time_experiment,time_faster,time_getting_started,time_keyboardresponse,time_logger,time_welcome,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
96.61016949,96.61016949,723.2372881,723.2372881,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,58,58,0,0,0,58,58,0,58,0,58,NA,58,58,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,58,58,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,735,NA,26649,NA,NA,735,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,29194,NA,NA,144484,143387,2544,NA,NA,144482,144589,NA,90255,2541,NA,NA,144589,145324,NA,Lab 2.1 Test Flanker Task,57,42671,59,yes,1024
96.66666667,96.66666667,718.4666667,718.4666667,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,59,59,0,0,0,59,59,0,59,0,59,NA,59,59,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,59,59,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,437,NA,26649,NA,NA,437,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,29194,NA,NA,146467,145376,2544,NA,NA,146465,146572,NA,90255,2541,NA,NA,146572,147010,NA,Lab 2.1 Test Flanker Task,58,43108,60,yes,1024
96.72131148,96.72131148,716.7213115,716.7213115,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,60,60,0,0,0,60,60,0,60,0,60,NA,60,60,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,60,60,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,612,NA,26649,NA,NA,612,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,29194,NA,NA,148178,147069,2544,NA,NA,148176,148282,NA,90255,2541,NA,NA,148282,148895,NA,Lab 2.1 Test Flanker Task,59,43720,61,yes,1024
96.77419355,96.77419355,715.1612903,715.1612903,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,61,61,0,0,0,61,61,0,61,0,61,NA,61,61,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,61,61,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,620,NA,26649,NA,NA,620,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,29194,NA,NA,150044,148957,2544,NA,NA,150042,150146,NA,90255,2541,NA,NA,150146,150766,NA,Lab 2.1 Test Flanker Task,60,44340,62,yes,1024
96.82539683,96.82539683,713.984127,713.984127,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,62,62,0,0,0,62,62,0,62,0,62,NA,62,62,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,62,62,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,641,NA,26649,NA,NA,641,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,29194,NA,NA,151879,150790,2544,NA,NA,151877,151983,NA,90255,2541,NA,NA,151983,152625,NA,Lab 2.1 Test Flanker Task,61,44981,63,yes,1024
96.875,96.875,712.984375,712.984375,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,63,63,0,0,0,63,63,0,63,0,63,NA,63,63,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,63,63,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,650,NA,26649,NA,NA,650,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,29194,NA,NA,153786,152693,2544,NA,NA,153784,153891,NA,90255,2541,NA,NA,153891,154542,NA,Lab 2.1 Test Flanker Task,62,45631,64,yes,1024
96.92307692,96.92307692,711.4769231,711.4769231,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,64,64,0,0,0,64,64,0,64,0,64,NA,64,64,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,64,64,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,615,NA,26649,NA,NA,615,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,29194,NA,NA,155653,154567,2544,NA,NA,155651,155757,NA,90255,2541,NA,NA,155757,156372,NA,Lab 2.1 Test Flanker Task,63,46246,65,yes,1024
96.96969697,96.96969697,708.5606061,708.5606061,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,65,65,0,0,0,65,65,0,65,0,65,NA,65,65,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,65,65,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,519,NA,26649,NA,NA,519,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,29194,NA,NA,157515,156423,2544,NA,NA,157513,157620,NA,90255,2541,NA,NA,157620,158140,NA,Lab 2.1 Test Flanker Task,64,46765,66,yes,1024
97.01492537,97.01492537,707.3432836,707.3432836,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,66,66,0,0,0,66,66,0,66,0,66,NA,66,66,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,66,66,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,627,NA,26649,NA,NA,627,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,29194,NA,NA,159282,158189,2544,NA,NA,159279,159387,NA,90255,2541,NA,NA,159388,160016,NA,Lab 2.1 Test Flanker Task,65,47392,67,yes,1024
97.05882353,97.05882353,705.1029412,705.1029412,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,67,67,0,0,0,67,67,0,67,0,67,NA,67,67,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,67,67,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,555,NA,26649,NA,NA,555,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,29194,NA,NA,161166,160067,2544,NA,NA,161164,161270,NA,90255,2541,NA,NA,161271,161827,NA,Lab 2.1 Test Flanker Task,66,47947,68,yes,1024
97.10144928,97.10144928,703.1014493,703.1014493,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,68,68,0,0,0,68,68,0,68,0,68,NA,68,68,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,68,68,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,567,NA,26649,NA,NA,567,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,29194,NA,NA,162970,161877,2544,NA,NA,162968,163075,NA,90255,2541,NA,NA,163075,163643,NA,Lab 2.1 Test Flanker Task,67,48514,69,yes,1024
97.14285714,97.14285714,700.6142857,700.6142857,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,69,69,0,0,0,69,69,0,69,0,69,NA,69,69,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,69,69,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,529,NA,26649,NA,NA,529,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,29194,NA,NA,164792,163705,2544,NA,NA,164790,164896,NA,90255,2541,NA,NA,164896,165426,NA,Lab 2.1 Test Flanker Task,68,49043,70,yes,1024
97.18309859,97.18309859,698.0985915,698.0985915,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,70,70,0,0,0,70,70,0,70,0,70,NA,70,70,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,70,70,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,522,NA,26649,NA,NA,522,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,29194,NA,NA,166570,165478,2544,NA,NA,166568,166675,NA,90255,2541,NA,NA,166676,167199,NA,Lab 2.1 Test Flanker Task,69,49565,71,yes,1024
97.22222222,97.22222222,693.8194444,693.8194444,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,71,71,0,0,0,71,71,0,71,0,71,NA,71,71,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,71,71,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,390,NA,26649,NA,NA,390,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,29194,NA,NA,168366,167265,2544,NA,NA,168364,168470,NA,90255,2541,NA,NA,168470,168861,NA,Lab 2.1 Test Flanker Task,70,49955,72,yes,1024
97.26027397,97.26027397,690.8493151,690.8493151,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,72,72,0,0,0,72,72,0,72,0,72,NA,72,72,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,72,72,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,477,NA,26649,NA,NA,477,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,29194,NA,NA,170011,168914,2544,NA,NA,170009,170117,NA,90255,2541,NA,NA,170117,170595,NA,Lab 2.1 Test Flanker Task,71,50432,73,yes,1024
95.94594595,95.94594595,688.2027027,688.2027027,#000000,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,0,0,0,73,73,0,0,0,73,73,0,73,0,73,NA,73,73,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,73,73,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,495,NA,26649,NA,NA,495,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,29194,NA,NA,171724,170621,2544,NA,NA,171721,171828,NA,90255,2541,NA,NA,171828,172324,NA,Lab 2.1 Test Flanker Task,71,50927,74,yes,1024
96,96,687.64,687.64,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,74,74,0,0,0,74,74,0,74,0,74,NA,74,74,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,74,74,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,646,NA,26649,NA,NA,646,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,29194,NA,NA,173977,172884,2544,NA,NA,173974,174081,NA,172378,2541,NA,NA,174081,174728,NA,Lab 2.1 Test Flanker Task,72,51573,75,yes,1024
96.05263158,96.05263158,684.0526316,684.0526316,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,75,75,0,0,0,75,75,0,75,0,75,NA,75,75,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,75,75,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,415,NA,26649,NA,NA,415,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,29194,NA,NA,175843,174755,2544,NA,NA,175840,175946,NA,172378,2541,NA,NA,175947,176363,NA,Lab 2.1 Test Flanker Task,73,51988,76,yes,1024
94.80519481,94.80519481,681.1558442,681.1558442,#000000,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,0,0,0,76,76,0,0,0,76,76,0,76,0,76,NA,76,76,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,76,76,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,461,NA,26649,NA,NA,461,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,29194,NA,NA,177517,176424,2544,NA,NA,177514,177619,NA,172378,2541,NA,NA,177619,178081,NA,Lab 2.1 Test Flanker Task,73,52449,77,yes,1024
94.87179487,94.87179487,679.2820513,679.2820513,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,77,77,0,0,0,77,77,0,77,0,77,NA,77,77,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,77,77,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,535,NA,26649,NA,NA,535,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,29194,NA,NA,179761,178664,2544,NA,NA,179759,179866,NA,178159,2541,NA,NA,179866,180402,NA,Lab 2.1 Test Flanker Task,74,52984,78,yes,1024
94.93670886,94.93670886,678.1392405,678.1392405,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,78,78,0,0,0,78,78,0,78,0,78,NA,78,78,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,78,78,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,589,NA,26649,NA,NA,589,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,29194,NA,NA,181545,180459,2544,NA,NA,181543,181650,NA,178159,2541,NA,NA,181650,182240,NA,Lab 2.1 Test Flanker Task,75,53573,79,yes,1024
95,95,679.675,679.675,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,79,79,0,0,0,79,79,0,79,0,79,NA,79,79,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,79,79,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,801,NA,26649,NA,NA,801,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,29194,NA,NA,183391,182292,2544,NA,NA,183389,183494,NA,178159,2541,NA,NA,183494,184296,NA,Lab 2.1 Test Flanker Task,76,54374,80,yes,1024
95.0617284,95.0617284,679.3209877,679.3209877,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,80,80,0,0,0,80,80,0,80,0,80,NA,80,80,NA,9/25/2021 19:37,600,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,0,79,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,s,NA,h,651,NA,26649,10923,NA,651,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,29194,196296,NA,196367,184344,2544,185372,NA,196365,196471,NA,178159,2541,NA,NA,196472,197124,NA,Lab 2.1 Test Flanker Task,77,55025,81,yes,1024
95.12195122,95.12195122,676.9756098,676.9756098,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,81,81,0,0,0,81,81,0,81,0,81,NA,81,81,NA,9/25/2021 19:37,600,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,1,79,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,s,NA,h,487,NA,26649,10923,NA,487,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,29194,196296,NA,198776,197663,2544,185372,NA,198774,198881,NA,178159,2541,197158,NA,198881,199369,NA,Lab 2.1 Test Flanker Task,78,55512,82,yes,1024
95.18072289,95.18072289,674.4939759,674.4939759,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,82,82,0,0,0,82,82,0,82,0,82,NA,82,82,NA,9/25/2021 19:37,600,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,2,79,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,s,NA,s,471,NA,26649,10923,NA,471,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,29194,196296,NA,200537,199447,2544,185372,NA,200534,200642,NA,178159,2541,197158,NA,200642,201114,NA,Lab 2.1 Test Flanker Task,79,55983,83,yes,1024
95.23809524,95.23809524,672.3452381,672.3452381,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,83,83,0,0,0,83,83,0,83,0,83,NA,83,83,NA,9/25/2021 19:37,600,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,3,79,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,s,NA,s,494,NA,26649,10923,NA,494,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,29194,196296,NA,202263,201166,2544,185372,NA,202261,202368,NA,178159,2541,197158,NA,202369,202864,NA,Lab 2.1 Test Flanker Task,80,56477,84,yes,1024
95.29411765,95.29411765,670.0823529,670.0823529,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,84,84,0,0,0,84,84,0,84,0,84,NA,84,84,NA,9/25/2021 19:37,600,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,4,79,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,s,NA,h,480,NA,26649,10923,NA,480,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,29194,196296,NA,203986,202901,2544,185372,NA,203984,204091,NA,178159,2541,197158,NA,204091,204571,NA,Lab 2.1 Test Flanker Task,81,56957,85,yes,1024
95.34883721,95.34883721,667.4883721,667.4883721,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,85,85,0,0,0,85,85,0,85,0,85,NA,85,85,NA,9/25/2021 19:37,600,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,5,79,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,s,NA,s,447,NA,26649,10923,NA,447,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,29194,196296,NA,205715,204623,2544,185372,NA,205712,205819,NA,178159,2541,197158,NA,205819,206267,NA,Lab 2.1 Test Flanker Task,82,57404,86,yes,1024
95.40229885,95.40229885,665.4712644,665.4712644,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,86,86,0,0,0,86,86,0,86,0,86,NA,86,86,NA,9/25/2021 19:37,600,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,6,79,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,s,NA,s,492,NA,26649,10923,NA,492,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,29194,196296,NA,207391,206290,2544,185372,NA,207389,207496,NA,178159,2541,197158,NA,207496,207989,NA,Lab 2.1 Test Flanker Task,83,57896,87,yes,1024
95.45454545,95.45454545,662.4886364,662.4886364,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,87,87,0,0,0,87,87,0,87,0,87,NA,87,87,NA,9/25/2021 19:37,600,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,7,79,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,s,NA,h,403,NA,26649,10923,NA,403,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,29194,196296,NA,209132,208033,2544,185372,NA,209130,209237,NA,178159,2541,197158,NA,209237,209641,NA,Lab 2.1 Test Flanker Task,84,58299,88,yes,1024
