condition,deadline,Stimulus,acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_Instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_Finish,count_Fixation,count_ISI,count_Instructions1,count_Instructions2,count_Instructions3,count_Sequence,count_Stimulus,count_errorFeedback,count_experiment,count_faster,count_keyboard_response,count_logger,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instructions1,response_Instructions2,response_Instructions3,response_keyboard_response,response_time,response_time_Finish,response_time_Instructions1,response_time_Instructions2,response_time_Instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_Finish,time_Fixation,time_ISI,time_Instructions1,time_Instructions2,time_Instructions3,time_Sequence,time_Stimulus,time_errorFeedback,time_experiment,time_faster,time_keyboard_response,time_logger,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
Incongruent,1500,SSHSS,100,100,532.1818182,532.1818182,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,10,10,0,0,0,10,10,10,0,10,10,10,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,10,10,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,585,NA,33139,NA,NA,585,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,54890,53825,4652,NA,NA,54888,54992,NA,4613,NA,54993,55579,Flanker Task,11,5854,11,yes,1024
Incongruent,1500,SSHSS,100,100,534.75,534.75,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,11,11,0,0,0,11,11,11,0,11,11,11,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,11,11,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,563,NA,33139,NA,NA,563,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,56649,55584,4652,NA,NA,56646,56751,NA,4613,NA,56751,57314,Flanker Task,12,6417,12,yes,1024
Congruent,1500,HHHHH,92.30769231,92.30769231,533.6153846,533.6153846,black,legacy,legacy,legacy,0,uniform,0,undefined,0,h,0,0,0,0,12,12,0,0,0,12,12,12,0,12,12,12,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,12,12,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,520,NA,33139,NA,NA,520,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,58384,57319,4652,NA,NA,58381,58486,NA,4613,NA,58486,59007,Flanker Task,12,6937,13,yes,1024
Congruent,1500,HHHHH,92.85714286,92.85714286,532.7857143,532.7857143,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,13,13,0,0,0,13,13,13,0,13,13,13,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,13,13,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,522,NA,33139,NA,NA,522,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,60578,59515,4652,NA,NA,60575,60681,59011,4613,NA,60682,61204,Flanker Task,13,7459,14,yes,1024
Congruent,1500,HHHHH,93.33333333,93.33333333,535.5333333,535.5333333,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,14,14,0,0,0,14,14,14,0,14,14,14,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,14,14,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,574,NA,33139,NA,NA,574,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,62273,61209,4652,NA,NA,62269,62375,59011,4613,NA,62375,62949,Flanker Task,14,8033,15,yes,1024
Congruent,1500,HHHHH,93.75,93.75,531,531,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,15,15,0,0,0,15,15,15,0,15,15,15,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,15,15,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,463,NA,33139,NA,NA,463,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,64018,62954,4652,NA,NA,64015,64120,59011,4613,NA,64120,64584,Flanker Task,15,8496,16,yes,1024
Congruent,1500,SSSSS,94.11764706,94.11764706,528.2941176,528.2941176,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,16,16,0,0,0,16,16,16,0,16,16,16,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,16,16,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,485,NA,33139,NA,NA,485,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,65652,64588,4652,NA,NA,65648,65754,59011,4613,NA,65754,66240,Flanker Task,16,8981,17,yes,1024
Congruent,1500,SSSSS,94.44444444,94.44444444,523.2222222,523.2222222,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,17,17,0,0,0,17,17,17,0,17,17,17,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,17,17,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,437,NA,33139,NA,NA,437,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,67309,66245,4652,NA,NA,67307,67411,59011,4613,NA,67412,67849,Flanker Task,17,9418,18,yes,1024
Incongruent,1500,SSHSS,94.73684211,94.73684211,536.8421053,536.8421053,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,18,18,0,0,0,18,18,18,0,18,18,18,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,18,18,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,782,NA,33139,NA,NA,782,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,68920,67854,4652,NA,NA,68917,69022,59011,4613,NA,69023,69806,Flanker Task,18,10200,19,yes,1024
Congruent,1500,SSSSS,95,95,548.35,548.35,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,19,19,0,0,0,19,19,19,0,19,19,19,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,19,19,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,767,NA,33139,NA,NA,767,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,70873,69810,4652,NA,NA,70870,70976,59011,4613,NA,70976,71744,Flanker Task,19,10967,20,yes,1024
Incongruent,1500,SSHSS,95.23809524,95.23809524,546,546,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,20,20,0,0,0,20,20,20,0,20,20,20,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,20,20,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,499,NA,33139,NA,NA,499,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,72814,71748,4652,NA,NA,72811,72916,59011,4613,NA,72916,73416,Flanker Task,20,11466,21,yes,1024
Incongruent,1500,SSHSS,95.45454545,95.45454545,552.2272727,552.2272727,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,21,21,0,0,0,21,21,21,0,21,21,21,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,21,21,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,683,NA,33139,NA,NA,683,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,74485,73421,4652,NA,NA,74482,74587,59011,4613,NA,74587,75271,Flanker Task,21,12149,22,yes,1024
Incongruent,1500,SSHSS,95.65217391,95.65217391,570.6956522,570.6956522,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,22,22,0,0,0,22,22,22,0,22,22,22,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,22,22,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,977,NA,33139,NA,NA,977,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,76339,75275,4652,NA,NA,76336,76441,59011,4613,NA,76441,77419,Flanker Task,22,13126,23,yes,1024
Incongruent,1500,SSHSS,95.83333333,95.83333333,567.6666667,567.6666667,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,23,23,0,0,0,23,23,23,0,23,23,23,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,23,23,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,498,NA,33139,NA,NA,498,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,78488,77423,4652,NA,NA,78485,78590,59011,4613,NA,78590,79089,Flanker Task,23,13624,24,yes,1024
Incongruent,1500,HHSHH,96,96,567.6,567.6,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,24,24,0,0,0,24,24,24,0,24,24,24,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,24,24,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,566,NA,33139,NA,NA,566,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,80158,79093,4652,NA,NA,80155,80261,59011,4613,NA,80261,80828,Flanker Task,24,14190,25,yes,1024
Incongruent,1500,HHSHH,96.15384615,96.15384615,565.2692308,565.2692308,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,25,25,0,0,0,25,25,25,0,25,25,25,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,25,25,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,507,NA,33139,NA,NA,507,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,81897,80832,4652,NA,NA,81894,81999,59011,4613,NA,82000,82508,Flanker Task,25,14697,26,yes,1024
Incongruent,1500,SSHSS,96.2962963,96.2962963,562.3703704,562.3703704,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,26,26,0,0,0,26,26,26,0,26,26,26,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,26,26,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,487,NA,33139,NA,NA,487,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,83577,82512,4652,NA,NA,83574,83680,59011,4613,NA,83680,84167,Flanker Task,26,15184,27,yes,1024
Incongruent,1500,HHSHH,96.42857143,96.42857143,560.5714286,560.5714286,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,27,27,0,0,0,27,27,27,0,27,27,27,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,27,27,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,512,NA,33139,NA,NA,512,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,85238,84172,4652,NA,NA,85234,85340,59011,4613,NA,85340,85852,Flanker Task,27,15696,28,yes,1024
Incongruent,1500,SSHSS,96.55172414,96.55172414,560.4137931,560.4137931,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,28,28,0,0,0,28,28,28,0,28,28,28,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,28,28,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,556,NA,33139,NA,NA,556,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,86923,85857,4652,NA,NA,86920,87025,59011,4613,NA,87025,87582,Flanker Task,28,16252,29,yes,1024
Congruent,1500,SSSSS,96.66666667,96.66666667,562.3333333,562.3333333,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,29,29,0,0,0,29,29,29,0,29,29,29,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,29,29,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,618,NA,33139,NA,NA,618,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,88651,87586,4652,NA,NA,88647,88754,59011,4613,NA,88754,89372,Flanker Task,29,16870,30,yes,1024
Congruent,1500,HHHHH,96.77419355,96.77419355,562.7419355,562.7419355,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,30,30,0,0,0,30,30,30,0,30,30,30,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,30,30,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,575,NA,33139,NA,NA,575,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,90442,89377,4652,NA,NA,90439,90545,59011,4613,NA,90545,91120,Flanker Task,30,17445,31,yes,1024
Congruent,1500,SSSSS,96.875,96.875,562.6875,562.6875,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,31,31,0,0,0,31,31,31,0,31,31,31,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,31,31,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,561,NA,33139,NA,NA,561,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,92190,91125,4652,NA,NA,92187,92292,59011,4613,NA,92292,92854,Flanker Task,31,18006,32,yes,1024
Congruent,1500,HHHHH,96.96969697,96.96969697,560.030303,560.030303,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,32,32,0,0,0,32,32,32,0,32,32,32,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,32,32,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,475,NA,33139,NA,NA,475,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,93924,92858,4652,NA,NA,93920,94027,59011,4613,NA,94027,94502,Flanker Task,32,18481,33,yes,1024
Incongruent,1500,HHSHH,97.05882353,97.05882353,557.9705882,557.9705882,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,33,33,0,0,0,33,33,33,0,33,33,33,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,33,33,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,490,NA,33139,NA,NA,490,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,95572,94507,4652,NA,NA,95569,95674,59011,4613,NA,95674,96165,Flanker Task,33,18971,34,yes,1024
Congruent,1500,HHHHH,97.14285714,97.14285714,562.7428571,562.7428571,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,34,34,0,0,0,34,34,34,0,34,34,34,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,34,34,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,725,NA,33139,NA,NA,725,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,97234,96170,4652,NA,NA,97231,97337,59011,4613,NA,97337,98062,Flanker Task,34,19696,35,yes,1024
Incongruent,1500,HHSHH,97.22222222,97.22222222,569.8055556,569.8055556,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,35,35,0,0,0,35,35,35,0,35,35,35,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,35,35,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,817,NA,33139,NA,NA,817,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,99133,98068,4652,NA,NA,99129,99235,59011,4613,NA,99236,100054,Flanker Task,35,20513,36,yes,1024
