"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_instructions1","correct_keyboard_response","correct_response","count_InterStimulusInterval","count_block1","count_block2","count_block3","count_errorFeedback","count_experiment","count_faster","count_finish","count_fixation","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_finish","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_time","response_time_finish","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_InterStimulusInterval","time_block1","time_block2","time_block3","time_errorFeedback","time_experiment","time_faster","time_finish","time_fixation","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"95.3846153846","95.3846153846","461.128205128","461.128205128","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","194","0","0","0","194","0","194","0","194","0","0","0","194","194","194","194","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","34","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","h","h","s","339","NA","100264","13577","8799","339","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","452332","101671","248375","383719","449704","1404","451832","NA","453359","1406","234798","374919","453459","453799","453358","453459","Flanker Task","186","89920","195","yes","1024"
"95.4081632653","95.4081632653","460.581632653","460.581632653","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","195","0","0","0","195","0","195","0","195","0","0","0","195","195","195","195","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","35","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","h","h","h","354","NA","100264","13577","8799","354","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","454301","101671","248375","383719","449704","1404","453801","NA","455328","1406","234798","374919","455428","455783","455327","455428","Flanker Task","187","90274","196","yes","1024"
"94.923857868","94.923857868","459.710659898","459.710659898","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","h","196","0","0","0","196","0","196","0","196","0","0","0","196","196","196","196","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","36","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","h","h","s","289","NA","100264","13577","8799","289","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","456285","101671","248375","383719","449704","1404","455785","NA","457313","1406","234798","374919","457413","457703","457312","457413","Flanker Task","187","90563","197","yes","1024"
"94.4444444444","94.4444444444","459.343434343","459.343434343","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","s","197","0","0","0","197","0","197","0","197","0","0","0","197","197","197","197","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","37","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","h","h","h","387","NA","100264","13577","8799","387","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","458204","101671","248375","383719","457704","1404","455785","NA","459231","1406","234798","374919","459331","459719","459230","459331","Flanker Task","187","90950","198","yes","1024"
"94.472361809","94.472361809","459.195979899","459.195979899","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","198","0","0","0","198","0","198","0","198","0","0","0","198","198","198","198","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","38","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","h","h","h","430","NA","100264","13577","8799","430","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","460721","101671","248375","383719","459721","1404","460221","NA","461748","1406","234798","374919","461848","462279","461747","461848","Flanker Task","188","91380","199","yes","1024"
"94.5","94.5","458.795","458.795","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","199","0","0","0","199","0","199","0","199","0","0","0","199","199","199","199","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","39","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","h","h","s","379","NA","100264","13577","8799","379","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","462780","101671","248375","383719","459721","1404","462280","NA","463807","1406","234798","374919","463907","464287","463806","463907","Flanker Task","189","91759","200","yes","1024"
"94.5273631841","94.5273631841","458.31840796","458.31840796","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","200","0","0","0","200","0","200","0","200","0","0","0","200","200","200","200","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","40","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","h","h","h","363","NA","100264","13577","8799","363","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","464788","101671","248375","383719","459721","1404","464288","NA","465815","1406","234798","374919","465915","466279","465814","465915","Flanker Task","190","92122","201","yes","1024"
"94.0594059406","94.0594059406","457.801980198","457.801980198","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","s","201","0","0","0","201","0","201","0","201","0","0","0","201","201","201","201","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","41","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","h","h","h","354","NA","100264","13577","8799","354","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","466781","101671","248375","383719","459721","1404","466281","NA","467808","1406","234798","374919","467908","468262","467807","467908","Flanker Task","190","92476","202","yes","1024"
"93.5960591133","93.5960591133","457.827586207","457.827586207","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","h","202","0","0","0","202","0","202","0","202","0","0","0","202","202","202","202","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","42","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","h","h","s","463","NA","100264","13577","8799","463","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","469264","101671","248375","383719","468264","1404","468764","NA","470291","1406","234798","374919","470391","470855","470290","470391","Flanker Task","190","92939","203","yes","1024"
"93.6274509804","93.6274509804","458.12254902","458.12254902","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","203","0","0","0","203","0","203","0","203","0","0","0","203","203","203","203","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","43","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","h","h","s","518","NA","100264","13577","8799","518","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","471857","101671","248375","383719","470857","1404","471357","NA","472884","1406","234798","374919","472984","473503","472883","472984","Flanker Task","191","93457","204","yes","1024"
"93.1707317073","93.1707317073","457.970731707","457.970731707","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","h","204","0","0","0","204","0","204","0","204","0","0","0","204","204","204","204","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","44","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","h","h","s","427","NA","100264","13577","8799","427","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","474004","101671","248375","383719","470857","1404","473504","NA","475031","1406","234798","374919","475131","475559","475030","475131","Flanker Task","191","93884","205","yes","1024"
"93.2038834951","93.2038834951","457.718446602","457.718446602","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","205","0","0","0","205","0","205","0","205","0","0","0","205","205","205","205","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","45","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","h","h","h","406","NA","100264","13577","8799","406","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","476561","101671","248375","383719","475561","1404","476061","NA","477588","1406","234798","374919","477688","478095","477587","477688","Flanker Task","192","94290","206","yes","1024"
"93.2367149758","93.2367149758","457.531400966","457.531400966","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","206","0","0","0","206","0","206","0","206","0","0","0","206","206","206","206","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","46","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","h","h","h","419","NA","100264","13577","8799","419","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","478596","101671","248375","383719","475561","1404","478096","NA","479623","1406","234798","374919","479723","480143","479622","479723","Flanker Task","193","94709","207","yes","1024"
"93.2692307692","93.2692307692","457.884615385","457.884615385","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","207","0","0","0","207","0","207","0","207","0","0","0","207","207","207","207","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","47","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","h","h","s","531","NA","100264","13577","8799","531","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","480644","101671","248375","383719","475561","1404","480144","NA","481671","1406","234798","374919","481771","482303","481670","481771","Flanker Task","194","95240","208","yes","1024"
"93.3014354067","93.3014354067","457.846889952","457.846889952","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","208","0","0","0","208","0","208","0","208","0","0","0","208","208","208","208","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","48","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","h","h","h","450","NA","100264","13577","8799","450","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","482805","101671","248375","383719","475561","1404","482304","NA","483832","1406","234798","374919","483932","484383","483831","483932","Flanker Task","195","95690","209","yes","1024"
"93.3333333333","93.3333333333","457.842857143","457.842857143","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","209","0","0","0","209","0","209","0","209","0","0","0","209","209","209","209","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","49","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","h","h","h","457","NA","100264","13577","8799","457","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","484885","101671","248375","383719","475561","1404","484385","NA","485912","1406","234798","374919","486012","486470","485911","486012","Flanker Task","196","96147","210","yes","1024"
"93.36492891","93.36492891","457.355450237","457.355450237","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","210","0","0","0","210","0","210","0","210","0","0","0","210","210","210","210","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","50","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","h","h","h","355","NA","100264","13577","8799","355","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","486972","101671","248375","383719","475561","1404","486472","NA","487999","1406","234798","374919","488099","488455","487998","488099","Flanker Task","197","96502","211","yes","1024"
"93.3962264151","93.3962264151","457.099056604","457.099056604","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","211","0","0","0","211","0","211","0","211","0","0","0","211","211","211","211","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","51","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","h","h","s","403","NA","100264","13577","8799","403","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","488956","101671","248375","383719","475561","1404","488456","NA","489983","1406","234798","374919","490083","490487","489982","490083","Flanker Task","198","96905","212","yes","1024"
"93.4272300469","93.4272300469","457.070422535","457.070422535","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","212","0","0","0","212","0","212","0","212","0","0","0","212","212","212","212","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","52","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","h","h","h","451","NA","100264","13577","8799","451","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","490988","101671","248375","383719","475561","1404","490488","NA","492015","1406","234798","374919","492115","492567","492014","492115","Flanker Task","199","97356","213","yes","1024"
"93.4579439252","93.4579439252","456.73364486","456.73364486","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","213","0","0","0","213","0","213","0","213","0","0","0","213","213","213","213","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","53","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","h","h","h","385","NA","100264","13577","8799","385","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","493069","101671","248375","383719","475561","1404","492569","NA","494096","1406","234798","374919","494196","494582","494095","494196","Flanker Task","200","97741","214","yes","1024"
"93.488372093","93.488372093","456.362790698","456.362790698","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","214","0","0","0","214","0","214","0","214","0","0","0","214","214","214","214","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","54","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","h","h","h","377","NA","100264","13577","8799","377","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","495084","101671","248375","383719","475561","1404","494584","NA","496113","1406","234798","374919","496213","496591","496112","496213","Flanker Task","201","98118","215","yes","1024"
"93.5185185185","93.5185185185","456.333333333","456.333333333","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","215","0","0","0","215","0","215","0","215","0","0","0","215","215","215","215","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","55","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","h","h","h","450","NA","100264","13577","8799","450","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","497093","101671","248375","383719","475561","1404","496593","NA","498120","1406","234798","374919","498220","498671","498119","498220","Flanker Task","202","98568","216","yes","1024"
"93.0875576037","93.0875576037","455.746543779","455.746543779","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","s","216","0","0","0","216","0","216","0","216","0","0","0","216","216","216","216","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","56","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","h","h","h","329","NA","100264","13577","8799","329","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","499173","101671","248375","383719","475561","1404","498673","NA","500201","1406","234798","374919","500301","500631","500200","500301","Flanker Task","202","98897","217","yes","1024"
"93.119266055","93.119266055","456.362385321","456.362385321","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","217","0","0","0","217","0","217","0","217","0","0","0","217","217","217","217","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","57","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","h","h","h","590","NA","100264","13577","8799","590","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","501633","101671","248375","383719","500633","1404","501133","NA","502660","1406","234798","374919","502760","503351","502659","502760","Flanker Task","203","99487","218","yes","1024"
"93.1506849315","93.1506849315","457.251141553","457.251141553","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","218","0","0","0","218","0","218","0","218","0","0","0","218","218","218","218","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","58","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","h","h","s","651","NA","100264","13577","8799","651","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","503852","101671","248375","383719","500633","1404","503352","NA","504879","1406","234798","374919","504979","505631","504878","504979","Flanker Task","204","100138","219","yes","1024"
"93.1818181818","93.1818181818","457.077272727","457.077272727","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","219","0","0","0","219","0","219","0","219","0","0","0","219","219","219","219","09/26/21 13:03:20","300","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","59","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","h","h","s","419","NA","100264","13577","8799","419","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","506132","101671","248375","383719","500633","1404","505632","NA","507159","1406","234798","374919","507259","507679","507158","507259","Flanker Task","205","100557","220","yes","1024"
