"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_Instructions2","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_Instructions2","response_instruction1","response_keyboard_response","response_thankYou","response_time","response_time_Instructions2","response_time_instruction1","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_Instructions2","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"72.7272727273","72.7272727273","437","437","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","right","10","0","10","10","0","0","10","10","0","10","10","10","0","10","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","4 1 5","Lentiform Loewenfeld","3.3.3","0","n","0","left","NA","right","left","NA","300","NA","2303","300","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","2","69300","NA","65885","67085","3332","NA","67089","42322","3343","71306","71608","68094","5648","71306","NA","Sternberg task","8","4807","11","yes","1024"
"75","75","431.25","431.25","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","11","0","11","11","0","0","11","11","0","11","11","11","0","11","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","4 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","NA","right","left","NA","368","NA","2303","368","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","4","75048","NA","65885","72835","3332","NA","72839","71639","3343","77054","77423","73844","5648","77054","NA","Sternberg task","9","5175","12","yes","1024"
"69.2307692308","69.2307692308","433.307692308","433.307692308","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","12","0","12","12","0","0","12","12","0","12","12","12","0","12","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","2 7 5","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","right","left","NA","458","4749","2303","458","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","8","85744","78497","77448","83528","3332","83248","83532","71639","3343","87748","88208","84537","5648","87747","NA","Sternberg task","9","5633","13","yes","1024"
"71.4285714286","71.4285714286","431.357142857","431.357142857","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","13","0","13","13","0","0","13","13","0","13","13","13","0","13","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","2 8 9 4 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","406","4749","2303","406","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","5","91650","78497","77448","89435","3332","83248","89439","88235","3343","93656","94064","90445","5648","93655","NA","Sternberg task","10","6039","14","yes","1024"
"73.3333333333","73.3333333333","425.333333333","425.333333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","14","0","14","14","0","0","14","14","0","14","14","14","0","14","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","3 9 7 6 4","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","341","4749","2303","341","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","7","97500","78497","94086","95284","3332","83248","95288","88235","3343","99505","99848","96293","5648","99505","NA","Sternberg task","11","6380","15","yes","1024"
"75","75","418.9375","418.9375","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","15","0","15","15","0","0","15","15","0","15","15","15","0","15","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","7 2 3","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","323","4749","2303","323","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","3","103285","78497","99872","101070","3332","83248","101074","88235","3343","105292","105616","102079","5648","105291","NA","Sternberg task","12","6703","16","yes","1024"
"76.4705882353","76.4705882353","417.705882353","417.705882353","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","16","0","16","16","0","0","16","16","0","16","16","16","0","16","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","4","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","4 7 6 8 2 3","Lentiform Loewenfeld","3.3.3","6","y","0","left","right","right","left","NA","398","4749","2303","398","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","3","109057","78497","105641","106841","3332","83248","106846","88235","3343","111064","111464","107851","5648","111063","NA","Sternberg task","13","7101","17","yes","1024"
"72.2222222222","72.2222222222","417.111111111","417.111111111","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","17","0","17","17","0","0","17","17","0","17","17","17","0","17","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","5","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","1 7 5 2 9","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","right","left","NA","407","4749","2303","407","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","3","114906","78497","111492","112691","3332","83248","112695","88235","3343","116911","117319","113700","5648","116911","NA","Sternberg task","13","7508","18","yes","1024"
"73.6842105263","73.6842105263","420.684210526","420.684210526","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","18","0","18","18","0","0","18","18","0","18","18","18","0","18","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","6","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","7","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","485","4749","2303","485","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","7","120764","78497","111492","118548","3332","83248","118552","117352","3343","122769","123256","119558","5648","122768","NA","Sternberg task","14","7993","19","yes","1024"
"70","70","427.15","427.15","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","19","0","19","19","0","0","19","19","0","19","19","19","0","19","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","7","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","4 9 7 8 5 3","Lentiform Loewenfeld","3.3.3","4","y","0","right","right","right","right","NA","550","4749","2303","550","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","8","126692","78497","123278","124479","3332","83248","124483","117352","3343","128697","129248","125487","5648","128697","NA","Sternberg task","14","8543","20","yes","1024"
"66.6666666667","66.6666666667","432.476190476","432.476190476","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","20","0","20","20","0","0","20","20","0","20","20","20","0","20","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","8","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","6 9 7 4 5 1","Lentiform Loewenfeld","3.3.3","2","y","0","right","right","right","right","NA","539","4749","2303","539","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","9","132686","78497","123278","130469","3332","83248","130474","129273","3343","134692","135232","131479","5648","134691","NA","Sternberg task","14","9082","21","yes","1024"
"63.6363636364","63.6363636364","442.681818182","442.681818182","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","21","0","21","21","0","0","21","21","0","21","21","21","0","21","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","9","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","9 7 4 5 8","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","right","left","NA","657","4749","2303","657","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","6","138679","78497","123278","136464","3332","83248","136468","135258","3343","140685","141344","137474","5648","140685","NA","Sternberg task","14","9739","22","yes","1024"
"60.8695652174","60.8695652174","443.826086957","443.826086957","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","22","0","22","22","0","0","22","22","0","22","22","22","0","22","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","1 4 9 2 5","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","right","left","NA","469","4749","2303","469","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","7","144780","78497","123278","142565","3332","83248","142569","141367","3343","146785","147256","143575","5648","146784","NA","Sternberg task","14","10208","23","yes","1024"
"58.3333333333","58.3333333333","442.541666667","442.541666667","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","23","0","23","23","0","0","23","23","0","23","23","23","0","23","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","2 8 6 3 1","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","right","left","NA","413","4749","2303","413","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","7","150699","78497","123278","148484","3332","83248","148488","147287","3343","152705","153120","149493","5648","152705","NA","Sternberg task","14","10621","24","yes","1024"
"56","56","439.56","439.56","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","24","0","24","24","0","0","24","24","0","24","24","24","0","24","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","12","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","9 5 3 8 4","Lentiform Loewenfeld","3.3.3","1","y","0","right","right","right","right","NA","368","4749","2303","368","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","9","156560","78497","123278","154344","3332","83248","154348","153146","3343","158567","158937","155354","5648","158567","NA","Sternberg task","14","10989","25","yes","1024"
"57.6923076923","57.6923076923","436.961538462","436.961538462","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","25","0","25","25","0","0","25","25","0","25","25","25","0","25","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","13","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","4 6 5 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","372","4749","2303","372","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","4","162415","78497","123278","160199","3332","83248","160203","159004","3343","164419","164792","161208","5648","164419","NA","Sternberg task","15","11361","26","yes","1024"
"59.2592592593","59.2592592593","435.037037037","435.037037037","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","26","0","26","26","0","0","26","26","0","26","26","26","0","26","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","14","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","8 9 5 7 1 6","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","right","left","NA","385","4749","2303","385","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","7","168230","78497","164817","166015","3332","83248","166019","159004","3343","170237","170624","167025","5648","170236","NA","Sternberg task","16","11746","27","yes","1024"
"60.7142857143","60.7142857143","436.107142857","436.107142857","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","27","0","27","27","0","0","27","27","0","27","27","27","0","27","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","15","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","2 5 1 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","465","4749","2303","465","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","6","174066","78497","170652","171850","3332","83248","171854","159004","3343","176070","176537","172859","5648","176070","NA","Sternberg task","17","12211","28","yes","1024"
"62.0689655172","62.0689655172","437.275862069","437.275862069","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","28","0","28","28","0","0","28","28","0","28","28","28","0","28","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","16","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","1 6 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","470","4749","2303","470","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","7","179978","78497","176562","177762","3332","83248","177766","159004","3343","181985","182457","178772","5648","181984","NA","Sternberg task","18","12681","29","yes","1024"
"60","60","433.666666667","433.666666667","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","29","0","29","29","0","0","29","29","0","29","29","29","0","29","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","17","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","1","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","right","left","NA","329","4749","2303","329","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","7","185896","78497","182481","183680","3332","83248","183684","159004","3343","187902","188233","184689","5648","187901","NA","Sternberg task","18","13010","30","yes","1024"
"61.2903225806","61.2903225806","435.419354839","435.419354839","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","30","0","30","30","0","0","30","30","0","30","30","30","0","30","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","18","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","8 5 7 3 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","488","4749","2303","488","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","9","191672","78497","182481","189457","3332","83248","189461","188257","3343","193678","194168","190466","5648","193677","NA","Sternberg task","19","13498","31","yes","1024"
"62.5","62.5","436.40625","436.40625","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","31","0","31","31","0","0","31","31","0","31","31","31","0","31","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","19","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","1 8 7","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","467","4749","2303","467","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","4","197604","78497","194191","195389","3332","83248","195393","188257","3343","199611","200080","196398","5648","199610","NA","Sternberg task","20","13965","32","yes","1024"
"63.6363636364","63.6363636364","435.787878788","435.787878788","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","32","0","32","32","0","0","32","32","0","32","32","32","0","32","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","6 7 9 3 1 2","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","416","4749","2303","416","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","6","203519","78497","200101","201304","3332","83248","201308","188257","3343","205526","205944","202313","5648","205525","NA","Sternberg task","21","14381","33","yes","1024"
"64.7058823529","64.7058823529","438.764705882","438.764705882","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","33","0","33","33","0","0","33","33","0","33","33","33","0","33","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","8 5 4 2 9 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","537","4749","2303","537","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","3","209386","78497","205971","207173","3332","83248","207177","188257","3343","211390","211929","208180","5648","211390","NA","Sternberg task","22","14918","34","yes","1024"
"62.8571428571","62.8571428571","438.771428571","438.771428571","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","34","0","34","34","0","0","34","34","0","34","34","34","0","34","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","22","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","8 1 6","Lentiform Loewenfeld","3.3.3","3","y","0","right","right","right","right","NA","439","4749","2303","439","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","6","215386","78497","211973","213170","3332","83248","213175","188257","3343","217391","217832","214180","5648","217391","NA","Sternberg task","22","15357","35","yes","1024"
"61.1111111111","61.1111111111","438.611111111","438.611111111","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","35","0","35","35","0","0","35","35","0","35","35","35","0","35","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","23","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","8 4 3 5","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","right","left","NA","433","4749","2303","433","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","6","221270","78497","211973","219056","3332","83248","219060","217858","3343","223277","223713","220065","5648","223276","NA","Sternberg task","22","15790","36","yes","1024"
