subject,condition,distance,error,RT,side
17,congruent,3,0,1422,left
17,congruent,3,0,1172,left
17,incongruent,1,0,1203,left
17,congruent,2,0,1172,left
17,incongruent,1,0,1219,left
17,congruent,4,0,1078,left
17,congruent,1,0,1141,left
17,incongruent,4,0,1469,left
17,incongruent,4,0,968,left
17,congruent,3,0,984,left
17,congruent,3,0,1046,left
17,incongruent,2,0,1187,left
17,incongruent,2,0,1578,left
17,incongruent,2,0,1109,left
17,congruent,2,0,1172,left
17,congruent,4,0,1188,left
17,congruent,1,0,1219,left
17,incongruent,3,0,1391,left
17,incongruent,1,0,1094,left
17,incongruent,1,0,1203,left
17,congruent,2,0,1093,left
17,congruent,3,0,1188,left
17,congruent,4,0,1328,left
17,incongruent,3,0,1954,left
17,incongruent,3,0,1219,left
17,incongruent,4,0,1219,left
17,congruent,1,0,938,left
18,incongruent,3,0,1250,left
18,incongruent,4,0,1406,left
18,incongruent,2,0,1297,left
18,congruent,3,0,1234,left
18,incongruent,3,0,1375,left
18,congruent,1,0,1047,left
18,congruent,4,0,985,left
18,congruent,1,0,1172,left
18,incongruent,2,0,1391,left
18,congruent,3,0,1031,left
18,congruent,4,0,1157,left
18,congruent,1,0,1359,left
18,incongruent,1,0,1266,left
18,congruent,2,0,1047,left
18,congruent,3,0,1109,left
18,congruent,4,0,1062,left
18,incongruent,4,0,1140,left
18,incongruent,2,0,1125,left
18,congruent,2,0,1203,left
18,incongruent,1,0,1172,left
18,incongruent,4,0,1344,left
18,congruent,2,0,1219,left
18,incongruent,1,0,1875,left
18,incongruent,3,0,1250,left
18,congruent,3,0,1000,left
18,congruent,1,0,1141,left
18,incongruent,3,0,1094,left
18,congruent,2,0,1031,left
18,incongruent,1,0,1187,left
18,incongruent,3,0,1282,left
18,congruent,1,0,1156,left
18,congruent,3,0,1219,left
18,incongruent,2,0,1281,left
18,congruent,4,0,1125,left
18,incongruent,4,0,937,left
18,congruent,4,0,1063,left
18,congruent,1,0,1031,left
18,incongruent,1,0,1500,left
18,incongruent,3,0,1250,left
18,incongruent,2,0,1219,left
18,incongruent,2,0,1343,left
18,congruent,2,0,1157,left
18,congruent,2,0,954,left
18,congruent,4,0,1063,left
18,congruent,3,0,1328,left
18,incongruent,1,0,1203,left
18,incongruent,4,0,1031,left
18,incongruent,4,0,1203,left
18,incongruent,3,0,1172,left
18,congruent,2,0,1437,left
18,congruent,4,0,1125,left
18,congruent,2,0,1282,left
18,incongruent,1,0,1110,left
18,congruent,3,0,1109,left
18,incongruent,2,0,1250,left
18,incongruent,4,0,1265,left
18,incongruent,1,0,1047,left
18,congruent,4,0,1156,left
18,congruent,2,0,984,left
18,incongruent,2,0,1516,left
18,congruent,4,0,1125,left
18,congruent,3,0,1391,left
18,incongruent,4,0,1453,left
18,incongruent,3,0,1203,left
18,congruent,1,0,1328,left
18,congruent,3,0,1000,left
18,incongruent,4,0,1015,left
18,incongruent,1,0,1047,left
18,incongruent,3,0,969,left
18,congruent,1,0,1031,left
18,incongruent,2,0,1203,left
18,congruent,1,0,1109,left
18,incongruent,4,0,1000,left
18,congruent,3,0,1406,left
18,incongruent,4,0,1109,left
18,congruent,1,0,1125,left
18,incongruent,2,0,1079,left
18,incongruent,1,0,1125,left
18,incongruent,1,0,1031,left
18,incongruent,3,0,1094,left
18,congruent,1,0,1156,left
18,incongruent,2,0,1391,left
18,incongruent,4,0,1063,left
18,congruent,2,0,1062,left
18,incongruent,2,0,1079,left
18,incongruent,3,0,1188,left
18,congruent,3,0,1094,left
18,incongruent,3,0,1265,left
18,congruent,4,0,1000,left
18,congruent,2,0,1016,left
18,congruent,3,0,1110,left
18,congruent,2,0,1078,left
18,congruent,4,0,1016,left
18,congruent,4,0,1187,left
18,incongruent,1,0,1250,left
18,congruent,1,0,1093,left
18,incongruent,3,0,1000,left
18,incongruent,1,0,1250,left
18,incongruent,1,0,953,left
18,congruent,2,0,1281,left
18,incongruent,2,0,1454,left
18,congruent,1,0,1219,left
18,congruent,3,0,1000,left
18,congruent,3,0,1203,left
18,congruent,1,0,1234,left
18,incongruent,3,0,1203,left
18,incongruent,4,0,1266,left
18,incongruent,2,0,1187,left
18,congruent,2,0,1218,left
18,congruent,2,0,1125,left
18,incongruent,3,0,1485,left
18,congruent,4,0,1422,left
18,incongruent,4,0,1297,left
18,incongruent,4,0,1359,left
18,congruent,4,0,1203,left
18,congruent,1,0,1094,left
18,congruent,3,0,1250,left
18,incongruent,1,0,1125,left
18,incongruent,2,0,1047,left
18,congruent,4,0,1172,left
18,incongruent,2,0,1344,left
18,incongruent,4,0,1047,left
18,incongruent,2,0,938,left
18,congruent,1,0,1547,left
18,incongruent,1,0,1094,left
18,incongruent,1,0,1031,left
18,incongruent,4,0,1078,left
18,congruent,4,0,1297,left
18,incongruent,3,0,1141,left
18,congruent,2,0,1031,left
18,incongruent,4,0,1171,left
18,congruent,4,0,1157,left
18,incongruent,3,0,1125,left
18,incongruent,2,0,1312,left
18,congruent,1,0,1141,left
18,congruent,2,0,875,left
18,congruent,2,0,1188,left
18,congruent,1,0,1203,left
18,incongruent,3,0,1578,left
18,congruent,4,0,1204,left
18,congruent,3,0,1266,left
18,congruent,3,0,1421,left
18,congruent,3,0,1079,left
18,incongruent,1,0,968,left
18,incongruent,1,0,1156,left
18,congruent,4,0,1078,left
18,congruent,4,0,1032,left
18,congruent,2,0,828,left
18,incongruent,4,0,938,left
18,incongruent,3,0,1063,left
18,incongruent,4,0,1141,left
18,incongruent,1,0,1203,left
18,incongruent,2,0,1141,left
18,incongruent,3,0,1000,left
18,incongruent,2,0,1407,left
18,congruent,3,0,1141,left
18,congruent,1,0,1188,left
18,incongruent,2,0,1703,left
18,congruent,2,0,1282,left
18,congruent,3,0,1032,left
18,congruent,1,0,1219,left
18,incongruent,3,0,1407,left
18,congruent,3,0,1406,left
18,incongruent,4,0,1297,left
18,congruent,2,0,1015,left
18,incongruent,1,0,1062,left
18,congruent,1,0,1156,left
18,congruent,4,0,1156,left
18,congruent,2,0,1063,left
18,congruent,2,0,1281,left
18,incongruent,1,0,1188,left
18,incongruent,4,0,1000,left
18,congruent,4,0,1000,left
18,congruent,3,0,1000,left
18,congruent,4,0,1282,left
18,incongruent,3,0,1047,left
18,incongruent,2,0,1172,left
18,congruent,1,0,1047,left
18,incongruent,2,0,1125,left
18,incongruent,2,0,1047,left
18,congruent,2,0,1125,left
18,incongruent,4,0,1203,left
18,incongruent,1,0,1235,left
18,incongruent,3,0,1172,left
18,congruent,4,0,1110,left
18,congruent,3,0,1297,left
18,incongruent,3,0,1125,left
18,congruent,3,0,828,left
18,incongruent,4,0,953,left
18,congruent,1,0,953,left
18,congruent,1,0,1047,left
18,incongruent,1,0,1078,left
19,congruent,3,0,3687,left
19,incongruent,2,0,2359,left
19,congruent,1,0,2093,left
19,incongruent,4,0,1999,left
19,congruent,2,0,1937,left
19,congruent,1,0,1656,left
19,incongruent,1,0,1640,left
19,congruent,2,0,2140,left
19,incongruent,2,0,2077,left
19,incongruent,3,0,1531,left
19,congruent,4,0,1827,left
19,incongruent,1,0,1812,left
19,congruent,4,0,1734,left
19,congruent,3,0,1656,left
19,incongruent,2,0,1702,left
19,congruent,3,0,1686,left
19,incongruent,3,0,1905,left
19,congruent,4,0,1843,left
19,congruent,1,0,1452,left
19,incongruent,4,0,1734,left
19,congruent,2,0,1671,left
19,incongruent,1,0,1983,left
19,incongruent,4,0,1906,left
19,incongruent,3,0,1999,left
19,congruent,4,0,1499,left
19,congruent,2,0,1624,left
19,incongruent,1,0,1265,left
19,congruent,1,0,1609,left
19,incongruent,1,0,1468,left
19,congruent,2,0,1515,left
19,incongruent,4,0,1749,left
19,incongruent,2,0,1703,left
19,congruent,3,0,1437,left
19,incongruent,1,0,1578,left
19,incongruent,2,0,1765,left
19,congruent,3,0,1749,left
19,congruent,1,0,1469,left
19,incongruent,3,0,1702,left
19,congruent,2,0,1796,left
19,incongruent,4,0,1765,left
19,congruent,1,0,1250,left
19,congruent,4,0,1452,left
19,incongruent,2,0,1483,left
19,congruent,3,0,1609,left
19,incongruent,3,0,1562,left
19,incongruent,3,0,1921,left
19,congruent,4,0,1547,left
19,incongruent,4,0,1296,left
19,incongruent,4,0,1749,left
19,incongruent,1,0,1437,left
19,congruent,1,0,1234,left
19,incongruent,3,0,1375,left
19,incongruent,2,0,1562,left
19,congruent,4,0,2468,left
19,incongruent,4,0,1437,left
19,congruent,4,0,1374,left
19,congruent,2,0,1312,left
19,congruent,1,0,1484,left
19,incongruent,2,0,1078,left
19,incongruent,1,0,1500,left
19,incongruent,4,0,1406,left
19,congruent,3,0,1265,left
19,congruent,2,0,1359,left
19,congruent,2,0,1531,left
19,incongruent,3,0,1281,left
19,incongruent,1,0,1984,left
19,congruent,4,0,1983,left
19,incongruent,2,0,1250,left
19,congruent,3,0,1421,left
19,congruent,1,0,2031,left
19,incongruent,3,0,3530,left
19,congruent,3,0,1562,left
19,congruent,4,0,1359,left
19,congruent,3,0,1531,left
19,incongruent,4,0,1374,left
19,congruent,1,0,1250,left
19,incongruent,4,0,1437,left
19,congruent,4,0,1297,left
19,congruent,2,0,1359,left
19,incongruent,1,0,1468,left
19,congruent,1,0,1312,left
19,incongruent,2,0,1281,left
19,incongruent,1,0,1265,left
19,congruent,1,0,1437,left
19,incongruent,4,0,2843,left
19,incongruent,2,0,1405,left
19,incongruent,3,0,1546,left
19,incongruent,1,0,1358,left
19,congruent,2,0,1344,left
19,incongruent,2,0,1187,left
19,congruent,2,0,1109,left
19,congruent,3,0,1593,left
19,incongruent,3,0,1671,left
19,congruent,3,0,1468,left
19,congruent,4,0,1515,left
19,incongruent,3,0,1624,left
19,incongruent,3,0,1250,left
19,incongruent,2,0,2108,left
19,congruent,2,0,1640,left
19,congruent,2,0,1968,left
19,congruent,1,0,1375,left
19,congruent,4,0,1359,left
19,incongruent,3,0,1640,left
19,congruent,3,0,1843,left
19,congruent,4,0,1515,left
19,congruent,1,0,1484,left
19,incongruent,1,0,1687,left
19,congruent,3,0,1687,left
19,incongruent,1,0,1499,left
19,incongruent,4,0,2078,left
19,incongruent,3,0,1718,left
19,congruent,1,0,1890,left
19,congruent,4,0,1859,left
19,incongruent,4,0,1531,left
19,incongruent,2,0,1562,left
19,incongruent,1,0,1656,left
19,incongruent,4,0,1796,left
19,incongruent,2,0,2000,left
19,congruent,3,0,1343,left
19,congruent,2,0,1578,left
19,incongruent,3,0,1499,left
19,congruent,2,0,1281,left
19,incongruent,1,0,1734,left
19,congruent,3,0,1812,left
19,congruent,1,0,1812,left
19,incongruent,2,0,1577,left
19,congruent,1,0,2265,left
19,congruent,4,0,1484,left
19,congruent,3,0,1406,left
19,incongruent,4,0,1687,left
19,congruent,4,0,1812,left
19,incongruent,3,0,1609,left
19,incongruent,3,0,1594,left
19,incongruent,2,0,1328,left
19,congruent,2,0,1406,left
19,incongruent,2,0,1812,left
19,incongruent,1,0,2015,left
19,congruent,3,0,1703,left
19,incongruent,1,0,1594,left
19,incongruent,4,0,1421,left
19,incongruent,4,0,1453,left
19,congruent,1,0,1624,left
19,congruent,4,0,1672,left
19,congruent,2,0,1734,left
19,congruent,3,0,1406,left
19,congruent,1,0,1328,left
19,incongruent,4,0,1530,left
19,congruent,3,0,1593,left
19,congruent,4,0,1469,left
19,incongruent,2,0,1515,left
19,incongruent,2,0,2140,left
19,incongruent,1,0,1516,left
19,incongruent,4,0,1531,left
19,incongruent,4,0,1390,left
19,incongruent,3,0,1281,left
19,congruent,1,0,1750,left
19,incongruent,1,0,1562,left
19,congruent,1,0,1594,left
19,incongruent,3,0,1921,left
19,incongruent,3,0,1484,left
19,congruent,4,0,1530,left
19,congruent,2,0,1874,left
19,incongruent,2,0,1406,left
19,incongruent,1,0,1578,left
19,congruent,2,0,1781,left
19,congruent,3,0,1734,left
19,congruent,2,0,1297,left
19,congruent,4,0,1531,left
19,congruent,2,0,1624,left
19,incongruent,1,0,1905,left
19,congruent,3,0,1780,left
19,incongruent,4,0,1562,left
19,congruent,1,0,1530,left
19,incongruent,3,0,1312,left
19,incongruent,2,0,1515,left
19,congruent,2,0,1359,left
19,incongruent,1,0,1609,left
19,congruent,3,0,1391,left
19,congruent,4,0,1453,left
19,congruent,1,0,2265,left
19,incongruent,3,0,1234,left
19,congruent,4,0,1531,left
19,congruent,4,0,1609,left
19,incongruent,2,0,1469,left
19,congruent,1,0,1875,left
19,congruent,2,0,1656,left
19,congruent,3,0,1468,left
19,incongruent,4,0,1687,left
19,incongruent,4,0,1640,left
19,incongruent,1,0,1718,left
19,incongruent,2,0,1828,left
19,incongruent,3,0,1484,left
20,congruent,3,0,2515,left
20,incongruent,4,0,1640,left
20,congruent,2,0,1390,left
20,congruent,4,0,1375,left
20,incongruent,3,0,1843,left
20,incongruent,1,0,1140,left
20,congruent,2,0,1468,left
20,incongruent,2,0,1703,left
20,incongruent,3,0,1656,left
20,congruent,3,0,1281,left
20,congruent,4,0,1109,left
20,congruent,1,0,1687,left
20,incongruent,4,0,1594,left
20,congruent,1,0,1141,left
20,incongruent,2,0,1312,left
20,incongruent,2,0,1390,left
20,incongruent,1,0,1141,left
20,incongruent,3,0,1218,left
20,congruent,4,0,1375,left
20,incongruent,1,0,1328,left
20,incongruent,4,0,1484,left
20,congruent,3,0,1062,left
20,congruent,2,0,1172,left
20,congruent,1,0,1219,left
20,incongruent,4,0,938,left
20,congruent,3,0,890,left
20,incongruent,3,0,2171,left
20,incongruent,2,0,1109,left
20,incongruent,3,0,1437,left
20,incongruent,1,0,1344,left
20,incongruent,2,0,1344,left
20,congruent,1,0,2250,left
20,congruent,4,0,1062,left
20,incongruent,4,0,969,left
20,incongruent,1,0,1031,left
20,incongruent,4,0,922,left
20,incongruent,1,0,1203,left
20,congruent,3,0,843,left
20,congruent,4,0,813,left
20,congruent,1,0,1359,left
20,congruent,4,0,781,left
20,incongruent,2,0,828,left
20,congruent,2,0,843,left
20,congruent,1,0,1328,left
20,incongruent,3,0,969,left
20,congruent,3,0,1391,left
20,congruent,2,0,1234,left
20,congruent,2,0,1062,left
20,congruent,4,0,750,left
20,congruent,2,0,765,left
20,congruent,3,0,719,left
20,congruent,4,0,672,left
20,incongruent,2,0,828,left
20,incongruent,2,0,968,left
20,incongruent,2,0,843,left
20,incongruent,1,0,1094,left
20,congruent,2,0,1125,left
20,incongruent,4,0,797,left
20,incongruent,4,0,1328,left
20,congruent,1,0,1047,left
20,congruent,1,0,984,left
20,incongruent,3,0,984,left
20,congruent,2,0,828,left
20,incongruent,1,0,953,left
20,incongruent,1,0,985,left
20,congruent,3,0,1265,left
20,congruent,3,0,985,left
20,incongruent,4,0,1281,left
20,congruent,1,0,718,left
20,incongruent,3,0,750,left
20,congruent,4,0,750,left
20,incongruent,3,0,781,left
20,incongruent,1,0,625,left
20,congruent,3,0,734,left
20,congruent,1,0,812,left
20,congruent,4,0,656,left
20,congruent,2,0,828,left
20,congruent,2,0,750,left
20,congruent,2,0,1078,left
20,incongruent,2,0,937,left
20,congruent,1,0,1203,left
20,congruent,1,0,1203,left
20,incongruent,1,0,1437,left
20,incongruent,4,0,1969,left
20,incongruent,3,0,782,left
20,congruent,3,0,1781,left
20,congruent,3,0,1296,left
20,incongruent,4,0,1390,left
20,incongruent,4,0,875,left
20,incongruent,2,0,1296,left
20,incongruent,1,0,1125,left
20,incongruent,2,0,1062,left
20,congruent,4,0,843,left
20,congruent,4,0,828,left
20,incongruent,3,0,750,left
20,incongruent,3,0,859,left
20,incongruent,4,1,921,left
20,congruent,3,0,797,left
20,congruent,2,0,812,left
20,incongruent,2,0,875,left
20,congruent,1,0,999,left
20,congruent,1,0,859,left
20,congruent,1,0,828,left
20,incongruent,1,0,937,left
20,congruent,3,0,1328,left
20,congruent,4,0,984,left
20,incongruent,1,0,781,left
20,incongruent,1,0,1063,left
20,congruent,2,0,843,left
20,incongruent,3,0,734,left
20,congruent,2,0,812,left
20,incongruent,4,0,828,left
20,congruent,3,0,828,left
20,congruent,4,0,828,left
20,congruent,4,0,828,left
20,incongruent,3,0,1234,left
20,incongruent,4,0,1063,left
20,incongruent,2,0,781,left
20,incongruent,3,0,781,left
20,incongruent,2,0,984,left
20,congruent,1,0,1218,left
20,incongruent,3,0,1031,left
20,congruent,4,0,1234,left
20,incongruent,3,0,1172,left
20,congruent,4,0,812,left
20,congruent,3,0,828,left
20,incongruent,1,0,797,left
20,congruent,2,0,765,left
20,congruent,4,0,937,left
20,congruent,2,0,859,left
20,incongruent,2,0,953,left
20,congruent,1,0,937,left
20,congruent,1,0,765,left
20,congruent,3,0,1203,left
20,incongruent,3,0,953,left
20,congruent,2,0,1234,left
20,incongruent,4,0,937,left
20,incongruent,1,0,874,left
20,congruent,3,0,797,left
20,incongruent,2,0,874,left
20,incongruent,4,0,984,left
20,incongruent,1,0,1062,left
20,incongruent,4,0,734,left
20,incongruent,2,0,859,left
20,congruent,4,0,671,left
20,congruent,4,0,797,left
20,congruent,2,0,765,left
20,congruent,3,0,1062,left
20,incongruent,4,0,828,left
20,congruent,1,0,1093,left
20,congruent,1,0,1125,left
20,incongruent,1,0,828,left
20,incongruent,1,0,796,left
20,incongruent,3,0,969,left
20,congruent,2,0,766,left
20,congruent,1,0,1156,left
20,congruent,2,0,797,left
20,congruent,4,0,1047,left
20,incongruent,3,0,765,left
20,congruent,3,0,921,left
20,incongruent,2,0,734,left
20,congruent,3,0,891,left
20,incongruent,4,0,875,left
20,incongruent,1,0,1047,left
20,incongruent,2,0,1000,left
20,incongruent,3,0,1297,left
20,incongruent,2,0,1062,left
20,incongruent,4,0,937,left
20,incongruent,3,0,891,left
20,incongruent,1,0,937,left
20,incongruent,3,0,1094,left
20,incongruent,4,0,734,left
20,congruent,1,0,968,left
20,congruent,3,0,890,left
20,congruent,2,0,906,left
20,incongruent,2,0,1063,left
20,incongruent,4,0,843,left
20,congruent,1,0,922,left
20,congruent,4,0,766,left
20,congruent,3,0,781,left
20,incongruent,2,0,1203,left
20,congruent,4,0,875,left
20,incongruent,1,0,874,left
20,incongruent,3,0,797,left
20,incongruent,4,0,1187,left
20,congruent,4,0,1203,left
20,incongruent,1,0,1188,left
20,congruent,1,0,1078,left
20,incongruent,2,0,1203,left
20,congruent,2,0,1156,left
20,congruent,2,0,1110,left
20,congruent,3,0,1016,left
21,congruent,3,0,1579,left
21,congruent,1,0,1344,left
21,incongruent,1,0,1219,left
21,congruent,1,0,1515,left
21,congruent,4,0,1187,left
21,incongruent,3,0,1172,left
21,incongruent,2,0,1343,left
21,congruent,2,0,1422,left
21,congruent,2,0,1281,left
21,congruent,4,0,1360,left
21,congruent,3,0,1125,left
21,incongruent,4,0,1281,left
21,incongruent,3,0,1484,left
21,incongruent,4,0,1687,left
21,incongruent,2,0,1344,left
21,incongruent,1,0,1328,left
21,incongruent,4,0,1250,left
21,incongruent,1,0,1297,left
21,incongruent,2,0,1703,left
21,congruent,3,0,1328,left
21,congruent,4,0,1641,left
21,incongruent,3,0,1297,left
21,congruent,2,0,1328,left
21,congruent,1,0,1547,left
21,congruent,2,0,1687,left
21,incongruent,2,0,1265,left
21,incongruent,3,0,1187,left
21,congruent,2,0,1703,left
21,incongruent,1,0,1297,left
21,incongruent,1,0,1407,left
21,congruent,3,0,1391,left
21,incongruent,4,0,1453,left
21,congruent,4,0,1453,left
21,incongruent,3,0,1328,left
21,incongruent,3,0,1453,left
21,congruent,4,0,1047,left
21,congruent,3,0,1438,left
21,incongruent,4,0,1266,left
21,congruent,4,0,1125,left
21,congruent,3,0,1203,left
21,incongruent,2,0,1312,left
21,incongruent,4,0,1219,left
21,incongruent,1,0,1421,left
21,incongruent,2,0,1344,left
21,congruent,2,0,1391,left
21,congruent,1,0,1391,left
21,congruent,1,0,1265,left
21,congruent,1,0,1109,left
21,congruent,1,0,1656,left
21,incongruent,3,0,1640,left
21,incongruent,1,0,1375,left
21,congruent,1,0,1282,left
21,incongruent,1,0,1344,left
21,congruent,3,0,1328,left
21,congruent,3,0,1172,left
21,incongruent,2,0,1235,left
21,congruent,2,0,1391,left
21,incongruent,4,0,1282,left
21,incongruent,1,0,1109,left
21,congruent,4,0,1359,left
21,congruent,4,0,1297,left
21,congruent,4,0,1328,left
21,congruent,2,0,1375,left
21,incongruent,4,0,1281,left
21,congruent,2,0,2156,left
21,incongruent,3,0,1656,left
21,incongruent,3,0,1328,left
21,congruent,1,0,1265,left
21,incongruent,4,0,1344,left
21,incongruent,2,0,1453,left
21,congruent,3,0,1484,left
21,incongruent,2,0,1250,left
21,congruent,1,0,1281,left
21,congruent,4,0,1329,left
21,incongruent,3,0,1281,left
21,congruent,4,0,1078,left
21,incongruent,3,0,1078,left
21,congruent,2,0,1203,left
21,congruent,1,0,969,left
21,incongruent,1,0,1062,left
21,incongruent,4,0,1188,left
21,incongruent,1,0,1218,left
21,congruent,2,0,1188,left
21,congruent,1,0,1344,left
21,incongruent,2,1,1157,left
21,congruent,3,0,1109,left
21,congruent,2,0,1156,left
21,incongruent,4,0,1172,left
21,incongruent,3,0,1484,left
21,incongruent,1,0,1610,left
21,incongruent,4,0,1265,left
21,congruent,4,0,1172,left
21,congruent,3,0,1609,left
21,congruent,3,0,1203,left
21,incongruent,2,0,1344,left
21,incongruent,2,0,1469,left
21,congruent,2,0,1406,left
21,incongruent,1,0,1188,left
21,congruent,4,0,1156,left
21,congruent,1,0,1234,left
21,congruent,3,0,1641,left
21,incongruent,4,0,1438,left
21,incongruent,3,0,1109,left
21,congruent,1,0,1421,left
21,congruent,3,0,1219,left
21,congruent,4,0,1031,left
21,congruent,4,0,1218,left
21,incongruent,1,0,969,left
21,congruent,2,0,1094,left
21,incongruent,3,0,1453,left
21,congruent,1,0,1234,left
21,congruent,2,0,1219,left
21,congruent,3,0,1063,left
21,incongruent,2,0,1687,left
21,incongruent,2,0,1359,left
21,incongruent,4,0,1156,left
21,incongruent,3,0,953,left
21,incongruent,4,0,953,left
21,incongruent,2,0,1031,left
21,incongruent,1,0,1109,left
21,incongruent,2,0,1313,left
21,congruent,1,0,1234,left
21,congruent,2,0,1000,left
21,incongruent,1,0,1110,left
21,incongruent,2,0,1235,left
21,congruent,4,0,1188,left
21,congruent,3,0,953,left
21,congruent,3,0,1391,left
21,congruent,2,0,1140,left
21,congruent,1,0,1235,left
21,incongruent,2,0,1344,left
21,congruent,3,0,1234,left
21,congruent,1,0,1171,left
21,incongruent,3,0,1546,left
21,incongruent,4,0,1203,left
21,incongruent,4,0,1219,left
21,congruent,4,0,969,left
21,incongruent,4,0,1109,left
21,congruent,2,0,1297,left
21,incongruent,1,0,1250,left
21,incongruent,3,0,1141,left
21,congruent,4,0,1234,left
21,incongruent,3,0,1281,left
21,incongruent,1,0,1078,left
21,congruent,2,0,1250,left
21,congruent,4,0,1078,left
21,incongruent,1,0,1266,left
21,congruent,2,0,1203,left
21,congruent,4,0,1125,left
21,incongruent,3,0,1187,left
21,incongruent,4,0,1406,left
21,incongruent,3,0,1391,left
21,congruent,3,0,2640,left
21,congruent,1,0,1313,left
21,congruent,1,0,1484,left
21,congruent,1,0,1453,left
21,congruent,3,0,1265,left
21,congruent,3,0,1328,left
21,incongruent,2,0,1359,left
21,congruent,2,0,1172,left
21,incongruent,4,0,2375,left
21,incongruent,3,0,1312,left
21,congruent,4,0,1110,left
21,incongruent,4,0,1359,left
21,incongruent,1,0,1265,left
21,incongruent,2,0,1250,left
21,incongruent,1,0,1984,left
21,incongruent,2,0,1250,left
21,incongruent,3,0,1656,left
21,incongruent,1,0,1203,left
21,incongruent,4,0,1281,left
21,incongruent,3,0,1359,left
21,congruent,3,0,1359,left
21,incongruent,3,0,1344,left
21,congruent,3,0,1093,left
21,incongruent,2,0,1235,left
21,congruent,1,0,1047,left
21,incongruent,1,0,1344,left
21,incongruent,2,0,1157,left
21,congruent,4,0,1078,left
21,congruent,4,0,2234,left
21,incongruent,2,0,1312,left
21,congruent,2,0,938,left
21,incongruent,4,0,1219,left
21,congruent,3,0,1406,left
21,congruent,4,0,1156,left
21,incongruent,1,0,1313,left
21,congruent,1,0,1422,left
21,congruent,1,0,1094,left
21,incongruent,4,0,1625,left
21,congruent,2,0,1281,left
21,congruent,2,0,1234,left
22,incongruent,1,0,1953,left
22,incongruent,4,0,1406,left
22,incongruent,1,0,1312,left
22,congruent,2,0,1422,left
22,congruent,1,0,1453,left
22,congruent,4,0,1422,left
22,congruent,3,0,1218,left
22,congruent,1,0,1656,left
22,incongruent,2,0,1625,left
22,incongruent,3,0,1281,left
22,congruent,4,0,1266,left
22,congruent,3,0,1359,left
22,congruent,1,0,1610,left
22,incongruent,4,0,1687,left
22,congruent,2,0,1125,left
22,incongruent,3,0,1406,left
22,incongruent,3,0,1313,left
22,incongruent,2,0,1203,left
22,incongruent,4,0,1203,left
22,incongruent,1,0,1234,left
22,incongruent,2,0,1172,left
22,congruent,4,0,1109,left
22,congruent,3,0,1204,left
22,congruent,2,0,1453,left
22,congruent,4,0,1406,left
22,incongruent,2,0,1235,left
22,incongruent,2,0,1438,left
22,incongruent,3,0,1141,left
22,incongruent,3,0,1157,left
22,incongruent,2,0,1250,left
22,incongruent,4,0,1187,left
22,congruent,1,0,1703,left
22,congruent,2,0,1453,left
22,incongruent,1,0,1265,left
22,congruent,2,0,1422,left
22,incongruent,1,0,1250,left
22,congruent,1,0,1141,left
22,incongruent,1,0,1219,left
22,incongruent,4,0,1313,left
22,incongruent,3,0,1266,left
22,congruent,1,0,953,left
22,congruent,3,0,1391,left
22,congruent,3,0,1078,left
22,congruent,2,0,1219,left
22,incongruent,4,0,1531,left
22,congruent,4,0,1047,left
22,congruent,3,0,1156,left
22,congruent,4,0,1422,left
22,incongruent,2,0,984,left
22,incongruent,3,0,1125,left
22,congruent,1,0,969,left
22,congruent,4,0,1062,left
22,congruent,2,0,1344,left
22,incongruent,1,0,1485,left
22,incongruent,3,0,969,left
22,incongruent,1,0,1047,left
22,incongruent,3,0,1032,left
22,congruent,4,0,1359,left
22,congruent,3,0,1000,left
22,congruent,2,0,1203,left
22,incongruent,4,0,1281,left
22,congruent,3,0,1016,left
22,congruent,2,0,1047,left
22,congruent,1,0,1141,left
22,incongruent,2,0,1094,left
22,incongruent,1,0,1204,left
22,incongruent,4,0,1078,left
22,congruent,4,0,1250,left
22,congruent,3,0,1235,left
22,incongruent,4,0,1312,left
22,incongruent,2,0,1141,left
22,congruent,1,0,1360,left
22,incongruent,2,0,1375,left
22,incongruent,1,0,953,left
22,incongruent,2,0,1250,left
22,congruent,2,0,1281,left
22,congruent,1,0,1235,left
22,congruent,2,0,1266,left
22,congruent,3,0,984,left
22,congruent,3,0,1188,left
22,congruent,4,0,1063,left
22,congruent,2,0,1015,left
22,incongruent,4,0,1125,left
22,incongruent,3,0,1063,left
22,congruent,3,0,1375,left
22,congruent,4,0,1109,left
22,congruent,1,0,1531,left
22,incongruent,3,0,1203,left
22,congruent,4,0,1156,left
22,congruent,1,0,953,left
22,incongruent,3,0,1078,left
22,incongruent,2,0,1406,left
22,incongruent,4,0,1344,left
22,incongruent,1,0,1046,left
22,incongruent,1,0,1172,left
22,incongruent,4,0,1234,left
22,incongruent,3,0,1547,left
22,congruent,1,0,1157,left
22,congruent,4,0,1000,left
22,congruent,4,0,1110,left
22,congruent,2,0,1172,left
22,incongruent,4,0,891,left
22,incongruent,1,0,1172,left
22,congruent,3,0,1844,left
22,congruent,2,0,1422,left
22,incongruent,2,0,1031,left
22,incongruent,2,0,1156,left
22,incongruent,1,0,1390,left
22,incongruent,3,0,1235,left
22,incongruent,2,0,1282,left
22,congruent,3,0,1360,left
22,congruent,3,0,1344,left
22,congruent,4,0,1219,left
22,congruent,1,0,1375,left
22,incongruent,1,0,1187,left
22,incongruent,3,0,1344,left
